Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Patrick Head,https://www.crunchbase.com/person/patrick-head,,,,Patrick Head,,,,,,,,,,,"245,401"
Jan Wäreby,https://www.crunchbase.com/person/jan-wreby,1,,,"On January 1, 2011, Jan Wäreby became Senior Vice President and Head of Group Function Sales & Marketing. From January 2007 until the end...",Individual/Angel,Seed,1,,1,,,,,,"245,410"
Tony Pincham,https://www.crunchbase.com/person/tony-pincham,,,"London, England, United Kingdom",Tony Pincham,,,,,,,,,,,"245,405"
Richard Pate,https://www.crunchbase.com/person/richard-pate-354f,1,,,Richard Pate,Individual/Angel,,1,,,,,,,,"245,406"
Dr. Christopher A. Tucker,https://www.crunchbase.com/person/christopher-tucker,,,"Leiden, Zuid-Holland, The Netherlands","Dr. Christopher A.Tucker is a founder of cartheur, serving as its CTO.",,Early Stage Venture,,,,,,,,,"245,414"
Dwayne Smith,https://www.crunchbase.com/person/dwayne-smith,,,,Dwayne Smith,,,,,,,,,,,"245,411"
Gustavo Hideyuki Okamoto,https://www.crunchbase.com/person/gustavo-hideyuki-okamoto,,,"São Paulo, Sao Paulo, Brazil",Gustavo Hideyuki Okamoto,,,,,,,,,,,"245,416"
C. I. Branan,https://www.crunchbase.com/person/c-i-branan,,,,C. I. Branan,,,,,,,,,,,"245,415"
Muraoka Koji,https://www.crunchbase.com/person/muraoka-koji,1,,"Miyazaki, Miyazaki, Japan",Muraoka Koji,Individual/Angel,,1,,,,,,,,"245,412"
Thomas F. Steyer,https://www.crunchbase.com/person/thomas-f-steyer,1,,,Thomas F. Steyer - Board of Trustees @ Stanford University,Individual/Angel,Seed,1,,,,,,,,"245,407"
Jason Brenner,https://www.crunchbase.com/person/jason-brenner,,,,Jason Brenner,,,,,,,,,,,"245,408"
Lothar Heusel,https://www.crunchbase.com/person/lothar-heusel,,,"Munich, Bayern, Germany",Lothar Heusel is the Founder and Managing Director at Vision11 and attended EBS University of Economics and Law.,,,,,,,,,,,"245,402"
Britain Peakes,https://www.crunchbase.com/person/britain-peakes,,,,Britain Peakes,Investment Partner,,,1,,,,,,,"245,403"
Dietmar Reindl,https://www.crunchbase.com/person/dietmar-reindl,,,"Austria, Pangasinan, Philippines",Dietmar Reindl is the Chief Operating Officer at Immofinanz.,Investment Partner,,,1,,,,,,,"245,404"
Deepak Chhabria,https://www.crunchbase.com/person/deepak-chhabria,,,"Pimpri, Maharashtra, India",Deepak Chhabria,,,,,,,,,,,"245,418"
Javier Rubió,https://www.crunchbase.com/person/javier-rubió,1,,,Javier Rubió is an angel investor.,Individual/Angel,,1,,,,,,,,"245,419"
Tyler Huntzinger,https://www.crunchbase.com/person/tyler-huntzinger,,,"Salt Lake City, Utah, United States",Tyler Huntzinger,,,,,,,,,,,"245,420"
Anna Barsby,https://www.crunchbase.com/person/anna-barsby,,,,Anna Barsby,,,,,,,,,,,"245,424"
Yasushi Oga,https://www.crunchbase.com/person/yasushi-oga,1,,"Tokyo, Tokyo, Japan",Yasushi Oga is an individual investor.,Individual/Angel,,1,,,,,,,,"245,404"
Dr. Brice Neff DC,https://www.crunchbase.com/person/dr-brice-neff-dc,,,"Gilbert, Arizona, United States","Dr. Brice Neff DC is a Gilbert chiropractor who uses a ""whole person"" approach to serve the city of Gilbert, Arizona's residents. He is a ch...",,Private Equity,,,,,,,,,"245,422"
ferahtia khayra,https://www.crunchbase.com/person/ferahtia-khayra-9535,,,,"L'établissement a débuté en 19852 par l'ouverture d'un institut d'enseignement supérieur en mécanique, suivi en 1989 par ceux de génie civil...",,,,,,,,,,,"245,429"
Suneel Kumar,https://www.crunchbase.com/person/suneel-kumar,1,,"Nagaur, Rajasthan, India",Suneel Kumar,Individual/Angel,Seed,1,,,1,,,,,"245,434"
Johannes Meisner,https://www.crunchbase.com/person/johannes-meisner,,,"Berlin, Berlin, Germany",Johannes Meisner,,Seed,,,,,,,,,"245,431"
Edgard Bonte,https://www.crunchbase.com/person/edgard-bonte,1,,,Edgard Bonte,Individual/Angel,,1,,,,,,,,"245,432"
Michael Larsen,https://www.crunchbase.com/person/michael-larsen-4d35,,,"London, England, United Kingdom",Michael Larsen is a Senior Managing Director at Harbert Management Corp and Harbert Growth Partners. He was a Marketing Director of Citigrou...,,,,,,,,,,,"245,425"
Valentin Jahn,https://www.crunchbase.com/person/valentin-jahn-210c,,,,Valentin Jahn,,,,,,,,,,,"245,426"
Yusuke Iwasaki,https://www.crunchbase.com/person/yusuke-iwasaki,,,,Yusuke Iwasaki is the CTO at Recipio Japan.,,,,,,,,,,,"245,430"
Vishnu BN Rao,https://www.crunchbase.com/person/vishnu-bn-rao,,,"Bengaluru, Karnataka, India",Vishnu BN Rao,,,,,,,,,,,"245,428"
Simon Parkinson,https://www.crunchbase.com/person/simon-parkinson,,,,Simon Parkinson,,,,,,,,,,,"245,402"
Robert Huntington,https://www.crunchbase.com/person/robert-huntington,1,,,Robert Huntington,Individual/Angel,,1,,,,,,,,"245,427"
Jose Zacharias,https://www.crunchbase.com/person/jose-zacharias-4060,,,"Ernakulam, Kerala, India",Jose Zacharias is the Co-founder and CTO of Digiora. Ha attended Mahatma Gandhi University.,,,,,,,,,,,"245,436"
Writero Critics,https://www.crunchbase.com/person/writero-critics,,,"Pakistan, Asia",Writero Critics,,Secondary Market,,,,,,,,,"245,407"
Umar Saleem,https://www.crunchbase.com/person/umar-saleem-fc7a,1,,,"Umar Saleem, SWVL.",Individual/Angel,,1,,,,,,,,"245,438"
Per Holknekt,https://www.crunchbase.com/person/per-holknekt,,,"Stockholm, Stockholms Lan, Sweden",Per Holknekt,,,,,,,,,,,"245,439"
Tang Peihui,https://www.crunchbase.com/person/tang-peihui,,,,Tang Peihui is the deputy general manager of Caixin Economic Investment.,Investment Partner,,,1,,,,,,,"245,440"
Jayesh Patel,https://www.crunchbase.com/person/jayesh-patel-2b7d,,,,Jayesh Patel,,Seed,,,,,,,,,"245,441"
Duan Xiaoguang,https://www.crunchbase.com/person/duan-xiaoguang,,,,Duan Xiaoguang,Investment Partner,,,2,,,,,,,"245,411"
Damond Lock,https://www.crunchbase.com/person/damond-lock,,,,Damond Lock,,,,,,,,,,,"245,442"
Charles Buchler,https://www.crunchbase.com/person/charles-buchler,,,"Luxembourg, Europe",Charles Buchler,,,,,,,,,,,"245,444"
Jude Tugman,https://www.crunchbase.com/person/jude-tugman,,,,Jude Tugman is the Director at Architect Your Home Ltd. Jude Tugman attended Brighton Poly.,,,,,,,,,,,"245,412"
Ron Retallick,https://www.crunchbase.com/person/ron-retallick,,,"Brisbane, Queensland, Australia","Ron Retallick, a highly skilled and dedicated professional, is the proud owner of Smart Carpet Cleaning Brisbane. With an unwavering commitm...",,"Debt, Private Equity",,,,,,,,,"245,445"
Shuzhi Liu,https://www.crunchbase.com/person/shuzhi-liu,,,,Shuzhi Liu,Investment Partner,,,1,,,,,,,"245,446"
Marc Reibman,https://www.crunchbase.com/person/marc-reibman,,,"Towson, Maryland, United States",Marc Reibman,,,,,,,,,,,"245,447"
Chen Weijia,https://www.crunchbase.com/person/chen-weijia,,,,"Chen Weijia, managing partner of Zhongyuan Capital.",Investment Partner,,,1,,,,,,,"245,451"
Faaez Ul Haq,https://www.crunchbase.com/person/faaez-ul-haq-117f,,,,Faaez Ul Haq,Investment Partner,,,1,,,,,,,"245,465"
Stephen Haines,https://www.crunchbase.com/person/stephen-haines,,,,Stephen Haines,,,,,,,,,,,"245,449"
Richard Neustadt,https://www.crunchbase.com/person/richard-neustadt,,,,Richard Neustadt,,,,,,,,,,,"245,457"
Kerry Lucasse,https://www.crunchbase.com/person/kerry-lucasse-56e7,1,,,Kerry Lucasse,Individual/Angel,,1,,,,,,,,"245,450"
Yu Zheng,https://www.crunchbase.com/person/yu-zheng-6771,,,,Yu Zheng,Investment Partner,,,1,,,,,,,"245,418"
Rob Fisher,https://www.crunchbase.com/person/rob-fisher-a007,,,"Richmond, Virginia, United States",Rob Fisher KPMG - US IMPACT Leader,Investment Partner,,,1,,,,,,,"245,460"
Sébastien Viou,https://www.crunchbase.com/person/sébastien-viou,,,,Sébastien Viou,Investment Partner,,,1,,,,,,,"245,421"
Jenny Hunter,https://www.crunchbase.com/person/jenny-hunter-3007,,,,Jenny graduated with highest honors from the Georgia Institute of Technology with a Bachelor in Computer Engineering. She received a patent ...,,,,,,,,,,,"245,459"
Elizabeth Orbell,https://www.crunchbase.com/person/elizabeth-orbell,,,"Oxted, Surrey, United Kingdom","Over ten years in Client Services, including five years working with high-net worth investors and over five years working with senior market...",,,,,,,,,,,"245,453"
Adrian Brooks,https://www.crunchbase.com/person/adrian-brooks,1,,,Adrian Brooks,Individual/Angel,,1,,,,,,,,"245,463"
Abhishek Tanwar,https://www.crunchbase.com/person/abhishek-tanwar-a55a,1,,,Abhishek Tanwar,Individual/Angel,Seed,1,,,,,,,,"245,448"
Cá Cược Độ,https://www.crunchbase.com/person/cá-cược-độ,,,"Philippines, Asia","Mạng xã hội diễn đàn Cá Cược Độ online về cá độ bóng đá, casino online, slot game, trò chơi, xổ số lô đề trực tuyến tại Việt Nam. Ngoài ra C...",,Seed,,,,,,,,,"245,430"
Ray York,https://www.crunchbase.com/person/ray-york-7775,,,,"Ray York, SCEDC and Small Business Development Center at the University of Wisconsin-Green Bay business counselor.",Investment Partner,,,5,,,,,,,"245,432"
Koji Hodori,https://www.crunchbase.com/person/koji-hodori,,,,Koji Hodori is the New Business Strategy Department at Toshiba Tec Corporation.,,,,,,,,,,,"245,461"
Francisco Caro,https://www.crunchbase.com/person/francisco-caro,,,"Madrid, Madrid, Spain","Francisco Caro joined MCH in 2002 as an Investment Director in Fund II, and is one of the Partners in Fund III since 2008. Francisco has ...",,,,,,,,,,,"245,464"
Ammon Covino,https://www.crunchbase.com/person/ammon-covino,,,,Ammon Covino joined SeaQuest as founder.,,,,,,,,,,,"245,454"
