Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
John Mandile,https://www.crunchbase.com/person/john-mandile,,,"Boston, Massachusetts, United States",John Mandile is the Founding Partner at Social Ventures.,Investment Partner,,,37,,,,,,,"93,001"
Lotus Investment Strategies,https://www.crunchbase.com/organization/lotus-investment-strategies,,,"Charlestown, Saint John Figtree, Saint Kitts and Nevis",Lotus Investment Strategies offers portfolio management to an emerging digital asset class.,"Hedge Fund, Private Equity Firm","Early Stage Venture, Secondary Market, Seed",,,,,,,,,"93,007"
Lisa Dolan,https://www.crunchbase.com/person/lisa-dolan,,,"New York, New York, United States",Lisa Dolan currently works as the Managing Director for Link Ventures.  Lisa previously worked at Angel Intelligence Inc. as the CEO and Co-...,Investment Partner,,,5,,,,,,,"93,012"
Finexcorp,https://www.crunchbase.com/organization/finexcorp,1,1,"Quebec, Quebec, Canada",Finexcorp is a privately owned corporation specialized in asset based lending.,,,1,,1,,1,,,,"93,021"
7stars Ventures,https://www.crunchbase.com/organization/7stars-ventures,3,,"São Paulo, Sao Paulo, Brazil",7stars Ventures is an investment company that invests money in missionaries.,"Private Equity Firm, Venture Capital",,3,,1,,,,,,"93,024"
Lio Factory,https://www.crunchbase.com/organization/lio-factory,,,"Milano, Lombardia, Italy",Lio Factory is an impact investment organization that helps in funding business and firms in private markets.,Venture Capital,"Early Stage Venture, Venture",,,,,,,,,"93,029"
Michael Girdley,https://www.crunchbase.com/person/michael-girdley,2,,"San Antonio, Texas, United States",Michael Girdley is the current Partner and Cofounder of Dry Line Partners. He previously worked at Alamo Angels as a Board Member and Co-fou...,"Investment Partner, Individual/Angel",Seed,2,1,,,,,,,"93,032"
Gus Lawlor,https://www.crunchbase.com/person/gus-lawlor,,,"Cambridge, Massachusetts, United States","Mr. Lawlor is a General Partner at HealthCare Ventures (HCV), one of the largest healthcare-focused venture capital firms in the world. Mr. ...",Investment Partner,,,9,,,,,,,"93,034"
George Mulhern,https://www.crunchbase.com/person/george-mulhern,,,"Boise, Idaho, United States",George brings proven leadership and twenty-five years of Business-to-Business technology expertise to CradlePoint. During his twenty-year...,Investment Partner,,,1,,,,,,,"93,041"
Anil Maguru,https://www.crunchbase.com/person/anil-maguru,,,Europe,Anil Maguru - Investment Director @ Satgana,Investment Partner,"Convertible Note, Early Stage Venture, Seed",,4,,,,,,,"93,046"
Dirigo Angels,https://www.crunchbase.com/organization/dirigo-angels,2,,"Portland, Oregon, United States",Dirigo Angels provides a new and robust source of capital for seed stage companies.,Venture Capital,"Early Stage Venture, Seed",2,,1,1,,,,,"93,047"
Yuming Venture Capital,https://www.crunchbase.com/organization/yuming-venture-capital,2,,,Yuming Venture Capital is a venture capital firm.,Venture Capital,,2,,1,,,,,,"93,049"
BÜFA,https://www.crunchbase.com/organization/büfa,,,"Oldenburg, Niedersachsen, Germany","BÜFA provides chemicals, cleaning and composites products and services.",,,,,,,,,,,"93,000"
Sparviero,https://www.crunchbase.com/organization/sparviero,1,,,Sparviero operates as an investment firm.,,,1,,,,,,,,"93,001"
Z Corporation Japan,https://www.crunchbase.com/organization/z-corporation-japan,5,1,"Tokyo, Tokyo, Japan",Z Corporation is an investment company that focuses on start-up companies in specific business areas.,Venture Capital,,5,,3,,1,,,,"93,003"
Rob Hadick,https://www.crunchbase.com/person/rob-hadick-76dc,,,,General Partner at Dragonfly,Investment Partner,,,1,,,,,,,"93,066"
Tallwave Capital,https://www.crunchbase.com/organization/tallwave-capital,1,,"Scottsdale, Arizona, United States","Tallwave Capital provides funding, business systems, and extensive networks to help solve operational and growth challenges.",,,1,,1,,,,,,"93,006"
AXIS,https://www.crunchbase.com/organization/axis-72c3,1,,"Madrid, Madrid, Spain",AXIS is a venture capital subsidiary of the ICO Group.,Venture Capital,,1,,,,,,,,"93,007"
Next Proptech,https://www.crunchbase.com/organization/next-proptech,1,,"Istanbul, Istanbul, Turkey",Next Proptech is a property technology focused venture capital firm.,Venture Capital,"Early Stage Venture, Private Equity",1,,,,,,,,"93,068"
Nicholas Beugg,https://www.crunchbase.com/person/nicholas-beugg,,,"Miami Beach, Florida, United States","Angel Investor, Consumer Startups",,Seed,,,,,,,,,"93,070"
Park Je-hyun,https://www.crunchbase.com/person/park-je-hyun,,,,Park Je-hyun serves as CEO of New Paradigm Investment.,Investment Partner,,,41,,,,,,,"93,071"
Zürcherische Seidenindustrie Gesellschaft,https://www.crunchbase.com/organization/zürcherische-seidenindustrie-gesellschaft,1,,"Zürich, Zurich, Switzerland",Zürcherische Seidenindustrie Gesellschaft is an association of active and former companies from Zürich’s silk industry.,,,1,,1,,,,,,"93,009"
Paul Montagne,https://www.crunchbase.com/person/paul-montagne,,,"Amsterdam, Noord-Holland, The Netherlands","Paul Montagne is the CEO, Founder and Partner of VentureBuilders. Paul Montagne attended UC San Diego.",Investment Partner,,,1,,,,,,,"93,072"
