Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Engenesis,https://www.crunchbase.com/organization/engenesis,,,"Sydney, New South Wales, Australia","Engenesis is a Global Venture Builder based in Sydney, Australia.",Angel Group,"Convertible Note, Early Stage Venture, Non Equity Assistance, Seed, Venture",,,,,,,,,"37,206"
Aviv Venture Capital,https://www.crunchbase.com/organization/aviv-venture-capital,16,6,"Petah Tiqva, HaMerkaz, Israel",Aviv Venture Capital invests in mid-stage technology companies and is an Israeli venture capital firm.,Venture Capital,"Early Stage Venture, Seed",11,,2,,6,,,,"37,207"
Vasil Kacarov,https://www.crunchbase.com/person/vasil-kacarov-ad6d,,,"Macedonia, Europe","Biography of Vasil Kacarov Early Life: Vasil Kacarov was born on June 23, 2005, in Gevgelija, a picturesque town in North Macedonia. From ...",,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed",,,,,,,,,"37,211"
Quantum Ventures Korea,https://www.crunchbase.com/organization/quantum-ventures-korea,44,,"Seoul, Seoul-t'ukpyolsi, South Korea",Quantum Ventures Korea actively invests in companies within Technology and Bio/Healthcare industries.,Venture Capital,Early Stage Venture,39,,7,1,,,,,"37,208"
Vineet Saxena,https://www.crunchbase.com/person/vineet-saxena,2,,"Bengaluru, Karnataka, India",Vineet Saxena is the Co-Founder of Card91. He attended Indian Institute of Technology Kanpur.,Individual/Angel,,2,,,,,,,,"37,214"
Zhengzhou Yueda Technology Equipment Co.,https://www.crunchbase.com/organization/zhengzhou-yueda-technology-equipment-co,1,,"Zhengzhou, Henan, China","Zhengzhou Yueda Technology Equipment Co., Ltd manufactures and trades welding, cutting, and coating equipment.",,,1,,1,,,,,,"37,216"
Solace Capital Partners,https://www.crunchbase.com/organization/solace-capital-partners,2,1,"Los Angeles, California, United States",Solace Capital Partners focuses on constructive investing in lower-middle market companies in the United States and Canada.,Private Equity Firm,Private Equity,2,,1,,1,,,,"37,221"
Curious Capital,https://www.crunchbase.com/organization/curious-capital-a4fc,2,,"Köln, Nordrhein-Westfalen, Germany","Curious Capital is looking for seed and early stage investments, which anyhow fit to activities of a modern media company.","Corporate Venture Capital, Micro VC, Venture Capital","Early Stage Venture, Seed",2,,,,,,,,"37,222"
Crystal-Optech,https://www.crunchbase.com/organization/crystal-optech,2,,"Hangzhou, Zhejiang, China","Zhejiang Crystal-OpTech Co., Ltd is principally engaged in the manufacture, processing and sale of optoelectronic components.",,,2,,1,,,,,,"37,223"
First Capital Partners,https://www.crunchbase.com/organization/first-capital-partners,28,12,"Omaha, Nebraska, United States","First Capital Partners, LLC is a private investment firm based in Omaha, Nebraska, that provides subordinated (mezzanine) debt and equity",Private Equity Firm,"Debt, Private Equity",28,,1,,12,,,,"37,229"
Stepan Simkin,https://www.crunchbase.com/person/stepan-simkin,2,,"Solana, Misamis Oriental, Philippines",Stepan Simkin is the co-founder of Squads.,Individual/Angel,,2,,,,,,,,"37,233"
Wesley Edens,https://www.crunchbase.com/person/wesley-edens,,,"New York, New York, United States","Wesley Edens is the Co-Owner at Aston Villa, Co-CEO at New Fortress Energy, and Co-Owner at Milwaukee Bucks Inc. He attended the Oregon Stat...",Investment Partner,Private Equity,,2,,,,,,,"37,232"
Avistar Communications,https://www.crunchbase.com/organization/avistar-communications,,,"San Mateo, California, United States",Avistar is a provider of advanced desktop videoconferencing capabilities to technology partners and end users.,,,,,,,,,,,"37,200"
Standard Chartered Private Equity,https://www.crunchbase.com/organization/standard-chartered-private-equity,5,,"Singapore, Central Region, Singapore",Standard Chartered Private Equity operates as a private equity and venture capital arm of Standard Chartered.,Private Equity Firm,,5,,4,,,,,,"37,201"
SADITA Holding,https://www.crunchbase.com/organization/sadita-holding,1,,"Kuwait, Al Kuwayt, Kuwait","Sadita is a Holding Company which invlude wholesale and distribution of food & beverage, plastic disposables",Private Equity Firm,,1,,1,,,,,,"37,202"
Hamid Akhavan,https://www.crunchbase.com/person/hamid-akhavan-2,,,"New York, New York, United States",Hamid Akhavan is the CEO and President of Dish Network.He previously worked at Twin Point Capital  as a Chairman. Hamid Akhavan attended Mas...,,,,,,,,,,,"37,203"
Revera Home Health Business,https://www.crunchbase.com/organization/revera-home-health-business,1,,"Mississauga, Ontario, Canada",Revera Home Health Business comprises home health care and services for seniors.,,,1,,,,,,,,"37,207"
Independent Growth Finance (IGF),https://www.crunchbase.com/organization/igf-invoice-finance-ltd,15,3,"Tonbridge, Kent, United Kingdom",IGF provides tailored finance solutions to help businesses manage cash-flow problems and fuel growth.,,,15,,15,,3,,,,"37,239"
ACP Partners,https://www.crunchbase.com/organization/acpi-investments,2,,"London, England, United Kingdom",ACP Partners is an independent and innovative asset management firm.,Private Equity Firm,,1,,2,,,,,,"37,209"
Aioi Nissay Dowa Insurance,https://www.crunchbase.com/organization/aioi-nissay-dowa-insurance,16,3,"Tokyo, Tokyo, Japan","Aioi Nissay Dowa Insurance offers casualty insurance, life insurance, automobile insurance, fire insurance, and other insurance products.",Venture Capital,,15,,6,1,3,,,,"37,244"
Dmitry Tokarev,https://www.crunchbase.com/person/dmitry-tokarev,3,,"London, England, United Kingdom",Dmitry T. is a CEO at Copper. He attended Imperial College Londo.,Individual/Angel,,3,,1,,,,,,"37,210"
Trevor Oelschig,https://www.crunchbase.com/person/trevor-oelschig,,,"San Francisco, California, United States","Trevor Oelschig is a Managing Director at General Catalyst, a venture capital firm with approximately $5 billion in capital raised. At Gener...",Investment Partner,,,22,,,,,,,"37,212"
