Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
HH Shaikh Sultan Bin Zayed Al Nahyan,https://www.crunchbase.com/person/hh-shaikh-sultan-bin-zayed-al-nahyan,,,,"Sultan bin Zayed bin Sultan Al Nahyan    In this Arabic name, the surname is Al Nahyan. Not to be confused with Sultan bin Zayed bin Khali...",,,,,,,,,,,"140,404"
Zhejiang Travel Investment,https://www.crunchbase.com/organization/zhejiang-travel-investment,1,,"Hangzhou, Zhejiang, China","Zhejiang Travel Investment offers tourism investment, financial investment, and other businesses.",Venture Capital,,1,,,,,,,,"140,410"
James Cocker,https://www.crunchbase.com/person/james-cocker,,,"London, England, United Kingdom",James Cocker - Partner @ Charterhouse Capital Partners,Investment Partner,,,1,,,,,,,"140,425"
Traversant,https://www.crunchbase.com/organization/traversant,1,,"Phoenix, Arizona, United States","Discover how to create successful and sustainable relationships with the government, and expand your influence, by engaging.",,,1,,,,,,,,"140,426"
Kathryne Cooper,https://www.crunchbase.com/person/kathryne-cooper,,,"Los Angeles, California, United States","Kathryne Cooper, a partner with Jumpstart Nova",Investment Partner,,,14,,,,,,,"140,431"
"Sports Resorts International, Inc.",https://www.crunchbase.com/organization/colonel-s-international,1,,,"Sports Resorts International, Inc. manufacture and sale of bedliners and other truck accessories primarily in North America.",,,1,,1,,,,,,"140,444"
Dan Hynes,https://www.crunchbase.com/person/dan-hynes,,,"London, England, United Kingdom","Dan is a Partner and Head of Talent at Atomico, based in London. Passionate about people and building teams, he brings his extensive global ...",,,,,,,,,,,"140,402"
Musabbeh Al Kaabi,https://www.crunchbase.com/person/musabbeh-al-kaabi,,,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Musabbeh Al Kaabi is the Chief Executive Officer of UAE Investments Platform at Mubadala. He previously worked as the Exploration Manager at...,,,,,,,,,,,"140,448"
Anders Breinholst,https://www.crunchbase.com/person/anders-breinholst,2,,"Copenhagen, Hovedstaden, Denmark",Anders Breinholst - CCO @ Økoskabet,Individual/Angel,Seed,2,,,,,,,,"140,403"
Angelo Abdela,https://www.crunchbase.com/person/angelo-abdela,,,"New York, New York, United States",Angelo Abdela is Treasurer @ New York Angels.,,,,,,,,,,,"140,450"
