Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Trond Aas,https://www.crunchbase.com/person/trond-arne-aas,1,,"Oslo, Oslo, Norway",Trond Aas is a Co-Founder and CEO at Attensi. He attended Georgia Institute of Technology.,Individual/Angel,Seed,1,,,,,,,,"104,402"
Christoph Hornung,https://www.crunchbase.com/person/christoph-hornung-3133,,,,Christoph Hornung is an Investment Director at Draper Esprit.,Investment Partner,,,10,,,,,,,"104,404"
Cosmen Family Office,https://www.crunchbase.com/organization/cosmen-family-office,1,,,Cosmen Family Office is a family investment group.,,,1,,,,,,,,"104,405"
Econix,https://www.crunchbase.com/organization/econix,1,,"Istanbul, Istanbul, Turkey","Econix provides consultancy services for government & non-government institutions, pharmaceutical, medical devices and healthcare companies.",,,1,,,,,,,,"104,406"
Mark Johnson,https://www.crunchbase.com/person/mark-a-johnson,,,"Atlanta, Georgia, United States",Mark joined TTV as a partner in 2008.,Investment Partner,,,17,,,,,,,"104,409"
Micah Siegel,https://www.crunchbase.com/person/micah-siegel,1,1,"San Francisco, California, United States","Micah’s passion is helping missionary entrepreneurs, professors and students create the “Next Big Thing” in machine learning, enterprise sof...",Individual/Angel,Seed,1,,,,1,,,,"104,411"
make a startup angel fund GmbH & Co. KG,https://www.crunchbase.com/organization/make-a-startup-angel-fund-gmbh-co-kg,2,1,"Berlin, Berlin, Germany",They support innovative ideas and companies as angel investor.,,,2,,,,1,,,,"104,413"
Break Fast & Launch,https://www.crunchbase.com/organization/break-fast-launch,,,"San Antonio, Texas, United States",Break Fast & Launch is a business accelerator helping entrepreneurs launch sustainable food concepts.,Accelerator,Seed,,,,,,,,,"104,414"
Max Odefey,https://www.crunchbase.com/person/max-odefey,,,"Hamburg, Germany, Europe",Max Odefey - Managing Partner @ GENUI Partners,Investment Partner,,,1,,,,,,,"104,415"
Dotun Olowoporoku,https://www.crunchbase.com/person/dotun-olowoporoku,,,"Bristol, Bristol, City of, United Kingdom",Dotun Olowoporoku is the Executive Producer and Host at Building the Future Podcast show. Dotun attended University of the West of England.,Investment Partner,,,4,,,,,,,"104,424"
Clayton Christensen,https://www.crunchbase.com/person/clayton-christensen,,,"Boston, Massachusetts, United States","Clayton Christensen is the Kim B. Clark Professor of Business Administration at the Harvard Business School, with a joint appointment in the...",,,,,,,,,,,"104,427"
Carles Pons,https://www.crunchbase.com/person/carles-pons,1,,"Valencia, Comunidad Valenciana, Spain",Carles Pons is the Co-Founder and CPO of Apolo Kids. He previously worked at Akamon Entertainment as a Head of Studio.Carles Pons attended U...,Individual/Angel,,1,,,,,,,,"104,434"
Fady Jameel,https://www.crunchbase.com/person/fady-jameel,,,,Fady Jameel,Investment Partner,,,3,,,,,,,"104,438"
Anup Pani,https://www.crunchbase.com/person/anup-pani,1,,"San Francisco, California, United States",Anup Pani - Software Development Manager @ NetSuite,Individual/Angel,Seed,1,,,,,,,,"104,441"
Sinochem Fund,https://www.crunchbase.com/organization/sinochem-fund,1,,"Beijing, Beijing, China",Sinochem Fund is an investment fund.,,,1,,1,,,,,,"104,450"
Steve Beck,https://www.crunchbase.com/person/steve-beck-3,,,"San Francisco, California, United States",Steve Beck is the Co-Founder and Managing Director of Novastar Ventures. He is a former Founding Partner of SpringHill Equity Partners. He a...,Investment Partner,,,10,,,,,,,"104,460"
Erskine Bowles,https://www.crunchbase.com/person/erskine-b-bowles,,,"Chapel Hill, North Carolina, United States",Erskine Bowles is the co-founder of Carousel Capital.,,,,,,,,,,,"104,466"
Marissa Hovasse,https://www.crunchbase.com/person/marissa-hovasse-0d43,,,"San Diego, California, United States",Marissa Hovasse is the Co-Founder and CMO at Wellnest World.,,,,,,,,,,,"104,474"
Zhihua Yu,https://www.crunchbase.com/person/zhihua-yu,,,,Zhihua Yu is a Chairman of Lapam Capital.,Investment Partner,,,10,,,,,,,"104,476"
Inoca Capital,https://www.crunchbase.com/organization/inoca-capital,2,1,"Chicago, Illinois, United States",Inoca is a private investment firm founded on one guiding principal… creating substantial value through strong partnerships.,"Private Equity Firm, Venture Capital",,2,,2,,1,,,,"104,478"
Tony Castiglione,https://www.crunchbase.com/person/tony-castiglione,,,,"Tony Castiglione has over 15 years’ experience in programming and web development, and nearly a decade of small business and entrepreneurial...",,,,,,,,,,,"104,485"
Willem van Zyl,https://www.crunchbase.com/person/willem-van-zyl,1,1,"Johannesburg, NA - South Africa, South Africa",Willem van Zyl is the Co-Founder and Technical Director at Paymenow Group.,Individual/Angel,Seed,1,,,,1,,,,"104,486"
Fork Capital,https://www.crunchbase.com/organization/fork-capital,,,"Barcelona, Catalonia, Spain",We like to collaborate with great entrepreneurs and the best teams.,Venture Capital,,,,,,,,,,"104,488"
