Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Rajiv Patel-O'Connor,https://www.crunchbase.com/person/rajiv-patel-o-connor,,,,Rajiv Patel-O'Connor,Investment Partner,,,1,,,,,,,"223,800"
Yamato Watanabe,https://www.crunchbase.com/person/yamato-watanabe,,,,Yamato Watanabe,Investment Partner,,,1,,,,,,,"223,801"
David Chi,https://www.crunchbase.com/person/david-chi,,,"New York, New York, United States",David Chi is the Partner at Abdiel Capital. Attended Yale University.,,,,,,,,,,,"223,802"
Ashish Lamichhane,https://www.crunchbase.com/person/ashish-lamichhane,,,"Biratnagar, Bagmati, Nepal","Full Time Affiliate & Entrepreneur I come from a small country in Asia, Nepal. I have completed Bachelor in Computer Science in early days o...",,Early Stage Venture,,,,,,,,,"223,807"
Peter Luchetti,https://www.crunchbase.com/person/peter-luchetti,,,"Sausalito, California, United States",Peter Luchetti,,Venture,,,,,,,,,"223,808"
Ripan Kadakia,https://www.crunchbase.com/person/ripan-kadakia,,,"New York, New York, United States",Ripan Kadakia is working as Partner for ZMC.,Investment Partner,,,2,,,,,,,"223,810"
Rajnish Shukla,https://www.crunchbase.com/person/rajnish-shukla,1,,"New York, New York, United States",Rajnish Shukla - Global Strategic Deal Leader @ Genpact,Individual/Angel,Seed,1,,,,,,,,"223,812"
Leo Ma,https://www.crunchbase.com/person/leo-ma,,,"San Francisco, California, United States","Leo Ma is a Principal with Century Urban, which provides real estate advisory and consulting services to clients including public agencies a...",,,,,,,,,,,"223,814"
Aaron Gupta,https://www.crunchbase.com/person/aaron-gupta-460f,,,"Austin, Texas, United States",Aaron Gupta,Investment Partner,,,1,,,,,,,"223,815"
xxx xxx,https://www.crunchbase.com/person/vitaliy-gubskyy,,,,xxx xxx,,,,,,,,,,,"223,820"
Joan Montoya,https://www.crunchbase.com/person/joan-montoya,,,"San Francisco, California, United States",CEO & Founder at Revolucionadolabs / Serial Entrepreneur Montoya is a serial entrepreneur and a managing partner at the Artic Fox Venture...,,,,,,,,,,,"223,821"
Benjamin Patin,https://www.crunchbase.com/person/benjamin-patin,,,"Marseille, Provence-Alpes-Cote d'Azur, France","After 11 years of living in China, learning to speak their language proficiently and working with them, I've now a better idea of the Chines...",,Late Stage Venture,,,,,,,,,"223,822"
Laron Walker,https://www.crunchbase.com/person/laron-walker-197b,1,,"Atlanta, Georgia, United States","Laron A. Walker Serial Entrepreneur Infatuated with Technology, STEM, and Web3!",Individual/Angel,,1,,,1,,,,,"223,819"
Sarah Scharf,https://www.crunchbase.com/person/sarah-scharf-ec14,1,,,"Sarah Scharf, VP of Marketing at Vanta.",Individual/Angel,,1,,,,,,,,"223,823"
Simon Hegener,https://www.crunchbase.com/person/simon-hegener,1,,,Simon Hegener is an angel investor.,Individual/Angel,,1,,,,,,,,"223,825"
Rasmus Wolff,https://www.crunchbase.com/person/rasmus-wolff,4,,"Amsterdam, Noord-Holland, The Netherlands",Rasmus Wolff is the Board Member of Chama The App.,Individual/Angel,Seed,4,,,,,,,,"223,826"
Matthieu Vallin,https://www.crunchbase.com/person/matthieu-vallin,,,,Matthieu Vallin is the Investor at Octopus Ventures.,Investment Partner,,,1,,,,,,,"223,828"
Sagar Gubbi,https://www.crunchbase.com/person/sagar-gubbi,1,,,Sagar Gubbi of Ecoforge.,Individual/Angel,,1,,,,,,,,"223,807"
ENVILIFE Jasa Onlimo,https://www.crunchbase.com/person/envilife-jasa-onlimo,,,"Bandung, Jawa Barat, Indonesia",ENVILIFE Jasa Onlimo,,,,,,,,,,,"223,809"
Aditya Wirawan,https://www.crunchbase.com/person/aditya-wirawan-aa48,,,,"Building BAE Indonesia to become a one-stop shopping platform for highly curated leisure activities, for you at your fingertips.",,Seed,,,,,,,,,"223,833"
Maurizio Aiello,https://www.crunchbase.com/person/maurizio-aiello,,,"Genoa, Liguria, Italy","Maurizio Aiello, CEO of React4life and inventor of Multi In Vitro Organ (MIVO), MSc Degree in Physics, worked in molecular dynamics. His mai...",,,,,,,,,,,"223,835"
Andrew Mattis,https://www.crunchbase.com/person/andrew-mattis,1,,,Andrew J. Mattis is a private investor focusing on sustainable investments in the IT fields.,Individual/Angel,,1,,1,,,,,,"223,831"
Helgert van Raamt,https://www.crunchbase.com/person/helgert-van-raamt,1,,"The Hague, Zuid-Holland, The Netherlands",Helgert van Raamt is a Non-Executive Director at Seakr Ltd. Helgert van Raamt attended University of Twente.,Individual/Angel,"Early Stage Venture, Seed",1,,1,,,,,,"223,834"
CalCharge,https://www.crunchbase.com/organization/calcharge,,,"San Francisco, California, United States",CalCharge is a groundbreaking public-private partnership working to accelerate the development.,Incubator,,,,,,,,,,"223,832"
Scott Alberts,https://www.crunchbase.com/person/scott-alberts,,,"Menlo Park, California, United States",Scott Alberts,,,,,,,,,,,"223,836"
Tancrede Terlinden,https://www.crunchbase.com/person/tancrede-terlinden,1,,,Tancrede Terlinden,Individual/Angel,,1,,,,,,,,"223,837"
Richard Bisso,https://www.crunchbase.com/person/richard-bisso,,,"Culver City, California, United States",Richard Bisso,,,,,,,,,,,"223,838"
Satoshi Tazoe,https://www.crunchbase.com/person/satoshi-tazoe,,,"Tokyo, Tokyo, Japan",Satoshi Tazoe - Managing Partner @ Deep30,Investment Partner,,,4,,,,,,,"223,840"
Ramiro Rinaldi,https://www.crunchbase.com/person/ramiro-rinaldi,,,"Argentina, South America",Ramiro Rinaldi,,,,,,,,,,,"223,844"
Kim Machlup,https://www.crunchbase.com/person/kim-machlup,1,,,Kim Machlup,Individual/Angel,,1,,,,,,,,"223,843"
Konrad Krafft,https://www.crunchbase.com/person/konrad-krafft,,,,Konrad Krafft,,,,,,,,,,,"223,841"
Clif Leonard,https://www.crunchbase.com/person/clif-leonard,,,,Clif Leonard - Founder @ edataforu,,Crowdfunding,,,,,,,,,"223,842"
Hangzhou Weichen Chuangye Fuwu HehuoQiye,https://www.crunchbase.com/organization/hangzhou-weichen-chuangye-fuwu-hehuoqiye,1,,"Hangzhou, Zhejiang, China",Hangzhou Weichen Chuangye Fuwu HehuoQiye is an investment firm.,,,1,,,,,,,,"223,850"
Weihai Qidong Rongzi Danbao Youxian Gongsi,https://www.crunchbase.com/organization/weihai-qidong-rongzi-danbao-youxian-gongsi,1,,"Weihai, Shandong, China",Weihai Qidong Rongzi Danbao Youxian Gongsi provides finance leasing and advisory services.,,,1,,1,,,,,,"223,851"
Peter Bialo,https://www.crunchbase.com/person/peter-bialo-9f8c,1,,,Peter Bialo,Individual/Angel,,1,,,,,,,,"223,826"
