Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Maia Josebachvili,https://www.crunchbase.com/person/maia-josebachvili,1,,"San Francisco, California, United States",Maia Josebachvili - M&A and Investing @ Stripe,Individual/Angel,,1,,,,,,,,"88,801"
Vladimir Gurgov,https://www.crunchbase.com/person/vladimir-gurgov,1,,"San Francisco Bay Area, California, United States",Vladimir Gurgov is the Founder at AA Audience. He attended Saint Petersburg State University.,Individual/Angel,Seed,1,,,,,,,,"88,814"
Anhui Xinhua Media,https://www.crunchbase.com/organization/anhui-xinhua-media,4,1,"Hefei, Anhui, China",Anhui Xinhua Media is a publishing and printing company in China.,,,4,,,,1,,,,"88,825"
Andy Lee,https://www.crunchbase.com/person/andy-lee-34dc,,,"Irvine, California, United States",Andy Lee is Executive Chairman at Alorica. He previously worked at Gateway as CIO. He attended University of Southern California in 1989.,Investment Partner,,,1,,,,,,,"88,829"
Kyle Daley,https://www.crunchbase.com/person/kyle-daley,2,,"San Francisco, California, United States",Kyle Daley - Product and Founding Team Member @ Chime,Individual/Angel,,2,,,,,,,,"88,832"
Ajaipal S. Virdy,https://www.crunchbase.com/person/ajaipal-s-virdy,3,1,"Sterling, Virginia, United States",Ajaipal S. Virdy was the Founder and CEO of LocalEyes. He attended the University of Maryland.,Individual/Angel,Seed,3,,,,1,,,,"88,831"
Adam Runsdorf,https://www.crunchbase.com/person/adam-runsdorf,,,"Boca Raton, Florida, United States","Experienced professional in the pharmaceutical industry and graduate of Rutgers University, Adam P. Runsdorf established WDSrx in 2010.",,,,,,,,,,,"88,836"
Kass Lazerow,https://www.crunchbase.com/person/kass-lazerow,6,3,"New York, New York, United States","Kass is a successful entrepreneur with extensive experience in marketing, consulting and business operations. Kass has founded several su...",Individual/Angel,Seed,4,,,1,3,,,,"88,838"
Christina Isacson,https://www.crunchbase.com/person/christina-isacson,,,"Boston, Massachusetts, United States",Christina Isacson - Partner @ Lightstone Ventures,Investment Partner,,,1,,,,,,,"88,800"
Shield Capital Partners,https://www.crunchbase.com/organization/shield-capital-partners,6,,,Shield Capital Partners is a investment firm.,Investment Bank,Early Stage Venture,3,,,,,,,,"88,841"
Alima Ventures BV,https://www.crunchbase.com/organization/alima-ventures-bv,3,,"Netherlands, Missouri, United States",Alima Ventures BV is an investment firm of Turkey,Venture Capital,,3,,,,,,,,"88,801"
Stephen Remondi,https://www.crunchbase.com/person/stephen-remondi,,,"Winchester, Massachusetts, United States",Mr. Remondi co-founded Exa Corporation in 1991 and has held the positions of Chief Executive Officer and President since 1999. Prior to 1999...,Investment Partner,,,1,,,,,,,"88,843"
Emmet Keeffe,https://www.crunchbase.com/person/emmet-b-keeffe-iii,,,"London, England, United Kingdom",Emmet B. Keeffe III is the Chief Executive Officer & Co-Founder of Irise. In the early 1990's Emmet set two goals - to start a software c...,Investment Partner,,,2,,,,,,,"88,802"
Suman Gopalan,https://www.crunchbase.com/person/suman-gopalan,1,,"Chennai, Tamil Nadu, India",Suman Gopalan is the Chief HR Officer of Freshworks. She previously worked at The Nielsen Company as an SVP and Chief Human Resources Office...,Individual/Angel,,1,,,,,,,,"88,803"
National Bank of Ras Al Khaimah,https://www.crunchbase.com/organization/national-bank-of-ras-al-khaimah,2,,"Khaimah, Ras Al Khaimah, United Arab Emirates",National Bank of Ras Al Khaimah is a provider of retail and commercial banking services.,,,2,,1,,,,,,"88,805"
Latitude Investments,https://www.crunchbase.com/organization/latitude-investments,,,"Sydney, New South Wales, Australia","At Latitude we take a long-term view to invest in technologies that will make an impact today, and into the future.",Venture Capital,,,,,,,,,,"88,804"
Carina Szpilka,https://www.crunchbase.com/person/carina-szpilka,1,,"Madrid, Madrid, Spain",Carina Szpilka earned a degree in Business Administration from the Universidad Pontificia de Comillas in Madrid (ICADE) and an Executive MBA...,Individual/Angel,Seed,1,,,,,,,,"88,844"
Guy Fish,https://www.crunchbase.com/person/guy-fish,,,"Boston, Massachusetts, United States",Guy Fish is the CEO and President at Greater Lawrence Family Health Center. Guy Fish attended Yale School of Management.,Investment Partner,,,8,,,,,,,"88,805"
Andy Slavitt,https://www.crunchbase.com/person/andy-slavitt,1,,"Baltimore, Maryland, United States",Andy Slavitt is the Principal Deputy Administrator for the Centers for Medicare &amp; Medicaid Services (CMS). As Principal Deputy Administr...,"Investment Partner, Individual/Angel",,1,6,,1,,,,,"88,806"
Value Create,https://www.crunchbase.com/organization/value-create,5,,"Tokyo, Tokyo, Japan",Value Create is a venture capital firm focused on management consulting business and investment business.,Venture Capital,"Early Stage Venture, Seed",5,,,,,,,,"88,807"
OP Insurance,https://www.crunchbase.com/organization/op-insurance,1,,"La Mesa, California, United States",OP Insurance is an independent insurance brokerage that focuses on individual and business insurance.,,,1,,1,,,,,,"88,808"
Mayur Resources,https://www.crunchbase.com/organization/mayur-resources,1,1,"Brisbane, Queensland, Australia","Mayur Resources is an energy company that focuses on developing industrial minerals, copper gold, and power generation platform.",,,1,,,,1,,,,"88,809"
Marty Isaac,https://www.crunchbase.com/person/marty-isaac,2,1,"Fairfield, Connecticut, United States",Marty Isaac is the President and a Managing Director at Angel Investor Forum.,Individual/Angel,,2,,,1,1,,,,"88,810"
Sunil Vaswani,https://www.crunchbase.com/person/sunil-vaswani,,,"New York, New York, United States","Sunil joined ICG in 2012 and is a member of ICG's global distribution team, responsible for investor relationships in Europe, Canada and the...",,,,,,,,,,,"88,811"
SM Capital,https://www.crunchbase.com/organization/sm-capital,,,"San Marino Città, San Marino, San Marino","SM Capital provides high-level venture capital and direct deals investments with diversification, scaling, and cost-effectiveness.",Venture Capital,"Early Stage Venture, Secondary Market, Seed, Venture",,,,,,,,,"88,813"
Shandong Health Fund,https://www.crunchbase.com/organization/shandong-health-fund,1,,,Shandong Health Fund is an investment arm of Huiyuan Capital.,Venture Capital,,1,,1,,,,,,"88,815"
B. Riley Principal Investments,https://www.crunchbase.com/organization/b-riley-principal-investments,2,2,"Arlington, Virginia, United States",B. Riley Principal Investments ia a investment firm.,,,2,,2,,2,,,,"88,814"
Jay Parrish,https://www.crunchbase.com/person/jay-parrish,,,"San Francisco, California, United States","Jay Parrish, Ph.D., is the Chief Business Officer and Co-Founder at VIR. Previously he worked at Gilead Sciences, Inc. on the Corporate Deve...",Investment Partner,,,3,,,,,,,"88,849"
Wayne Stocks,https://www.crunchbase.com/person/wayne-stocks,1,,,Wayne Stocks - Director @ Orientis Venture Capital,"Investment Partner, Individual/Angel",,1,3,,,,,,,"88,816"
Katjes Fassin + KG,https://www.crunchbase.com/organization/katjes-fassin-kg,1,,"Emmerich, Nordrhein-Westfalen, Germany",Katjes Fassin + KG is a strong Katjes-family and creating unique products company located in Emmerich.,,,1,,1,,,,,,"88,817"
Savoir Capital,https://www.crunchbase.com/organization/savoir-capital,1,,"Baltimore, Maryland, United States",Savoir Capital is an investment firm.,Venture Capital,,1,,1,,,,,,"88,818"
TiE Bangalore,https://www.crunchbase.com/organization/tie-bangalore,1,,"Bangalore, Karnataka, India","TiE Bangalore is a non-profit organization fostering entrepreneurship globally through education, mentoring, and networking.",,,1,,1,,,,,,"88,820"
Nicola Volpi,https://www.crunchbase.com/person/nicola-volpi,1,,,Nicola Volpi (born in 1961 in Milan) is an Italian entrepreneur and manager with a deep knowledge of financial matters and more than 25 year...,Individual/Angel,,1,,1,,,,,,"88,819"
