Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
George Hagerty,https://www.crunchbase.com/person/george-hagerty-b330,1,,,George Hagerty,Individual/Angel,,1,,,,,,,,"231,009"
Captain Nemo,https://www.crunchbase.com/person/captain-nemo,1,,,Captain Nemo,Individual/Angel,,1,,,,,,,,"231,000"
Mario Garcés,https://www.crunchbase.com/person/mario-garcés-22ef,,,,Mario Garcés,,,,,,,,,,,"231,004"
Ayush Lohia,https://www.crunchbase.com/person/ayush-lohia,1,,,Ayush Lohia is an individual investor.,Individual/Angel,,1,,,,,,,,"231,005"
Jim King,https://www.crunchbase.com/person/jim-king-5cee,,,"Peoria, Arizona, United States",Jim King,,,,,,,,,,,"231,008"
Dagnis Dreimanis,https://www.crunchbase.com/person/dagnis-dreimanis,,,"Latvia, Europe",Dagnis Dreimanis (born in Latvia in 1973) is responsible for the management of BaltCap’s Latvian portfolio. He joined BaltCap in 2000 and wa...,,,,,,,,,,,"231,001"
Małgorzata Darmas,https://www.crunchbase.com/person/małgorzata-darmas,1,,,Małgorzata Darmas,Individual/Angel,,1,,,,,,,,"231,007"
Yosuke Kinugawa,https://www.crunchbase.com/person/yosuke-kinugawa,1,,"Kanagawa, Japan, Asia",Yosuke Kinugawa is the CEO of Baton.,Individual/Angel,,1,,,,,,,,"231,003"
Yuri Frota,https://www.crunchbase.com/person/yuri-frota,,,"Ceara, Brazil, South America",Yuri Frota is the CEO at Sunne Energias Renováveis. He studied engineering at Universidade Federal do Ceará.,,,,,,,,,,,"231,010"
Richard Mancini,https://www.crunchbase.com/person/richard-mancini-9dbd,,,"San Domenico, Calabria, Italy",Richard Mancini is the President of 2hands.,,,,,,,,,,,"231,012"
Paul Fraser,https://www.crunchbase.com/person/paul-fraser-793e,,,"London, England, United Kingdom",Paul Fraser - Director - Specialist Finance @ Bibby Financial Services,Investment Partner,,,1,,,,,,,"231,013"
Joshua Bloomstein,https://www.crunchbase.com/person/joshua-bloomstein,,,,Mr. Bloomstein is Vice President and Assistant Secretary of ACRE.   He is the Vice President and General Counsel of Ares Capital Corporat...,,,,,,,,,,,"231,014"
Bofeng Hu,https://www.crunchbase.com/person/bofeng-hu-ac6b,,,,Mr. Bofeng Hu is the Vice General Manager of Jinshi Investment. He is the Director of CLSA .,Investment Partner,,,2,,,,,,,"231,015"
Shivakant Suniya,https://www.crunchbase.com/person/shivakant-suniya,,,"Pilani, Rajasthan, India",CEO Of Safety Cargo Movers and Packers,,,,,,,,,,,"231,016"
Larry Murray,https://www.crunchbase.com/person/larry-murray,,,,Larry Murray,,,,,,,,,,,"231,019"
Will Colegrove,https://www.crunchbase.com/person/will-colegrove,,,"Chicago, Illinois, United States","Will Colegrove is the Director, Edwardson Social Entrepreneurship Program, Rustandy Center for Social Sector Innovation at The University of...",,,,,,,,,,,"231,017"
Edward Campbell-Harris,https://www.crunchbase.com/person/edward-campbell-harris,1,,,Edward Campbell-Harris,Individual/Angel,,1,,,,,,,,"231,018"
