Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Seaborn Capital,https://www.crunchbase.com/organization/seaborn-capital,,,"Perth, Western Australia, Australia",Seaborn Capital is an investment and venture capital organisation.,Venture Capital,,,,,,,,,,"147,007"
"Dr Milan Nedeljković,",https://www.crunchbase.com/person/dr-milan-nedeljković,,,,"Dr Milan Nedeljković, Member of the Board of Management of BMW AG",Investment Partner,,,1,,,,,,,"147,013"
T Magazine,https://www.crunchbase.com/organization/t-magazine,1,,"Kaminoseki, Yamaguchi, Japan",T Magazine is a magazine Internet service business company.,,,1,,1,,,,,,"147,014"
Bn,https://www.crunchbase.com/organization/bind-com,,,,Future,,,,,,,,,,,"147,029"
Ankur Rastogi,https://www.crunchbase.com/person/ankur-rastogi,,,,Ankur Rastogi is the Founder and Chief Strategist at All About Outdoor Media.com Pvt. Ltd. Ankur Rastogi attended Delhi University.,,,,,,,,,,,"147,030"
Chris Lightbody,https://www.crunchbase.com/person/chris-lightbody,1,,"Nottingham, Nottingham, United Kingdom",Chris Lightbody,Individual/Angel,Seed,1,,1,,,,,,"147,031"
Nicole Su,https://www.crunchbase.com/person/nicole-su,,,"Hong Kong, Hong Kong Island, Hong Kong","Nicole Su joined Ping An Capital in 2015, responsible for developing the RMB Secondary program for the company. Ping An Capital is the core ...",,,,,,,,,,,"147,038"
Tellus TechVentures,https://www.crunchbase.com/organization/tellus-techventures,1,,"Miami Lakes, Florida, United States",Tellus TechVentures is a technology investment fund focused on early-stage innovation.,,,1,,,,,,,,"147,001"
iShuchao.com,https://www.crunchbase.com/organization/ishuchao-com,1,,"Beijing, Beijing, China",iShuchao.com is a social library.,,,1,,1,,,,,,"147,002"
Witruth Capital,https://www.crunchbase.com/organization/witruth-capital,4,,"Beijing, Beijing, China",Witruth Capital is a financial service firm.,Private Equity Firm,Private Equity,4,,,,,,,,"147,004"
