Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
SoundView Technology Group,https://www.crunchbase.com/organization/soundview-technology-group,,,"Boston, Massachusetts, United States","SoundView Technology Group, Inc. operates as a technology-focused, research driven investment banking firm that provides services to an",Investment Bank,,,,,,,,,,"56,407"
Edoardo E. Ermotti,https://www.crunchbase.com/person/edoardo-e-ermotti-0deb,,,"Zug, Switzerland, Europe",Founder & Managing Partner at 14Peaks Capital,Investment Partner,Early Stage Venture,,4,,,,,,,"56,410"
Puneet Singh,https://www.crunchbase.com/person/puneet-singh-620b,2,,"Nashville, Tennessee, United States",Puneet Singh is the Chief Executive Officer at Quartet Health. He attended Education The Wharton School.,Individual/Angel,,2,,,1,,,,,"56,413"
Ignacio Vilela,https://www.crunchbase.com/person/nacho-vilela,8,3,"San Francisco, California, United States",Ignacio Vilela - Partner @ Junipero Capital,"Investment Partner, Individual/Angel",Seed,7,30,,2,3,,,,"56,414"
TIH tabacalera - Somos Una Empresa,https://www.crunchbase.com/organization/tih-tabacalera-somos-una-empresa,,,,Somos Una Empresa,Angel Group,Venture,,,,,,On-Site,,,"56,415"
Sanad AD,https://www.crunchbase.com/organization/sanad-ad,1,,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Sanad AD from the UAE,,,1,,,,,,,,"56,419"
Time Zero Capital,https://www.crunchbase.com/organization/time-zero-capital,2,,"Santa Monica, California, United States",Time Zero Capital helps to build technology business.,Venture Capital,,2,,,,,,,,"56,400"
Rangsons Technologies,https://www.crunchbase.com/organization/rangsons-technologies,1,,"Mysuru, Karnataka, India",Rangsons Technologies is a diversified business group.,,,1,,1,,,,,,"56,401"
State Energy Group International Assets Holdings,https://www.crunchbase.com/organization/state-energy-group-international-assets-holdings,,,"Wan Chai, Hong Kong Island, Hong Kong",State Energy Group International Assets Holdings an investment holding company.,Venture Capital,Early Stage Venture,,,,,,,,,"56,402"
Sunil Kant Munjal,https://www.crunchbase.com/person/sunil-kant-munjal,8,2,"India, Asia",Mr. Sunil Kant Munjal is a senior member of the $ 5.6 billion Hero Group and is responsible for developing growth strategy and implementatio...,"Investment Partner, Individual/Angel",,6,2,4,,2,,,,"56,403"
Ryan Kim,https://www.crunchbase.com/person/ryan-kim-4fb8,,,"Seoul, Seoul-t'ukpyolsi, South Korea",Ryan Kim,Investment Partner,,,9,,,,,,,"56,404"
The Strand Partners,https://www.crunchbase.com/organization/the-strand-partners,2,,"Boca Raton, Florida, United States",The Strand Partners operates as a private investment group.,Venture Capital,"Early Stage Venture, Late Stage Venture",2,,,,,,,,"56,422"
Development Innovation Ventures,https://www.crunchbase.com/organization/development-innovation-ventures,2,,"Washington, District of Columbia, United States",Development Innovation Ventures is USAID’s open innovation program that tests and scales creative solutions.,Entrepreneurship Program,Grant,2,,1,,,,,,"56,406"
Craigs Investment Partners,https://www.crunchbase.com/organization/craigs-investment-partners,,,"Tauranga, Gisborne, New Zealand",Craigs Investment Partners Limited is one of New Zealand’s largest investment advisory and management firms.,"Hedge Fund, Investment Bank",,,,,,,,,,"56,408"
Pacific Horizon Ventures,https://www.crunchbase.com/organization/pacific-horizon-ventures,11,5,"Seattle, Washington, United States","Pacific Horizon Ventures is a Seattle-based venture capital firm, with national presence, focused on the life science and healthcare",Venture Capital,Late Stage Venture,8,,2,,5,,,,"56,416"
Nick Tran,https://www.crunchbase.com/person/nick-tran,5,,"Greater Los Angeles Area, California, United States",Nick Tran is the Global Head of Marketing at TikTok.,Individual/Angel,,5,,,1,,,,,"56,409"
Swadharma Source Ventures,https://www.crunchbase.com/organization/aqaya,1,,"Lucknow, Uttar Pradesh, India","Family office for investing in startups, cryptocurrencies and public markets.",,,1,,,,,,,,"56,429"
Children's Education Funds Inc.,https://www.crunchbase.com/organization/children-s-education-funds-inc,,,"Burlington, Ontario, Canada",Education Savings Plans Provider,,,,,,,,,,,"56,411"
Oakland County,https://www.crunchbase.com/organization/oakland-county,1,,"Pontiac, Michigan, United States",Oakland County provide vital services and keep the public and employees safe during the pandemic.,Government Office,,1,,,,,,,,"56,412"
Gbenga Odegbami,https://www.crunchbase.com/person/gbenga-odegbami,,,"Oakville, Ontario, Canada",Gbenga Odegbami is a Co-Founder at Youverify. He earned his doctoral degree in business administration at Paris School of Business.,,,,,,,,,,,"56,436"
