Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Vikas D Nahar,https://www.crunchbase.com/person/vikas-d-nahar,1,,"Bengaluru, Karnataka, India",Vikas D Nahar is the Founder at Happilo.,Individual/Angel,,1,,,,,,,,"102,001"
Ian Robertson,https://www.crunchbase.com/person/ian-robertson-5,,,"Toronto, Ontario, Canada",Ian Robertson is the Chief Executive Officer and President of Algonquin Power & Utilities Corp. Mr. Robertson is a founder and principal of ...,,,,,,,,,,,"102,007"
sunsail capital,https://www.crunchbase.com/organization/sunsail-capital,1,,"New York, New York, United States",sunsail capital is focused on acquiring of multifamily assets in TX and asset management.,Venture Capital,,1,,1,,,,,,"102,012"
Chetan Gupta,https://www.crunchbase.com/person/chetan-gupta-f4d5,,,,"Mr Gupta is a Managing Director of Samena Capital Investments Limited in Dubai, focusing on investments within the Special Situations Funds....",,,,,,,,,,,"102,020"
Liuyang High-tech,https://www.crunchbase.com/organization/liuyang-high-tech,1,,,Liuyang High-tech is an investment firm.,,,1,,,,,,,,"102,026"
Atine Group Oy,https://www.crunchbase.com/organization/atine-group-oy,1,,"Helsinki, Southern Finland, Finland",Atine Group Oy is a venture capital firm that provides mezzanine and bridge financing.,"Micro VC, Venture Capital",,1,,,,,,,,"102,056"
Lebashe Investment Group,https://www.crunchbase.com/organization/lebashe-investment-group,1,,"Johannesburg, NA - South Africa, South Africa","Lebashe is a black-owned unlisted investment holding company with an experienced, multi-faceted management team.",Venture Capital,,1,,,,,,,,"102,058"
Thames Valley Berkshire Growth Loan Scheme,https://www.crunchbase.com/organization/thames-valley-berkshire-growth-loan-scheme,2,,"Reading, Reading, United Kingdom",Thames Valley Berkshire Growth Loan Scheme is a company that offers connectivity and skills priority statement.,Venture Capital,Seed,2,,,,,,,,"102,061"
China Life Investment Holding,https://www.crunchbase.com/organization/china-life-investment-holding,6,2,"Beijing, Beijing, China",China Life Investment Holding is an investment platform for China Life’s magnificent vision in healthcare sector.,Private Equity Firm,,6,,3,,2,,,,"102,063"
Hive Innovation Ventures,https://www.crunchbase.com/organization/hive-innovation-ventures,,,"Plantation, Florida, United States","Hive Innovation Ventures is a firm focused on helping entrepreneurs, startups and growth-phased companies within the US and internationally.",Entrepreneurship Program,"Crowdfunding, Early Stage Venture, Seed",,,,,,Online,,,"102,065"
Jakub Crhonek,https://www.crunchbase.com/organization/jakub-crhonek-6db0,,,"Pfaffikon, Zurich, Switzerland",Investor,,,,,,,,,,,"102,072"
Paul Geyer,https://www.crunchbase.com/person/paul-geyer,6,2,"Vancouver, British Columbia, Canada","Paul Geyer, a successful Medtech Entrepreneur and experienced Board member. Over the past 20 years Paul founded and led two companies throug...","Investment Partner, Individual/Angel",Seed,5,2,,1,2,,,,"102,073"
Cameron Kaveh,https://www.crunchbase.com/person/cameron-kaveh,,,,Cameron Kaveh is the CEO and Co-Founder at Facegenics.Cameron Kaveh attended UC San Diego.,,,,,,,,,,,"102,077"
Red Dog Ventures,https://www.crunchbase.com/organization/red-dog-ventures,,,"Charlotte, North Carolina, United States","Red Dog Ventures, LLC is a venture capital firm specializing in providing growth capital and making investments in early stage companies.",Venture Capital,Early Stage Venture,,,,,,,,,"102,080"
Integrity Partners,https://www.crunchbase.com/organization/integrity-partners-5a4f,,,"Los Angeles, California, United States",Modern Mobility Venture Investment Team,,,,,,,,,,,"102,000"
McDuff Capital,https://www.crunchbase.com/organization/mcduff-capital,,,"New York, New York, United States",McDuff Capital is a private equity firm. McDuff's team enhances the value of assets and produces superior returns by effectively aligning.,Private Equity Firm,Private Equity,,,,,,,,,"102,084"
Dirk Schapeler,https://www.crunchbase.com/person/dirk-schapeler,,,"San Francisco, California, United States",Dirk Schapeler - President Business Creation Company @ NTK Technologies,Investment Partner,,,2,,,,,,,"102,090"
Cetus Fund,https://www.crunchbase.com/organization/cetus-fund,,,,Cetus is a community-led crypto fund searching the market for the best return opportunities.,Hedge Fund,Early Stage Venture,,,,,,,,,"102,093"
Lakmini Wijesundera,https://www.crunchbase.com/person/lakmini-wijesundera,2,,"New York, United States, North America",Lakmini Wijesundera has over 18 years of experience in technology management and global distribution. As the Chief Executive Officer of Boar...,Individual/Angel,,2,,,2,,,,,"102,000"
China Link Capital,https://www.crunchbase.com/organization/china-link-capital,1,,"Shanghai, Shanghai, China",China Link Capital is engaged in private equity investment.,Private Equity Firm,,1,,,,,,,,"102,094"
