Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Jay Srinivasan,https://www.crunchbase.com/person/jay-srinivasan-e981,1,,,Jay Srinivasan,Individual/Angel,,1,,,,,,,,"179,400"
Jodi Kovitz,https://www.crunchbase.com/person/jodi-kovitz,,,"Toronto, Ontario, Canada",Jodi Kovitz - Chief Executive Officer and Founder @ MoveTheDial,,,,,,,,,,,"179,404"
Andrea Venturini,https://www.crunchbase.com/person/andrea-venturini,,,"Milan, Lombardia, Italy",Andrea Venturini is an Principal at Ambienta SGR S.p.A. He attended University of Udine.,Investment Partner,,,1,,,,,,,"179,409"
Shankar Kondur,https://www.crunchbase.com/person/shankar-kondur,,,"Santa Clara, California, United States",Shankar Kondur,,,,,,,,,,,"179,412"
Langfang Wuxian,https://www.crunchbase.com/organization/langfang-wuxian,1,,"Tongzhou, Beijing, China",Langfang Wuxian is a consulting firm.,,,1,,,,,,,,"179,415"
Eylul Ventures,https://www.crunchbase.com/organization/eylul-ventures,,,"Middletown, Delaware, United States",Empowering entrepreneurs with innovative marketing and tech solutions worldwide.,Family Investment Office,Early Stage Venture,,,,,,,,,"179,416"
Amlan Mandal,https://www.crunchbase.com/person/amlan-mandal,,,,"Amlan Mandal is a VP, Engineering at nCred Financial Services. He Attended Indian Institute of Technology, Kharagpur",,,,,,,,,,,"179,417"
Tengyuan Fund,https://www.crunchbase.com/organization/tengyuan-fund,1,,,Tengyuan Fund is an investment Fund.,,,1,,,,,,,,"179,423"
Luke Calcott Stevens,https://www.crunchbase.com/person/luke-calcott-stevens,1,,,Luke Calcott-Stevens is an individual investor,Individual/Angel,,1,,,,,,,,"179,400"
RFID Invest,https://www.crunchbase.com/organization/rfid-invest,2,,"Dornbirn, Vorarlberg, Austria",RFID Invest AG is a venture capital firm specializing in mid venture investments. The firm seeks to invest in RFID and green technology,Venture Capital,,1,,1,,,,,,"179,404"
Victor Hugo Rodriguez,https://www.crunchbase.com/person/victor-hugo-rodriguez,,,"Boston, Massachusetts, United States","He is the Founder and CEO of LatAm Alternatives. Mr Rodriguez has over 19 years of experience in Management, Sales, Marketing and Business D...",,,,,,,,,,,"179,405"
Benjamin Richardson,https://www.crunchbase.com/person/benjamin-richardson-2,,,"Vancouver, Washington, United States",Ben Richardson is the Founder at NTNRML. He attended Brigham Young University.,Investment Partner,,,1,,,,,,,"179,442"
David Zirin,https://www.crunchbase.com/person/david-zirin-c26a,1,,"Chicago, Illinois, United States",David Zirin,Individual/Angel,Seed,1,,,,,,,,"179,406"
Divyanshu Bansal,https://www.crunchbase.com/person/divyanshu-bansal,,,"Gurgaon, Haryana, India",Serial Entrepreneur. Product & Growth Advisor at multiple Early Stage Startups. Angel Investor with focus on Consumer Internet (Goods and Se...,,Early Stage Venture,,,,,,,,,"179,444"
Joe Porten,https://www.crunchbase.com/person/joe-porten,,,"Menlo Park, California, United States","Joe Porten is a Managing Director at Accel-KKR. Prior to joining Accel-KKR, Joe was a Vice President for Battery Ventures, a multi-stage ven...",Investment Partner,,,10,,,,,,,"179,445"
Jeff Yu,https://www.crunchbase.com/person/jeff-yu,,,"Palo Alto, California, United States",Jeff Yu is an employee of Robert Bosch LLC and focuses on sourcing and evaluating investment opportunities for RBVC in the USA.  Prior to...,Investment Partner,,,2,,,,,,,"179,408"
Gary N. Ross,https://www.crunchbase.com/person/gary-n-ross,1,,"New York, New York, United States",Gary N. Ross is the Founder of PIRA Energy Group.,Individual/Angel,,1,,,,,,,,"179,409"
SHENGKANG HOLDINGS,https://www.crunchbase.com/organization/shengkang-holdings,1,,"Haidian, Beijing, China",SHENGKANG HOLDINGS is a professional institution for equity investment and management.,Private Equity Firm,,1,,,,,,,,"179,410"
Karin Hagen-Gierer,https://www.crunchbase.com/person/karin-hagen-gierer,1,,"Zürich, Zurich, Switzerland","Karin Hagen-Gierer joined Sanofi as Chief Procurement Officer in October 2017 and is based in Paris. Prior to joining Sanofi, Karin spent 24...",Individual/Angel,,1,,,,,,,,"179,411"
