Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Richard Harem,https://www.crunchbase.com/person/richard-harem-8409,,,"San Francisco, California, United States","Richard Harem, Board Member of venVelo.",Investment Partner,,,2,,,,,,,"170,402"
IGP Foundation,https://www.crunchbase.com/organization/igp-foundation,,,,IGP Foundation,,,,,,,,,,,"170,400"
Jahangir Aka,https://www.crunchbase.com/person/jahangir-aka,,,"United Arab Emirates, Asia",Jahangir Aka - Head of Official Institutions @ Neuberger Berman,,,,,,,,,,,"170,403"
Zhonghui Hongcheng Touzi,https://www.crunchbase.com/organization/zhonghui-hongcheng-touzi,2,2,"Beijing, Beijing, China",Zhonghui Hongcheng Touzi is a private equity investment firm.,Private Equity Firm,,2,,,,2,,,,"170,401"
Vikram Kapur,https://www.crunchbase.com/person/vikram-kapur,1,,"New Delhi, Delhi, India",Vikram Kapur - Senior Partner @ McKinsey & Company,Individual/Angel,Seed,1,,,,,,,,"170,402"
Mark Hoover,https://www.crunchbase.com/person/mark-hoover,,,"Campbell, California, United States",Mark Hoover is CEO at Vidder.,,,,,,,,,,,"170,404"
Olivier Murguet,https://www.crunchbase.com/person/olivier-murguet,1,,"France, Europe",Olivier Murguet is a CEO | COO | Board Member.,Individual/Angel,,1,,,,,,,,"170,403"
Anhui Zhongkeda Guozhen Xinxi Keji Youxian Zeren Gongsi,https://www.crunchbase.com/organization/anhui-zhongkeda-guozhen-xinxi-keji-youxian-zeren-gongsi,1,1,"Hefei, Anhui, China","Anhui Zhongkeda Guozhen Xinxi Keji Youxian Zeren Gongsi is a company engaged in the research and development, sales and others.",,,1,,,,1,,,,"170,406"
M-1 Ventures,https://www.crunchbase.com/organization/m-1-ventures,,,"Baltimore, Maryland, United States",M-1 Ventures’ 16-week accelerator empowers startups that help populations get healthy.,Accelerator,,,,,,,,,,"170,406"
massage-dubai.info,https://www.crunchbase.com/organization/massage-dubai-info,,,"Dubai, Dubai, United Arab Emirates",We give you the right body to body massage with best massage therapist available in Dubai.,,,,,,,,,,,"170,407"
Chris Braceland,https://www.crunchbase.com/person/chris-braceland,1,,"New York, New York, United States",Chris Braceland - Director @ BNP Paribas Private Equity,Individual/Angel,Seed,1,,,,,,,,"170,407"
Rising Investments Group,https://www.crunchbase.com/organization/rising-investments-group,2,,"Guanzhou, Guangdong, China","Rising Investments Group is a diversified set of petroleum, commercial real estate and new materials of the comprehensive investment group.",,,2,,,,,,,,"170,409"
"Orrin Ailloni-Charas, MD",https://www.crunchbase.com/person/orrin-ailloni-charas-md,,,"San Francisco, California, United States","Orrin Ailloni-Charas is a CEO, Managing Partner at Global Health Impact Fund.",Investment Partner,,,1,,,,,,,"170,408"
Alex Yanitsky,https://www.crunchbase.com/person/alex-yanitsky,,,"Toronto, Ontario, Canada",Alex Yanitsky,Investment Partner,Late Stage Venture,,1,,,,,,,"170,409"
