Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
New World CyberBase,https://www.crunchbase.com/organization/newworld-cyberbase,1,1,"Wan Chai, Hong Kong Island, Hong Kong",New World CyberBase is an e-commerce technology company.,,,1,,,,1,,,,"70,202"
Ross Chanin,https://www.crunchbase.com/person/ross-chanin,1,,"San Francisco, California, United States","Ross is a repeat Internet entrepreneur with experience in public policy. He was a founder at Reputation.com, the world leader in online priv...",Individual/Angel,,1,,,,,,,,"70,203"
B Group,https://www.crunchbase.com/organization/b-group,1,,"Palm Beach, Florida, United States","Private equity and advisory group focusing on food, energy, mining and infrastructure",Investment Bank,,1,,,,,,,,"70,215"
KJS Group,https://www.crunchbase.com/organization/kjs-group,1,,"Johor Bahru, Johor, Malaysia","Group of companies in the Agriculture, Engineering and Investment Industry",,,1,,,,,,,,"70,216"
HPE Digital Catalyst Program,https://www.crunchbase.com/organization/hpe-digital-catalyst-program,12,1,"Houston, Texas, United States","HPE is an initiative to identify, support, co-innovate and with the next generation of digital disruptors in the Indian startup ecosystem.",Accelerator,"Non Equity Assistance, Seed",12,,12,2,1,,,,"70,218"
Fike Ventures,https://www.crunchbase.com/organization/fike-ventures,1,1,"Culver City, California, United States",Fike Ventures is a venture capital firm.,Venture Capital,,1,,,,1,,,,"70,222"
BASF Basifu,https://www.crunchbase.com/organization/basf-basifu,1,,"Shanghai, Shanghai, China","BASF Basifu is a company engaged in licensing projects, hazardous chemicals business and others.",,,1,,,,,,,,"70,224"
HSBC France,https://www.crunchbase.com/organization/hsbc-france,2,,"Paris, Ile-de-France, France",HSBC is one of the world’s largest banking and financial services organisations.,Government Office,,2,,,,,,,,"70,227"
Sophie Purdom,https://www.crunchbase.com/person/sophie-purdom-37f3,2,,"New York, New York, United States",Sophie Purdom is a Co-Founder of Climate Tech VC.,Individual/Angel,,2,,,,,,,,"70,232"
HYPE Capital,https://www.crunchbase.com/organization/hype-capital,1,,"Houston, Texas, United States",HYPE Capital is an investment firm.,Venture Capital,Early Stage Venture,1,,,,,,,,"70,235"
Mohammed Abrar Asif,https://www.crunchbase.com/person/mohammed-abrar-asif,,,"London, England, United Kingdom","Mohammed Abrar Asif is an MD at Ischyros New York, he is also a Partner at the boutique Investment Banking firm Asif Rodrigues Luxembourg SA...",,"Debt, Late Stage Venture, Private Equity, Secondary Market",,,,,,,,,"70,236"
22,https://www.crunchbase.com/organization/ethernest,,,,22,,,,,,,,,,,"70,238"
Michelson Runway EdTech Accelerator,https://www.crunchbase.com/organization/michelson-runway-edtech-accelerator,4,,"San Francisco, California, United States","Their goal is to increase student access to, persistence in, progress through, and completion of postsecondary education.",Accelerator,"Early Stage Venture, Seed",3,,,2,,,,,"70,239"
Kyorin,https://www.crunchbase.com/organization/kyorin,2,,"Tokyo, Tokyo, Japan",Kyorin is a manufactures and sells prescription medicines and quasi drugs.,,,1,,,,,,,,"70,240"
Evan Falchuk,https://www.crunchbase.com/person/evan-falchuk,,,"Auburndale, Massachusetts, United States","Evan Falchuk is the Chief Executive Officer at Family First. He was formerly President of Best Doctors, Inc., and in 2014 was the independen...",,,,,,,,,,,"70,202"
Axioma Ventures,https://www.crunchbase.com/organization/axioma-ventures-b9b0,8,1,"Tampa, Florida, United States",Axioma Ventures is a venture capital firm that invests in healthcare and information technology companies.,Venture Capital,"Early Stage Venture, Seed, Venture",3,,6,,1,,,,"70,245"
Birmingham Angel Network,https://www.crunchbase.com/organization/birmingham-angel-network,,,"Birmingham, Alabama, United States",Birmingham Angel Network operates as an angel investment club.,Angel Group,,,,,,,,,,"70,243"
