Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
J. Munch Holding,https://www.crunchbase.com/organization/j-munch-holding,1,1,"Esbjerg, Syddanmark, Denmark",J. Munch Holding is the holding company of .Jens Munch,,,1,,1,,1,,,,"191,400"
Tamarind Capital LLC,https://www.crunchbase.com/organization/tamarind-capital-llc,,,"New York, New York, United States",We are a growth equity firm focused on the technology sector.,"Private Equity Firm, Venture Capital",,,,,,,,,,"191,401"
Jon Niermann,https://www.crunchbase.com/person/jon-niermann-92dd,,,"Huntington Beach, California, United States",Jon Niermann serves as CEO at Loop Media.,Investment Partner,,,1,,,,,,,"191,402"
Faisal Jamil,https://www.crunchbase.com/person/faisal-jamil,,,"London, England, United Kingdom","Faisal Jamil is based in Dubai, joined Warburg Pincus in 2014 and is responsible for Warburg Pincus’ fundraising efforts in the Middle East ...",,,,,,,,,,,"191,403"
Emy Donavan,https://www.crunchbase.com/person/emy-donavan-96d4,,,"San Francisco Bay Area, California, United States",Emy Donavan is the current Chief Underwriting Officer of Boost. She previously worked at Resilience as an Executive Vice President and Globa...,Investment Partner,,,1,,,,,,,"191,404"
Edwin van Emmerik,https://www.crunchbase.com/person/edwin-van-emmerik,1,,,Edwin van Emmerik is a Real estate Investor.,Individual/Angel,,1,,,,,,,,"191,405"
Ngalaah Chuphi,https://www.crunchbase.com/person/ngalaah-chuphi,,,"Johannesburg, NA - South Africa, South Africa","Ngalaah joined Ethos in 1999 as an Associate. Since that time, he has had direct involvement in five portfolio companies, playing a signific...",,,,,,,,,,,"191,406"
Gregory Flexter,https://www.crunchbase.com/person/gregory-flexter,,,"Cincinnati, Ohio, United States",Gregory Flexter is Chief Executive Officer and Board Member of Blue Ash Therapeutics (BAT). He has 30 years of executive leadership experien...,,,,,,,,,,,"191,404"
Jin Hao Investment,https://www.crunchbase.com/organization/jin-hao-investment,1,,"Shanghai, Shanghai, China",Jin Hao Investment is engaged in business management consulting and marketing planning.,,,1,,,,,,,,"191,408"
Sanjeev Senta,https://www.crunchbase.com/person/sanjeev-senta-9de8,,,,Sanjeev senta is Co-Founder and Specialist Technology Vice President at TEKWISSEN and he attended Purdue University in 2005.he was the Asst....,,,,,,,,,,,"191,407"
Ryan Benedict,https://www.crunchbase.com/person/ryan-benedict,,,"New York, New York, United States","Ryan is a Managing Director on the Mezzanine investment team. Previously, Ryan was a Vice President in the Financial Sponsors Group at Credi...",Investment Partner,,,7,,,,,,,"191,409"
Eva Buciek,https://www.crunchbase.com/person/eva-buciek,,,"Copenhagen, Hovedstaden, Denmark","Responsible for analyzes and value-adding activities in the VF Venture portfolio companies to optimize capital raising, business models or e...",Investment Partner,,,1,,,,,,,"191,410"
