Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Suzhou Xiangcheng Financial Holding Group,https://www.crunchbase.com/organization/suzhou-xiangcheng-financial-holding-group,6,1,,Suzhou Xiangcheng Financial Holding Group is an investment company.,Private Equity Firm,,6,,2,,1,,,,"45,006"
Bonitás Ventures,https://www.crunchbase.com/organization/bonitás-venture-capital-fund,26,,"Budapest, Budapest, Hungary",Bonitás is a Hungarian private venture capital company.,Venture Capital,"Early Stage Venture, Late Stage Venture",22,,26,,,,,,"45,024"
Chuan-Fu Wang,https://www.crunchbase.com/person/chuan-fu-wang,,,"Shenzhen, Guangdong, China","Wang Chuanfu was born in Wuwei County, Anhui province to a family of poor farmers.While in high school he was cared for by his elder brother...",Investment Partner,,,1,,,,,,,"45,003"
819 Capital,https://www.crunchbase.com/organization/819-capital,4,1,"San Francisco, California, United States","819 Capital is a venture capital firm that invests in seed, mature, and late-stage businesses.",Angel Group,"Early Stage Venture, Seed",3,,,,1,,,,"45,005"
Nigel Eccles,https://www.crunchbase.com/person/nigel-eccles,3,1,"New York, New York, United States","Nigel Eccles, CEO and co-founder of Flick, an esports/gaming focused screen share application. Previously Nigel was the CEO and co-founder o...",Individual/Angel,,3,,,,1,,,,"45,010"
Dash Investment Foundation,https://www.crunchbase.com/organization/dash-investment-foundation,4,,"Grand Cayman, Midland, Cayman Islands",The Dash Investment Foundation invests on behalf of the Dash cryptocurrency network in equity of companies that support the Dash ecosystem.,"Private Equity Firm, Venture Capital","Early Stage Venture, Seed",4,,1,1,,,,,"45,014"
Omas,https://www.crunchbase.com/organization/omas,1,,"Jeddah, Makkah, Saudi Arabia",Omas is providing operation and maintenance services to clients in the electrical and mechanical fields,,,1,,1,,,,,,"45,024"
Valence Ventures,https://www.crunchbase.com/organization/valence-ventures,17,4,"New York, New York, United States",Valence Ventures is an early stage venture capital fund based in NYC,Venture Capital,"Early Stage Venture, Seed",13,,,,4,,,,"45,025"
Lisbon Challenge,https://www.crunchbase.com/organization/lisbon-challenge,,,"Lisbon, Lisboa, Portugal",The Lisbon Challenge is an ambitious 4-month acceleration program aimed at eager startups in the growth phase.,Accelerator,Seed,,,,,,On-Site,2019-02-03,10,"45,063"
DeltaHub Capital,https://www.crunchbase.com/organization/deltahub-capital,9,,,DeltaHub Capital is a blockchain investments and portfolio management.,Venture Capital,"Early Stage Venture, Seed",9,,2,,,,,,"45,026"
Zaz Ventures,https://www.crunchbase.com/organization/zaz-ventures,,,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Deeptech Innovation. Funded.,"Corporate Venture Capital, Entrepreneurship Program","Grant, Non Equity Assistance",,,,,,,,,"45,031"
Absoluto Partners,https://www.crunchbase.com/organization/absoluto-partners,1,1,"Rio De Janeiro, Rio de Janeiro, Brazil","Absoluto Partners is specialized in in-depth analysis, gaining a comprehensive understanding of the firm analyzed, and selection.",Venture Capital,,1,,,,1,,,,"45,000"
US Private Equity Fund,https://www.crunchbase.com/organization/us-private-equity-fund,,,,US Private Equity Fund is a private equity firm that operates in the financial services industry.,Private Equity Firm,,,,,,,,,,"45,001"
Cahill Goron &Reindel,https://www.crunchbase.com/organization/cahill-goron-reindel,1,,"New York, New York, United States",Cahill Represents The Empire District Electric Company in Acquisition by Algonquin Power,,,1,,,,,,,,"45,002"
MTS Ventures,https://www.crunchbase.com/organization/mts-ventures,5,,"Allentown, Pennsylvania, United States","MTS employs an intense, customer-driven method to produce success on every project.",Venture Capital,,5,,1,,,,,,"45,003"
Noorfund,https://www.crunchbase.com/organization/noorfund,7,,"Rosario, Cavite, Philippines",Noorfund is an Investment Holding that helps founders to build value.,Venture Capital,,7,,2,,,,,,"45,004"
Frank van den Bosch,https://www.crunchbase.com/person/frank-van-den-bosch,,,"London, England, United Kingdom",Frank van den Bosch joined Charterhouse in 2005.He previously worked at Goldman Sachs within the Investment Banking Division focusing on lev...,,,,,,,,,,,"45,005"
Aloknath De,https://www.crunchbase.com/person/aloknath-de,3,,"Bengaluru, Karnataka, India",Aloknath De is the Corporate Vice President and Chief Technology Officer at Samsung.,Individual/Angel,,3,,,,,,,,"45,039"
Hestia Investments,https://www.crunchbase.com/organization/hestia-investments,3,,"Cottingham, York, United Kingdom",Hestia Investments is a venture capital firm that invests in the healthcare sector.,Venture Capital,,3,,,1,,,,,"45,007"
