Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Chengdu Jiu Song Fanxing,https://www.crunchbase.com/organization/chengdu-jiu-song-fanxing,2,,,Chengdu Jiu Song Fanxing operates as a venture capital firm.,Venture Capital,,2,,,,,,,,"70,813"
Akram Assaf,https://www.crunchbase.com/person/akram-assaf,2,1,"United Arab Emirates, Asia",Akram Assaf - Co-Founder & CTO @ Bayt.com,Individual/Angel,Seed,2,,,,1,,,,"70,822"
Beijing Changping Technology Innodevelop Group,https://www.crunchbase.com/organization/beijing-changping-technology-innodevelop-group,3,1,"Beijing, Beijing, China",Beijing Changping Technology Innodevelop Group is a wholly-owned industrial investment platform established by the Beijing Changping.,Private Equity Firm,,2,,2,,1,,,,"70,823"
Eric Carlborg,https://www.crunchbase.com/person/eric-carlborg,,,"Menlo Park, California, United States",Eric Carlborg is a General Partner at August Capital since 2010. Eric focuses on investing in later stage growth companies to provide capita...,Investment Partner,,,23,,,,,,,"70,829"
Zac Stern,https://www.crunchbase.com/person/zac-stern,,,"New York, New York, United States",Zac Stern is the Founder and CEO of Official. He previously worked at Rosecliff Ventures as an Investment Associate. He attended NYU Stern S...,,Early Stage Venture,,,,,,,,,"70,850"
Kevin M. Hayes,https://www.crunchbase.com/person/kevin-m-hayes,1,,"Beachwood, Ohio, United States","Kevin joined Weston Presidio in 1996. Prior to joining Weston Presidio, he was an Associate at Advent International in the Leveraged Buyout ...",Individual/Angel,,1,,,,,,,,"70,851"
Summit Realty Group,https://www.crunchbase.com/organization/summit-realty-group,,,"St Louis, Missouri, United States",Summit Real Estate Group is a real estate investment platform that focuses on opportunities within select markets.,,,,,,,,,,,"70,856"
Sentinel Net Lease,https://www.crunchbase.com/organization/sentinel-net-lease,,,"Los Angeles, California, United States",Sentinel Net Lease is a real estate investment firm that acquires and manages freestanding commercial properties.,Private Equity Firm,,,,,,,,,,"70,857"
Force for Good Fund,https://www.crunchbase.com/organization/force-for-good-fund,,,"San Francisco, California, United States","The Force for Good Fund invests in women and people of color-owned,“Best for the World” B Corporations",Family Investment Office,,,,,,,,,,"70,859"
Útgerðarfélag Reykjavíkur,https://www.crunchbase.com/organization/útgerðarfélag-reykjavíkur,1,,"Reykjavík, Gullbringusysla, Iceland",Útgerðarfélag Reykjavíkur is an Icelandic seafood company that owns and operates the freezer trawlers Gudmundur and Nesi RE.,,,1,,,,,,,,"70,861"
Fukoku,https://www.crunchbase.com/organization/fukoku,,,"Ansan, Inch'on-jikhalsi, South Korea",Fukoku is a rubber products manufacturing and marketing company.,,,,,,,,,,,"70,864"
Joel Milton,https://www.crunchbase.com/person/joel-milton,,,"San Francisco, California, United States",Joel Milton - Co-Founder @ BetterPool,,,,,,,,,,,"70,869"
Andrew Adams,https://www.crunchbase.com/person/andrew-adams,,,"New York, New York, United States",Andrew Adams is the Co-Founder and Managing Partner at Oak HC/FT.  Andrew joined Oak Investment Partners in 2003. He currently serves as Gen...,Investment Partner,,,26,,,,,,,"70,870"
My Effect,https://www.crunchbase.com/organization/my-effect-c2eb,,,"Kitchener, Ontario, Canada",My Effect is a mobile app and online platform connects people with partners.,,,,,,,,,,,"70,875"
Aravaipa Venture Fund,https://www.crunchbase.com/organization/aravaipa-venture-fund,2,,"Boulder, Colorado, United States",The only fund in the USA focusing exclusively on Impact Technologies.,Micro VC,,2,,2,,,,,,"70,879"
Ashton Newhall,https://www.crunchbase.com/person/ashton-newhall,,,"Baltimore, Maryland, United States",Ashton Newhall - General Partner & Co-Founder @ Greenspring Associates,Investment Partner,,,3,,,,,,,"70,886"
Chartered Institute of Bankers in Scotland,https://www.crunchbase.com/organization/chartered-institute-of-bankers-in-scotland,,,"Edinburgh, Edinburgh, City of, United Kingdom",Chartered Institute of Bankers in Scotland is a company that provides ethical professionalism and skills development solution.,Investment Bank,,,,,,,,,,"70,801"
Daniel Cane,https://www.crunchbase.com/person/daniel-cane,2,1,"West Palm Beach, Florida, United States","Daniel is President and CEO of South Florida based Modernizing Medicine, Inc. – a healthcare company that is revolutionizing the way in whic...",Individual/Angel,Seed,2,,1,1,1,,,,"70,888"
Police Mutual,https://www.crunchbase.com/organization/police-mutual,2,1,"Lichfield, Staffordshire, United Kingdom","Police Mutual offers a range of products and services exclusively for Officers, Staff, and their families.",,,1,,,,1,,,,"70,802"
Propel Accelerator,https://www.crunchbase.com/organization/propel-accelerator-4717,3,,"New Delhi, Delhi, India",Propel Accelerator focus on enabling Indian startups to expand globally.,Accelerator,Grant,3,,3,,,,,,"70,803"
Patrick Zbinden,https://www.crunchbase.com/person/patrick-zbinden,2,,"Geneva, Geneve, Switzerland",Patrick Zbinden is the current Chief Executive Officer of Capital Union Bank. He previously worked at EFG Asset Management as a Co-Head. Pat...,Individual/Angel,,1,,,,,,,,"70,804"
Chris Lopinto,https://www.crunchbase.com/person/chris-lopinto,1,1,"New York, New York, United States",Chris Lopinto - President & Co-Founder @ ExpertFlyer,Individual/Angel,Seed,1,,,,1,,,,"70,806"
KEB Enterprises,https://www.crunchbase.com/organization/keb-enterprises,,,"Pleasant Grove, Utah, United States",KEB Enterprises is a private investment firm that focuses on partnering with and acquiring businesses.,"Private Equity Firm, Venture Capital",Private Equity,,,,,,,,,"70,891"
Sparbanksstiftelse Norrlands Riskkapitalstiftelse,https://www.crunchbase.com/organization/sparbanksstiftelse-norrlands-riskkapitalstiftelse,7,1,"Örnsköldsvik, Vasternorrlands Lan, Sweden",Sparbankstiftelsen Norrlands Riskkapitalstiftelse promotes long-term regional development in Västerbotten and Västernorrland counties.,Venture Capital,,6,,,,1,,,,"70,896"
Oliver Libby,https://www.crunchbase.com/person/oliver-libby,,,"New York, New York, United States","Oliver B. Libby is co-founding Managing Partner of Hatzimemos / Libby Holdings (H/L).  Based in New York City and founded in 2009, the H/L f...",Investment Partner,,,7,,,,,,,"70,807"
Mr. Gong Wenlong,https://www.crunchbase.com/person/mr-gong-wenlong,1,,,Gong Wenlong is a famous philanthropist and angel investor.,Individual/Angel,,1,,1,,,,,,"70,809"
Bizrupt,https://www.crunchbase.com/organization/bizrupt,4,,"Mexico City, Distrito Federal, Mexico","Bizrupt is an accelerator by founders for founders, that invests in tech startups in early stages (Seed Capital).",Accelerator,"Early Stage Venture, Seed",4,,,,,,,,"70,811"
Net Capital Ventures,https://www.crunchbase.com/organization/net-capital-ventures,4,1,"Ramat Gan, Tel Aviv, Israel",Net Capital Ventures is an investment and advisory firm that specializes in innovation industries.,"Family Investment Office, Private Equity Firm, Venture Capital",Early Stage Venture,3,,3,,1,,,,"70,812"
Knowledge Investment Partners,https://www.crunchbase.com/organization/knowledge-investment-partners,,,"Cleveland, Ohio, United States",Knowledge Investment Partners is a private equity firm specializing in investments in acquisitions.,Private Equity Firm,Private Equity,,,,,,,,,"70,814"
