Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Joseph Tranfo,https://www.crunchbase.com/person/joseph-tranfo,1,,"Greenwich, Connecticut, United States",Joseph Tranfo - Founder and Managing Principal @ Benedict Capital,Individual/Angel,Seed,1,,,,,,,,"88,209"
Ovalle Holdings Inc.,https://www.crunchbase.com/organization/ovalle-holdings-inc,,,,"Private equity, real estate, growth equity, technology, blockchain, and renewable energy.","Corporate Venture Capital, Incubator, Private Equity Firm, Venture Capital","Early Stage Venture, Private Equity, Seed",,,,,,,,,"88,217"
Sid Probstein,https://www.crunchbase.com/person/sid-probstein,,,"Boston, Massachusetts, United States","Startup technology leader specializing in co-creation of data-centric b2b software and services. Pioneer in search, NLP and related areas. C...",,,,,,,,,,,"88,222"
Joy Labs,https://www.crunchbase.com/organization/joy-labs,,,"San Francisco, California, United States",Powering the innovation and network that develops the world’s software. Pushing the boundaries of science and happiness.,,,,,,,,,,,"88,223"
Philippe Klintefelt Collet,https://www.crunchbase.com/person/philippe-klintefelt-collet,1,,"Stockholm, Stockholms Lan, Sweden",Philippe Klintefelt Collet,"Investment Partner, Individual/Angel",,1,7,,,,,,,"88,231"
Global Perspectives,https://www.crunchbase.com/organization/global-perspectives-b84f,1,,"Gibraltar, Gibraltar, Gibraltar","Global Perspectives has consulted with, developed, and provided funding for a number of top Web3 technology businesses.",Venture Capital,Early Stage Venture,1,,,,,,,,"88,233"
David Shackleton,https://www.crunchbase.com/person/david-shackleton,2,1,"Dublin, Dublin, Ireland",David Shackleton is the Product Head at OpenBack Integration of Twitter. Took up The Role and Responsibilities of Company Directors at Insti...,Individual/Angel,,2,,,,1,,,,"88,236"
Shenzhen Bay Angel Fund,https://www.crunchbase.com/organization/shenzhen-bay-angel-fund,1,,,"Shenzhen Bay Angel Fund is jointly established by the Fund of Funds, Shenzhen Fubao Group and others",,,1,,,,,,,,"88,244"
Hawk Ventures,https://www.crunchbase.com/organization/hawk-ventures,2,1,"Morganton, North Carolina, United States","Hawk Ventures is a platform for anthropological research, writing and editing projects, and highly customized consulting services.",Venture Capital,,2,,,,1,,,,"88,245"
Swapnil Deshmukh,https://www.crunchbase.com/person/swapnil-deshmukh,,,"San Francisco, California, United States",Swapnil Deshmukh is the CTO and Co-founder at Certus Cybersecurity. He attended George Mason University and the University of Mumbai. Swapn...,,Late Stage Venture,,,,,,,,,"88,248"
Nancy Creek Capital,https://www.crunchbase.com/organization/nancy-creek-capital,2,2,"Atlanta, Georgia, United States",Nancy Creek Capital is a private mezzanine debt and equity investment firm that invests in middle-market companies.,Private Equity Firm,"Debt, Private Equity",2,,,,2,,,,"88,249"
Alexander Rumyantsev,https://www.crunchbase.com/person/alexander-rumyantsev,7,,"Moscow, Moscow City, Russian Federation","Alexander Rumyantsev is a private venture investor, a specialist in the financial market for managing securities. After the sale of its stak...",Individual/Angel,Seed,7,,2,,,,,,"88,257"
Viavigo,https://www.crunchbase.com/organization/viavigo,,,"Nigrán, Galicia, Spain","In ViaVigo, through a program to speed development, they provide support and assistance to entrepreneurs and early stage companies.",Accelerator,,,,,,,,,,"88,259"
Anand Datta,https://www.crunchbase.com/person/anand-datta,,,"Bengaluru, Karnataka, India",Anand Datta is the Principal at Nexus Venture Partners. He attended the Indian Institute of Management Ahmedabad.,Investment Partner,,,3,,,,,,,"88,263"
Onda Management,https://www.crunchbase.com/organization/onda-management,1,,"Seoul, Seoul-t'ukpyolsi, South Korea","Onda Management offers hotel rebranding, development, accommodation franchise, and consignment operation of small and medium-sized hotels.",,,1,,1,,,,,,"88,269"
Sparkasse Jena,https://www.crunchbase.com/organization/sparkasse-jena,6,2,"Jena, Thuringen, Germany","Sparkasse Jena is a German savings bank offers a collection of financial products and services to private, retail, and corporate customers.",Investment Bank,,6,,1,,2,,,,"88,224"
