Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Manish Choksi,https://www.crunchbase.com/person/manish-choksi,8,,"Mumbai, Maharashtra, India",Manish Choksi,Individual/Angel,,4,,3,,,,,,"16,237"
GameBegin,https://www.crunchbase.com/organization/gamebegin,1,,"Xiamen, Fujian, China",GameBegin is a game developer and publishing company.,,,1,,,,,,,,"16,201"
Artist Capital Management,https://www.crunchbase.com/organization/artist-capital-management,4,0,"New York, New York, United States","Artist Capital Management is a global, growth-oriented investment management company.","Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Venture",3,,1,1,0,,,,"16,203"
Creative Co Capital,https://www.crunchbase.com/organization/creative-co-capital,19,,"Charlotte, North Carolina, United States",Creative Co Capital is a growth equity studio.,Venture Capital,"Early Stage Venture, Seed",17,,1,5,,,,,"16,206"
FormulaXR,https://www.crunchbase.com/organization/formulaxr,,,"São Paulo, Sao Paulo, Brazil","FormulaXR is a virtual start up company that specializes on software development, AR and VR services.",,,,,,,,,,,"16,213"
iHub,https://www.crunchbase.com/organization/ihub,12,,"Nairobi, Nairobi Area, Kenya",iHub is a globally recognized organization that is deeply steeped in the local tech innovation culture.,,,12,,12,,,,,,"16,214"
Grow Condos Inc.,https://www.crunchbase.com/organization/grow-condos-inc-,1,,"Eagle Point, Oregon, United States","GROW CONDOS, INC. is a real estate purchaser, developer and manager of properties providing real estate solutions to the cannabis industry.",,,1,,,,,,,,"16,215"
Dhruvil Sanghvi,https://www.crunchbase.com/person/dhruvil-sanghvi,19,,"New York, New York, United States","Dhruvil is the founder of LogiNext. As the founder of LogiNext, I have been leading a global SaaS company that provides logistics and supply...",Individual/Angel,"Early Stage Venture, Seed",18,,,2,,,,,"16,217"
David Schwartz,https://www.crunchbase.com/person/david-schwartz-19,,,"San Francisco, California, United States","David Schwartz is the CTO at Ripple. David is one of the original architects of the XRP Ledger. Prior to joining Ripple, David Schwartz was ...",Investment Partner,,,1,,,,,,,"16,218"
D-Link,https://www.crunchbase.com/organization/d-link,1,,"Taipei, T'ai-pei, Taiwan","D-Link offers advanced networking, broadband, digital, voice, and data communications solutions.",,,1,,,,,,,,"16,223"
Revolution Ventures,https://www.crunchbase.com/organization/revolution-ventures,46,10,"Washington, District of Columbia, United States","Revolution Ventures, part of the venture capital firm Revolution, invests in early-stage companies around the country.",Venture Capital,Early Stage Venture,27,,12,24,10,,,,"16,225"
Qasar Younis,https://www.crunchbase.com/person/qasar-younis,24,1,"San Francisco, California, United States",Mr. Qasar Younis is the Founder of Talkbin. Mr. Younis serves as a Partner and Chief Operating Officer of Y Combinator. He is responsible to...,"Investment Partner, Individual/Angel",Seed,22,1,,2,1,,,,"16,226"
Addnode Group,https://www.crunchbase.com/organization/addnode-group,2,,"Stockholm, Stockholms Lan, Sweden",Addnode Group provides mission-critical IT solutions to select markets in both the private and public sectors,,,1,,,,,,,,"16,229"
"Mitsui & Co., Ltd.",https://www.crunchbase.com/organization/mitsui-usa,9,1,"New York, New York, United States","Mitsui USA is a wholly-owned subsidiary of Mitsui & Co Ltd, trading.",,,8,,4,1,1,,,,"16,231"
BankTech Ventures,https://www.crunchbase.com/organization/banktech-ventures,14,,"Sandy, Utah, United States",BankTech Ventures is a newly launched venture capital fund with the mission to invest in technology companies.,Venture Capital,Early Stage Venture,11,,7,2,,,,,"16,240"
SuperLayer,https://www.crunchbase.com/organization/superlayer,4,,"San Francisco, California, United States","SuperLayer is a Web3 venture studio that builds and supports new multi-chain, tokenized consumer products powered by the RLY Protocol.",Incubator,"Early Stage Venture, Seed",4,,2,1,,,,,"16,233"
Mangrove Equity Partners,https://www.crunchbase.com/organization/mangrove-equity-partners,1,,"Tampa, Florida, United States",Mangrove's partners have 40+ years and over 100 transactions worth of private equity experience across forty-six industries.,Private Equity Firm,Private Equity,1,,1,,,,,,"16,237"
Samena Capital,https://www.crunchbase.com/organization/samena-capital,15,8,"London, England, United Kingdom",Samena Capital is a principal investment group focusing collectively on the SAMENA region.,Private Equity Firm,"Early Stage Venture, Late Stage Venture, Private Equity",14,,12,,8,,,,"16,243"
Sixfold,https://www.crunchbase.com/organization/sixfold,1,,"Vienna, Wien, Austria",Bird's-eye view of your shipments,,,1,,,,,,,,"16,247"
Cacttoos,https://www.crunchbase.com/organization/cacttoos,,,"Tallinn, Harjumaa, Estonia",Connect tattoo artists with studios. Join us & succeed in the industry. Rent booths or find your workspace today!,,,,,,,,,,,"16,200"
Crista Galli Ventures,https://www.crunchbase.com/organization/crista-galli-ventures,32,,"Copenhagen, Hovedstaden, Denmark",Crista Galli Ventures is a venture capital firm that invests in healthtech at Seed and Series A stages.,Venture Capital,"Early Stage Venture, Seed",24,,1,3,,,,,"16,202"
ROOZY Lee,https://www.crunchbase.com/person/roozy-penrose,,,"London, England, United Kingdom",Roozy Lee is the Founder and CEO of GIGA Venture. He previously worked at Thug Life Official as a Founder and Content Creator. Roozy Lee att...,,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",,,,,,,,,"16,206"
Avant Global,https://www.crunchbase.com/organization/avant-global,52,10,"Las Vegas, Nevada, United States",Avant Global is a relationship-driven private investment firm founded in 1999 to manage assets of a single family.,Venture Capital,"Early Stage Venture, Non Equity Assistance, Private Equity, Seed",46,,1,8,10,,,,"16,207"
Oak Hill Advisors,https://www.crunchbase.com/organization/oak-hill-advisors,4,2,"New York, New York, United States","Oak Hill Advisors is an alternative credit manager that specializes in leveraged loans, high yield bonds, and structured products.",Fund Of Funds,,4,,,,2,,,,"16,208"
KWORKS Koç University Entrepreneurship Research Center,https://www.crunchbase.com/organization/kworks-entrepreneurship-research-center,3,,"Istanbul, Istanbul, Turkey","KWORKS serves as a hub of entrepreneurship activity in Istanbul, helping entrepreneurs grow their technology-based startups.","Accelerator, Incubator","Seed, Venture",2,,,,,Online,2021-02-15,56,"16,209"
Riyad TAQNIA Fund (RTF),https://www.crunchbase.com/organization/riyad-taqnia-fund-rtf,21,2,"Riyadh, Ar Riyad, Saudi Arabia",Riyad TAQNIA Fund (RTF) is a venture capital fund investing in early stage technology companies.,Venture Capital,Early Stage Venture,13,,12,,2,,,,"16,267"
Woodford Investment Management,https://www.crunchbase.com/organization/woodford-investment-management,61,17,"Oxford, Oxfordshire, United Kingdom",Woodford Investment Management is a privately owned investment firm manages equity mutual funds.,Private Equity Firm,"Early Stage Venture, Private Equity",42,,28,5,17,,,,"16,211"
