Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Silvia Scherer,https://www.crunchbase.com/person/silvia-scherer-d841,,,,Silvia Scherer,,,,,,,,,,,"226,203"
John Fisher,https://www.crunchbase.com/person/john-fisher-2,,,,john-fisher is Board Member at Ripple Networks Inc.,,,,,,,,,,,"226,205"
James Taylor James,https://www.crunchbase.com/person/james-taylor-james,,,"United States, North America",James Taylor James - CEO @ Top Developers,,,,,,,,,,,"226,200"
Margaret Elardi,https://www.crunchbase.com/person/margaret-elardi,1,1,,Margaret Elardi,Individual/Angel,,1,,,,1,,,,"226,206"
Ben Jesson,https://www.crunchbase.com/person/ben-jesson,1,,"United Kingdom, Europe",Ben Jesson,Individual/Angel,,1,,,,,,,,"226,201"
Joe Tischler,https://www.crunchbase.com/person/joe-tischler,,,,Joe Tischler - General Partner @ The Still River Fund,,,,,,,,,,,"226,208"
Susan Lowther,https://www.crunchbase.com/person/susan-lowther,1,1,"Cambridge, Cambridgeshire, United Kingdom",Susan joined IXICO as Chief Financial Officer in October 2014. She is an experienced Executive Director with previous Board positions includ...,Individual/Angel,,1,,,,1,,,,"226,209"
Andy Moss,https://www.crunchbase.com/person/andy-moss-74bd,,,,Andy Moss,Investment Partner,,,1,,,,,,,"226,205"
Esther Ventura de Rendón,https://www.crunchbase.com/person/esther-ventura-de-rendón,,,"Cali, Valle del Cauca, Colombia",Esther Ventura de Rendón is the member of  COLOMBIAN SOCIETY OF INDUSTRIAL ENGINEERS AND ADMINISTRATORS-PARTNER.He attended University of th...,,,,,,,,,,,"226,211"
Yuta Shimizu,https://www.crunchbase.com/person/yuta-shimizu-e82e,,,,Yuta Shimizu is the Deputy Director of Mitsubishi UFJ Capital.,Investment Partner,,,1,,,,,,,"226,209"
Alexander Krebs,https://www.crunchbase.com/person/alexander-krebs,,,,Alexander Krebs,Investment Partner,,,1,,,,,,,"226,210"
Ain Hanschmidt,https://www.crunchbase.com/person/ain-hanschmidt,1,,,Ain Hanschmidt,Individual/Angel,,1,,,,,,,,"226,213"
Sharen Jester Turney,https://www.crunchbase.com/person/sharen-jester-turney,,,"Columbus, Ohio, United States","Sharen served as President and CEO of Victoria’s Secret from 2006-2016. Prior to that appointment, she was the CEO of Victoria’s Secret’s ec...",,Seed,,,,,,,,,"226,214"
Zack Story,https://www.crunchbase.com/person/zack-story-bfea,,,"Los Angeles, California, United States",Zack Story serves as an Engineer at The Easy Company.,,,,,,,,,,,"226,214"
Shepard Fairey,https://www.crunchbase.com/person/shepard-fairey,1,,"Los Angeles, California, United States","Frank Shepard Fairey is an American contemporary street artist, graphic designer, activist, illustrator, and founder of OBEY Clothing who em...",Individual/Angel,,1,,,1,,,,,"226,216"
Timo Kieseler,https://www.crunchbase.com/person/timo-kieseler,1,,"Hamburg, Hamburg, Germany",Timo Kieseler,Individual/Angel,Seed,1,,,,,,,,"226,213"
Nick Lothian,https://www.crunchbase.com/person/nick-lothian,,,"Adelaide, South Australia, Australia",Nick Lothian - Founder & CEO @ TytoAI,,,,,,,,,,,"226,212"
Joseph White,https://www.crunchbase.com/person/joseph-white-a803,,,,Joseph White is Chairman of Hydrologic Distribution Company.,,,,,,,,,,,"226,215"
Mariquit Corcoran,https://www.crunchbase.com/person/mariquit-corcoran,,,,Mariquit Corcoran is a group chief innovation officer at Barclays.,Investment Partner,,,2,,,,,,,"226,215"
Nick Roche,https://www.crunchbase.com/person/nick-roche-d60e,,,"Vancouver, British Columbia, Canada","Nick Roche is a highly regarded B2B SaaS growth consultant and investor, widely recognized as a leading authority in the industry. As the fo...",,"Convertible Note, Non Equity Assistance, Seed",,,,,,,,,"226,216"
Simone Lamb,https://www.crunchbase.com/person/simone-lamb-90b1,,,"Brisbane, Queensland, Australia","Simone Lamb is the proud owner of Pro Rubbish Removal Brisbane, a company dedicated to providing top-notch rubbish removal services to custo...",,Private Equity,,,,,,,,,"226,217"
rebecca negro rocha,https://www.crunchbase.com/person/rebecca-negro-rocha,,,,rebecca negro rocha,Investment Partner,,,1,,,,,,,"226,218"
Michèle Hecken,https://www.crunchbase.com/person/michèle-hecken,,,"Edmonton, Alberta, Canada",Michèle Hecken is the Executive Coach of Michele Hecken Executive Coaching and the Founder and Chief Executive Officer at Alpha Global Exper...,,,,,,,,,,,"226,219"
George Coffman,https://www.crunchbase.com/person/george-coffman,1,,,George Coffman,Individual/Angel,,1,,,,,,,,"226,220"
Cecilia Ortega,https://www.crunchbase.com/person/cecilia-ortega-8e5c,,,"Covina, California, United States","Cecilia Ortega is the Escrow Officer, Owner, and Founder of Unique Escrow.",,,,,,,,,,,"226,225"
Jone son,https://www.crunchbase.com/person/amir-bashir-6e5e,,,,Jone son,,,,,,,,,,,"226,221"
Barry Lynch,https://www.crunchbase.com/person/barry-lynch-d548,,,"Belfast, Belfast, United Kingdom",Barry Lynch is the Co-Founder and Director at Gig Grafter.,,,,,,,,,,,"226,224"
