Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Collaborative Fund,https://www.crunchbase.com/organization/collaborative-fund,309,54,"New York, New York, United States",Collaborative Fund is an investment fund that provides funding to companies based on creativity and collaborative consumption.,Micro VC,"Early Stage Venture, Late Stage Venture, Seed",234,,45,92,54,,,,"1,802"
Biohaven Pharmaceutical,https://www.crunchbase.com/organization/biohaven-pharmaceutical,3,1,"New Haven, Connecticut, United States",Biohaven is a biopharmaceutical company that develops drug candidates targeting neurological diseases.,,,2,,2,,1,,,,"1,800"
Tilting Point,https://www.crunchbase.com/organization/tilting-point,3,,"New York, New York, United States","Tilting Point is a leading, award-winning free-to-play games publisher that empowers independent developers to grow and flourish.",,,3,,3,,,,,,"1,801"
Key Capital Partners,https://www.crunchbase.com/organization/key-capital-partners,19,8,"Leeds, Leeds, United Kingdom","Key Capital Partners is focused on the equity gap, making equity investments of between £2 million and £10 million in profitable.",Private Equity Firm,,19,,17,,8,,,,"1,803"
Oceaneering,https://www.crunchbase.com/organization/oceaneering-international,1,,"Houston, Texas, United States",Oceaneering is a global oilfield provider of engineered services and products primarily to the offshore oil and gas industry.,,,1,,1,,,,,,"1,804"
Tapestry VC,https://www.crunchbase.com/organization/tapestryvc,59,1,"San Francisco, California, United States",Backing technical and repeat founders across Europe & US.,Venture Capital,,38,,5,10,1,,,,"1,805"
CoreWeave,https://www.crunchbase.com/organization/coreweave,2,,"Roseland, New Jersey, United States",CoreWeave is a cloud provider of large-scale GPU-accelerated workloads.,,,2,,1,,,,,,"1,805"
Enova International,https://www.crunchbase.com/organization/enova,1,,"Chicago, Illinois, United States","Enova provides reliable, real-time financial options for people facing immediate cash demands.",,,1,,,,,,,,"1,806"
NS1,https://www.crunchbase.com/organization/ns1,1,,"New York, New York, United States",NS1 is an internet company that provides accurate control over application delivery that values interaction with customers.,,,1,,1,,,,,,"1,806"
AptarGroup,https://www.crunchbase.com/organization/aptar-group,4,2,"Crystal Lake, Illinois, United States","AptarGroup is a global solution provider of a range of packaging delivery solutions primarily for the beauty, personal care, home.",,,4,,1,,2,,,,"1,809"
Target Global,https://www.crunchbase.com/organization/target-ventures,208,23,"Berlin, Berlin, Germany",Target Global is a venture capital firm that invests in tech companies across all stages of their lifecycle.,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",131,,88,4,23,,,,"1,807"
S2G Ventures,https://www.crunchbase.com/organization/s2g-ventures,155,5,"Chicago, Illinois, United States",S2G Ventures is a venture fund that focuses on investments in food and agriculture industries.,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",84,,63,37,5,,,,"1,813"
OSF Digital,https://www.crunchbase.com/organization/osf-global-services,1,,"Quebec, Quebec, Canada","OSF Digital is a digital transformation company that leverages commerce, marketing, analytics, loyalty, sales, and service.",,,1,,1,,,,,,"1,809"
ELEME,https://www.crunchbase.com/organization/ele-me,7,,"Putuo, Shanghai, China","ELEME is a local lifestyle platform that mainly engaged in online take-out, new retail, instant delivery, and catering supply chain.",,,7,,2,,,,,,"1,819"
Patrick J. McGovern Foundation,https://www.crunchbase.com/organization/patrick-j-mcgovern-foundation,205,2,"Boston, Massachusetts, United States",Patrick J. McGovern Foundation supports pioneering neuroscience and information technology that helps humanity.,,,176,,184,28,2,,,,"1,810"
Chevron,https://www.crunchbase.com/organization/chevron,12,4,"San Ramon, California, United States","Chevron Corporation is an integrated energy and technology company that believes affordable, reliable, and ever-cleaner energy.",,,12,,2,1,4,,,,"1,811"
Superbet,https://www.crunchbase.com/organization/superbet,1,,"Bucharest, Bucuresti, Romania",Superbet is an online gaming company in Romania.,,,1,,1,,,,,,"1,812"
Weipinhui,https://www.crunchbase.com/organization/vipshop,9,1,"Guangzhou, Guangdong, China",Weipinhui is a Chinese online discount retailer for brands.,,,7,,6,,1,,,,"1,815"
ComplySci,https://www.crunchbase.com/organization/compliance-science,1,,"New York, New York, United States",The ComplySci Platform is a web-based compliance monitoring solution that tracks employee activity against your firms code of ethics.,,,1,,,,,,,,"1,816"
Artios Pharma,https://www.crunchbase.com/organization/artios-pharma,,,"Cambridge, Cambridgeshire, United Kingdom",Artios Pharma is a independent DNA Damage Response company with a strong pipeline of novel cancer therapies.,,,,,,,,,,,"1,817"
Catapult,https://www.crunchbase.com/organization/catapult-2,3,,"London, England, United Kingdom","Catapults are not-for-profit, independent physical centres which connect businesses with the UK’s research and academic communities.",,,3,,2,,,,,,"1,818"
Fenway Sports Group,https://www.crunchbase.com/organization/fenway-sports-group,3,,"Boston, Massachusetts, United States","Fenway Sports Group is a global sports, marketing, media, entertainment, and real estate platform.",,,3,,,1,,,,,"1,829"
Enjin,https://www.crunchbase.com/organization/enjin,9,,"Singapore, Central Region, Singapore","One of the world's largest blockchain projects. One of the first NFT/metaverse projects. Helping launch Efinity, the NFT chain of Polkadot",,,9,,1,,,,,,"1,819"
Tiger Brokers,https://www.crunchbase.com/organization/tiger-brokers,2,,"Beijing, Beijing, China",Tiger Brokers is a financial advisory firm that focuses on brokering stock market transactions.,,,2,,,,,,,,"1,821"
BDO Unibank,https://www.crunchbase.com/organization/bdo-unibank,2,2,"Makati, Manila, Philippines",The market leader in the domestic banking industry in the Philippines.,,,2,,,,2,,,,"1,825"
Samunnati,https://www.crunchbase.com/organization/samunnati-financial-intermediation-and-services-private-limited,3,1,"Chennai, Tamil Nadu, India",Samunnati is a specialized agriculture value chain enabler providing innovative and customized financial and non-financial solutions.,,,3,,1,,1,,,,"1,826"
Ygrene Energy Fund,https://www.crunchbase.com/organization/ygrene-energy-fund,,,"Petaluma, California, United States",Provides Property Assessed Clean Energy (PACE) financing through cities and counties for upgrades to commercial and residential properties.,,,,,,,,,,,"1,822"
Amazon Web Services,https://www.crunchbase.com/organization/amazon-web-services,113,1,"Seattle, Washington, United States",Amazon Web Services provides information technology infrastructure services to businesses in the form of web services.,,,107,,70,13,1,,,,"1,823"
Cardano Foundation,https://www.crunchbase.com/organization/cardano-foundation,2,,"Zug, Zug, Switzerland",Cardano Foundation is a blockchain and cryptocurrency organization.,,,2,,,,,,,,"1,824"
Schibsted,https://www.crunchbase.com/organization/schibsted,20,5,"Oslo, Oslo, Norway","Schibsted is a Scandinavian media group with approximately 6,900 employees spread across 29 countries.",,,17,,11,,5,,,,"1,825"
PennantPark Investment Corp,https://www.crunchbase.com/organization/pennantpark-investment-corp,1,,"New York, New York, United States",PennantPark Investment provides middle-market companies with creative and flexible capital solutions.,,,1,,1,,,,,,"1,827"
Nervos Network,https://www.crunchbase.com/organization/nervos,2,,"Hangzhou, Zhejiang, China","Nervos Network is the Multi-asset, Store of Value Blockchain.",,,2,,,,,,,,"1,827"
Carbon Black,https://www.crunchbase.com/organization/bit9,1,,"Waltham, Massachusetts, United States",Carbon Black provides a cloud native endpoint and a workload protection platform that allows customers to prevent cyber attacks.,,,1,,,,,,,,"1,828"
