Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Sandhy Widyasthana,https://www.crunchbase.com/person/sandhy-widyasthana,,,,Dr. Sandhy Widyasthana is the COO/Portfolio Director at MDI Ventures. Dr. Sandhy Widyasthana attended Bandung Institute of Technology.,,,,,,,,,,,"132,001"
Pumpkin,https://www.crunchbase.com/organization/pumpkin-8ce5,1,,,Payment,,,1,,,,,,,,"132,021"
Beijing SpringField Investment Management,https://www.crunchbase.com/organization/beijing-springfield-investment-management,1,,"Beijing, Beijing, China",Beijing SpringField Investment Management is an investment firm.,Private Equity Firm,,1,,1,,,,,,"132,022"
Rami El Assal,https://www.crunchbase.com/person/rami-el-assal-a73b,,,,"Dr. El Assal is a Scientist-Clinician trained at Harvard and Stanford Medical Schools. Prior to founding Boutique Venture Partners, he was a...",Investment Partner,,,3,,,,,,,"132,026"
Mariana Popa,https://www.crunchbase.com/person/mariana-popa,,,,Mariana Popa,Investment Partner,,,2,,,,,,,"132,027"
WATANABE CHEMICAL INDUSTRIES,https://www.crunchbase.com/organization/watanabe-chemical-industries,1,,"Hiroshima, Hiroshima, Japan",WATANABE CHEMICAL INDUSTRIES is the production and sale of amino acids.,,,1,,,,,,,,"132,028"
Valo Group,https://www.crunchbase.com/organization/valo-group-llc,,,,"Valo Group LLC is a financial service firm offering portfolio management, financial planning, and consulting services.",Hedge Fund,,,,,,,,,,"132,030"
Felix Haas,https://www.crunchbase.com/person/felix-haas-3,,,"Berlin, Berlin, Germany",Felix Haas,,,,,,,,,,,"132,037"
Amit Kumar,https://www.crunchbase.com/person/amit-kumar-65b4,,,"Mumbai, Maharashtra, India",Amit Kumar is a Partner at ah! Ventures.,Investment Partner,,,9,,,,,,,"132,041"
Gadi Toren,https://www.crunchbase.com/person/gadi-toren,,,"Tel Aviv, Tel Aviv, Israel","Gadi Toren is an Investment Partner with RBVC, based in the Tel Aviv office, responsible for the search area of Clean Tech and the Israeli V...",Investment Partner,,,10,,,,,,,"132,044"
Eirik Frøyland Rime,https://www.crunchbase.com/person/eirik-frøyland-rime-2,1,,"Oslo, Oslo, Norway",Eirik Frøyland Rime - CEO and Co-founder @ Tise,Individual/Angel,,1,,,,,,,,"132,047"
Jeffrey Powers,https://www.crunchbase.com/person/jeffrey-powers,1,,"San Francisco, California, United States","Jeff Powers is co-founder and CEO of Occipital, a San Francisco & Boulder based company focused on mobile computer vision. With co-founder V...",Individual/Angel,,1,,,,,,,,"132,049"
Elcano Capital,https://www.crunchbase.com/organization/elcano-capital,,,"Graceville, Florida, United States",Elcano Capital was formed in 2009. It brought together a group of highly experienced individuals who shared a view that venture capital,Venture Capital,,,,,,,,,,"132,050"
Futailai Investment,https://www.crunchbase.com/organization/futailai-investment,1,,"Shenzhen, Guangdong, China",Futailai Investment is an investment Firm,,,1,,,,,,,,"132,053"
Node5,https://www.crunchbase.com/organization/node5,,,"Prague, Hlavni mesto Praha, Czech Republic","Node5 is a physical space in Prague providing hot desking, private space for residents, small offices, training rooms and events hall.",Co-Working Space,,,,,,,,,,"132,000"
Blythe Masters,https://www.crunchbase.com/person/blythe-masters,,,"New York, New York, United States",Blythe Masters is the Founding Partner at Motive Partners.,Investment Partner,,,1,,,,,,,"132,002"
Tommy Krul,https://www.crunchbase.com/person/tommy-krul,,,"San Francisco, California, United States",Tommy Krul is the Founder and CTO at Super Evil Megacorp and LILA Games as a Advisory Board. He attended the University of Amsterdam.,,,,,,,,,,,"132,003"
Maria Escorcia,https://www.crunchbase.com/person/maria-escorcia-a60a,,,,Maria Escorcia is the Southeast Region Executive for Global Philanthropy at JPMorgan Chase.,Investment Partner,,,2,,,,,,,"132,006"
gBETA Urban League,https://www.crunchbase.com/organization/gbeta-urban-league,5,,"Madison, Wisconsin, United States","gBETA Urban League is a free seven-week, no-equity accelerator program.",Accelerator,Non Equity Assistance,5,,4,,,,,7,"132,007"
Kasper Nevalainen,https://www.crunchbase.com/person/kasper-nevalainen,,,"Helsinki, Southern Finland, Finland",Kasper Nevalainen is the Co-Founder at DaySave.,,"Initial Coin Offering, Seed",,,,,,,,,"132,008"
Romana Ibrahim,https://www.crunchbase.com/person/romana-ibrahim,1,,"Lisbon, Lisboa, Portugal",Romana Ibrahim - Co Founder & CEO @ KeepWarranty,Individual/Angel,,1,,,,,,,,"132,009"
Shakil Khan,https://www.crunchbase.com/person/shakil-khan-381d,,,"New York, New York, United States",Shakil Khan is the Founder of Dot to Circle.,,,,,,,,,,,"132,010"
Minh Nguyen,https://www.crunchbase.com/person/minh-nguyen-3fed,1,,,Minh Nguyen,Individual/Angel,,1,,,,,,,,"132,062"
AG7 Global Inc,https://www.crunchbase.com/organization/ag7-global-inc,,,"Toronto, Ontario, Canada","We are a top-rated, recognized Toronto Investment Company the earns higher than average returns on investments for clients.",Venture Capital,,,,,,,,,,"132,011"
Federis Group,https://www.crunchbase.com/organization/federis-group,,,"Chicago, Illinois, United States","Federis Group is a software design and development agency that helps clients plan, design, develop, and test web and mobile applications.",,,,,,,,,,,"132,013"
Debanshi Basu,https://www.crunchbase.com/person/debanshi-basu,,,,"Debanshi joined Baring in 2009. She has 17+ years of combined investment experience and leads investments in Financial Services, FinTech & A...",Investment Partner,,,1,,,,,,,"132,014"
