Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Triumph Capital Advisors,https://www.crunchbase.com/organization/triumph-capital-advisors,,,"Dallas, Texas, United States",Triumph is a credit-focused investment management firm with an emphasis on investing in senior secured bank loans.,Private Equity Firm,,,,,,,,,,"85,800"
John Creecy,https://www.crunchbase.com/person/john-creecy,,,,Mr. Creecy is the Chief Executive Officer and Director of Remeditex Ventures. Mr. Creecy served is the President and Chief Executive Officer...,Investment Partner,,,8,,,,,,,"85,810"
John O'Donovan,https://www.crunchbase.com/person/john-o-donovan,,,"London, England, United Kingdom","John O'Donovan is CTO for the Consumer Products and Platforms of Dow Jones including the Wall Street Journal, MarketWatch, Barrons and Finan...",,,,,,,,,,,"85,816"
Ian Eliason,https://www.crunchbase.com/person/ian-eliason,,,"Florida, United States, North America","Naturally, entrepreneurial Ian has been with Zoic since its inception in 2014, when it was little more than a concept on the back of a napki...",Investment Partner,"Early Stage Venture, Private Equity, Seed, Venture",,7,,,,,,,"85,818"
Share VC,https://www.crunchbase.com/organization/share-vc-b5b9,4,1,,Share VC is an investment firm.,,,4,,,,1,,,,"85,819"
Terminal 3,https://www.crunchbase.com/organization/terminal3,,,"London, England, United Kingdom",Travel and Work Remotely across the world with Terminal 3.,Accelerator,,,,,,,,,,"85,823"
Steam Power Investments Ltd,https://www.crunchbase.com/organization/steam-power-investments-ltd,,,"Nicosia, Nicosia, Cyprus",Steam Power Investments is a group of private investors with a focus on gaming industry,Private Equity Firm,Private Equity,,,,,,,,,"85,827"
IMV Corporation,https://www.crunchbase.com/organization/imv-corporation,1,,"Osaka, Osaka, Japan",IMV Corporation is a manufacturing firm that mainly deals with Test equipment and measurement equipment manufacturing services.,,,1,,,,,,,,"85,829"
Husseen Almudhfar,https://www.crunchbase.com/person/husseen-almudhfar,1,,"Scottsdale, Arizona, United States","Husseen Almudhfar is an accomplished entrepreneur and Founder/Partner of Almu Capital, a thriving venture capital firm. With a deep passion ...",Individual/Angel,Seed,1,,1,,,,,,"85,841"
Chris Neumann,https://www.crunchbase.com/person/chris-neumann,2,,"San Francisco, California, United States","Chris Neumann is the CEO and Cofounder of DataHero, the leading platform for visualizing data from online services. Chris was previously the...","Investment Partner, Individual/Angel",,2,1,,,,,,,"85,801"
