Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Richard Higham,https://www.crunchbase.com/person/richard-higham-1,,,"Sheffield, United Kingdom, Europe",Richard Higham,,,,,,,,,,,"219,001"
Gijs Luesken,https://www.crunchbase.com/person/gijs-luesken,,,,"Gijs Luesken, Investment manager at Oost NL.",Investment Partner,,,3,,,,,,,"219,002"
Ted Doheny,https://www.crunchbase.com/person/ted-doheny,,,"Charlotte, North Carolina, United States","Ted Doheny, President & CEO at Sealed Air.",Investment Partner,,,1,,,,,,,"219,003"
Ankit Sethi,https://www.crunchbase.com/person/ankit-sethi-9e17,1,,,Ankit Sethi is a Chief Operating Officer - ASEAN at Fung Investments.,Individual/Angel,,1,,,,,,,,"219,004"
Ryan Maynard,https://www.crunchbase.com/person/ryan-maynard-db2d,,,"Chattanooga, Tennessee, United States",Process Management Consultant | Software Engineer,,,,,,,,,,,"219,007"
Tomasz Dziwiński,https://www.crunchbase.com/person/tomasz-dziwiński,,,"Kraków, Malopolskie, Poland",Tomasz Dziwiński - CTO @ Medical Simulation Technologies,,,,,,,,,,,"219,006"
Robert Santry,https://www.crunchbase.com/person/robert-santry,,,"Dedham, Massachusetts, United States",Robert Santry,,,,,,,,,,,"219,003"
Chitra Radhakrishnan,https://www.crunchbase.com/person/chitra-radhakrishnan-2160,1,,,Chitra Radhakrishnan,Individual/Angel,,1,,,,,,,,"219,009"
Mo Sakrani,https://www.crunchbase.com/person/mo-sakrani,,,,Mo Sakrani,,,,,,,,,,,"219,006"
Marco Nannini,https://www.crunchbase.com/person/marco-nannini,,,"Milan, Lombardia, Italy",Marco Nannini - CEO @ Impact Hub Milan,,,,,,,,,,,"219,008"
