Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Kira Noodleman,https://www.crunchbase.com/person/kira-noodleman-f8e4,,,"Denver, Colorado, United States","Kira Noodleman is a Partner of Bee Partners. She holds 5 board and advisor roles including Board Observer at Circe, Board Observer at Synthe...",Investment Partner,Seed,,6,,,,,,,"62,401"
Farmlands Co-operative Society,https://www.crunchbase.com/organization/farmlands-co-operative-society-limited-2017,1,,"Christchurch, Canterbury, New Zealand",Farmlands Co-operative Society is an agricultural cooperative that operates as a rural supplier.,,,1,,,,,,,,"62,422"
Stuart Nagae,https://www.crunchbase.com/person/stuart-nagae,,,"Bellevue, Washington, United States",Stuart Nagae is the Venture Capital at Cercano Management. Stuart attended  Stanford University,Investment Partner,,,11,,,,,,,"62,428"
Backing Historic Small Restaurants,https://www.crunchbase.com/organization/backing-historic-small-restaurants,24,,"Washington, District of Columbia, United States",Backing Historic Small Restaurants is a joint effort between American Express and the nonprofit National Trust for Historic Preservation.,,,24,,24,,,,,,"62,430"
David Martirano,https://www.crunchbase.com/person/david-martirano,,,"Boston, Massachusetts, United States","David Martirano is the Managing Partner of PJC. David has extensive experience investing broadly in B2B SaaS, Consumer and Tech Enabled Serv...",Investment Partner,,,31,,,,,,,"62,432"
SLM Partners,https://www.crunchbase.com/organization/slm-partners,1,,"London, England, United Kingdom",SLM Partners is an asset manager that acquires and manages rural land on behalf of institutional investors.,Venture Capital,,1,,,1,,,,,"62,434"
Henry Gong,https://www.crunchbase.com/person/henry-gong,,,,"Mr. Henry Gong is Venture Partner of Infinity Equity. With over 20 years of extensive experiences in related areas, he is a veteran internat...",,,,,,,,,,,"62,441"
Dream Green Capital,https://www.crunchbase.com/organization/dream-green-capital,2,,,Climate-focused Dream Green Capital Fund supports game-changing ideas and great teams that are catalyzing climate solutions.,Venture Capital,,2,,,,,,,,"62,400"
Christina Grammenos,https://www.crunchbase.com/person/christina-grammenos,,,"Palo Alto, California, United States","Christina is an early-stage investor and entrepreneur. She graduated from Harvard Business School and Barnard College, Columbia University.",,"Early Stage Venture, Seed, Venture",,,,,,,,,"62,401"
Gene Capital,https://www.crunchbase.com/organization/gene-capital,20,3,"Beijing, Beijing, China","Gene Capital is a venture capital fund founded by Cao Yundong, co-founder of TAL Education Group, in 2014.",Venture Capital,,16,,4,,3,,,,"62,402"
Stelcore,https://www.crunchbase.com/organization/stelcore,1,,"Mumbai, Maharashtra, India",Stelcore offers Compliance Management and Legal services.,,,1,,1,,,,,,"62,403"
Oriental Patron,https://www.crunchbase.com/organization/oriental-patron-financial-group,2,,"Central, Hong Kong Island, Hong Kong",Oriental Patron is an independent financial services group.,Private Equity Firm,,2,,,,,,,,"62,404"
Ohio Arts Council,https://www.crunchbase.com/organization/ohio-arts-council,62,,"Columbus, Ohio, United States",Ohio Arts Council is a state organization that provides funding and support for quality artistic endeavors.,Government Office,,62,,62,,,,,,"62,405"
National Currency eXchange,https://www.crunchbase.com/organization/national-currency-exchange,,,"Subiaco, Western Australia, Australia","Global Cryptocurrency exchange, Fintech",,,,,,,,,,,"62,406"
Arkley - The Accelerator VC,https://www.crunchbase.com/organization/arkley-seed-fund,4,,"Wroclaw, Dolnoslaskie, Poland",Arkley - The Accelerator VC offers a decade of experience in launching and scaling startups. We focus on early-stage hardware startups,"Micro VC, Venture Capital","Early Stage Venture, Seed",4,,2,,,,,,"62,407"
Amsterdam Climate And Energy Fund,https://www.crunchbase.com/organization/climate-energy-fund-of-amsterdam,7,,"Amsterdam, Noord-Holland, The Netherlands",Amsterdam Climate & Energy Fund focuses on investments in financially and sustainably profitable projects in Amsterdam.,Venture Capital,,6,,1,,,,,,"62,408"
Myant Capital Partners,https://www.crunchbase.com/organization/myant-capital-partners,1,,"Toronto, Ontario, Canada","Myant Capital Partners is the corporate venture arm of Myant, an innovation hub for designing, developing and producing wearable technology",,,1,,,,,,,,"62,409"
EFW Partners,https://www.crunchbase.com/organization/efw-partners,,,"Scottsdale, Arizona, United States","EFW Partners is a global investor in the basic resources critical for economic growth: energy, food and water.",Venture Capital,,,,,,,,,,"62,410"
Toranomon Impact Capital,https://www.crunchbase.com/organization/toranomon-impact-capital,1,,"Tokyo, Tokyo, Japan",Toranomon Impact Capital provides impact investment in health sector.,Venture Capital,,1,,1,,,,,,"62,411"
Kevin Reid,https://www.crunchbase.com/person/kevin-reid,,,"Bethesda, Maryland, United States","Kevin Reid is the Chairman of the Board of Beep, He is also Co-Founder, Partner at Blue Lagoon Capital. He attended the University of Miami ...",Investment Partner,,,2,,,,,,,"62,412"
RUYI FILMS,https://www.crunchbase.com/organization/ruyi-films,1,,"Beijing, Beijing, China",RUYI FILMS is a film and television company.,,,1,,,,,,,,"62,451"
Kubu Ventures,https://www.crunchbase.com/organization/kubu-ventures,,,,Kubu Ventures specializes in the internet technologies and services market space,Venture Capital,,,,,,,,,,"62,452"
Tuan Ho,https://www.crunchbase.com/person/tuan-ho,,,"Cambridge, Massachusetts, United States",Tuan Ho is a former Chief Product Officer at Raydiant.,,,,,,,,,,,"62,414"
Ashbury Ventures,https://www.crunchbase.com/organization/ashbury-ventures,2,,"San Francisco, California, United States","Ashbury Ventures is the investment arm and sister company of Ashbury Legal, a law firm specializing in crypto since 2016.",Venture Capital,Early Stage Venture,2,,,,,,,,"62,453"
Phoenix,https://www.crunchbase.com/organization/phoenix-22e2,8,,"Giv'atayim, Tel Aviv, Israel","The Phoenix Holdings Limited writes business in all lines of insurance, both in the life, health and long-term care branches.",,,8,,1,,,,,,"62,415"
Austin Bank,https://www.crunchbase.com/organization/austin-bank,,,"Jacksonville, Texas, United States","Austin Bank is a bank that offers personal banking, business banking, and loan services.",,,,,,,,,,,"62,416"
Darshan Vyas,https://www.crunchbase.com/person/darshan-vyas,,,"Columbus, Ohio, United States",Darshan Vyas - Cofounder and Chief Growth Officer @ LOUD Capital,Investment Partner,,,2,,,,,,,"62,417"
ad pepper media group,https://www.crunchbase.com/organization/ad-pepper-media,2,,"Nuremberg, Bayern, Germany",ad pepper media group is an international performance marketing company.,,,1,,2,,,,,,"62,420"
Adam McNamara,https://www.crunchbase.com/person/adam-mcnamara,2,,"San Francisco, California, United States",Adam McNamara was Co-Founder and COO at Select Start Studios.,"Investment Partner, Individual/Angel",Seed,2,1,,,,,,,"62,456"
Akshay Kumar,https://www.crunchbase.com/person/akshay-kumar,2,,"Mumbai, Maharashtra, India",Akshay Kumar is the Co-Founder at Social Swag India.,Individual/Angel,,2,,1,,,,,,"62,457"
Wonderland,https://www.crunchbase.com/organization/wonderland-6967,1,,,Wonderland is one of Olympus DAO’s most popular and successful forks.,,,1,,1,,,,,,"62,460"
Bharathram Thothadri,https://www.crunchbase.com/person/bharathram-thothadri,2,,"New York, New York, United States","Bharathram Thothadri is an EVP, Chief Credit Officer, Global Commercial Services, and Head of Merchant, and Network Risk of American Express...",Individual/Angel,Seed,2,,,,,,,,"62,424"
Jack Ma Foundation,https://www.crunchbase.com/organization/jack-ma-foundation,4,,"Hangzhou, Zhejiang, China","Jack Ma foundation actively works to create a trustworthy, participatory and sustainable non-profit organization.",,,4,,3,,,,,,"62,425"
Patrick Miles,https://www.crunchbase.com/person/harald-mix,0,,,Patrick Miles,,,0,,,,,,,,"62,426"
Nicholas Negroponte,https://www.crunchbase.com/person/nicholas-negroponte,20,7,"Boston, Massachusetts, United States","Nicholas Negroponte is the chairman of One Laptop per Child, a non-profit organization whose mission is to create and distribute a low cost ...",Individual/Angel,Seed,16,,,6,7,,,,"62,462"
TCJ Ventures,https://www.crunchbase.com/organization/tcj-ventures,1,,"Dallas, Texas, United States","TCJ Ventures is a private firm specializing in asset acquisition,investments,and venture capital with focuses in medical technologies.",Venture Capital,,1,,,,,,,,"62,428"
Jamie Reynolds,https://www.crunchbase.com/person/jamie-reynolds-2,,,"New York, New York, United States",Jamie Reynolds is the Co-founder and Partner at Avenir Growth Capital.,Investment Partner,,,6,,,,,,,"62,429"
Abhishek Mahto,https://www.crunchbase.com/person/abhishek-mahto-f0ed,,,"Bangalore, Karnataka, India","Abhishek Mahto is an 18-year-old entrepreneur with 7 years of experience as the founder of start-ups. Currently, he is the CEO of a digital ...",,"Initial Coin Offering, Seed",,,,,,,,,"62,430"
