Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Brett Rebuck,https://www.crunchbase.com/person/brett-rebuck,,,"Paxinos, Pennsylvania, United States",Brett Rebuck would like to complete a Doctor of Physical Therapy degree and envisages himself working as a doctor in a hospital within the n...,,,,,,,,,,,"215,400"
Luca Giacovazzi,https://www.crunchbase.com/person/luca-giacovazzi,,,"Perth, Western Australia, Australia",Luca Giacovazzi Chief Executive Officer at Wyloo Metals.,Investment Partner,,,1,,,,,,,"215,401"
Sustainabilty Ventures,https://www.crunchbase.com/organization/sustainabilty-ventures,,,"Vancouver, British Columbia, Canada","Investment company, pushing forward international ventures within emerging technologies",Venture Capital,,,,,,,,,,"215,402"
Patent Licensing International,https://www.crunchbase.com/organization/patent-licensing-international,,,,Intellectual property focused venture capital fund with primary investments in early-stage disruptive technologies. ,Venture Capital,Venture,,,,,,,,,"215,403"
Marie King,https://www.crunchbase.com/person/marie-king,,,"Buffalo, New York, United States",Marie King is an Administrative Vice President and Corporate Secretary of M&T Bank.,,,,,,,,,,,"215,404"
Michael S. Murray,https://www.crunchbase.com/person/michael-s-murray,,,,"Before NMP: Prior to founding New Millennium Partners, Michael was the Managing Director of BrÃ¸derbund Software's Online Venture Fund and ...",,,,,,,,,,,"215,409"
Digvijay Singh,https://www.crunchbase.com/person/digvijay-singh-cdef,,,"Rochester, New York, United States",Digvijay Singh,,,,,,,,,,,"215,407"
Charlie Waite,https://www.crunchbase.com/person/charlie-waite,,,,Charlie Waite was a Founding Partner at Greylock and attended the University of Connecticut and Harvard Business School.,,,,,,,,,,,"215,406"
Ritz Steytler,https://www.crunchbase.com/person/ritz-steytler,1,,,Ritz Steytler - Chief Executive Officer @ Servebase,Individual/Angel,Seed,1,,,,,,,,"215,410"
Sachin Verma,https://www.crunchbase.com/person/sachin-verma-298e,,,"Delhi, India, Asia",Sachin Verma is the Co-founder of Sspearhead. He previously worked at CCIT Services as a US IT Recruiter. He attended the Indira Institute o...,,,,,,,,,,,"215,411"
Michael Scown,https://www.crunchbase.com/person/michael-scown,,,"Hong Kong, Hong Kong Island, Hong Kong",Michael Scown is the Treasury Managing Director for Asia and a member of Intel Capital's Asia Investment Committee. Michael focuses on the e...,,,,,,,,,,,"215,417"
Ellen Marie Bennett,https://www.crunchbase.com/person/ellen-bennett,,,,Ellen Bennett is the Founder and Chief Brand Officer of Hedley & Bennett.,,,,,,,,,,,"215,416"
Dan Worrell,https://www.crunchbase.com/person/dan-worrell-6368,,,"Greater Los Angeles Area, California, United States",Dan Worrell is the Managing Director at BlackRock.,Investment Partner,,,2,,,,,,,"215,412"
Eric Kuenzi,https://www.crunchbase.com/person/eric-kuenzi,,,"Basel, Basel-Stadt, Switzerland",Eric Kuenzi is the Co-founder of Picstars AG.,,,,,,,,,,,"215,414"
Patrik Östersgård,https://www.crunchbase.com/person/patrik-östersgård,,,"Stockholm, Stockholms Lan, Sweden",Patrik Östersgård is the Partner at  Subvenio Invest .Patrik attended Stockholm School of Economics.,Investment Partner,,,3,,,,,,,"215,415"
Rob Spillman,https://www.crunchbase.com/person/rob-spillman-51a9,1,,,Rob Spillman CEO Bassett Furniture.,Individual/Angel,,1,,1,,,,,,"215,418"
Amano Tomoaki,https://www.crunchbase.com/person/amano-tomoaki,,,,Amano Tomoaki - President & CEO @ emmmR,,,,,,,,,,,"215,420"
Vanessa Favier-Klak,https://www.crunchbase.com/person/vanessa-favier-klak,,,"Paris, Ile-de-France, France",Vanessa Favier-Klak - Director of Operations @ Andera Partners,,,,,,,,,,,"215,422"
Surjeet Singh,https://www.crunchbase.com/person/surjeet-singh-0db6,,,,Surjeet Singh,Investment Partner,,,1,,,,,,,"215,423"
Justin Woodward,https://www.crunchbase.com/person/justin-woodward-c000,,,,Justin Woodward is the co-founder of Black Voices in Gaming.,Investment Partner,,,4,,,,,,,"215,424"
Robert Burns,https://www.crunchbase.com/person/robert-burns-2,,,"Raleigh, North Carolina, United States","Mr. Burns has served as Senior Vice President since 2012.  Prior to joining Harris & Harris Group, Mr. Burns was a Senior Vice President ...",,,,,,,,,,,"215,425"
Akira Murakoshi,https://www.crunchbase.com/person/akira-murakoshi,,,"Tokyo, Tokyo, Japan",Akira Murakoshi - Director and Managing Executive Officer @ Mitsubishi Corporation,Investment Partner,,,1,,,,,,,"215,428"
Shermaine Tilley,https://www.crunchbase.com/person/dr-shermaine-tilley,,,"Montréal, Quebec, Canada","Dr. Tilley is a Partner at CTI Life Sciences Fund, L.P.  Prior to joining CTI, Dr. Tilley was a Senior Vice President at Drug Royalty Corpor...",Investment Partner,,,7,,,,,,,"215,426"
Mark Taylor,https://www.crunchbase.com/person/mark-taylor-7441,,,"London, England, United Kingdom","Mark Taylor joined Exponent in April 2007. Since then, he has been involved in the Cardsave, Lowell, Gorkana, Quorn Foods, Fintrax, Loch Lo...",Investment Partner,,,1,,,,,,,"215,427"
Hans Clevers,https://www.crunchbase.com/person/hans-clevers,,,,"Hans Clevers MD PhD, venture partner, joined LSP in 2001. He is director of the Hubrecht Laboratory/Netherlands Institute of Developmental B...",Investment Partner,,,1,,,,,,,"215,429"
Jacob Sneg,https://www.crunchbase.com/person/jacob-sneg,,,"Vancouver, British Columbia, Canada",Jacob Sneg is the Senior Mortgage Broker of the Sneg Mortgage Team. He previously worked at Covengo Mortgages as a Mortgage Broker. He atten...,,,,,,,,,,,"215,430"
Mark White,https://www.crunchbase.com/person/mark-white,1,2,"Brisbane, Queensland, Australia",Mark White,Individual/Angel,Seed,1,,,,2,,,,"215,431"
Mark Pritchard,https://www.crunchbase.com/person/mark-pritchard-c51a,1,,"Oxford, Oxfordshire, United Kingdom",Founder/mentor/investor/NED of technology and media businesses.,Individual/Angel,,1,,,,,,,,"215,432"
Mace Pinchal,https://www.crunchbase.com/person/mace-pinchal,,,"Houston, Texas, United States",Mace Pinchal is the Chairman at Pinchal and Company.,,,,,,,,,,,"215,434"
