Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
The RockCliff Group,https://www.crunchbase.com/organization/the-rockcliff-group,,,"Austin, Texas, United States",The Rockcliff Group invests and advises across a broad set of traditional and web-based travel and technology companies.,,,,,,,,,,,"138,607"
Manish Sharma,https://www.crunchbase.com/person/manish-sharma-96ca,,,"Mumbai, Maharashtra, India","Manish Sharma is a serial entrepreneur and the founder of Bluwage Pvt. Ltd, a company specializing in digital transformation and automation ...",,"Convertible Note, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",,,,,,,,,"138,613"
Praveen Pratap Singh,https://www.crunchbase.com/person/praveen-pratap-singh,,,,"Praveen Pratap Singh is an Indian entrepreneur known for his contributions to the digital media industry. He was born on January 27, 2004, i...",,,,,,,,,,,"138,614"
Finn Family Office,https://www.crunchbase.com/organization/finn-family-office,1,,,Finn Family Office is a family investment office.,Family Investment Office,,1,,,,,,,,"138,616"
Vestech International,https://www.crunchbase.com/organization/vestech-international,1,,,Vestech International,,,1,,1,,,,,,"138,617"
Golden Age,https://www.crunchbase.com/organization/golden-age,1,,,Golden Age,Angel Group,,1,,1,,,,,,"138,634"
Guochuang Medical,https://www.crunchbase.com/organization/guochuang-medical,1,,"Shanghai, Shanghai, China",Guochuang Medical engages in developing of new pharmaceutical products.,,,1,,,,,,,,"138,640"
Arvind Capitals,https://www.crunchbase.com/organization/arvind-capitals,1,,"Mumbai, Maharashtra, India",investment management,"Corporate Venture Capital, Government Office, Hedge Fund, Investment Bank, Pension Funds","Convertible Note, Private Equity, Secondary Market, Venture",1,,1,,,,,,"138,643"
RLS Capital,https://www.crunchbase.com/organization/rls-capital,,,"Phoenix, Arizona, United States",RLS Capital is a private real-estate equity lender that offers short-term funding to real estate professionals.,Private Equity Firm,,,,,,,,,,"138,647"
Nick A.,https://www.crunchbase.com/person/nick-a-d118,1,,,Nick A.,Individual/Angel,,1,,,,,,,,"138,648"
Dongwu Innovation Asset Management,https://www.crunchbase.com/organization/dongwu-innovation-asset-management,4,3,,"Dongwu Innovation Asset Management is an investment firm that offer asset management, investment management and consulting service.",Private Equity Firm,,4,,,,3,,,,"138,650"
Pamela Skaist-Levy,https://www.crunchbase.com/person/pamela-skaist-levy,,,"Beverly Hills, California, United States",Pamela Skaist-Levy is a co-founder of Pam & Gela.,,,,,,,,,,,"138,656"
Qingzhou Angel,https://www.crunchbase.com/organization/qingzhou-angel,1,,,Qingzhou Angel is an Investment firm,Angel Group,,1,,1,,,,,,"138,662"
Walter Weil,https://www.crunchbase.com/person/walter-weil,,,"New York, New York, United States",Walter Weil - Managing Director @ TowerBrook Capital Partners,Investment Partner,,,2,,,,,,,"138,665"
Sagar Chada,https://www.crunchbase.com/person/sagar-chada,1,,"San Francisco, California, United States",Sagar Chada,Individual/Angel,"Convertible Note, Seed",1,,,1,,,,,"138,676"
Rob Carlson,https://www.crunchbase.com/person/rob-carlson,,,"Frederick, Maryland, United States","Rob is interested in the future role of biology as a human technology and is a founder of Biodesic, a consulting firm at the juncture of bio...",Investment Partner,,,2,,,,,,,"138,678"
Vogel Media,https://www.crunchbase.com/organization/vogel-media,1,,"Würzburg, Bayern, Germany",Vogel Media is a specialized media publisher for all types of professionals.,,,1,,,,,,,,"138,679"
P&A,https://www.crunchbase.com/organization/panda-fb56,1,,"Osaka, Osaka, Japan","P&A engages in the commercial package design, planning, manufacturing, setup processing, and delivery services.",,,1,,,,,,,,"138,600"
Randall Lucas,https://www.crunchbase.com/person/randall-lucas,,,"Seattle, Washington, United States","Randall Lucas is as an Entrepreneur in Residence at Voyager Capital, a venture capital firm that provides entrepreneurs with the resources, ...",Investment Partner,,,1,,,,,,,"138,601"
Lion's Den Partners,https://www.crunchbase.com/organization/lion-s-den-partners,,,"Chicago, Illinois, United States",Venture Capital and Private Equity,Angel Group,"Private Equity, Seed",,,,,,,,,"138,602"
Adam K. Soller,https://www.crunchbase.com/person/adam-k-soller,,,"Washington DC Metro Area, United States, North America",Adam K. Soller is the Managing Director at Oxford Finance LLC. He has over 10 years of lending experience with life sciences and real estate...,Investment Partner,,,1,,,,,,,"138,603"
Built by Iowa,https://www.crunchbase.com/organization/built-by-iowa,2,1,"Iowa City, Iowa, United States",BBI is an early stage fund created to help talented entrepreneurs bridge the funding gap between angels and a Series A.,Venture Capital,Seed,2,,,,1,,,,"138,685"
Growth State,https://www.crunchbase.com/organization/growth-state,,,"London, England, United Kingdom",Global Customer Acquisition,,,,,,,,,,,"138,684"
Max Maendler,https://www.crunchbase.com/person/max-maendler-be,1,,"Berlin, Berlin, Germany","Max Maendler, Founder of lehrermarktplatz.de and Regis24.de, is a Berlin based Entrepreneur and Business Angel. In 2015, together with Domin...",Individual/Angel,,1,,,,,,,,"138,605"
Morikawa Akira,https://www.crunchbase.com/person/morikawa-akira,1,,"Tokyo, Tokyo, Japan",He joined Nippon Television Network after graduating from University of Tsukuba in 1989. He received an MBA at Aoyama Gakuin University Grad...,Individual/Angel,Seed,1,,,,,,,,"138,689"
Dusty Lieb,https://www.crunchbase.com/person/dusty-lieb,,,"Portland, Oregon, United States",Dusty Lieb is a Partner at Echo Health Ventures. He Attended the University of Pennsylvania.,Investment Partner,,,3,,,,,,,"138,608"
Theodore Kapanjie,https://www.crunchbase.com/person/theodore-kapanjie,,,"Manchester, New Hampshire, United States","Theodore J. Kapanjie, DO is a well-known family medicine physician in the St. Louis, MO area. He is best known as the successful office mana...",,,,,,,,,,,"138,609"
Sérgio Vieira,https://www.crunchbase.com/person/sérgio-vieira,,,"Areia, Lisboa, Portugal","A former business analyst and adviser to the Bank of Portugal, Sérgio Vieira is an MBA-holder from the University Institute of Lisbon. He ha...",,,,,,,,,,,"138,610"
CapitalCorp Ventures,https://www.crunchbase.com/organization/capitalcorp-ventures,,,"Singapore, Central Region, Singapore",CapitalCorp Ventures is an early-stage VC firm with geographical focus on South East Asia,Venture Capital,"Early Stage Venture, Seed, Venture",,,,,,,,,"138,611"
Alfredo Villela,https://www.crunchbase.com/person/alfredo-villela,1,,,Alfredo Villela,Individual/Angel,,1,,1,,,,,,"138,612"
Brett Lider,https://www.crunchbase.com/person/brett-lider,,,"San Francisco, California, United States","14 years combined at Google and Razorfish, He’ve watched the industry grow up from the Dot Com days in ’99 to the current social and mobile ...",,,,,,,,,,,"138,691"
Access Japan,https://www.crunchbase.com/organization/access-japan,1,1,"Sapporo, Hokkaido, Japan",Access Japan provides one-stop support for web business.,,,1,,,,1,,,,"138,613"
OneKC for Women,https://www.crunchbase.com/organization/onekc-for-women,,,"Kansas City, Missouri, United States","OneKC for Women is a organization which provide resources, opportunities and connections for women.",Accelerator,,,,,,,,,,"138,614"
Artem Bektemirov,https://www.crunchbase.com/person/artem-bektemirov,2,1,"Russian Federation, Europe",Artem Bektemirov - Chairman of the Board @ Atlantic.sn,Individual/Angel,Seed,2,,,,1,,,,"138,693"
ACIN Camden Center for Entrepreneurship in Technology,https://www.crunchbase.com/organization/acin-camden-center-for-entrepreneurship-in-technology,,,"Camden, New Jersey, United States",ACIN Camden Center for Entrepreneurship in Technology helps companies for growth in private-sector.,Incubator,,,,,,,,,,"138,615"
Samuel Riley,https://www.crunchbase.com/person/samuel-riley-95e3,,,,"Samuel Riley, Head of Clearstream Investor Services & Financing, Deutsche Börse.",Investment Partner,,,3,,,,,,,"138,616"
Frank Dilullo,https://www.crunchbase.com/person/frank-dilullo,,,"New Jersey, United States, North America","Frank Dilullo is a reputed blogger from New York. Frank Dilullo is love to write about travel destinations, real estate & health.  Frank Dil...",Investment Partner,,,3,,,,,,,"138,617"
Dorron Mottes,https://www.crunchbase.com/person/dorron-mottes,,,"New York, New York, United States","Dorron Mottes is the Founder & CEO of &frnds. He previously worked at VascoDe Technologies as a Founder, President & Chairman.",,,,,,,,,,,"138,619"
Zhongwu Qilian,https://www.crunchbase.com/organization/zhongwu-qilian,1,,"Fengtai, Beijing, China",Zhongwu Qilian is a logistics and supply chain management company.,,,1,,,,,,,,"138,620"
