Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Jon Natty Natkins,https://www.crunchbase.com/person/jon-natty-natkins,,,,Jon Natty Natkins,,,,,,,,,,,"178,837"
Lee Drucker,https://www.crunchbase.com/person/lee-drucker,,,,"Lee Drucker is the Principal at Lake Whillans Capital Partners. He attended NYU Stern School of Business, New York University School of Law,...",,,,,,,,,,,"178,802"
Paul Fennelly,https://www.crunchbase.com/person/paul-fennelly,1,,"Boston, Massachusetts, United States",Dr. Paul F. Fennelly was a Senior Vice President for AECOM and served as the Global Director for Industrial Sales and Marketing for AECOM”S ...,Individual/Angel,,1,,,,,,,,"178,806"
Paul Keblish,https://www.crunchbase.com/person/paul-keblish,1,,"Fairfield, Connecticut, United States","Paul has over 20 years of financial services experience in investment banking, consulting and securities operations. Through approximately 1...",Individual/Angel,Seed,1,,,,,,,,"178,815"
Tongda Zhonghe Technology,https://www.crunchbase.com/organization/tongda-zhonghe-technology,1,,"Beijing, Beijing, China","Tongda Zhonghe Technology is engaged in technology development, technology transfer, technology consulting, technical services.",,,1,,,,,,,,"178,819"
Thomas Brown,https://www.crunchbase.com/person/thomas-brown-54ce,,,"New York, New York, United States",Thomas Brown is the President and CEO of Hudson Interxchange. Thomas Brown attended the University of Massachusetts Amherst.,,,,,,,,,,,"178,800"
Sankalp Saxena,https://www.crunchbase.com/person/sankalp-saxena,1,,,A hands-on senior technical resource in Java/J2EE framework/Android platform/Salesforce CRM with a proven track record for leading complex s...,Individual/Angel,,1,,,,,,,,"178,801"
Antoine Kingue,https://www.crunchbase.com/person/antoine-kingue,1,,"Rouen, Haute-Normandie, France",Antoine Kingue,Individual/Angel,"Early Stage Venture, Seed",1,,1,,,,,,"178,802"
Andrew Bellis,https://www.crunchbase.com/person/andrew-bellis-2,,,"London, England, United Kingdom",Andrew is Managing Director & Partner of 3i Debt Management. Andrew is responsible for the strategic growth of the firm globally. Andrew ...,,,,,,,,,,,"178,803"
Huayi New Energy Industry Fund,https://www.crunchbase.com/organization/huayi-new-energy-industry-fund,2,,"Ürümqi, Xinjiang, China",Huayi New Energy Industry Fund,,,2,,2,,,,,,"178,804"
East Beach Capital,https://www.crunchbase.com/organization/east-beach-capital,,,"San Francisco, California, United States","East Beach Capital specializes in real estate opportunity funds for individuals, companies, and businesses in the real estate industry.",Private Equity Firm,,,,,,,,,,"178,806"
Alexander Viterbo-Horten,https://www.crunchbase.com/person/alexander-viterbo-horten,,,"Copenhagen, Hovedstaden, Denmark","Before joining SEED Capital Alexander worked 5 years as a management consultant in PA Consulting Group, where he was deeply involved in PA D...",Investment Partner,,,1,,,,,,,"178,808"
NPK Ventures,https://www.crunchbase.com/organization/npk-ventures,,,"Florianópolis, Santa Catarina, Brazil",Ajudamos ideias a se tornarem negócios sustentáveis.,"Micro VC, Venture Capital","Early Stage Venture, Seed, Venture",,,,,,,,,"178,809"
Eric Bell,https://www.crunchbase.com/person/eric-bell-b133,,,"Seattle, Washington, United States",Eric is Managing Director of SpringRock Ventures.  He has spent his entire career helping life sciences organization’s translate innovation ...,Investment Partner,,,5,,,,,,,"178,824"
Yang Zhang,https://www.crunchbase.com/person/yang-zhang-2736,,,"Beijing, Beijing, China",Yang Zhang,Investment Partner,,,1,,,,,,,"178,812"
Scott Schwartz,https://www.crunchbase.com/person/scott-schwartz,,,"Chicago, Illinois, United States",Scott joined CIVC in 2004 and has completed transactions in the financial services and business services industries.  Current and recent dir...,Investment Partner,,,5,,,,,,,"178,813"
Haspro Holdings,https://www.crunchbase.com/organization/haspro-holdings,1,,"Kuala Lumpur, Kuala Lumpur, Malaysia",Haspro Holdings,Venture Capital,,1,,,,,,,,"178,814"
Ole T. Jensen,https://www.crunchbase.com/person/ole-t-jensen,1,,,Ole T. Jensen - Founder @ Ditron Dental USA,Individual/Angel,,1,,,,,,,,"178,827"
NextVenture,https://www.crunchbase.com/organization/nextventure,,,"San Diego, California, United States","NextVenture identifies, assesses, and acquires multifamily investment real estate.",Private Equity Firm,,,,,,,,,,"178,828"
Michele Novelli,https://www.crunchbase.com/person/michele-novelli,,,"Milan, Lombardia, Italy",Michele Novelli is Board Member at Aworld.,Investment Partner,,,2,,,,,,,"178,816"
Andrey Kladov,https://www.crunchbase.com/person/andrey-kladov,,,"Moscow, Moscow City, Russian Federation",Andrey Kladov,,,,,,,,,,,"178,817"
LAUNCH.ed,https://www.crunchbase.com/organization/launch-ed,2,,"Edinburgh, Edinburgh, City of, United Kingdom","The University of Edinburgh's free support service for student entrepreneurs. Business advisers, competitions, funding.",University Program,,1,,,,,,,,"178,818"
Michele Lee,https://www.crunchbase.com/person/michele-lee,,,"Dallas, Texas, United States",Michele Lee - Managing Director @ Capstone Partners,,,,,,,,,,,"178,834"
Robert Strobl,https://www.crunchbase.com/person/robert-strobl,1,,,"Robert Strobl - Co-Founder, Product Management @ Digital Samba",Individual/Angel,,1,,,,,,,,"178,822"
Wireless Health Hub,https://www.crunchbase.com/organization/wireless-health-hub,,,"San Marcos, California, United States","Wireless Health Hub is a new startup community for wireless health entrepreneurs, founders, investors, business leaders and other health",Incubator,,,,,,,,,,"178,824"
Jorgen Smidt,https://www.crunchbase.com/person/jorgen-smidt,,,"Copenhagen, Hovedstaden, Denmark",Jorgen Smidt - Chairman Of The Board @ Forsta,,,,,,,,,,,"178,840"
Weltraum,https://www.crunchbase.com/organization/weltraum,,,"Baar, Zug, Switzerland",Weltraum is an investment management company that focuses on private investments and startup incubation.,"Angel Group, Venture Capital","Early Stage Venture, Seed",,,,,,,,,"178,826"
Katarzyna Szubryt,https://www.crunchbase.com/person/katarzyna-szubryt,1,,"Poland, Indiana, United States",Katarzyna Szubryt - HR Manager @ Bildero,Individual/Angel,Seed,1,,,,,,,,"178,827"
Zhong Zao Weilai,https://www.crunchbase.com/organization/zhong-zao-weilai,1,,"Beijing, Beijing, China","Zhong Zao Weilai specializes in the technology development, technology transfer, technology consulting.",,,1,,,,,,,,"178,828"
Patricio Rinamesto,https://www.crunchbase.com/person/patricio-rinamesto,,,"Paris, Ile-de-France, France",Individual Angel Investor and CryptoCurrency Trader(Since 2011)-Buyer/Seller.,,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",,,,,,,,,"178,829"
Abuhuraira Ramay,https://www.crunchbase.com/person/abuhuraira-ramay,,,"Faisalabad, Punjab, Pakistan","Abuhuraira is the founder of Brandwire, a branding agency. He is a serial entrepreneur, researcher, and author. His written work has appeare...",,,,,,,,,,,"178,846"
