Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
3SV Collective,https://www.crunchbase.com/organization/3sv-collective,8,,"London, England, United Kingdom",3SV Collective is an angel network that is pioneered gender-sensitive venture capital funding..,Venture Capital,,7,,,,,,,,"13,234"
Global Sources,https://www.crunchbase.com/organization/global-sources,1,1,"Aberdeen, Hong Kong Island, Hong Kong",Global Sources is a Hong Kong-based B2B media company facilitating trade between China and the world through English language media.,,,1,,,,1,,,,"13,210"
Keyence,https://www.crunchbase.com/organization/keyence,1,,"Osaka, Osaka, Japan","Sensors, barcode readers, vision systems",,,1,,,,,,,,"13,215"
China Construction Bank,https://www.crunchbase.com/organization/china-construction-bank,19,5,"Beijing, Beijing, China",China Construction Bank is a commercial bank engages in the provision of financial and banking services.,Government Office,,19,,5,,5,,,,"13,217"
Steel Dynamics,https://www.crunchbase.com/organization/steel-dynamics,2,,"Fort Wayne, Indiana, United States","Steel Dynamics is a diversified carbon-steel producer, metals recycler and one of the largest American steel companies.",,,2,,1,1,,,,,"13,222"
Belfer Management LLC,https://www.crunchbase.com/organization/belfer-management,4,,"New York, New York, United States","Belfer Management LLC is a family investment firm that emphasizes the energy, real estate and financial services industries.",,,3,,,,,,,,"13,226"
McWin Partners,https://www.crunchbase.com/organization/mcwin,5,,"Praha, Hlavni mesto Praha, Czech Republic","McWin is a private investment firm that focuses on Food Tech, Life Science, Clean Tech, Mobility Space Tech, Digitalization, and Fintech.",Private Equity Firm,,5,,1,1,,,,,"13,232"
Chuangyitong,https://www.crunchbase.com/organization/chuangyitong,1,,"Shenzhen, Guangdong, China","Chuangyitong specializes in the production, manufacturing, and sales of electronic products.",,,1,,1,,,,,,"13,233"
LoopNet,https://www.crunchbase.com/organization/loopnet,1,,"Washington, District of Columbia, United States",LoopNet is an online marketplace for commercial real estate and businesses for sale in the United States.,,,1,,,,,,,,"13,235"
Helen Ventures,https://www.crunchbase.com/organization/helen-ventures,18,1,"Helsinki, Southern Finland, Finland","Helen Ventures invests 50 million euros in the most innovative European startups in the energy, e-mobility and digital solutions sectors.",Corporate Venture Capital,"Early Stage Venture, Seed",14,,9,,1,,,,"13,237"
Asics,https://www.crunchbase.com/organization/asics,1,,"Hyogo, Hokkaido, Japan",Asics is a sports apparel company that contribute to society by fostering young people through sports.,,,1,,,,,,,,"13,238"
Counterview Capital,https://www.crunchbase.com/organization/bds-venture-fund,36,10,"New York, New York, United States",Counterview Capital is a seed-stage venture capital firm.,Venture Capital,"Early Stage Venture, Seed",27,,2,2,10,,,,"13,243"
Televisa,https://www.crunchbase.com/organization/televisa,2,2,"Mexico City, Distrito Federal, Mexico",Televisa is a multimedia mass media company broadcasts television audience.,,,2,,,,2,,,,"13,246"
Redpoint Ventures China,https://www.crunchbase.com/organization/redpoint-ventures-china,84,2,"Beijing, Beijing, China",Redpoint Ventures China focuses on early investments in the TMT sector.,Venture Capital,Early Stage Venture,55,,19,0,2,,,,"13,251"
Apex One Ventures,https://www.crunchbase.com/organization/apex-one-ventures,,,"Miami, Florida, United States","Apex One Venture focuses on acquiring, developing, and managing small business and real estate assets.",,,,,,,,,,,"13,200"
Sidewalk Labs,https://www.crunchbase.com/organization/sidewalk-labs,8,2,"New York, New York, United States",Sidewalk Labs works with cities to build products that address urban problems.,,,6,,2,4,2,,,,"13,254"
