Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Ayesha Ofori,https://www.crunchbase.com/person/ayesha-ofori,1,,,Ayesha Ofori is the Founder and CEO of Propelle.,Individual/Angel,,1,,,,,,,,"123,000"
Kishmish Ventures,https://www.crunchbase.com/organization/kishmish-ventures,,,"Copenhagen, Hovedstaden, Denmark",Investing in kick-ass founders with remarkable ideas in Pakistan.,"Micro VC, Venture Capital","Early Stage Venture, Seed, Venture",,,,,,,,,"123,009"
Shubhrendu Koche,https://www.crunchbase.com/person/shubhrendu-koche,5,,"Singapore, Asia",Shubhrendu Koche,Individual/Angel,Seed,3,,,,,,,,"123,010"
Axel Ahlström,https://www.crunchbase.com/person/axel-ahlström,,,,Founding Partner at Kvanted I VC Investor,Investment Partner,,,2,,,,,,,"123,011"
Daniel Crowley,https://www.crunchbase.com/person/daniel-crowley-2,,,"Dublin, Dublin, Ireland","Dan Crowley is co-founder and CEO of RemedyBio, and is focused on strategic leadership of the company, supporting our great team, and buildi...",,,,,,,,,,,"123,012"
Brock Siegel,https://www.crunchbase.com/person/brock-siegel,,,"San Francisco, California, United States","Brock Siegel is the Director and Contract-COO at Akadeum Life Sciences, Inc. Brock Siegel attended Columbia University in the City of New Yo...",Investment Partner,,,1,,,,,,,"123,014"
Infocom,https://www.crunchbase.com/organization/infocom-81f2,1,,,Infocom specializes in recruitment in the electrical engineering sector and independently implement projects in automation technology.,,,1,,,,,,,,"123,018"
Wai-Kwong Seck,https://www.crunchbase.com/person/wai-kwong-seck,,,,"Wai-Kwong Seck is chief executive officer, Asia Pacific at State Street Corporation. He is also a member of State Street’s Management Commit...",,,,,,,,,,,"123,019"
Leo Chan,https://www.crunchbase.com/person/leo-chan,3,,"San Francisco, California, United States",Leo Chan is currently a member at Sand Hill Angels. He has over 25 years of experience in delivering enterprise software to market and build...,Individual/Angel,Seed,2,,,1,,,,,"123,022"
Bas Blommaart,https://www.crunchbase.com/person/bas-blommaart,1,,"Breda, Noord-Brabant, The Netherlands",Bas Blommaart Managing Director at International Hotel Capital Partners.,Individual/Angel,,1,,,,,,,,"123,023"
