Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
PJ Tucker,https://www.crunchbase.com/person/pj-tucker,1,1,,PJ Tucker,Individual/Angel,,1,,,,1,,,,"211,801"
Christophe Ritter,https://www.crunchbase.com/person/christophe-ritter,,,"France, Europe","Almost 20 years of experience in the airline industry, including more than ten years as consultant and Partner in a major aviation consultin...",,,,,,,,,,,"211,800"
Valerie Calenda,https://www.crunchbase.com/person/valerie-calenda,,,"Lyon, Rhone-Alpes, France",Valérie Calenda started her career as research scientist in Hematology and Virology at the Institut National de la Recherche Médicale (INSER...,Investment Partner,,,11,,,,,,,"211,803"
Kwon Oh-hyung,https://www.crunchbase.com/person/kwon-oh-hyung,,,,Kwon Oh-hyung,Investment Partner,,,6,,,,,,,"211,804"
Chris Ansara,https://www.crunchbase.com/person/chris-ansara,1,,,Chris Ansara,Individual/Angel,,1,,,,,,,,"211,805"
Yoshitsugu Owada,https://www.crunchbase.com/person/yoshitsugu-owada,,,,Yoshitsugu Owada is the Deputy Manager at the Investment Sales Department of SMBC Venture Capital.,Investment Partner,,,2,,,,,,,"211,806"
Furqan Maudhudy,https://www.crunchbase.com/person/furqan-maudhudy,,,"Jakarta, Jakarta Raya, Indonesia",""Developer and Angel Investor"" https://fvrqan.com,,"Early Stage Venture, Private Equity, Seed",,,,,,,,,"211,808"
Shiloh Miller,https://www.crunchbase.com/person/shiloh-miller,,,,"Shiloh Miller has been active as lawyer over 35 years in Europe, based in Brussels and London. He has managed the European branch of Haim Za...",,,,,,,,,,,"211,809"
Alastair Millar,https://www.crunchbase.com/person/alastair-millar,,,"London, England, United Kingdom",Alastair leads Venture Capital and Private Equity investments at Windmill Hill Asset Management,,"Early Stage Venture, Late Stage Venture, Private Equity, Venture",,,,,,,,,"211,814"
Jr. Jon Bond,https://www.crunchbase.com/person/jr-jon-bond,1,,"Hong Kong, Hong Kong Island, Hong Kong",Jr. Jon Bond,Individual/Angel,Seed,1,,,,,,,,"211,811"
