Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Quatrex Capital,https://www.crunchbase.com/organization/quatrex-capital,2,1,"San Francisco, California, United States","Quatrex Capital is an investment advisory firm based in San Francisco, California.",Venture Capital,Early Stage Venture,1,,,2,1,,,,"124,811"
Masha Petrova,https://www.crunchbase.com/person/masha-petrova,,,"Irvine, California, United States",Masha Petrova is a Chief Marketing Officer at Parentis Health. She attended UC San Diego.,,Seed,,,,,,,,,"124,812"
Juha Harju,https://www.crunchbase.com/person/juha-harju,1,,"Jyväskylä, Western Finland, Finland",Juha Harju is the Co-Founder of Growthsetters. He previously worked at Howspace as a Chairman of the Board. Juha Harju attended the Universi...,Individual/Angel,,1,,,,,,,,"124,815"
Pow Rise Capital,https://www.crunchbase.com/organization/pow-rise-capital,1,,"Singapore, Central Region, Singapore",Pow Rise Capital invest in crypto assets of all stages.,,,1,,,,,,,,"124,819"
Media-Saturn SPACELAB Tech Accelerator,https://www.crunchbase.com/organization/media-saturn-spacelab-tech-accelerator-2,,,"Muenchen, Bayern, Germany",The Media-Saturn SPACELAB Tech Accelerator enables young innovative companies to take their businesses to the next level.,Accelerator,"Early Stage Venture, Seed",,,,,,On-Site,,20,"124,822"
HKMN LLC,https://www.crunchbase.com/organization/hkmn-llc,1,1,,Investors,Venture Capital,,1,,,,1,,,,"124,831"
Sammy Saldjoghi,https://www.crunchbase.com/person/sammy-saldjoghi,,,"Stockholm, Stockholms Lan, Sweden",Sammy Saldjoghi is the Co-Founder at mendi.io.,,,,,,,,,,,"124,832"
John Criswell,https://www.crunchbase.com/person/john-criswell,1,,"Washington, District of Columbia, United States","John is one of the leading health care industry experts in risk adjustment, quality, and outcomes.  He has a deep appreciation for and under...",Individual/Angel,,1,,,1,,,,,"124,836"
Lightburn group,https://www.crunchbase.com/organization/lightburn-group,1,,,Lightburn group,,,1,,1,,,,,,"124,837"
GKM,https://www.crunchbase.com/organization/gkm,8,6,"Los Angeles, California, United States","GKM Newport manages private equity fund-of-funds, private equity separate accounts and private equity co-investments.",Private Equity Firm,"Early Stage Venture, Late Stage Venture, Private Equity",7,,2,2,6,,,,"124,838"
Abdullah Haider,https://www.crunchbase.com/person/rodney-rice,1,,,Abdullah Haider - CEO @ Waldo Photos,Individual/Angel,Seed,1,,1,,,,,,"124,840"
Eric Schlakman,https://www.crunchbase.com/person/eric-schlakman,,,"San Francisco, California, United States","Eric Schlakman joined Apple as Editor In Chief, UX in 2019.",,,,,,,,,,,"124,844"
Naive Angels,https://www.crunchbase.com/organization/naive-angels,1,,,Naive Angels was added in 2012.,Angel Group,,1,,1,,,,,,"124,846"
Baltic Innovation Fund,https://www.crunchbase.com/organization/baltic-innovation-fund,,,"Athens, Attiki, Greece","Baltic Innovation Fund is a Fund-of-Fund launched by the EIF in close co-operation with the Governments of Lithuania, Latvia and Estonia.",Fund Of Funds,,,,,,,,,,"124,850"
NUMA Moscow,https://www.crunchbase.com/organization/numa-moscow-2,8,,"Moscow, Moscow City, Russian Federation",NUMA Moscow is a technology hub in Russia.,Accelerator,,8,,,,,,,,"124,852"
Jiumei Fiberglass,https://www.crunchbase.com/organization/jiumei-fiberglass,1,,"Suzhou, Jiangsu, China",Jiumei Fiberglass specialized in the fiberglass development and streamlined service of product technical design and production.,,,1,,,,,,,,"124,865"
Haresh Ved,https://www.crunchbase.com/person/haresh-ved,,,"Bellevue, Washington, United States",Haresh Ved is the Co-Founder & Managing General Partner of Cronus Ventures LLC.,,"Early Stage Venture, Seed",,,,,,,,,"124,800"
Nikhil Parmar,https://www.crunchbase.com/person/nikhil-parmar-05e6,1,,"Mumbai, Maharashtra, India",Nikhil Parmar is a Founder at Impactful Pitch,Individual/Angel,"Early Stage Venture, Seed",1,,1,,,,,,"124,874"
Frank Townsend,https://www.crunchbase.com/person/frank-townsend-360f,,,"Melbourne, Victoria, Australia","Frank Townsend is the driving force behind Trust Pest Control Melbourne, a leading pest management company serving Melbourne and its surroun...",,,,,,,,,,,"124,801"
Jakob Riegger,https://www.crunchbase.com/person/jakob-riegger,1,,"Munich, Bayern, Germany",Jakob Riegger,Individual/Angel,,1,,,,,,,,"124,802"
Nagesh K. Mahanthappa,https://www.crunchbase.com/person/nagesh-k-mahanthappa,,,"Cambridge, Massachusetts, United States","Nagesh Mahanthappa is the Executive Chair of Exo Therapeutics. He previously worked at Avila Therapeutics, Inc. as a Vice President, Corpora...",Investment Partner,,,1,,,,,,,"124,803"
Scott Dyer,https://www.crunchbase.com/person/scott-dyer,,,"Seattle, Washington, United States","Scott Dyer is Executive Vice President, Chief Technology Officer and Head of Shared Services for Corus Entertainment Inc., responsible for l...",Investment Partner,,,1,,,,,,,"124,804"
Prince Amukamara,https://www.crunchbase.com/person/prince-amukamara,4,,"Greater Phoenix Area, Arizona, United States",Prince Amukamara,Individual/Angel,Seed,3,,,,,,,,"124,875"
Alex Jankelevich,https://www.crunchbase.com/person/alex-jankelevich,1,,"Barcelona, Catalonia, Spain",Alex Jankelevich is the Co-Founder & Ceo of Hunger Brands. He attended IESE Business School.,Individual/Angel,,1,,,,,,,,"124,807"
Brian V. Iversen,https://www.crunchbase.com/person/brian-v-iversen,,,"Houston, Texas, United States",Brian V. Iversen is the Founder and Managing Partner of Cimbria Consulting. Brian V. Iversen attended the University of Central Florida.,Investment Partner,,,2,,,,,,,"124,876"
Eric Doebele,https://www.crunchbase.com/person/eric-doebele,1,,"Seattle, Washington, United States",Eric Doebele - Investor @ Oregon Venture Fund,Individual/Angel,Seed,1,,,1,,,,,"124,883"
Carlin Investments,https://www.crunchbase.com/organization/carlin-investments,3,1,"Encino, California, United States",Carlin Investments is a private investment firm focused on acquiring investments in established small and micro-market businesses.,Private Equity Firm,,1,,,,1,,,,"124,811"
Jonathan Molin,https://www.crunchbase.com/person/jonathan-molin,,,,"Jonathan Molin is a co-founder and principal of Frontier Equities, the parent company of Frontier Equities VC. Mr. Molin oversees the Compan...",,,,,,,,,,,"124,884"
Olaf Malchow,https://www.crunchbase.com/person/olaf-malchow-46d7,1,,"Germany, Europe",Olaf Malchow,Individual/Angel,Seed,1,,,,,,,,"124,812"
Sanjay Dutt,https://www.crunchbase.com/person/sanjay-dutt-d798,2,,,Sanjay Dutt is an Bollywood actor.,Individual/Angel,,2,,1,,,,,,"124,887"
AGS Advisory,https://www.crunchbase.com/organization/ags-advisory,,,"Kuala Lumpur, Kuala Lumpur, Malaysia",AGS Advisory provides accounting and business advisory services.,,,,,,,,,,,"124,890"
Marc A Wietfeld,https://www.crunchbase.com/person/marc-a-wietfeld,,,"Munich, Bayern, Germany",Marc A. Wietfeld is a Founder & CEO of ARX,,,,,,,,,,,"124,893"
Drew Taylor,https://www.crunchbase.com/person/drew-taylor,,,"San Diego, California, United States",Drew Taylor is the founder of 3DaGoGo.,,,,,,,,,,,"124,814"
Jason Smale,https://www.crunchbase.com/person/jason-smale,2,,"San Francisco, California, United States",SVP Engineering at Zendesk.,Individual/Angel,,2,,,,,,,,"124,816"
Neil R. Brown,https://www.crunchbase.com/person/neil-r-brown,,,"New York, New York, United States","Neil R. Brown (New York) joined KKR in 2014 and is the Director of Policy and Research of the KKR Global Institute. Previously, Mr. Brown se...",,,,,,,,,,,"124,817"
Bradley Inman,https://www.crunchbase.com/person/brad-inman,1,,"San Francisco, California, United States",Bradley Inman - Chairman @ ClimateCheck,Individual/Angel,,1,,,,,,,,"124,818"
