Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
"Reaper Investment Pursuits, LLC",https://www.crunchbase.com/organization/reaper-investment-pursuits-llc,,,"Cheyenne, Wyoming, United States",Investments to last the end of tyme by solving the riddle in time with the rhyme of our minds eye,Venture Capital,"Early Stage Venture, Late Stage Venture, Non Equity Assistance, Secondary Market",,,,,,,,,"105,612"
Varun Krishna,https://www.crunchbase.com/person/varun-krishna-550f,1,,"Pondicherry, Puducherry, India",Varun Krishna Founder of Realtia GoMusic Group. He was born in Pondicherry on October 31 2004. He has started his Entrepreneur journey in th...,Individual/Angel,Early Stage Venture,1,,1,,,,,,"105,615"
Servix,https://www.crunchbase.com/organization/servix,1,,"São Paulo, Sao Paulo, Brazil",Servix is a provider of information technology products and solutions for businesses.,,,1,,,,,,,,"105,618"
Medha Tejswini,https://www.crunchbase.com/person/medha-tejswini,1,,"Ranchi, Jharkhand, India","Artist, Designer, Styling expert, Angel Investor, Entrepreneur Former Designer at Jharkhand Silk, Textile & Handicraft Development Corporat...",Individual/Angel,Seed,1,,1,,,,,,"105,636"
glendonTodd Capital,https://www.crunchbase.com/organization/glendontodd-capital,2,,"Dallas, Texas, United States","At glendonTodd Capital, they firmly believe that operational insights are key to genuinely understanding the risk profile and the",Private Equity Firm,,2,,1,,,,,,"105,639"
Royce Shey,https://www.crunchbase.com/person/royce-shey,,,"Washington DC Metro Area, United States, North America","Royce Shey is a Business Analyst at Legendary Ventures, supporting the firm's portfolio of (acceleration) startups and (fund) companies.",Investment Partner,,,1,,,,,,,"105,644"
Clive Cowdery,https://www.crunchbase.com/person/clive-cowdery,2,,"Bristol, Bristol, City of, United Kingdom",Clive Cowdery is the Founder and Executive Chairman of Resolution Life. He previously worked at GE Insurance Holdings as a Chairman and Chie...,Individual/Angel,Seed,1,,,,,,,,"105,645"
Michael Feiertag,https://www.crunchbase.com/person/michael-feiertag,,,"San Francisco, California, United States","Michael Feiertag is the Partner at AllegisCyber. Additionally, Michael Feiertag has had 1 past job as the CEO, Co-Founder at tCell.",Investment Partner,,,2,,,,,,,"105,651"
Walter Delph,https://www.crunchbase.com/person/walter-delph,,,"Los Angeles, California, United States",Walter Delph is the Chief Business Officer at Magic Leap. He attended Harvard Business School.,,,,,,,,,,,"105,653"
Guide Capital Partners,https://www.crunchbase.com/organization/guide-capital-partners,,,"Boston, Massachusetts, United States",Guide Capital Partners is a private equity firm.,Private Equity Firm,Private Equity,,,,,,,,,"105,654"
Gary Bhatti,https://www.crunchbase.com/person/gary-bhatti,,,"United States, North America","Gary Bhatti, a serial entrepreneur, is recognized for his exceptional blend of executive leadership, technical expertise, and outstanding pr...",,,,,,,,,,,"105,657"
Yuanfeng Investment,https://www.crunchbase.com/organization/yuanfeng-investment,1,,,Yuanfeng Investment is an investment firm.,,,1,,,,,,,,"105,666"
Clare Tokheim,https://www.crunchbase.com/person/clare-tokheim,,,"New York, New York, United States",Clare Tokheim is the Portfolio Manager at W. R. Berkley CorporationW. R. Berkley Corporation. She attended Southern Methodist University.,Investment Partner,,,1,,,,,,,"105,667"
Max Blankfeld,https://www.crunchbase.com/person/max-blankfeld,2,,"Houston, Texas, United States",Max Blankfeld,Individual/Angel,,2,,,,,,,,"105,669"
Stratford-Cambridge Group,https://www.crunchbase.com/organization/stratford-cambridge-group,,,"Plymouth, Minnesota, United States",Stratford-Cambridge Group is a boutique buy-out and private investment firm focusing on industrial lower middle-market.,Private Equity Firm,,,,,,,,,,"105,670"
Didier Tranchier,https://www.crunchbase.com/person/didier-tranchier,2,,"Paris, Ile-de-France, France",Didier Tranchier is the Co-founder at Digital Pharma Lab.,Individual/Angel,Seed,2,,,,,,,,"105,672"
Ron Alfa,https://www.crunchbase.com/person/ron-alfa,1,,"Salt Lake City, Utah, United States",Ron Alfa is the Co-Founder and CEO at Oncology StealthCo.,Individual/Angel,,1,,,,,,,,"105,676"
Oklahoma Bankers Association,https://www.crunchbase.com/organization/oklahoma-bankers-association,,,"Oklahoma City, Oklahoma, United States",Oklahoma Bankers Association is a company that offers banking solutions.,Investment Bank,,,,,,,,,,"105,680"
Auxo Management,https://www.crunchbase.com/organization/auxo-management,2,1,"Toronto, Ontario, Canada",Auxo Management is an entrepreneurial investment firm focused on small to medium-sized businesses.,Private Equity Firm,,2,,1,,1,,,,"105,679"
Inpulse,https://www.crunchbase.com/organization/inpulse-d691,1,,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Inpulse is an impact driven fund manager connecting responsible investors with ultimate beneficiaries.,Micro VC,,1,,1,,,,,,"105,682"
Enabling Qapital,https://www.crunchbase.com/organization/enabling-qapital-b132,3,,"Zürich, Zurich, Switzerland","Enabling Qapital is an impact investment advisory firm responsible for the origination, execution, and monitoring of impact investments.",,,2,,,,,,,,"105,690"
Kirsty Rutter,https://www.crunchbase.com/person/kirsty-rutter,,,"London, England, United Kingdom",Kirsty Rutter,Investment Partner,,,8,,,,,,,"105,600"
Shulan Junjie Capital,https://www.crunchbase.com/organization/shulan-junjie-capital,1,,"Hangzhou, Zhejiang, China",Shulan Junjie Capital is an investment arm of Shulan Health.,Venture Capital,"Early Stage Venture, Venture",1,,,,,,,,"105,601"
