Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Kevin Palmer,https://www.crunchbase.com/person/kevin-palmer,,,"Boston, Massachusetts, United States",Kevin Palmer is the Chief Executive Officer at Annkissam,,,,,,,,,,,"174,001"
Niklas Meinert,https://www.crunchbase.com/person/niklas-meinert,2,,"Hamburg, Germany, Europe",Niklas Meinert - Founder @ Influentia,Individual/Angel,"Crowdfunding, Non Equity Assistance, Seed",2,,1,,,,,,"174,002"
Rajesh Agrawal,https://www.crunchbase.com/person/rajesh-agrawal,,,"London, England, United Kingdom",Rajesh Agrawal Deputy Mayor of London for Business,Investment Partner,,,13,,,,,,,"174,003"
Praneeth Kudithipudi,https://www.crunchbase.com/person/praneeth-kudithipudi,,,"Bangalore, Karnataka, India",Praneeth Kudithipudi is the VP of Sales at Sacumen. Praneeth attended University of Michigan - Stephen M. Ross School of Business.,,,,,,,,,,,"174,004"
Aldridge EDC Specialty Finance,https://www.crunchbase.com/organization/aldridge-edc-specialty-finance,,,,Private Equity and Venture Capital,Private Equity Firm,Late Stage Venture,,,,,,,,,"174,005"
Pine Hill Capital,https://www.crunchbase.com/organization/pine-hill-capital,2,,,They invest in digital media software startups in and around the Internet space.,Venture Capital,,2,,,,,,,,"174,006"
Justin Martin,https://www.crunchbase.com/person/justin-martin-0654,1,,,Justin Martin,Individual/Angel,,1,,,,,,,,"174,007"
Almudena Legorreta,https://www.crunchbase.com/person/almudena-legorreta,1,,,Almudena Legorreta,Individual/Angel,,1,,,,,,,,"174,009"
Jiangxin Duyun Touzi,https://www.crunchbase.com/organization/jiangxin-duyun-touzi,1,,"Chengdu, Sichuan, China","Jiangxin Duyun Touzi is an investment firm that provides asset management, investment management and consulting services.",,,1,,,,,,,,"174,008"
Takashi Okita,https://www.crunchbase.com/person/takashi-okita,1,,"Tokyo, Japan, Asia","CEO of SBI Ripple Asia, the joint venture between Japan's FinTech giant SBI and Ripple, global leader of Distributed Financial Technology. ...",Individual/Angel,,1,,,,,,,,"174,010"
Han Chen,https://www.crunchbase.com/person/han-chen,,,"San Diego, California, United States","Han Chen is the Chief Executive Officer of ZeaKal Inc., a San Diego based plant science company focused on increasing the photosynthetic cap...",,,,,,,,,,,"174,011"
Ruitai Investment,https://www.crunchbase.com/organization/ruitai-investment,2,,"Baoshan, Shanghai, China",Ruitai Investment is an investment firm that provides investment management and consulting service.,Private Equity Firm,,2,,1,,,,,,"174,012"
Riitta Ekengren,https://www.crunchbase.com/person/riitta-ekengren,1,,"Helsinki, Southern Finland, Finland",Riitta Ekengren is an Angel Investor.,Individual/Angel,,1,,,,,,,,"174,013"
Yinbaodian Chuangtou,https://www.crunchbase.com/organization/yinbaodian-chuangtou,7,,"Ningbo, Zhejiang, China",Yinbaodian Chuangtou is an investment firm.,,,6,,3,,,,,,"174,016"
CyclingUnderground.com,https://www.crunchbase.com/organization/cyclingunderground-com,,,,CyclingUnderground is the place where all information related to road cycling in their region can be found. ,,,,,,,,,,,"174,018"
Liam Wall,https://www.crunchbase.com/person/liam-wall,,,"United States, North America",Liam Wall is an Associate at KSL Capital Partners. He attended The Johns Hopkins University.,,,,,,,,,,,"174,010"
JBA Group,https://www.crunchbase.com/organization/jba-group,1,,"Tokyo, Tokyo, Japan",JBA Group provides comprehensive support for corporate disclosures and compliances.,,,1,,1,,,,,,"174,020"
Ashley L. Holloway,https://www.crunchbase.com/person/ashley-l-holloway,,,"Murfreesboro, Tennessee, United States",Ashley Holloway is a Vice President and Controller of Iroquois Capital Group as well as Chief Financial Officer of our broker-dealer Iroquoi...,,,,,,,,,,,"174,012"
Rick Salomon,https://www.crunchbase.com/person/rick-salomon,1,1,"New York, New York, United States",He graduated with a BA from Yale University in 1964 and an MBA from Columbia University Graduate School of Business in 1967. From 1982 to 20...,Individual/Angel,Seed,1,,,,1,,,,"174,021"
Kenji Miyako,https://www.crunchbase.com/person/kenji-miyako,1,,"Tokyo, Tokyo, Japan","Joined Arthur Andersen Certified Public Accountant joint office in 1983. In 1989, established a tax accountant corporation Altus, assumed th...",Individual/Angel,,1,,,,,,,,"174,022"
David Yiptong,https://www.crunchbase.com/person/david-yiptong,,,"Calgary, Alberta, Canada",David Yiptong is the Director of Programs at Platform Calgary.,Investment Partner,,,22,,,,,,,"174,013"
Yihua Life,https://www.crunchbase.com/organization/yihua-life,1,,"Shantou, Guangdong, China",Yihua Lifestyle Technology manufactures home furniture.,,,1,,,,,,,,"174,024"
Channel 13,https://www.crunchbase.com/organization/channel-13,1,,,Channel 13,,,1,,,,,,,,"174,016"
Jesse Maxwell,https://www.crunchbase.com/person/jesse-maxwell-7bfc,,,"Makati, Manila, Philippines",Jesse Maxwell,Investment Partner,,,1,,,,,,,"174,030"
Maruf Ahmed Tuhin,https://www.crunchbase.com/person/maruf-ahmed-tuhin,,,"Dhaka, Dhaka, Bangladesh","Maruf Ahmed Tuhin (26 August 2001) is a Bangladeshi Musical artist and cyber security specialist, who has made a big name in the world of di...",,,,,,,,,,,"174,031"
Miun Venture,https://www.crunchbase.com/organization/miun-venture,1,,,Miun Venture AB is a wholly owned subsidiary of Miun Holding AB.,,,1,,,,,,,,"174,032"
Omar Olla,https://www.crunchbase.com/person/omar-olla-11c9,,,"Rancho Cucamonga, California, United States",Omar Olla is a vice president and business development officer at FFB Bank.,Investment Partner,,,1,,,,,,,"174,033"
Sky Kelsey,https://www.crunchbase.com/person/sky-kelsey,,,"Seattle, Washington, United States",Sky Kelsey is the Software Engineer at Snap. Attended TechStars.,,,,,,,,,,,"174,034"
Diego Bevilacqua,https://www.crunchbase.com/person/diego-bevilacqua-cac9,1,,,Diego Bevilacqua is the President of Unilever regional.,Individual/Angel,,1,,,,,,,,"174,035"
Huiyixin Touzi,https://www.crunchbase.com/organization/huiyixin-touzi,1,1,"Beijing, Beijing, China",Huiyixin Touzi is engaged in asset management and consulting service.,,,1,,,,1,,,,"174,025"
Milano Venture Company,https://www.crunchbase.com/organization/milano-venture-company,,,"Milan, Lombardia, Italy",A consulting company and a private holding company that invests in small and medium enterprise,Venture Capital,,,,,,,,,,"174,037"
Ashish Mehrotra,https://www.crunchbase.com/person/ashish-mehrotra,1,,,Ashish Mehrotra,Individual/Angel,,1,,,,,,,,"174,027"
Angela Trostle,https://www.crunchbase.com/person/angela-trostle,,,"New York, New York, United States",Managing Partner at New York based communications firm AMWPR. She Attended Western Michigan University.,,"Early Stage Venture, Seed",,,,,,,,,"174,038"
ARCH Overage Fund,https://www.crunchbase.com/organization/arch-overage-fund,3,3,,investor,,,3,,1,2,3,,,,"174,040"
Judith Benardete,https://www.crunchbase.com/person/judith-benardete,,,"Cambridge, Massachusetts, United States",Judith Benardete,,,,,,,,,,,"174,042"
"Dr Dorel Iosif, MAICD",https://www.crunchbase.com/person/dr-dorel-iosif,,,"Perth, Western Australia, Australia",Dorel Iosif is the CEO and Board Director of Cognisium.,,"Early Stage Venture, Seed",,,,,,,,,"174,044"
Lauren Morrey,https://www.crunchbase.com/person/lauren-morrey-aa5d,,,"Melbourne, Arkansas, United States",Lauren Morrey - Executive Director Development @ Breakthrough Victoria,,,,,,,,,,,"174,045"
Keith Lee,https://www.crunchbase.com/person/keith-lee-0baf,,,"New York, New York, United States",Keith Lee is the CEO and Co-CIO of Feenix Venture Partners.,Investment Partner,,,1,,,,,,,"174,046"
BC Interior Community Foundation,https://www.crunchbase.com/organization/bc-interior-community-foundation,2,,"Kamloops, British Columbia, Canada","BCICF helps fund local charities, community projects & programs, and scholarships/bursaries.",,,2,,2,,,,,,"174,047"
Africa Twenty 10 Accelerator,https://www.crunchbase.com/organization/africa-twenty-10-accelerator,,,"Cape Town, NA - South Africa, South Africa",Africa Twenty 10 Accelerator launched in September 2014 to help startups looking to launch in multiple African countries succed.,Accelerator,,,,,,,,,,"174,048"
Yaroka Technologies,https://www.crunchbase.com/organization/yaroka-technologies,,,"Montréal, Quebec, Canada","Yaroka Technologies is a climate conscious incubator with experience in geology, forestry, climatology and technology.",Incubator,,,,,,,,,,"174,032"
Anthony Depatie,https://www.crunchbase.com/person/anthony-depatie,1,,"Los Angeles, California, United States",Anthony Depatie,Individual/Angel,,1,,,,,,,,"174,049"
Hideo Nakanishi,https://www.crunchbase.com/person/hideo-nakanishi,,,"Tokyo, Tokyo, Japan","Hideo Nakanishi is the Head of the Fashion Apparel Division, Textile Company at ITOCHU Corporation.",Investment Partner,,,1,,,,,,,"174,050"
Robert Mercer,https://www.crunchbase.com/person/robert-mercer,1,,,Cambridge Analytica was founded by conservative businessmen Robert Mercer.,Individual/Angel,,1,,1,,,,,,"174,051"
Sean Schickedanz,https://www.crunchbase.com/person/sean-schickedanz,,,"San Francisco, California, United States","Sean Schickedanz is the Founder, General Partner, and Chief Investment Officer of Clean Pacific Ventures. He previously worked at Sunflower ...",Investment Partner,,,3,,,,,,,"174,040"
Steven Brooks,https://www.crunchbase.com/person/steven-brooks,,,,"Steven D. Brooks, age 61, has served on Cogent's Board of Directors since October 2003. Mr. Brooks is a private investor. He was Managing Pa...",,,,,,,,,,,"174,052"
Huoer Guosi Wuye Yingshi Wenhua,https://www.crunchbase.com/organization/huoer-guosi-wuye-yingshi-wenhua,1,,"Xinjiang, Shanxi, China",Huoer Guosi Wuye Yingshi Wenhua is an entertainment company.,,,1,,,,,,,,"174,053"
Deepak Singh Ahlawat,https://www.crunchbase.com/person/deepak-singh-ahlawat,1,,,Deepak Singh Ahlawat is an individual investor.,Individual/Angel,,1,,,,,,,,"174,054"
Eleanor Chiu,https://www.crunchbase.com/person/eleanor-chiu,,,,Eleanor Chiu is a  board of director at OpenHouse,Investment Partner,,,1,,,,,,,"174,055"
Shenzhenshi Baitai Touzi,https://www.crunchbase.com/organization/shenzhenshi-baitai-touzi,1,,"Shenzhen, Guangdong, China",Shenzhenshi Baitai Touzi is an investment firm that provides investment management and consulting services.,,,1,,,,,,,,"174,047"
NetCel360,https://www.crunchbase.com/organization/netcel360,1,,"Wan Chai, Hong Kong Island, Hong Kong",NetCel360 is the leading pan-Asian e-Business Service Provider.,,,1,,1,,,,,,"174,057"
Start Alliance,https://www.crunchbase.com/organization/start-alliance,,,"Berlin, Berlin, Germany",The Start Alliance is a partnership designed to accelerate entry into new markets for international startups.,Accelerator,,,,,,,,2020-02-29,1,"174,058"
Cinépolis Accelerator,https://www.crunchbase.com/organization/cinepolis-accelerator,,,"Mexico City, Distrito Federal, Mexico",Cinépolis Accelerator is a 4 month acceleration program.,Accelerator,,,,,,,,,,"174,061"
Patrick Bulmer,https://www.crunchbase.com/person/patrick-bulmer,,,,"Patrick joined the business in 1990. He has been involved in the buyouts of U-POL, Celotex, Dunlop Aircraft Tyres and James Dewhurst. His ke...",,,,,,,,,,,"174,062"
John Brown,https://www.crunchbase.com/person/john-seely-brown,3,1,,John Brown is the Board Director of Amazon.com .He is also an Independent Co - Chairman of the Deloitte’s Center for the Edge. A visiting Sc...,Individual/Angel,Seed,2,,,,1,,,,"174,063"
Kowloon Watch Company,https://www.crunchbase.com/organization/kowloon-watch-company,1,,"Kowloon City, Kowloon, Hong Kong",Kowloon Watch Company is an online shop that offers men's and women's watches and characters' watches.,,,1,,1,,,,,,"174,066"
Jason Stulberg,https://www.crunchbase.com/person/jason-stulberg,,,"Chicago, Illinois, United States","Jason Stulberg is the President at Blackcart. He joined Lightbank in January 2012. Prior to Lightbank, Jason was on the founding team of Sta...",,,,,,,,,,,"174,067"
Mark Slezak,https://www.crunchbase.com/person/mark-slezak,,,,"Mr. Mark Slezak is a member of the board of directors at Ardesta, LLC, Joint Juice, Inc. and numerous other private companies and foundation...",Investment Partner,,,2,,,,,,,"174,068"
Matt Baxter,https://www.crunchbase.com/person/matt-baxter,,,"Holland, Michigan, United States",Matt Baxter is the Founder and Chief Executive Officer at Competitive Wedge.,,,,,,,,,,,"174,069"
Mark V Investments,https://www.crunchbase.com/organization/mark-v-investments,1,,"Bloomfield Hills, Michigan, United States",Mark V Investments,,,1,,,,,,,,"174,055"
Marc Brown,https://www.crunchbase.com/person/marc-brown-5,,,"Redmond, Washington, United States",Marc Brown is the Partner and Head of EQT Growth at EQT Growth. Attended Georgetown University Law Center.,,,,,,,,,,,"174,070"
