Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Fiona Ball,https://www.crunchbase.com/person/fiona-ball-07ce,,,"London, England, United Kingdom","Fiona Ball, group director of the Bigger Picture campaign at Sky.",Investment Partner,,,5,,,,,,,"195,001"
Chet Barnard,https://www.crunchbase.com/person/chet-barnard,,,"Bedford, Massachusetts, United States","Chet Barnard, Sr. Vice President Business Development, is responsible for managing and leading the company’s strategic business development ...",,,,,,,,,,,"195,000"
Gustavo Ghidini,https://www.crunchbase.com/person/gustavo-ghidini,,,"Milan, Lombardia, Italy","Gustavo Ghidini is the Founder of Studio Ghidini, Girino e Associati.",,,,,,,,,,,"195,002"
Anders Hvide,https://www.crunchbase.com/person/anders-hvide,,,"Oslo, Oslo, Norway",Anders Hvide,,,,,,,,,,,"195,004"
Minfeng Trading,https://www.crunchbase.com/organization/minfeng-trading,1,1,"Shanghai, Shanghai, China","Minfeng Trading is engaged in non-ferrous metal, raw materials and finished products, mineral products.",,,1,,,,1,,,,"195,005"
Guojie Touzi,https://www.crunchbase.com/organization/guojie-touzi,2,1,"Nanshanqu, Guangdong, China",Guojie Touzi is an investment firm that provides asset management and investment management services.,Private Equity Firm,,2,,,,1,,,,"195,006"
David Mills,https://www.crunchbase.com/person/david-mills-3,1,,"Dublin, Dublin, Ireland",David Mills is the Peter J. Shields Endowed Chair in Dairy Food Science in the Departments of  Viticulture & Enology and Food Science & Tech...,Individual/Angel,Seed,1,,,1,,,,,"195,008"
Deepak Bairwa,https://www.crunchbase.com/person/michael-roy-4f28,,,"India, Asia","At the age of 20, Michael Roy Became Specialist in ""Search Engine Optimization""",,,,,,,,,,,"195,011"
Graeme Ross,https://www.crunchbase.com/person/graeme-ross,,,"Sydney, New South Wales, Australia",Graeme Ross is the Managing Director and Global Head of Real Estate CBA.  He is responsible for all institutional banking client relationshi...,,,,,,,,,,,"195,009"
Jiangyinshi Jinrong Touzi,https://www.crunchbase.com/organization/jiangyinshi-jinrong-touzi,1,,,Jiangyinshi Jinrong Touzi is an investment firm.,,,1,,1,,,,,,"195,010"
Louise Brett,https://www.crunchbase.com/person/louise-brett,,,"London, England, United Kingdom",Louise Brett - Head of Digital & Customer Analytics @ Deloitte Digital,Investment Partner,,,1,,,,,,,"195,012"
Yugan Tianshi,https://www.crunchbase.com/organization/yugan-tianshi,1,,"Ningbo, Zhejiang, China",Yugan Tianshi is an investment firm that focuses on angel investment.,Angel Group,,1,,,,,,,,"195,013"
Zhejiang Kente Touzi,https://www.crunchbase.com/organization/zhejiang-kente-touzi,1,,"Ningbo, Zhejiang, China",Zhejiang Kente Touzi is an investment firm that provides asset management and investment management services.,,,1,,,,,,,,"195,015"
Jerome Constant,https://www.crunchbase.com/person/jerome-constant,,,,Jerome Constant,Investment Partner,,,1,,,,,,,"195,014"
Michel Finance,https://www.crunchbase.com/person/michel-finance,,,"Paris, Ile-de-France, France","Michel is CEO and Board member of Theradiag, a company specialized in biotherapy monitoring and diagnostic. Prior to joining Theradiag, M...",Investment Partner,,,2,,,,,,,"195,017"
Shannon Lewandowski,https://www.crunchbase.com/person/shannon-lewandowski,,,,Shannon Lewandowski is the Innovation and Digtal at American Modern Insurance Group.,,,,,,,,,,,"195,019"
Laney Woolfolk Lewis,https://www.crunchbase.com/person/laney-woolfolk,,,"Atlanta, Georgia, United States",Laney’s prior experiences at both startups and advertising agencies has given her the right combination of know-how as she directs public re...,,,,,,,,,,,"195,018"
Andrew Plump,https://www.crunchbase.com/person/andrew-plump,,,"Boston, Massachusetts, United States","Bachelor's degree, MIT; MD, University of California, San Francisco; PhD, Rockefeller University. Formerly: Senior Vice-President, Research ...",Investment Partner,,,1,,,,,,,"195,020"
Taguchi Judicial Scrivener Office,https://www.crunchbase.com/organization/taguchi-judicial-scrivener-office,,,"Kodaira, Tokyo, Japan",Taguchi Judicial Scrivener Office is a commercial and corporate real estate registration service company.,,,,,,,,,,,"195,022"
Felix Zilberstein,https://www.crunchbase.com/person/felix-zilberstein,,,"Tel Aviv, Tel Aviv, Israel",Felix is a Partner at 4Tech Capital Partners - https://www.4tech-capital.com/,Investment Partner,,,2,,,,,,,"195,021"
Research of Thuringia,https://www.crunchbase.com/organization/research-of-thuringia,1,1,,Research of Thuringia,,,1,,,,1,,,,"195,023"
Gordon Hoffman,https://www.crunchbase.com/person/gordon-hoffman,,,"Portland, Oregon, United States",Gordon Hoffman is an Advisor at BeSang. He attended Stanford University.,,,,,,,,,,,"195,025"
Vastly Viable Ventures,https://www.crunchbase.com/organization/vastly-viable-ventures,,,,Vastly Viable Ventures is an investment firm.,,,,,,,,,,,"195,026"
Shanxi Huakang Yiyao,https://www.crunchbase.com/organization/shanxi-huakang-yiyao,1,,"Shanxi, Fujian, China","Shanxi Huakang Yiyao is a company engaged in chemical medicine preparations, Chinese patent medicines and others.",,,1,,,,,,,,"195,027"
Pinghu Yunyi Angel Investment,https://www.crunchbase.com/organization/pinghu-yunyi-angel-investment,1,,,Pinghu Yunyi Angel Investment is an investment Firm.,,,1,,,,,,,,"195,028"
Brad Corbin,https://www.crunchbase.com/person/brad-corbin-21cc,,,"New York, New York, United States",Principal at VSS Capital Partners,Investment Partner,,,2,,,,,,,"195,029"
Kapil Nayyar,https://www.crunchbase.com/person/kapil-nayyar,2,1,"New Delhi, Delhi, India","Kapil Nayyar - Partner & Head - Legal, Tax & M&A @ International Business Advisors",Individual/Angel,Seed,2,,,,1,,,,"195,030"
Siddharth Sood,https://www.crunchbase.com/person/siddharth-sood-a4a3,2,,"Delhi, Delhi, India",Siddharth Sood,Individual/Angel,,1,,,,,,,,"195,031"
Jack Rollen,https://www.crunchbase.com/person/jack-rollen,1,,"Kampala, Uganda, Africa","Ezra Colgate Onenchan Jackson (born November 03, 1999), Professionally Known By His Stage Name Jack Rollen (Often Stylized As JARO) Is A Uga...",Individual/Angel,Venture,1,,1,,,,,,"195,032"
Rob Gilby,https://www.crunchbase.com/person/rob-gilby,1,,,Rob Gilby,Individual/Angel,,1,,,,,,,,"195,033"
Gregor Fox,https://www.crunchbase.com/person/gregor-fox,1,,"New Orleans, Louisiana, United States",Gregor Fox,Individual/Angel,,1,,1,,,,,,"195,034"
Qianlong investment,https://www.crunchbase.com/organization/qianlong-investment,1,,,Qianlong investment is an investment Firm.,,,1,,,,,,,,"195,036"
Johan Biehl,https://www.crunchbase.com/person/johan-biehl,1,1,"Stockholm, Stockholms Lan, Sweden",Johan Biehl,Individual/Angel,Seed,1,,,,1,,,,"195,037"
Nicolas Mangon,https://www.crunchbase.com/person/nicolas-mangon,,,"Boston, Massachusetts, United States","Nicolas Mangon, Vice President of AEC, Business Strategy and Marketing for Autodesk, is a leader of the global advancement of Building Infor...",Investment Partner,,,1,,,,,,,"195,038"
Jon Stillman,https://www.crunchbase.com/person/jon-stillman,,,"Albany, New York, United States","Jon joined High Peaks Venture Partners in January 2005, bringing over 20 years of experience in executive technology management. In addition...",Investment Partner,,,2,,,,,,,"195,040"
Beth Mooney,https://www.crunchbase.com/person/beth-e-mooney,,,"Cleveland, Ohio, United States",Beth Moone is the Member of Board of Directors at Accenture.,Investment Partner,,,1,,,,,,,"195,041"
Juliet Barratt,https://www.crunchbase.com/person/juliet-barratt,1,,"Hampton In Arden, Solihull, United Kingdom",Juliet Barratt is the Non Executive Director at LoveRaw®. He attended University of Exeter.,Individual/Angel,Seed,1,,,,,,,,"195,043"
Vijay Bhasin,https://www.crunchbase.com/person/vijay-bhasin-a728,,,"Great Falls, Virginia, United States","Vijay has served as Senior Vice President and Chief Risk Officer since 2009. He has significant mortgage finance industry expertise, includi...",,,,,,,,,,,"195,042"
Hirotoshi Ashitaka,https://www.crunchbase.com/person/hirotoshi-ashitaka,,,,"Hirotoshi Ashitaka is a  General Manager at Kintetsu Venture Partners Co., Ltd.",Investment Partner,,,1,,,,,,,"195,045"
Farah Rosley,https://www.crunchbase.com/person/farah-rosley,,,"Malaysia, Asia","Farah Rosley is a Malaysia Tax Managing Partner, Ernst & Young Tax Consultants Sdn Bhd.",Investment Partner,,,1,,,,,,,"195,046"
