Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Leslie Moonves,https://www.crunchbase.com/person/leslie-moonves,1,1,"New York, New York, United States","Leslie Moonves is President and Chief Executive Officer of CBS Corporation, one of the world’s leading media enterprises. In this role, he o...",Individual/Angel,Seed,1,,,,1,,,,"58,201"
Calldorado,https://www.crunchbase.com/organization/calldorado,,,"Søborg, Hovedstaden, Denmark",Calldorado is a free SDK that enables developers to monetize their app through caller ID.,,,,,,,,,,,"58,202"
Christine Esserman,https://www.crunchbase.com/person/christine-esserman,,,"Philadelphia, Pennsylvania, United States","Christine joined Accel in 2017 and focuses on mobile and enterprise technology companies. Prior to Accel, Christine worked as a member of e...",Investment Partner,,,1,,,,,,,"58,207"
Amitell Capital,https://www.crunchbase.com/organization/amitell-capital,1,,"Singapore, Central Region, Singapore",Amitell Capital is a private asset management firm.,Private Equity Firm,,1,,,,,,,,"58,201"
Brice Steven Nkengsa,https://www.crunchbase.com/person/brice-steven-nkengsa,1,,"Toronto, Ontario, Canada","Brice Steven Nkengsa is a software engineer, entrepreneur, and angel investor. He's deeply passionate about leveraging technology to meaning...",Individual/Angel,"Early Stage Venture, Seed",1,,,1,,,,,"58,203"
Game Hollywood,https://www.crunchbase.com/organization/game-hollywood,1,,"Guangzhou, Guangdong, China",Game Hollywood is a game development and publishing company.,,,1,,,1,,,,,"58,205"
Jürg Schäppi,https://www.crunchbase.com/person/jrg-schppi,1,,"Zürich, Zurich, Switzerland","Juerg Schaeppi is chairman and founding partner of 2Xideas. He is also a founding partner and principal shareholder of Bellevue Group AG, a ...",Individual/Angel,Seed,1,,,,,,,,"58,208"
Lucey Fund,https://www.crunchbase.com/organization/lucey-fund-2,13,,"Dún Laoghaire, Dublin, Ireland","Lucey Fund invest in entrepreneurs who understand their industry, but who have not done technology before.","Accelerator, Incubator, Venture Capital","Early Stage Venture, Seed",13,,2,,,,,,"58,209"
Future Food Fund,https://www.crunchbase.com/organization/future-food-fund-0851,12,1,"Tokyo, Tokyo, Japan",Future Food Fund is a corporate venture capital company that specializes in the field of food.,Venture Capital,,11,,2,1,1,,,,"58,204"
‎Integr8d Capital,https://www.crunchbase.com/organization/integr8d-capital,6,,"Houston, Texas, United States",‎Integr8d Capital is an investment Firm.,Venture Capital,,4,,1,,,,,,"58,210"
Dave Bailey,https://www.crunchbase.com/person/dave-bailey-1,6,2,"London, England, United Kingdom","Dave Bailey is CEO of The Founder Coach, an organisation that supports venture-backed founders around the world. Dave runs several programs ...",Individual/Angel,Seed,6,,,,2,,,,"58,211"
Liz Keen,https://www.crunchbase.com/person/liz-keen,5,1,"San Francisco, California, United States",Liz Keen is an Operating Partner – Head of Brand and Communications with ACME. She has more than of 10 years of experience in strategic comm...,Individual/Angel,Seed,4,,,3,1,,,,"58,213"
Freesolo Ventures,https://www.crunchbase.com/organization/freesolo-ventures,5,,"Palo Alto, California, United States",Focused on providing funding and guidance to consumer electronics companies targeting under-leveraged segments.,Venture Capital,,5,,,,,,,,"58,214"
Adrian Li,https://www.crunchbase.com/person/adrian-li,,,"Jakarta, Jakarta Raya, Indonesia",Adrian is a seasoned internet entrepreneur. In the past 10 years he has been involved in cofounding and operating 6 internet ventures coveri...,Investment Partner,,,21,,,,,,,"58,215"
