Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Jose Soto,https://www.crunchbase.com/person/jose-soto-c38c,,,"Fort Lauderdale, Florida, United States",Jose Soto Corporate Responsibility Analyst at State Farm ®,Investment Partner,,,3,,,,,,,"244,800"
Mohamed Irfan,https://www.crunchbase.com/person/mohamed-irfan-2e25,,,"Mumbai, Maharashtra, India",Fund Manager,Investment Partner,,,1,,,,,,,"244,801"
Michael Gentile,https://www.crunchbase.com/person/michael-gentile-255e,1,1,"Boston, Massachusetts, United States",Michael Gentile Managing director at Ernst and Young.,Individual/Angel,,1,,1,,1,,,,"244,802"
Joel Mulbah,https://www.crunchbase.com/person/joel-mulbah,,,,Joel Mulbah,,,,,,,,,,,"244,803"
Joyce Vyriotes,https://www.crunchbase.com/person/joyce-vyriotes-c834,,,"Woburn, Massachusetts, United States",Joyce Vyriotes,Investment Partner,,,2,,,,,,,"244,804"
Reto Wey,https://www.crunchbase.com/person/reto-wey,,,"Basel, Basel-Stadt, Switzerland",Reto Wey,,"Early Stage Venture, Seed",,,,,,,,,"244,807"
Anshul Mangal,https://www.crunchbase.com/person/anshul-mangal-04bd,1,,,Anshul Mangal,Individual/Angel,,1,,,,,,,,"244,808"
Marion Unterberger,https://www.crunchbase.com/person/marion-unterberger,1,,,Marion Unterberger,Individual/Angel,Seed,1,,,1,,,,,"244,813"
Stephen S. Riven,https://www.crunchbase.com/person/stephen-s-riven,,,,"Stephen S. Riven is Co-Founder, Senior Managing Partner at Avondale Partners.",,,,,,,,,,,"244,810"
Chenlei Wang,https://www.crunchbase.com/person/chenlei-wang,,,"Shanghai, China, Asia",Chenlei Wang joined  xiaomi as Senior Product Manager in 2015.,,,,,,,,,,,"244,812"
Toshiyuki Shiga,https://www.crunchbase.com/person/toshiyuki-shiga,,,,Toshiyuki Shiga - Chairman and CEO @ Innovation Network Corporation of Japan,Investment Partner,,,2,,,,,,,"244,814"
Sultana Sheriff,https://www.crunchbase.com/person/sultana-sheriff,1,,,Sultana Sheriff,Individual/Angel,Seed,1,,,,,,,,"244,815"
Gianni Agnelli,https://www.crunchbase.com/person/gianni-agnelli,,,,Gianni Agnelli,,,,,,,,,,,"244,809"
Jean-François Auffret,https://www.crunchbase.com/person/jean-françois-auffret,,,,Jean-François Auffret,Investment Partner,,,1,,,,,,,"244,816"
Jullen Cullen,https://www.crunchbase.com/person/jullen-cullen,,,"Ireland, Europe",Juan Cullen is a digital marketing professional with proven entrepreneurial ability. He founded two e-commerce businesses including Supersun...,,,,,,,,,,,"244,817"
David Butler,https://www.crunchbase.com/person/david-butler-6,,,"San Francisco, California, United States","David is a Managing Partner at Argosy Real Estate Partners, a real estate opportunity fund manager.   DavidButler, based in San Francisco, i...",,,,,,,,,,,"244,806"
Randy Hunt,https://www.crunchbase.com/person/randy-hunt,,,"New York, New York, United States",Randy Hunt,,,,,,,,,,,"244,805"
