Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Purdue Foundry,https://www.crunchbase.com/organization/purdue-foundry,34,,"West Lafayette, Indiana, United States",The Foundry is focused on Purdue's entrepreneurial resources that are aimed at launching new ventures.,University Program,,30,,19,5,,,,,"26,404"
Moonshot,https://www.crunchbase.com/organization/moonshot-2,,,"Melbourne, Victoria, Australia",Moonshot is an entrepreneurship Incubator is a not-for-profit 6-month program.,Accelerator,,,,,,,,,,"26,405"
IPL Plastics,https://www.crunchbase.com/organization/one51,2,,"Dublin, Dublin, Ireland",IPL Plastics plc is a leading sustainable packaging solutions provider.,,,2,,2,,,,,,"26,411"
Phil Bronner,https://www.crunchbase.com/person/phil-bronner,16,1,"Washington, District of Columbia, United States","Phil Bronner is the Co-founder and Managing Partner of Ardent Venture Partners, an early-stage venture fund investing in B2B fintech, market...","Investment Partner, Individual/Angel","Early Stage Venture, Seed, Venture",16,18,,4,1,,,,"26,414"
Nofar Energy,https://www.crunchbase.com/organization/nofar-energy,1,,"Kfar Saba, HaMerkaz, Israel","Nofar Energy is a renewable energy company that specializes in the financing, construction, and operation of renewable energy projects.",,,1,,,,,,,,"26,416"
Shumway Capital,https://www.crunchbase.com/organization/shumway-capital,11,1,"Greenwich, Connecticut, United States",Shumway Capital is a growth focused investment firm that partners with management teams to help accelerate their companies’ growth.,Family Investment Office,"Late Stage Venture, Private Equity",5,,3,1,1,,,,"26,418"
Mana Up,https://www.crunchbase.com/organization/mana-up,63,,"Honolulu, Hawaii, United States",Mana Up is a 12-week product accelerator program that focuses on scaling products globally.,Accelerator,Seed,63,,61,1,,On-Site,2019-06-30,12,"26,424"
Arc Labs,https://www.crunchbase.com/organization/arc-labs,5,,"San Francisco, California, United States",Arc Labs is an early-stage credit fund focused on lending to technology-enabled businesses.,Venture Debt,Debt,5,,3,,,,,,"26,400"
Talanx,https://www.crunchbase.com/organization/talanx-ag,4,,"Hanover, Niedersachsen, Germany",Talanx is a provider of insurance and reinsurance products and services.,,,4,,1,,,,,,"26,434"
Digital Future,https://www.crunchbase.com/organization/digitalfuture,25,5,"Kyiv, Kyyiv, Ukraine",Digital Future is a Ukraine-born VC firm that invests at seed and early stage in international teams targeting global markets.,"Micro VC, Venture Capital","Early Stage Venture, Non Equity Assistance, Seed",23,,11,1,5,,,,"26,435"
MACH37,https://www.crunchbase.com/organization/mach37,28,5,"Virginia, Nebraska, United States",MACH37 is the premier accelerator for entrepreneurs and startups that are solving important cyber problems.,Accelerator,Seed,27,,1,6,5,Online,2021-04-15,12,"26,402"
Artinia Group,https://www.crunchbase.com/organization/artinia-group,,,"San Diego, California, United States",Artinia Group is a private investment firm that provides transaction and operational experience to forge long-term investment partnerships.,"Private Equity Firm, Venture Capital",,,,,,,,,,"26,403"
Berkeley Catalyst Fund (BCF),https://www.crunchbase.com/organization/berkeley-catalyst-fund-bcf,38,2,"San Francisco, California, United States",Berkeley Catalyst Fund (BCF) is an investment Firm.,Venture Capital,Early Stage Venture,30,,10,7,2,,,,"26,439"
Tsing-Yuan Capital,https://www.crunchbase.com/organization/tsing-yuan-capital,46,8,"Shenzhen, Guangdong, China","Tsing-Yuan Capital is a Chinese venture capital firm specialized in early, middle, and mature stage investments.",Venture Capital,Late Stage Venture,34,,11,,8,,,,"26,440"
Toyo Engineering,https://www.crunchbase.com/organization/toyo-engineering,1,,"Chiba, Chiba, Japan","Japanese engineering, procurement and construction company serving mainly the hydrocarbons and petrochemical sectors worldwide.",,,1,,,,,,,,"26,441"
CandyVC,https://www.crunchbase.com/organization/candyvc,2,,"New York, New York, United States",CandyVC is an early stage venture fund based in New York City.,"Family Investment Office, Micro VC, Venture Capital","Early Stage Venture, Seed",2,,,,,,,,"26,405"
Prous Institute for Biomedical Research,https://www.crunchbase.com/organization/prous-institute-for-biomedical-research,1,,"Barcelona, Catalonia, Spain",Prous Institute for Biomedical Research is an organization that supports therapeutic and diagnostic approaches.,,,1,,,,,,,,"26,406"
Nik Sharma,https://www.crunchbase.com/person/nik-sharma-cbba,17,,"New York, New York, United States","Nik Sharma is the Chief Executive Officer of Sharma Brands, a strategic-initiatives firm working with a wide range of brands to help grow an...","Investment Partner, Individual/Angel","Convertible Note, Early Stage Venture, Seed",17,1,,2,,,,,"26,407"
L-Acoustics,https://www.crunchbase.com/organization/l-acoustics,1,,"Marcoussis, Bretagne, France",L-Acoustics offers a total system approach for both touring and fixed installation markets.,,,1,,,1,,,,,"26,408"
Business Connexion,https://www.crunchbase.com/organization/business-connexion,3,,"Centurion, NA - South Africa, South Africa",Business Connexion (BCX) is a black empowered integrator of innovative business solutions based on information and communications,,,3,,2,,,,,,"26,409"
Participant Media,https://www.crunchbase.com/organization/participant-media,2,2,"Beverly Hills, California, United States",Entertainment that inspires and compels social change.,,,2,,,,2,,,,"26,410"
Sunswap,https://www.crunchbase.com/organization/sunswap-customer-service,,,"Osaka, Osaka, Japan",TRON-based decentralized trading protocol for automated liquidity provision,"Incubator, Investment Bank","Non Equity Assistance, Private Equity",,,,,,,,,"26,412"
Reinvent Capital,https://www.crunchbase.com/organization/reinvent-capital,8,3,"New York, New York, United States","Reinvent Capital is an investment firm that seeks to invest in the internet, software, and media companies.",Venture Capital,Venture,7,,,1,3,,,,"26,452"
Anjuke,https://www.crunchbase.com/organization/anjuke-com,1,,"Shanghai, Shanghai, China",Anjuke is an online platform that offers many real estate information-based websites.,,,1,,,,,,,,"26,414"
Harris Barton,https://www.crunchbase.com/person/harris-barton,29,10,"San Francisco, California, United States",Harrison Barton is the current Founder and Managing Partner of H. Barton Asset Management. He previously worked at HRJ Capital as a Co-Found...,"Investment Partner, Individual/Angel",Seed,26,3,,3,10,,,,"26,415"
Atypical Ventures,https://www.crunchbase.com/organization/atypical-ventures-bce4,2,,"Beijing, Beijing, China",Atypical Ventures is a venture fund that invests in high-tech and internet sectors.,Venture Capital,,2,,2,,,,,,"26,416"
David Prior,https://www.crunchbase.com/person/david-prior-7d96,2,,,David Prior is the former chair of the UK's National Health Service.,Individual/Angel,,2,,,,,,,,"26,417"
Atresmedia,https://www.crunchbase.com/organization/atresmedia,17,2,"San Sebastián De Los Reyes, Madrid, Spain","Atresmedia is a communication group that operates in television, digital, and multimedia development sectors.",,,10,,4,,2,,,,"26,418"
Innovation Capital,https://www.crunchbase.com/organization/cdc-innovation,59,23,"Paris, Ile-de-France, France",Innovation Capital is a French international venture capital firm focused on investments in healthcare services.,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",43,,7,,23,,,,"26,457"
CenterPoint Venture Partners,https://www.crunchbase.com/organization/centerpoint-venture-partners,63,26,"Dallas, Texas, United States",CenterPoint Ventures is one of the largest early-stage venture capital firms based in the Southwest.,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture",35,,13,,26,,,,"26,419"
Chiltern Street Capital,https://www.crunchbase.com/organization/chiltern-street-capital,,,"London, England, United Kingdom",Chiltern Street Capital is a technology investment firm seeking to back exceptional entrepreneurs building the future of Emerging Markets.,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,,,,,,,"26,458"
Zeon Ventures,https://www.crunchbase.com/organization/zeon-ventures,7,1,"San Jose, California, United States",Zeon Ventures is the investment arm of Zeon Corporation.,Corporate Venture Capital,Early Stage Venture,6,,,,1,,,,"26,460"
Teamsun Technology Co.,https://www.crunchbase.com/organization/teamsun-technology-co,1,,"Beijing, Beijing, China",Teamsun Technology offers IT applications and services for the development of computer information systems.,,,1,,,,,,,,"26,446"
DY Group,https://www.crunchbase.com/organization/dy-group,1,,"Incheon, Inch'on-jikhalsi, South Korea","DY Group is a holding company that manufactures automotive parts, hydraulic equipment, and industrial equipment.",,,1,,,,,,,,"26,420"
Craig Dewar,https://www.crunchbase.com/person/craig-dewar,5,,"Douglas, NA - Isle of Man, Isle of Man","Craig Dewar is the Founder, Director and Owner of intech Payment Solutions. He previously worked at J.P. Morgan as a Vice President. Craig D...",Individual/Angel,,4,,1,,,,,,"26,421"
Formula Group,https://www.crunchbase.com/organization/formula-corporate-solutions-india-pvt-ltd,1,1,"New Delhi, Delhi, India",Formula Group is a service provider of relocation services along with VISA andcl immigration.,Venture Capital,,1,,,,1,,,,"26,422"
