Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Ahmed Al Qahtani,https://www.crunchbase.com/person/ahmed-al-qahtani,,,,Ahmed Al Qahtani,Investment Partner,,,1,,,,,,,"127,803"
Fujigin Capital,https://www.crunchbase.com/organization/fujigin-capital,1,,,Fujigin Capital,,,1,,,,,,,,"127,805"
Blair Greenberg,https://www.crunchbase.com/person/blair-greenberg,,,"New York, New York, United States","Blair Greenberg is a Vice President at Bregal Sagemount. Prior to Bregal Sagemount, Blair was a Vice President at Technology Crossover Ventu...",Investment Partner,,,9,,,,,,,"127,809"
Shenzhen Lanshi Venture Capital,https://www.crunchbase.com/organization/shenzhen-lanshi-venture-capital,4,,"Shenzhen, Guangdong, China",Shenzhen Lanshi Venture Capital is engaged in equity investment in non-listed companies.,Venture Capital,,4,,1,,,,,,"127,811"
Bahner Venture Capital,https://www.crunchbase.com/organization/bahner-venture-capital-llc,,,,Bahner Venture Capital,Family Investment Office,"Early Stage Venture, Seed",,,,,,,,,"127,838"
Linkcube Ventures,https://www.crunchbase.com/organization/linkcube-ventures,1,,"Singapore, Central Region, Singapore",Linkcube Ventures operates as an investment firm.,,,1,,,,,,,,"127,841"
CityWide Properties,https://www.crunchbase.com/organization/citywide-properties,,,"Baltimore, Maryland, United States",CityWide Properties is a commercial real estate agency that manages and leases shopping centers.,,,,,,,,,,,"127,847"
Michael Petryczenko,https://www.crunchbase.com/person/michael-petryczenko,,,"New York, New York, United States",Michael Petryczenko is the Co-Founding Partner and Chief Financial Officer at NewVest.,,,,,,,,,,,"127,801"
Christopher Doherty,https://www.crunchbase.com/person/christopher-doherty,,,"Washington, District of Columbia, United States",Christopher Doherty is co-founder and Managing Partner of the Private Capital group. He serves on the Private Capital investment committee o...,,,,,,,,,,,"127,802"
Yara ventures,https://www.crunchbase.com/organization/yara-ventures,2,,"Dublin, Dublin, Ireland",Yara ventures is a Investment Firm.,,,2,,,,,,,,"127,852"
Zachary Shulman,https://www.crunchbase.com/person/zachary-shulman,,,"Ithaca, New York, United States","Zach Shulman is the Director, Entrepreneurship at Cornell.",Investment Partner,,,3,,,,,,,"127,803"
Daniel Levangie,https://www.crunchbase.com/person/daniel-levangie,,,"Boston, Massachusetts, United States","Daniel Levangie is a President and CEO at CereVasc, Inc. He Attended Northeastern University.",Investment Partner,,,1,,,,,,,"127,854"
Tom McAlear,https://www.crunchbase.com/person/tom-mcalear-2,1,1,"Detroit, Michigan, United States",Partner at Ventech.,Individual/Angel,Seed,1,,,,1,,,,"127,804"
Moon Wan Sun Investments,https://www.crunchbase.com/organization/moon-wan-sun-investments,1,,"Hong Kong, Hong Kong Island, Hong Kong",Moon Wan Sun Investments,,,1,,,,,,,,"127,856"
Joseph Horowitz,https://www.crunchbase.com/person/joe-horowitz,,,"Palo Alto, California, United States","Joe Horowitz, Managing General Partner, was instrumental in securing capital from Jafco Co., Ltd. in 2003 to launch the firm that has become...",Investment Partner,,,33,,,,,,,"127,806"
Slava Akulov,https://www.crunchbase.com/person/slava-akulov,1,,"Cardiff, Cardiff, United Kingdom",Slava Akulov is the co founder and chief operating officer at ANNA. He attended Business School RMA. .,Individual/Angel,,1,,,,,,,,"127,807"
Prophit Investments,https://www.crunchbase.com/organization/prophit-investments,1,1,,Prophit Investments is a Real Estate Investment Group.,Private Equity Firm,,1,,1,1,1,,,,"127,808"
Robert Perille,https://www.crunchbase.com/person/robert-perille,,,,"Bob is a Shamrock Capital Advisors Partner with over 20 years of media, entertainment, and communications investment experience. Bob current...",Investment Partner,,,2,,,,,,,"127,809"
Bergaturi SL,https://www.crunchbase.com/organization/bergaturi-sl-38e6,1,,"Barcelona, Catalonia, Spain",Family Office,,,1,,,,,,,,"127,810"
Dennis G. Ainge,https://www.crunchbase.com/person/dennis-g-ainge,1,,"Washington, District of Columbia, United States","Dennis is a very successful executive, data strategist, product innovator, sales leader and entrepreneur with over twenty five years of expe...",Individual/Angel,,1,,,,,,,,"127,811"
Voya Financial Advisors,https://www.crunchbase.com/organization/voya-financial-advisors,,,"New York, New York, United States",Voya Financial Advisors is focused on helping Americans advance their retirement readiness.,,,,,,,,,,,"127,866"
Venture Foundry Ltd.,https://www.crunchbase.com/organization/occam-funding,,,"London, England, United Kingdom",Venture Foundry Ltd. is a company that creates business strategies.,Angel Group,,,,,,,,,,"127,867"
Semper Pacific Wealth Strategies,https://www.crunchbase.com/organization/semper-pacific-wealth-strategies,,,"San Francisco, California, United States","Investment strategies that can allow you realistic plans to potentially thrive, even in the current extremely volatile environment",Private Equity Firm,,,,,,,,,,"127,812"
Askne Invest,https://www.crunchbase.com/organization/askne-invest,3,,,Seed Angel Investor,Micro VC,,1,,,,,,,,"127,869"
Anthony Morrow,https://www.crunchbase.com/person/anthony-morrow,1,,"England, United Kingdom, Europe",Anthony Morrow,Individual/Angel,,1,,,,,,,,"127,870"
Robert Wardrop,https://www.crunchbase.com/person/robert-wardrop-uk,1,1,"Cambridge, Cambridgeshire, United Kingdom","Robert is an economic sociologist and the Executive Director of the Cambridge Centre for Alternative Finance, a research group at the Univer...",Individual/Angel,,1,,1,,1,,,,"127,814"
Martien van Osch,https://www.crunchbase.com/person/martien-van-osch,,,"Amsterdam, Noord-Holland, The Netherlands","For this reason he splits his time between operational activities and the finance function.  In terms of investment focus, Martien spearh...",Investment Partner,,,8,,,,,,,"127,815"
Fujian Oriental Silver Star Investment,https://www.crunchbase.com/organization/fujian-oriental-silver-star-investment-co-ltd,1,,"Shanghai, Shanghai, China",Oriental Silver Star Investment is a real estate investment company.,Private Equity Firm,,1,,,,,,,,"127,816"
Airui Investment,https://www.crunchbase.com/organization/airui-investment,1,,,Airui Investment operates as an investment firm.,,,1,,,,,,,,"127,817"
Jalan Kalrock Consortium,https://www.crunchbase.com/organization/jalan-kalrock-consortium,,,"New Delhi, Delhi, India",Jalan Kalrock Consortium is an investment firm.,,,,,,,,,,,"127,818"
Tospur Real Estate Consulting,https://www.crunchbase.com/organization/tospur-real-estate-consulting,1,,"Shanghai, Shanghai, China",Tongce Real Estate Consulting  is China's leading comprehensive real estate professional service organization. ,,,1,,,,,,,,"127,819"
"Robert V. Gunderson, Jr",https://www.crunchbase.com/person/robert-v-gunderson-jr,2,,"San Francisco, California, United States","Robert V. Gunderson, Jr is the Chairman & Founding Partner at Gunderson Dettmer.",Individual/Angel,Seed,2,,,2,,,,,"127,821"
Leyu,https://www.crunchbase.com/organization/leyu,1,,,Leyu Venture Capital,,,1,,,,,,,,"127,820"
New Seasons Investment Holdings,https://www.crunchbase.com/organization/new-seasons-investment-holdings,,,"Sandhurst, Hampshire, United Kingdom",New Seasons Investment Holdings invests in business opportunities where it can actively add value.,Private Equity Firm,,,,,,,,,,"127,822"
Asset One,https://www.crunchbase.com/organization/asset-one-f59c,2,,"Seoul, Seoul-t'ukpyolsi, South Korea","Asset One is a full-licensed, comprehensive asset management company based in Seoul, Korea.",Private Equity Firm,,2,,,,,,,,"127,877"
Aaron Adams,https://www.crunchbase.com/person/aaron-adams-543a,1,,,Aaron Adams,Individual/Angel,Seed,1,,1,,,,,,"127,823"
Thomas Palm,https://www.crunchbase.com/person/thomas-palm-ca08,1,,"San Francisco, California, United States","Thomas Palm is Partner for Growth & Marketing, working closely with CMOs to help their companies scale.",Individual/Angel,,1,,,,,,,,"127,824"
Paul Rous,https://www.crunchbase.com/person/paul-rous,,,"London, England, United Kingdom","Paul Rous has over ten years’ experience as an entrepreneur, investor and active supporter of early stage businesses. His professional backg...",Investment Partner,"Early Stage Venture, Seed, Venture",,4,,,,,,,"127,878"
ASHOK KAMAL,https://www.crunchbase.com/person/ashok-kamal,,,"Cardiff By The Sea, California, United States","ASHOK KAMAL is the Entrepreneur In Residence of University of California, San Diego. Took up Bachelor of Arts - BA, Sociology at Boston Univ...",Investment Partner,,,1,,,,,,,"127,826"
Michael Gibbs,https://www.crunchbase.com/person/mike-gibbs,1,,"London, England, United Kingdom","Cambridge pharmacology graduate, strategy consultant, entrepreneur, author, health and nutrition geek. Incredibly strong believer in immers...",Individual/Angel,,1,,,,,,,,"127,828"
ABR Capital Management,https://www.crunchbase.com/organization/abr-capital-management,1,,"San Francisco, California, United States",The ABR Venture Capital fund is primarily focused on investing in emerging growth companies.,Venture Capital,"Early Stage Venture, Seed",1,,,,,,,,"127,829"
Amitt Agarwal,https://www.crunchbase.com/person/amitt-agarwal,,,"Bogotá, Distrito Especial, Colombia",Amitt Agarwal is the Owner at Sophos Solutions SAS.,,,,,,,,,,,"127,831"
Till Stenzel,https://www.crunchbase.com/person/till-stenzel,,,"Hamburg, Hamburg, Germany",Dr. Till S. is a Partner at SET Ventures. Dr. Till S. attended The London School of Economics and Political Science (LSE).,Investment Partner,,,4,,,,,,,"127,834"
Ricardo Fulop,https://www.crunchbase.com/person/ricardo-fulop,1,,"Lexington, Massachusetts, United States","Ric Fulop is the founder and CEO of Desktop Metal, a new company reinventing the way design and manufacturing teams 3D print with metal. ...",Individual/Angel,Seed,1,,,,,,,,"127,882"
Christiane Dolva,https://www.crunchbase.com/person/christiane-dolva,,,,Christiane Dolva,Investment Partner,,,10,,,,,,,"127,883"
