Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Ariz Zubair,https://www.crunchbase.com/person/ariz-zubair,,,"Chicago, Illinois, United States",Ariz Zubair,,,,,,,,,,,"186,001"
Shenqiankun Touzi,https://www.crunchbase.com/organization/shenqiankun-touzi,2,,"Shenzhen, Guangdong, China",Shenqiankun Touzi is an investment firm.,,,2,,,,,,,,"186,002"
Ayady,https://www.crunchbase.com/organization/ayady,2,,,Ayady,Private Equity Firm,,2,,,,,,,,"186,003"
Jiangtong Animation Media,https://www.crunchbase.com/organization/jiangtong-animation-media,1,,"Wuhan, Hubei, China",Jiangtong Animation Media is a cultural and creative enterprise that produces and operates animation copyright content.,,,1,,1,,,,,,"186,004"
Chengdu Gongye Touzi Jituan,https://www.crunchbase.com/organization/chengdu-gongye-touzi-jituan,1,,"Chengdu, Sichuan, China","Chengdu Gongye Touzi Jituan is engaged in investment, financing guarantee, asset operation , management and capital operation, etc.",,,1,,,,,,,,"186,005"
John Cheong,https://www.crunchbase.com/person/john-cheong,1,,"San Francisco, California, United States",John Cheong is the Managing Partner at Two Bit VC. He attended the University of Michigan and the University of Texas at Austin.,Individual/Angel,Seed,1,,,1,,,,,"186,007"
Houde Venture Capital,https://www.crunchbase.com/organization/houde-venture-capital,1,,"Shenzhen, Guangdong, China",Houde is an incubator jointly invested and constructed by professional entrepreneurship service institutions and famous angel investors.,Venture Capital,Early Stage Venture,1,,,,,,,,"186,008"
Jeffrey B. Lee,https://www.crunchbase.com/person/jeffrey-b-lee,,,"New York, New York, United States",Jeffrey Lee is a Vice President in SMC's private equity group and has been with the firm since 2005. Jeffrey Lee was previously a Senior Ana...,,,,,,,,,,,"186,009"
Tiago Vicente,https://www.crunchbase.com/person/tiago-vicente,,,"Criciúma, Parana, Brazil",Tiago Vicente,,,,,,,,,,,"186,010"
Frank Bryan,https://www.crunchbase.com/person/frank-bryan,,,"Belfast, Belfast, United Kingdom","Frank Bryan FIoD CEng MIET AMAC is a senior executive coach and a Fellow of the Institute of Directors. As a chartered electrical engineer, ...",,,,,,,,,,,"186,011"
Huan Le,https://www.crunchbase.com/person/huan-le,1,,"Los Angeles, California, United States",Huan Le is the partner at TurboBridge.,Individual/Angel,Seed,1,,,,,,,,"186,012"
Midwest Co-investment Network,https://www.crunchbase.com/organization/midwest-co-investment-network,,,"Chicago, Illinois, United States",MCOIN's mission is to serve as a networking platform for more efficient and effective collaboration and co-investment.,,,,,,,,,,,"186,013"
