Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Tim Ray,https://www.crunchbase.com/person/tim-ray,1,,"Toronto, Ontario, Canada",Tim Ray is an experienced entrepreneur with expertise in e-commerce and technology and a passion for building and scaling businesses from id...,Individual/Angel,Seed,1,,1,,,,,,"84,604"
Chanakya Hridaya,https://www.crunchbase.com/person/chanakya-hridaya,2,,"Kharagpur, West Bengal, India",Chanakya specializes in Business Operations and Planning and is currently leading the strategic roadmap for the SME Business at BlackBuck. T...,Individual/Angel,,2,,,,,,,,"84,605"
Miami Stuff,https://www.crunchbase.com/organization/miami-stuff,1,1,,"Miami Stuff LLC is approximately three years old, according to public records filed with Florida Department of State.",,,1,,1,1,1,,,,"84,609"
Mohammed Abdullah A Al Baadi,https://www.crunchbase.com/person/mohammed-abdullah-a-al-baadi,1,1,"Saudi Arabia, Asia",Mohammed Abdullah A Al Baadi - CEO @ Midad Holdings,Individual/Angel,,1,,1,,1,,,,"84,613"
Collins Capital,https://www.crunchbase.com/organization/collins-capital,,,"Coral Gables, Florida, United States",Collins Capital is a Private Investment Advisory Firm.,Private Equity Firm,,,,,,,,,,"84,616"
Vit Horky,https://www.crunchbase.com/person/vit-horky,2,1,"San Francisco, California, United States","Vit Horky, Brand Embassy's co-founder and CEO, loves an unforgettable customer experience. Whether it's service with a smile at a Starbucks ...","Investment Partner, Individual/Angel",,2,1,,,1,,,,"84,621"
Southern Union Company,https://www.crunchbase.com/organization/southern-union-company,3,,"Dallas, Texas, United States",Southern Union Company is a publicly owned international energy company primarily engaged in the distribution of natural gas.,,,2,,1,,,,,,"84,627"
Gripeo,https://www.crunchbase.com/organization/gripeo-2ed1,,,"Buffalo, New York, United States",Gripeo is a social platform where consumers can share their interactions with businesses and other individuals.,,,,,,,,,,,"84,637"
ARM Capital Partners,https://www.crunchbase.com/organization/arm-capital-partners,,,"Lagos, Lagos, Nigeria",ARM Capital Partners is a private equity fund manager pursuing investments in companies in Nigeria and other parts of West Africa.,Venture Capital,Private Equity,,,,,,,,,"84,643"
John Mayer,https://www.crunchbase.com/person/john-mayer-f3d4,2,,,"John Mayer is an American singer-songwriter, guitarist, and record producer.",Individual/Angel,,1,,,,,,,,"84,645"
