Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Presstar,https://www.crunchbase.com/organization/presstar,1,,"Singapore, Central Region, Singapore",Presstar seeks to reduce water consumption and chemical pollutants in the textile supply.,"Private Equity Firm, Venture Capital",,1,,,,,,,,"115,201"
JGB Management Inc,https://www.crunchbase.com/organization/jgb-management-inc,1,1,"New York, New York, United States",JGB Management Inc is a privately owned group of investment.,Private Equity Firm,,1,,,,1,,,,"115,202"
Nick Freeman,https://www.crunchbase.com/person/nick-freeman-09db,,,"New York, New York, United States",Nick Freeman is the co-founder and CTO of Marco Experiences.,,,,,,,,,,,"115,211"
Zenon Asset Management,https://www.crunchbase.com/organization/zenon-asset-management,1,,"Madrid, Madrid, Spain",Zenon Asset Management is an independent entity that provides private debt financing for SMEs.,Venture Debt,Debt,1,,,,,,,,"115,215"
Stone Family Foundation,https://www.crunchbase.com/organization/stone-family-foundation,1,,"London, England, United Kingdom",Stone Family Foundation is an advocate of market-based solutions in the financial sector.,,,1,,,,,,,,"115,222"
John Elkhair,https://www.crunchbase.com/person/john-elkhair,1,,,John Elkhair,Individual/Angel,Seed,1,,,,,,,,"115,224"
Sorosh Tavakoli,https://www.crunchbase.com/person/sorosh-tavakoli,1,,"Stockholm, Stockholms Lan, Sweden",Sorosh Tavakoli - Investor / Advisor @ Osper,Individual/Angel,,1,,,,,,,,"115,225"
Jewellery Water,https://www.crunchbase.com/organization/jewellery-water,2,1,"Shanghai, Shanghai, China",Jewellery Water is an investment firm.,Private Equity Firm,,2,,1,,1,,,,"115,234"
Hoopla,https://www.crunchbase.com/organization/hoopla-6d72,1,,"Tandil, Buenos Aires, Argentina",A kickass digital agency (strategic investor).,,,1,,,,,,,,"115,239"
Lingyao Technology,https://www.crunchbase.com/organization/lingyao-technology,1,,,Lingyao Technology is an investment firm.,,,1,,,,,,,,"115,242"
William Blake III,https://www.crunchbase.com/person/william-blake-iii,,,"Farmington, Michigan, United States",William Blake III - Vice President @ Beringea,Investment Partner,,,4,,,,,,,"115,258"
Taira Kobayashi,https://www.crunchbase.com/person/taira-kobayashi,,,"Tokyo, Tokyo, Japan","Taira Kobayashi joined JAFCO in 2020. In the Academia-Industry Collaboration and Life Sciences Investment Group, he has invested and support...",Investment Partner,Private Equity,,1,,,,,,,"115,265"
Sean M. Banks,https://www.crunchbase.com/person/sean-m-banks,,,"Atlanta, Georgia, United States",Sean joined TTV in 2002 as a summer associate and returned to TTV in 2005.  He currently serves as a partner and has more than seven years o...,Investment Partner,,,8,,,,,,,"115,266"
Gainesborough Investment Partners,https://www.crunchbase.com/organization/gainesborough-investments,5,1,,London Capital Investment Partners's Gainsborough partnership invests in companies quoted on AIM and Plus markets.,"Micro VC, Venture Capital",Late Stage Venture,3,,,,1,,,,"115,200"
Ethan Lowry,https://www.crunchbase.com/person/ethan-lowry,2,1,,"Ethan Lowry is co-founder of the award-winning restaurant guide [Urbanspoon](http://www.crunchbase.com/organization/urbanspoon), where he is...",Individual/Angel,Seed,2,,,,1,,,,"115,201"
TheWebMiner,https://www.crunchbase.com/organization/thewebminer,,,"Bucharest, Bucuresti, Romania",TheWebMiner company offers enterprise web crawling and other data processing solutions,,,,,,,,,,,"115,272"
Andrew Rabin,https://www.crunchbase.com/person/andrew-rabin,3,1,"Pittsburgh, Pennsylvania, United States",Creator of innovative platforms that are changing the playing field for healthcare performance improvement.,"Investment Partner, Individual/Angel",Seed,2,1,,2,1,,,,"115,203"
Judith Hartley,https://www.crunchbase.com/person/judith-hartley,,,"Sheffield, Sheffield, United Kingdom","Judith is Chief Executive Officer of British Patient Capital and British Business Investments, the British Business Bank’s two commercial su...",Investment Partner,,,17,,,,,,,"115,202"
TRAD Consulting,https://www.crunchbase.com/organization/trad-consulting,1,,"Tokyo, Tokyo, Japan",TRAD Consulting engages in management financial consulting and advisory.,,,1,,,,,,,,"115,274"
Marcelo Garcia Casil,https://www.crunchbase.com/person/marcelo-garcia-casil,1,,"Singapore, Central Region, Singapore",Marcelo García Casil is a financial technology expert who has wide-ranging experience in designing and building large-scale enterprise-grade...,Individual/Angel,,1,,1,,,,,,"115,204"
Vansh Chiripal,https://www.crunchbase.com/person/vansh-chiripal,,,,Vansh Chiripal is the director at Chiripal Industries Limited.,,,,,,,,,,,"115,206"
Michael Prestileo,https://www.crunchbase.com/person/michael-prestileo-ca8a,,,"Boston, Massachusetts, United States","Michael Prestileo is the Head of Group Benefits Strategy, Product, & Underwriting at Guardian Life. Michael Prestileo attended Boston Univer...",Investment Partner,,,1,,,,,,,"115,207"
Matthew Cooper,https://www.crunchbase.com/person/matthew-cooper-d330,1,,"New York, New York, United States",Business Development at MakerDAO,Individual/Angel,,1,,,,,,,,"115,208"
Daisy Institution,https://www.crunchbase.com/organization/daisy-institution,1,,,Daisy Institution,,,1,,,,,,,,"115,210"
Gerrit Lydecker Jr,https://www.crunchbase.com/person/gerrit-lydecker-jr,,,"Los Angeles, California, United States",Gerrit Lydecker Jr. is the CEO at OpenMethods.,,,,,,,,,,,"115,211"
Buy Verified Cash App Accounts,https://www.crunchbase.com/person/buy-verified-cash-app-accounts-d420,,,"United States, North America",Telegram: @Usaseoseller Skype: Usaseoseller,,,,,,,,,,,"115,212"
Startup News,https://www.crunchbase.com/organization/inhab-real-estate-accelerator,,,"New Delhi, Delhi, India",We track startup news and updates,,,,,,,,,,,"115,213"
Kenneth Kannappan,https://www.crunchbase.com/person/kenneth-kannappan,1,,"Santa Cruz, California, United States","Kenneth Kannappan serves as President and Chief Executive Officer of Plantronics since 1999. Upon joining Plantronics in 1995, Ken spent two...",Individual/Angel,Seed,1,,,,,,,,"115,214"
Synergex Ventures,https://www.crunchbase.com/organization/synergex-ventures,1,,"Gold River, California, United States",Synergex Ventures is the corporate venture capital arm of Synergex International Corporation.,Corporate Venture Capital,,1,,,,,,,,"115,215"
Beat Schillig,https://www.crunchbase.com/person/beat-schillig,2,,"Sankt Gallen, Switzerland, Europe",Beat Schillig - Founder @ Venture Kick,"Investment Partner, Individual/Angel",,2,1,,,,,,,"115,216"
Project Skyway,https://www.crunchbase.com/organization/project-skyway,7,,"Minneapolis, Minnesota, United States",Project Skyway is a venture capital firm that offers seed-stage tech startup accelerator program for entrepreneurs.,Accelerator,Seed,7,,,,,,,,"115,217"
Bo Holland,https://www.crunchbase.com/person/bo-holland,,,"Austin, Texas, United States","Bo Holland is the Founder and Chief Executive at AllClear ID Health. He focuses on strategy, execution and cultivating a diverse workforce t...",,,,,,,,,,,"115,218"
Shelly Rao,https://www.crunchbase.com/person/shelly-rao-74ce,,,"San Francisco, California, United States",Shelly Rao,,Early Stage Venture,,,,,,,,,"115,219"
Central Exchange,https://www.crunchbase.com/organization/central-exchange,2,,"Central, Hong Kong Island, Hong Kong",Central Exchange is a private investment matching platform focusing on startup funding and secondary transactions.,Angel Group,"Early Stage Venture, Late Stage Venture, Seed",2,,,,,,,,"115,220"
Mill River Corporation,https://www.crunchbase.com/organization/mill-river-corporation,,,"Nashville, Tennessee, United States","Mill River Corporation is a investment firm based in Nashville, TN",,,,,,,,,,,"115,284"
Dhruv Vohra,https://www.crunchbase.com/person/dhruv-vohra,1,,"Singapore, Central Region, Singapore",Dhruv Vohra has nearly 20-years of experience analysing technology trends and businesses. He was the award-winning former Head of Equity Res...,Individual/Angel,,1,,,1,,,,,"115,221"
Kunshan Angel Fund,https://www.crunchbase.com/organization/kunshan-angel-fund,1,,"Kunshan, Anhui, China",Kunshan Angel Fund was jointly launched by Kunshan Innovation Control Group and Kunshan Industrial Research Institute.,,,1,,1,,,,,,"115,222"
Ardev,https://www.crunchbase.com/organization/ardev,3,,"Lot, Aquitaine, France",Ardev is an investment company that supports projects in the South-West in the creation or start-up phase.,Venture Capital,,3,,,,,,,,"115,223"
PULLUP,https://www.crunchbase.com/organization/pullup,1,,"Tokyo, Tokyo, Japan",PULLUP is a real estate consulting and management Insurance agency.,,,1,,,,,,,,"115,224"
