Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Stephan Groß,https://www.crunchbase.com/person/stephan-groß,,,,Stephan Groß,Investment Partner,,,2,,,,,,,"199,800"
amber chang,https://www.crunchbase.com/person/amber-chang,,,"Taipei, T'ai-pei, Taiwan",amber chang,,Seed,,,,,,,,,"199,801"
Shay Mitchell,https://www.crunchbase.com/person/shay-mitchell,3,,,Shay Mitchell,Individual/Angel,Seed,3,,,1,,,,,"199,802"
Shivram Anantharaman,https://www.crunchbase.com/person/shivram-anantharaman,1,,,Shivram Anantharaman,Individual/Angel,,1,,,,,,,,"199,803"
Richard J. Hayes,https://www.crunchbase.com/person/mr-richard-j-hayes,,,"Sacramento, California, United States","Rick Hayes has been a Managing Partner of Jasper Ridge Partners since 2004. Prior to joining Jasper Ridge Partners, Rick was the Senior Inve...",,,,,,,,,,,"199,805"
Amber Maheshwari,https://www.crunchbase.com/person/amber-maheshwari,,,,Amber Maheshwari - Vice President @ Infuse Ventures,Investment Partner,,,3,,,,,,,"199,806"
Craig K. Zimmerman,https://www.crunchbase.com/person/craig-k-zimmerman,,,,"Craig K. Zimmerman - Executive Vice President, Acquisitions @ Essex Property Trust",,,,,,,,,,,"199,807"
Dhanush Nithil,https://www.crunchbase.com/person/dhanush-nithil,,,"Chennai, Tamil Nadu, India","I am Dhanush N, a Mechanical Engineer and the founder of Interain. With a relentless passion for both education and entrepreneurship, I have...",,,,,,,,,,,"199,809"
Kathleen Coviello,https://www.crunchbase.com/person/kathleen-coviello,,,"New York, New York, United States","A TechLaunch founding investor, The New Jersey Economic Development Authority (EDA) is an independent State agency that serves as the State’...",Investment Partner,,,1,,,,,,,"199,810"
Shanghai Guang Nuoyuan Chuangtou,https://www.crunchbase.com/organization/shanghai-guang-nuoyuan-chuangtou,2,,"Beijing, Beijing, China",Shanghai Guang Nuoyuan chuangtou is an investment firm.,,,2,,,,,,,,"199,811"
Hugo Mahieu,https://www.crunchbase.com/person/hugo-mahieu,,,,"At Mangrove, Hugo Mahieu is responsible for the due diligence process of new opportunities and for deal negotiation and structuring. he also...",,,,,,,,,,,"199,812"
Oana Ciornei,https://www.crunchbase.com/person/oana-ciornei-6132,1,,"Bucharest, Bucuresti, Romania",Oana Ciornei is Managing Partner of Amrop Romania and a Member of Amrop's Global Board.,Individual/Angel,,1,,,,,,,,"199,813"
Martin Brennan,https://www.crunchbase.com/person/martin-brennan,,,"London, England, United Kingdom",Martin is a Director at SEP.,Investment Partner,,,1,,,,,,,"199,816"
Kenan M.,https://www.crunchbase.com/person/kenan-m,,,,Kenan M.,,,,,,,,,,,"199,818"
Mohammed Dogar,https://www.crunchbase.com/person/mohammed-dogar,,,,Mohammed Dogar,,,,,,,,,,,"199,819"
Christoph Kanneberger,https://www.crunchbase.com/person/christoph-kanneberger,1,1,"Vienna, Wien, Austria",Christoph has more than ten years of experience in capital markets at J.P. Morgan and UBS in London and Frankfurt. He is an expert for start...,"Investment Partner, Individual/Angel",,1,2,,,1,,,,"199,820"
please Delete,https://www.crunchbase.com/organization/patron-08f0,,,"Cairo, Al Qahirah, Egypt",please Delete,,,,,,,,,,,"199,823"
Matthias Graulich,https://www.crunchbase.com/person/matthias-graulich,,,,Matthias Graulich,Investment Partner,,,1,,,,,,,"199,825"
Keiri Okabayashi,https://www.crunchbase.com/person/keiri-okabayashi,2,,,Keiri Okabayashi is the Co-Founder of For the Love of Laundry.,Individual/Angel,,1,,,,,,,,"199,826"
Edward Ogden,https://www.crunchbase.com/person/edward-ogden,,,"London, England, United Kingdom",Edward Ogden,Investment Partner,,,2,,,,,,,"199,827"
Mike Tsygankov,https://www.crunchbase.com/person/mike-tsygankov,,,"Moscow, Moscow City, Russian Federation",Mike Tsygankov,,,,,,,,,,,"199,828"
Lord John Desmond Waverley,https://www.crunchbase.com/person/lord-john-desmond-waverley,,,"London, England, United Kingdom",Lord Waverley's interest is international affairs through first-hand engagement with activities centred around working in the developing wor...,,Early Stage Venture,,,,,,,,,"199,829"
Chirag Nangia,https://www.crunchbase.com/person/chirag-nangia-bf2e,1,,,Chirag Nangia,Individual/Angel,,1,,,,,,,,"199,830"
