Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Korea Technology Finance Corporation,https://www.crunchbase.com/organization/korea-technology-finance-corporation,51,,"Busan, Pusan-jikhalsi, South Korea",Korea Technology Finance Corporation is a South Korea-based fund for small and medium enterprises.,Venture Capital,,50,,16,,,,,,"9,622"
Hy24,https://www.crunchbase.com/organization/hy24,5,1,"Paris, Ile-de-France, France",Hy24 is an investment platform focused on clean hydrogen infrastructure.,Private Equity Firm,Private Equity,5,,3,,1,,,,"9,602"
Active Impact Investments,https://www.crunchbase.com/organization/active-impact-investments,35,2,"North Vancouver, British Columbia, Canada",Active Impact Investments is a climate tech limited partnership VC fund with $70M in AUM.,Venture Capital,"Convertible Note, Early Stage Venture, Seed, Venture",25,,8,3,2,,,,"9,613"
ChampionX,https://www.crunchbase.com/organization/championx,1,,"The Woodlands, Texas, United States","ChampionX engages in chemistry services, artificial lift solutions, automation and optimization equipment, and drilling technology.",,,1,,,,,,,,"9,614"
Lotus Capital Limited,https://www.crunchbase.com/organization/lotus-capital-limited,3,,"Ikoyi, Lagos, Nigeria","Lotus Capital is a full-service, Halal investment management",Private Equity Firm,Private Equity,3,,,,,,,,"9,615"
AA Sons,https://www.crunchbase.com/organization/aa-sons,99,7,"London, England, United Kingdom",Alain Afflelou and Sons's Family Office,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Seed",86,,2,4,7,,,,"9,618"
Endeavor Indonesia,https://www.crunchbase.com/organization/endeavor-indonesia,127,7,"Jakarta, Jakarta Raya, Indonesia","Endeavor supports high-impact entrepreneurs around the world - those who dream bigger, scale faster, and pay it forward.","Accelerator, Entrepreneurship Program",Non Equity Assistance,124,,4,,7,Online,,20,"9,619"
Marc Benioff,https://www.crunchbase.com/person/marc-benioff,181,47,"San Francisco, California, United States",Marc Benioff is Chair and Chief Executive Officer of Salesforce. Marc Benioff attended the University of Southern California.,"Investment Partner, Individual/Angel",Seed,135,18,11,39,47,,,,"9,626"
The Moon Venture,https://www.crunchbase.com/organization/club-des-prophètes,17,,"Rennes, Bretagne, France",The Moon Venture is a community of an angel investors from France that aims to invest in the most promising start-ups.,"Angel Group, Venture Capital","Early Stage Venture, Seed",16,,15,,,,,,"9,628"
Soros Fund Management,https://www.crunchbase.com/organization/soros-fund-management,64,22,"New York, New York, United States",Soros Fund Management is a privately owned hedge fund invests in the public equity and fixed income markets.,Hedge Fund,Private Equity,50,,13,3,22,,,,"9,629"
Fast Track Asia,https://www.crunchbase.com/organization/fast-track-asia,17,2,"Seoul, Seoul-t'ukpyolsi, South Korea","We're Company Builder, Company Building Company.","Micro VC, Venture Capital",Seed,17,,1,1,2,,,,"9,632"
lool ventures,https://www.crunchbase.com/organization/lool-ventures,80,8,"Tel Aviv, Tel Aviv, Israel",lool is a Tel-Aviv based venture capital fund focused on seed and pre-seed investments,Venture Capital,"Early Stage Venture, Seed",37,,31,1,8,,,,"9,634"
