Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Keith Beaird,https://www.crunchbase.com/person/keith-beaird,,,,Keith Beaird is the Founder of Rural King.,,,,,,,,,,,"190,201"
Chasestone Capital,https://www.crunchbase.com/organization/chasestone-capital,1,,"Shanghai, Shanghai, China",Chasestone Capital is a wealth management firm that provides a full range of financial planning services.,Private Equity Firm,,1,,,,,,,,"190,203"
Zhongsheng Jiahe Investment,https://www.crunchbase.com/organization/zhongsheng-jiahe-investment,1,,,Zhongsheng Jiahe Investment is an investment Firm.,,,1,,1,,,,,,"190,205"
Zhongguo Tongxin Guangbo Weixing Youxian Gongsi,https://www.crunchbase.com/organization/zhongguo-tongxin-guangbo-weixing-youxian-gongsi,1,1,"Haidian, Beijing, China",Zhongguo Tongxin Guangbo Weixing Youxian Gongsi is a satellite communication equipments sales and maintenance services company.,,,1,,,,1,,,,"190,204"
Lionel Souque,https://www.crunchbase.com/person/lionel-souque,,,,"Responsibility: Retail Germany, Lekkerland, self-employment and cooperative, REWE Digital, corporate auditing, corporate affairs, executive ...",Investment Partner,,,2,,,,,,,"190,207"
Christian Stein,https://www.crunchbase.com/person/christian-steinborn,,,"Cologne, Nordrhein-Westfalen, Germany",Christian Stein - Partner @ Riverside Acceleration Capital,Investment Partner,,,6,,,,,,,"190,208"
Kevin Deneen,https://www.crunchbase.com/person/kevin-deneen,,,"San Francisco, California, United States","Kevin joined Aster in January 2015 and is based in the San Francisco office. Prior to Aster, Kevin had more than 6 years of investment expe...",Investment Partner,,,7,,,,,,,"190,209"
Ronald Rittenmeyer,https://www.crunchbase.com/person/ronald-a-rittenmeyer,,,"Dallas, Texas, United States",Ronald Rittenmeyer - Member of the Board of Directors @ IMS Health,,,,,,,,,,,"190,211"
Mark Fineman,https://www.crunchbase.com/person/mark-fineman,,,"San Diego, California, United States",Dr. Fineman is a seasoned pharmaceutical executive with over thirty years of experience leading R&D for both public and private companies. I...,,,,,,,,,,,"190,210"
Eva Pisa,https://www.crunchbase.com/person/eva-pisa,,,,"Eva Pisa, Roche Diagnostics senior VP.",,,,,,,,,,,"190,212"
Lance Tucker,https://www.crunchbase.com/person/lance-tucker,,,"Fort Lauderdale, Florida, United States",Lance Tucker,,Seed,,,,,,,,,"190,214"
James Parker,https://www.crunchbase.com/person/james-parker-57e0,,,"Huntington Beach, California, United States",James Parker is a Co-Founder of Leonid.,Investment Partner,,,1,,,,,,,"190,217"
Triunfo Ventures,https://www.crunchbase.com/organization/triunfo-ventures,,,"Tampa, Florida, United States",Triunfo Ventures is a privately held seed and angel investment group in New York and Latin America,,,,,,,,,,,"190,218"
IsraelStrategist.com,https://www.crunchbase.com/organization/israelstrategist-com,,,"New York, New York, United States",IsraelStrategist.com is a resource on the Israeli economy and the range of investment opportunities that Israel presents.,,,,,,,,,,,"190,219"
Arnaud Meunier,https://www.crunchbase.com/person/arnaud-meunier,,,"Brooklyn, New York, United States",Arnaud Meunier is the Product at BackMarket.,,,,,,,,,,,"190,221"
Off Stump Ventures,https://www.crunchbase.com/organization/off-stump-ventures,1,1,,Off Stump Ventures,,,1,,,1,1,,,,"190,222"
Anuj Kapur,https://www.crunchbase.com/person/anuj-kapur-9531,1,,,Anuj Kapur,Individual/Angel,,1,,,,,,,,"190,224"
Mary Laphen Pope,https://www.crunchbase.com/person/mary-laphen-pope,,,,Mary Laphen Pope,Investment Partner,,,6,,,,,,,"190,225"
Ori Sharoni,https://www.crunchbase.com/person/ori-sharoni,1,,"Tel Aviv, Israel, Asia",Ori Sharoni,Individual/Angel,Seed,1,,,,,,,,"190,226"
Matthew Farrar,https://www.crunchbase.com/person/matthew-farrar-722f,1,,"San Francisco, California, United States","Matthew Farrar, Managing Partner and Head of Aon Advantage Funds, LLC.","Investment Partner, Individual/Angel",,1,1,1,,,,,,"190,227"
Prashant Shah,https://www.crunchbase.com/person/prashant-shah-2,1,,"Ahmedabad, Gujarat, India",Prashant Shah is a Founder at laggagedeals.,Individual/Angel,Seed,1,,,,,,,,"190,228"
Shannon Austin,https://www.crunchbase.com/person/shannon-austin,,,"Washington, District of Columbia, United States",Shannon Austin,,,,,,,,,,,"190,229"
