Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
EB5 Capital,https://www.crunchbase.com/organization/eb5-capital,,,"Bethesda, Maryland, United States",EB5 Capital is a financial services company that raises funds from foreign investors who are seeking permanent residency.,Private Equity Firm,,,,,,,,,,"27,600"
Junipero Capital,https://www.crunchbase.com/organization/junipero,21,10,"Miami, Florida, United States",Junipero is a private investment firm with assets under management across a family of funds.,Venture Capital,"Late Stage Venture, Secondary Market, Venture",21,,,,10,,,,"27,604"
Navy Capital,https://www.crunchbase.com/organization/navy-capital,14,6,"New York, New York, United States",Navy Capital is focuses on identifying attractive opportunities within the legal cannabis space.,Venture Capital,"Early Stage Venture, Post-Ipo",12,,8,,6,,,,"27,607"
Thuraya Telecommunications,https://www.crunchbase.com/organization/thuraya-telecommunications,1,1,"Dubai, Dubai, United Arab Emirates",Thuraya is a leading mobile satellite communications company that empowers people with tools to bring the organizations.,,,1,,1,,1,,,,"27,610"
Good & Well,https://www.crunchbase.com/organization/good-well,7,1,"Toronto, Ontario, Canada",Good & Well is an investment firm partnering with early-stage social purpose businesses.,Venture Capital,,6,,2,,1,,,,"27,616"
Rich Kleiman,https://www.crunchbase.com/person/rich-kleiman,18,2,"New York, New York, United States","Rich Kleiman is the Kevin Durant’s manager, as well as his co-founder and partner in The Durant Company and Thirty Five Media. With the Dura...","Investment Partner, Individual/Angel",,16,4,,4,2,,,,"27,620"
Hevolution,https://www.crunchbase.com/organization/hevolution,2,,"Riyadh, Ar Riyad, Saudi Arabia",Hevolution is a biotechnology research company that provides age-related therapeutics.,,,2,,1,,,,,,"27,623"
High Street Capital,https://www.crunchbase.com/organization/high-street-capital-llc,8,2,"Chicago, Illinois, United States",High Street Capital is the private equity.,Private Equity Firm,Private Equity,8,,5,,2,,,,"27,624"
SBI Digital Asset Holdings,https://www.crunchbase.com/organization/sbi-digital-asset-holdings,4,,"Minato, Chiba, Japan",SBI Digital Asset Holdings makes early-stage investments in digital asset startups.,Venture Capital,Early Stage Venture,3,,2,,,,,,"27,625"
Raia Drogasil,https://www.crunchbase.com/organization/raia-drogasil,1,,"São Paulo, Sao Paulo, Brazil",Raia Drogasil is the Brazil’s largest pharmacy chain.,,,1,,,,,,,,"27,626"
Corporate Fuel,https://www.crunchbase.com/organization/corporate-fuel,2,,"New York, New York, United States",Corporate Fuel is a boutique investment bank which helps middle market businesses realize their full value.,Investment Bank,,2,,2,1,,,,,"27,630"
Solix Group,https://www.crunchbase.com/organization/solix-group,,,"Malmö, Skane Lan, Sweden",Solix Group is an investment company.,Private Equity Firm,Private Equity,,,,,,,,,"27,631"
Baltimore Gas & Electric,https://www.crunchbase.com/organization/baltimore-gas-electric,1,,"Baltimore, Maryland, United States",Baltimore Gas & Electric is a gas and electricity provider to Baltimore and central Maryland.,,,1,,1,,,,,,"27,632"
Rakesh Jhunjhunwala,https://www.crunchbase.com/person/rakesh-jhunjhunwala,9,1,,"Rakesh Jhunjhunwala is one of India’s better-known equity investors. A qualified Chartered Accountant (CA), he is a partner in his asset man...","Investment Partner, Individual/Angel",Seed,6,1,3,,1,,,,"27,637"
