Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
i2X,https://www.crunchbase.com/organization/i2x,,,"New York, New York, United States",i2X offers companies a deep understanding of risk and return in seed investing.,Incubator,,,,,,,,,,"96,600"
Marcus Buaiz,https://www.crunchbase.com/person/marcus-buaiz,1,,"São Paulo, Sao Paulo, Brazil",Marcus Buaiz,Individual/Angel,,1,,,,,,,,"96,603"
Aarden Partners,https://www.crunchbase.com/organization/aarden-partners,3,,"Seoul, Seoul-t'ukpyolsi, South Korea",Aarden Partners operates as an investment company.,Venture Capital,Early Stage Venture,3,,1,1,,,,,"96,612"
Social Determinants of Life,https://www.crunchbase.com/organization/social-determinants-of-life,1,,,"Social Determinants of Life invests in, support, and deploy solutions to help people in need build resilience.",Venture Capital,Early Stage Venture,1,,1,,,,,,"96,617"
Zajl,https://www.crunchbase.com/organization/zajl,,,"Lagoa, Azores, Portugal",Zajl.org is a startup incubator founded by Visit Ventures and based in Portugal focused on the incubation of MENA entrepreneurs in Portugal.,"Incubator, Syndicate, Venture Capital",Venture,,,,,,,,,"96,619"
Symmetric Capital,https://www.crunchbase.com/organization/symmetric-capital,,,"Burlington, Massachusetts, United States",Symmetric Capital is a private equity and venture capital firm.,Private Equity Firm,Private Equity,,,,,,,,,"96,620"
Living Water Investment,https://www.crunchbase.com/organization/living-water-investment,3,,"Mc Queeney, Texas, United States",Living Water Investment,,,3,,,,,,,,"96,622"
ICICI Investment Management,https://www.crunchbase.com/organization/icici-investment-management,1,1,"Mumbai, Maharashtra, India",ICICI Investment Management is a company that specializes in saving accounts and family wealth account services.,Venture Capital,,1,,,,1,,,,"96,624"
Jonathan Boutelle,https://www.crunchbase.com/person/jonathan-boutelle,5,1,"San Francisco, California, United States","Jon is the head geek of SlideShare. He came up with the initial idea, and wrote the first version of the site. He studied Computer Science a...",Individual/Angel,Seed,5,,,,1,,,,"96,631"
Trezor,https://www.crunchbase.com/organization/trezor-suite-customer-service,,,,"Trezor brings about a complete about-face from traditional, online crypto storage and management.",Corporate Venture Capital,Early Stage Venture,,,,,,,,,"96,633"
