Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
DBAY Advisors,https://www.crunchbase.com/organization/dbay-advisors,1,1,"Douglas, NA - Isle of Man, Isle of Man",DBAY Advisors is an international asset management firm.,Venture Capital,,1,,1,,1,,,,"47,409"
Première Heure,https://www.crunchbase.com/organization/première-heure,1,,"Paris, Ile-de-France, France","Première Heure is a cre­ative ad­ver­tis­ing film pro­duc­tion company that works on advertising, music production, and entertainment.",,,1,,,,,,,,"47,417"
KSL Maritime Ventures,https://www.crunchbase.com/organization/ksl-maritime-ventures,2,,"Singapore, Central Region, Singapore",KSL Maritime Ventures is the venture arm of Kuok Group.,Corporate Venture Capital,Early Stage Venture,2,,1,,,,,,"47,409"
XL Group,https://www.crunchbase.com/organization/xl-group,3,2,"Hamilton, Hamilton, Bermuda",XL Group develops extranets for the management of communication and direct marketing campaigns.,,,3,,1,,2,,,,"47,422"
PROxyz Networks,https://www.crunchbase.com/person/proxyz-networks,,,"Indonesia, Asia",Writing & blogging,,,,,,,,,,,"47,424"
United Soybean Board,https://www.crunchbase.com/organization/united-soybean-board,1,,"Chesterfield, Missouri, United States",United Soybean Board specializes on maximizing the profit opportunities for all soybean farmers.,,,1,,,1,,,,,"47,438"
Fondaco SGR,https://www.crunchbase.com/organization/fondaco-sgr,1,,"Torino, Piemonte, Italy",Fondaco SGR is an independent asset management company.,,,1,,,,,,,,"47,400"
Stevens Ventures,https://www.crunchbase.com/organization/stevens-ventures,1,,"Boston, Massachusetts, United States",Venture capital and investment firm,"Private Equity Firm, Venture Capital",,1,,1,,,,,,"47,404"
"Wasmer, Schroeder & Co.",https://www.crunchbase.com/organization/wasmer-schroeder-co,,,"Naples, Florida, United States","Wasmer, Schroeder & Co. is an employee owned investment manager.",,,,,,,,,,,"47,405"
Blackwell Limited,https://www.crunchbase.com/organization/blackwell-uk,1,1,"Oxford, Oxfordshire, United Kingdom","Blackwell’s booksellers are renowned for their expertise, depth of knowledge & love of books, a tradition maintained since 1879.",,,1,,,,1,,,,"47,406"
Hot DesQ,https://www.crunchbase.com/organization/hot-desq,39,2,"Brisbane, Queensland, Australia",Australia's first international startup attraction program,"Accelerator, Government Office","Early Stage Venture, Grant, Late Stage Venture, Non Equity Assistance, Secondary Market, Seed",39,,,4,2,,2019-11-04,,"47,407"
Clanton Capital Inc.,https://www.crunchbase.com/organization/clanton-capital-inc,5,1,"Toronto, Ontario, Canada",Clanton Capital is an investment management firm.,,,4,,,,1,,,,"47,441"
M Cash Integrasi,https://www.crunchbase.com/organization/m-cash-integrasi,1,,"Jakarta, Jakarta Raya, Indonesia",M Cash Integrasi is a  IT service management company.,,,1,,1,,,,,,"47,443"
Waterwood Group,https://www.crunchbase.com/organization/waterwood-group,3,1,"Wan Chai, Hong Kong Island, Hong Kong","Waterwood Group invests in growth stage, industry consolidation, and M&A chances in the financial services, healthcare, and other sectors.",Private Equity Firm,,3,,1,,1,,,,"47,409"
Hankey Capital,https://www.crunchbase.com/organization/hankey-capital,3,1,"Los Angeles, California, United States",Hankey Capital is a private direct lender originating short-term bridge and construction financing.,Venture Capital,"Early Stage Venture, Late Stage Venture",2,,2,,1,,,,"47,445"
Reader's Digest,https://www.crunchbase.com/organization/readers-digest,1,1,"London, England, United Kingdom","Reader's Digest is a monthly magazine full of fun, facts and features. You can contribute a joke to our famous Laugh feature and win £50.",,,1,,1,,1,,,,"47,447"
LTC Partners,https://www.crunchbase.com/organization/ltc-partners,2,,"Portsmouth, New Hampshire, United States",LTC Partners was founded in 2000,Venture Capital,Early Stage Venture,2,,,,,,,,"47,411"
TLP Investment Partners,https://www.crunchbase.com/organization/tlp-investment-partners-llc,4,,"Evanston, Illinois, United States",TLP Investment Partners is a closely held investment firm,Venture Capital,,4,,1,1,,,,,"47,412"
Cybeck Capital Partners,https://www.crunchbase.com/organization/cybeck-capital-partners,9,1,"Dayton, Ohio, United States",Cybeck Capital Partners is a resource for companies needing equity capital for transition and growth.,Venture Capital,Private Equity,9,,,2,1,,,,"47,413"
Fideuram Intesa Sanpaolo Private Banking,https://www.crunchbase.com/organization/fideuram-intesa-sanpaolo-private-banking,1,,"Torino, Piemonte, Italy",Fideuram Intesa Sanpaolo Private Banking is the first Private Bank in Italy and among the first in the Euro Area.,Pension Funds,,1,,1,,,,,,"47,414"
Uchida Yoko,https://www.crunchbase.com/organization/uchida-yoko,1,,"Tokyo, Tokyo, Japan","Uchida Yoko provides office-related business to schools, education, marketing, and public works.",,,1,,,,,,,,"47,415"
