Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Fabian Knup,https://www.crunchbase.com/person/fabian-knup,1,,"Zürich, Zurich, Switzerland","Fabian Knup is the Co-Founder, CCO, and Managing Director at DillySocks.",Individual/Angel,,1,,,,,,,,"145,801"
Saif Mansour,https://www.crunchbase.com/person/saif-mansour,1,1,"Los Angeles, California, United States",Saif Mansour is the Managing Partner at Breakwater Management. He Attended Brown University.,"Investment Partner, Individual/Angel",,1,14,,,1,,,,"145,806"
Louis Saint-Jacques,https://www.crunchbase.com/person/louis-saint-jacques,,,"Montréal, Quebec, Canada",Louis Saint Jacques is the Partner/Associate at AQC Capital. He attended University of Quebec in Montreal.,Investment Partner,,,1,,,,,,,"145,812"
Kuntin,https://www.crunchbase.com/organization/kuntin,2,,"Beijing, Beijing, China",Kuntin is an investment management company.,,,2,,1,,,,,,"145,816"
Anissa,https://www.crunchbase.com/organization/anissa,1,,,Anissa operates as an investment firm.,,,1,,1,,,,,,"145,824"
Shenzhenshi Jiafa Venture Capital,https://www.crunchbase.com/organization/shenzhenshi-jiafa-venture-capital,1,,"Shenzhen, Guangdong, China",Shenzhenshi Jiafa Venture Capital is an investment firm.,Venture Capital,,1,,,,,,,,"145,830"
Jacques Aigrain,https://www.crunchbase.com/person/jacques-aigrain,1,,"London, England, United Kingdom",Jacques Aigrain brings nearly 30 years of expertise and leadership experience in the financial services industry including nine years at Swi...,Individual/Angel,,1,,,,,,,,"145,835"
Larry Contrella,https://www.crunchbase.com/person/larry-contrella,,,"Baltimore, Maryland, United States",Larry Contrella - General Partner @ JMI Equity,Investment Partner,,,4,,,,,,,"145,841"
Alessia Jordan,https://www.crunchbase.com/person/alessia-jordan,,,"Los Angeles, California, United States","Alessia Jordan is the Co-Founder and Chief Marketing Officer at Textedly, a Mobile Messaging company that helps organizations and business d...",,,,,,,,,,,"145,843"
Anupam Awasthi,https://www.crunchbase.com/person/anupam-awasthi,,,"San Jose, California, United States",Anupam Awasthi,,,,,,,,,,,"145,850"
Business angels (Groupe of 11 Business angels),https://www.crunchbase.com/person/9-business-angels-9-business-angels,2,,,Group of 9 business angels from France & Africa,Individual/Angel,,2,,,,,,,,"145,854"
Travis Hoium,https://www.crunchbase.com/person/travis-hoium,,,"Minneapolis, Minnesota, United States",Travis Hoium is the Co-Founder of REM5 Virtual Reality Laboratory. He attended University of Minnesota - Carlson School of Management.,,,,,,,,,,,"145,860"
Aspire Universal,https://www.crunchbase.com/organization/aspire-universal,,,"Lancaster, Pennsylvania, United States",Aspire Universal is a private equity firm and venture company focused on transforming industries and impact investment.,Venture Capital,"Early Stage Venture, Private Equity",,,,,,,,,"145,863"
Ultra HNWI,https://www.crunchbase.com/person/ultra-hnwi,4,,,Ultra HNWI,Individual/Angel,,1,,,,,,,,"145,868"
Ryan C. Bailey,https://www.crunchbase.com/person/ryan-c-bailey,,,"Greater Minneapolis-Saint Paul Area, United States, North America",Ryan Bailey is the CEO & Co-Founder at TravelNet Solutions.,,,,,,,,,,,"145,801"
ArnDahl,https://www.crunchbase.com/organization/arndahl,1,,,ArnDahl invests in startup companies where investors can add knowledge and capital to the companies it acquired.,,,1,,,,,,,,"145,802"
Todd Perry,https://www.crunchbase.com/person/todd-perry,2,,"San Francisco, California, United States",Todd Perry - Founder @ TheSuzy,Individual/Angel,Seed,2,,,1,,,,,"145,803"
Mindful Partners,https://www.crunchbase.com/organization/mindfulpartners,1,1,"Mill Valley, California, United States",Mindful Partners,Venture Capital,,1,,,,1,,,,"145,804"
Sara Wallin,https://www.crunchbase.com/person/sara-wallin-2f33,,,"Gothenburg, Vastra Gotaland, Sweden",Sara Wallin,Investment Partner,,,3,,,,,,,"145,805"
Brandon Swartz,https://www.crunchbase.com/person/brandon-swartz-8ea3,1,,"Toronto, Ontario, Canada",Brandon Swartz,Individual/Angel,,1,,,,,,,,"145,806"
Shawn McLaren,https://www.crunchbase.com/person/shawn-mclaren,,,"Los Altos, California, United States","Shawn McLaren - Investor, Executive Chairman and Founder @ ConnectAndSell",,,,,,,,,,,"145,807"
Tydall Investment Partners,https://www.crunchbase.com/organization/tydall-investment-partners,1,,"Vero Beach, Florida, United States",Tydall Investment Partners provides angel investing in real estate lending and development.,Angel Group,,1,,,1,,,,,"145,808"
Michael Zochowski,https://www.crunchbase.com/person/michael-zochowski,,,"New York, New York, United States","Michael Zochowski is the VP, GM of Lending at Valon. Michael Zochowski attended at Harvard University.",,,,,,,,,,,"145,875"
Accretia Capital,https://www.crunchbase.com/organization/accretia-capital,,,,"Accretia Capital focuses on acquiring profitable, privately held firms with significant growth potential.",,,,,,,,,,,"145,809"
Dan Park,https://www.crunchbase.com/person/dan-park,1,,"Toronto, Ontario, Canada",Dan Park is a Vice President at Azure Capital Partners and is responsible for evaluating investment opportunities across Canada. In addition...,"Investment Partner, Individual/Angel",,1,2,,,,,,,"145,811"
Matthew K. Morrow,https://www.crunchbase.com/person/matt-morrow-544a,,,"Pinehurst, Texas, United States",Matt Morrow serves as the COO and Managing Partner at Five Point Energy.,Investment Partner,,,1,,,,,,,"145,880"
Peter Tung,https://www.crunchbase.com/person/peter-tung-e13d,,,,Peter Tung serves as the President of Service and Recycling Business Group at Wistron Corporation.,Investment Partner,,,1,,,,,,,"145,812"
Gregory M. Weinhoff,https://www.crunchbase.com/person/gregory-m-weinhoff,,,"United States, North America","Greg is a graduate of Harvard College, Harvard Medical School and Harvard Business School, where he was a Baker Scholar. Greg joined CHL ...",Investment Partner,,,1,,,,,,,"145,814"
Sara Holoubek,https://www.crunchbase.com/person/sara-holouebk,,,"New York, New York, United States","Sara Holoubek is the CEO and founder of Luminary Labs, a consultancy focused on operationalizing innovation.  Her firm develops strategies a...",,,,,,,,,,,"145,813"
Aksheyaa Visvalingam,https://www.crunchbase.com/person/aksheyaa-visvalingam,0,,"Chennai, Tamil Nadu, India","Entrepreneur, Intellectual Investor",,,0,,0,,,,,,"145,882"
Federico Guillen,https://www.crunchbase.com/person/federico-guillen,,,"Madrid, Madrid, Spain",Federico Guillen is the President Network Infrastructure Business Group at Nokia. He attended Polytechnic University of Madrid.,Investment Partner,,,1,,,,,,,"145,884"
Betsy Bernard,https://www.crunchbase.com/person/betsy-bernard,,,"New York, New York, United States",Betsy Bernard is Director at Zimmer Biomet. He attended Stanford University Graduate School of Business.,,,,,,,,,,,"145,815"
Bae Jun-hak,https://www.crunchbase.com/person/bae-jun-hak,,,,Bae Jun-hak is the Vice President of Magna Investment.,Investment Partner,,,6,,,,,,,"145,818"
WEC Asset Management,https://www.crunchbase.com/organization/wec-asset-management,2,,"New York, New York, United States",WEC Asset Management is a New York-based hedge fund sponsor.,Hedge Fund,,2,,2,,,,,,"145,893"
Kinfolk Capital,https://www.crunchbase.com/organization/kinfolk-capital,0,,"Auckland, Auckland, New Zealand",Kinfolk Capital is an independent private-equity group created by a team of business owners.,Private Equity Firm,Private Equity,0,,,,,,,,"145,894"
Spinventure,https://www.crunchbase.com/organization/spinventure,6,1,"Angleur, Liege, Belgium",Spinventure supports the creation of spin-off companies that aim to industrialize and commercialize the result of scientific research.,"Government Office, Venture Capital",,6,,,,1,,,,"145,820"
Endeavor Türkiye,https://www.crunchbase.com/organization/endeavor-trkiye,,,"Istanbul, Istanbul, Turkey","Endeavor Türkiye is an association that supports emerging businesses and entrepreneurs with mentoring, networking, strategic planning,",Venture Capital,,,,,,,,,,"145,897"
Open Source Syndicate,https://www.crunchbase.com/organization/open-source-syndicate,1,,"San Francisco, California, United States",Open Source Syndicate is a syndicate that invests in open-source and developer related products.,Venture Capital,,1,,,,,,,,"145,824"
Prospect Drive,https://www.crunchbase.com/organization/prospect-drive1,1,,,Boutique VC based in NYC,,,1,,,1,,,,,"145,825"
Yang Li,https://www.crunchbase.com/person/yang-li-3415,1,1,"China, Asia",Vice President of Fortune Venture Capital.,"Investment Partner, Individual/Angel",,1,1,,,1,,,,"145,826"
Skellefteå Ventures,https://www.crunchbase.com/organization/skellefteå-ventures,,,"Skellefteå, Vasterbottens Lan, Sweden",Skellefteå Ventures seeks to invest in local entrepreneurs with exciting business ideas.,,,,,,,,,,,"145,829"
