Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
WuXi AppTec,https://www.crunchbase.com/organization/wuxi-apptec,"Biotechnology, Health Care, Medical Device, Outsourcing, Pharmaceutical","Shanghai, Shanghai, China",WuXi AppTec provides a broad portfolio of R&D and manufacturing services that enable companies in the pharmaceutical.,"2,800",$100M to $500M,Active,2000-12-01,day,2018-05-08,day,,,For Profit,https://www.wuxiapptec.com,"WuXi AppTec provides a broad portfolio of R&D and manufacturing services that enable companies in the pharmaceutical, biotech and medical device industries worldwide to advance discoveries and deliver groundbreaking treatments to patients. As an innovation-driven and customer-focused company, WuXi AppTec helps our partners improve the productivity of advancing healthcare products through cost-effective and efficient solutions,With industry-leading capabilities such as R&D and manufacturing for small molecule drugs, cell and gene therapies, and testing for medical devices, WuXi AppTec's open-access platform is enabling more than 3,900 collaborators from over 30 countries to improve the health of those in need – and to realize our vision that ""every drug can be made and every disease can be treated"".",IPO,1593470000,USD,1593470000
Biocytogen,https://www.crunchbase.com/organization/biocytogen,"Biotechnology, Health Care, Medical Device, Therapeutics","Daxing, Beijing, China",Biocytogen is a biopharmaceutical company that provides integrated solutions for antibody drug development.,"6,347",$10M to $50M,Active,2008-11-01,month,2022-09-01,day,,,For Profit,https://biocytogen.com,"Biocytogen is a biopharmaceutical company that provides biomedical communities with integrated solutions for antibody drug development. Biocytogen developed a seamlessly integrated platform for efficient antibody drug discovery and validation, including animal model generation, therapeutic antibody discovery (via RenMabTM Mouse), and in vivo/in vitro preclinical validation studies, using gene editing technologies and a state-of-the-art animal facility. Biocytogen works with the world's leading pharmaceutical and biotechnology companies.",IPO,335152791,USD,335152791
FAPON,https://www.crunchbase.com/organization/fapon,"Biotechnology, Health Care, Manufacturing, Medical","Dongguang, Guangdong, China",FAPON is a biotechnology company that provides IVD reagent raw material manufacturing and a one-stop solution.,"10,941",,Active,2001-08-16,day,2016-08-18,day,,,For Profit,http://www.faponbiotech.com/,"FAPON is a biotechnology company that provides IVD reagent raw material manufacturing and a one-stop solution. The company provides excellent-performance IVD reagent core raw materials, reagent solutions, and open solutions to global in vitro diagnostic companies. In the field of high-performance in vitro diagnostic reagents, various bioengineering technologies are used, as well as precise screening and the provision of active raw materials.",IPO,12000000,CNY,1741983
Pharmaron,https://www.crunchbase.com/organization/pharmaron-holding,"Biotechnology, Chemical, Pharmaceutical","Beijing, Beijing, China",Pharmaron is a contract research organization that offers research and development services for the life science industries.,"11,799",$1B to $10B,Active,2004-01-01,year,2019-02-01,day,,,For Profit,http://www.pharmaron.com,"Pharmaron provides research, development, and manufacturing services throughout the drug discovery, preclinical, and clinical development processes across therapeutic modalities, including small molecules, biologics, and CGT products. Their services include laboratory chemistry, biosciences, chemistry, manufacturing, safety assessment, clinical development, and drug discovery services.",IPO,907815480,USD,907815480
YS Biopharma,https://www.crunchbase.com/organization/yisheng-biopharma,"Biopharma, Biotechnology, Health Care","Beijing, Beijing, China","YS Biopharma is a global, fully integrated bio-pharmaceutical company.","11,840",$100M to $500M,Active,2002-01-01,year,2023-03-16,day,,,For Profit,http://yishengbio.com/,"YS Biopharma is a global, fully integrated biopharmaceutical company engaged in discovering, developing and commercializing innovative biotherapeutics for cancers and infectious diseases using our novel PIKA® immunomodulating technology. PIKA technology augments both innate and adaptive immune responses through the TLR3, RIG-I and MDA5 pathways. Products in clinical development include YS-ON-001 for the treatment of advanced solid tumors, YS-HBV-001 hepatitis B vaccine and the PIKA rabies vaccine for accelerated protection against rabies infection.",IPO,210671466,USD,210671466
Sinocelltech,https://www.crunchbase.com/organization/sinocelltech,"Biotechnology, Health Care, Manufacturing, Medical, Medical Device","Beijing, Beijing, China","Sinocelltech is a biotech company that develops and manufactures recombinant proteins, monoclonal antibodies, and vaccines.","15,753",$1M to $10M,Active,2007-01-01,year,2020-06-22,day,,,For Profit,http://www.sinocelltech.com/,"Sinocelltech is a biotech company that develops and manufactures recombinant proteins, monoclonal antibodies, and vaccines. It has developed platforms in protein expression vectors, cell line development, serum-free medium development, stoichiometrically controlled fed-batch cell culture, process scale-up, and protein purification. The company is driven by a mission to make life-saving biological medicines available to ordinary people with ever-improving process and manufacturing technologies to drive down the cost of product development and production.",IPO,200000000,CNY,29009051
Sangon Biotech,https://www.crunchbase.com/organization/sangon-biotech,"Biotechnology, Genetics","Shanghai, Shanghai, China",Sangon Biotech is engaged in the research and development of chemical synthesis of DNA.,"16,046",$10M to $50M,Active,2003-01-01,year,,,,,For Profit,http://www.sangon.com,"Sangon Biotech Co. (生工生物) is engaged in the research and development of chemical synthesis of DNA. It is a high-tech Sino-foreign joint venture established in 2003. After ten years of development, Sangon has become a professional biotechnology company that integrates research and development. Chemical synthesis DNA earned reputation for Sangon in the global market. In 2006, Sangon invested 50 million to build a manufacturing and industrial base in Songjiang Industrial Park, which has been put into use. Sangon produces various products such as DNA synthesis, DNA sequencing, Gene Synthesis, peptide synthesis, chemical agents, enzymes, molecular biology kit, cultivation medium, lab consumptive material, and miniature instruments.",,296640162,USD,296640162
Suzhou Ribo Life Science,https://www.crunchbase.com/organization/souzhou-ribo-life-science,"Biotechnology, Genetics, Medical","Kunshan, Anhui, China",Suzhou Ribo Life Science develops nucleic acid drugs and related products based on the RNA interference technology.,"18,252",$1M to $10M,Active,2007-01-01,month,,,,,For Profit,http://www.ribolia.com,"Suzhou Ribo Life Science is a developer of RNA interference ( RNAi ) technology designed to treat liver diseases. The company's RNA interference ( RNAi ) technology is used to develop nucleic acid therapeutic drugs and related products, enabling healthcare providers to deliver more effective pharmaceuticals to patients.",Late Stage Venture,141541256,USD,141541256
Clover Biopharmaceuticals,https://www.crunchbase.com/organization/clover-biopharmaceuticals,"Biotechnology, Clinical Trials, Health Care, Pharmaceutical","Chengdu, Sichuan, China",Clover Biopharmaceuticals is a clinical-stage biotechnology company focused on developing vaccines and biologic therapeutic.,"18,870",$50M to $100M,Active,2007-01-01,day,2021-11-05,day,,,For Profit,http://www.cloverbiopharma.com/,"Clover Biopharmaceuticals is a global, clinical-stage, research-based biotechnology company focused on discovering, developing and commercializing transformative biologic therapies, with a focus on oncology and autoimmune diseases. Clover is utilizing its proprietary Trimer-Tag© technology platform to develop novel biologics targeting trimerization-dependent pathways. Additionally, Clover is leveraging its in-house cGMP biomanufacturing capabilities to develop select biosimilars.",IPO,343651733,USD,343651733
Ascentage Pharma,https://www.crunchbase.com/organization/ascentage-pharma,"Biopharma, Biotechnology, Medical, Pharmaceutical","Suzhou, Jiangsu, China",Ascentage is a clinical-stage biopharmaceutical company that develops drugs for the treatment of cancer.,"21,084",$50M to $100M,Active,2009-01-01,year,,,,,For Profit,http://www.ascentagepharma.com,"Ascentage Pharma develops novel small-molecule therapies for cancer, hepatitis B, and age-related diseases. They have developed a pipeline of seven drug candidates that disrupt complex and difficult-to-target protein-protein interactions and are next-generation tyrosine kinase inhibitors.",Late Stage Venture,237486985,USD,237486985
