Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Vera Therapeutics,https://www.crunchbase.com/organization/trucode-gene-repair,"Biotechnology, Health Care","South San Francisco, California, United States",Vera Therapeutics is a biotechnology company developing innovative biologic therapeutics with transformative clinical potential.,469,,Active,2016-01-01,year,2021-05-13,day,,,For Profit,https://veratx.com/,"Vera Therapeutics is a biotechnology company developing innovative biologic therapeutics with transformative clinical potential. The company's gene-editing technology can potentially cure patients with sickle cell disease, cystic fibrosis, and other devastating genetic disorders, enabling physicians to improve gene detection and regulation.",IPO,596400000,USD,596400000
Grail,https://www.crunchbase.com/organization/grail,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device","Menlo Park, California, United States",Grail develops a pan-cancer screening test designed to detect cancers at an early stage.,512,$100M to $500M,Active,2016-01-01,year,2020-09-21,day,,,For Profit,https://www.grail.com,"Grail develops a pan-cancer screening test designed to detect cancers at an early stage. Its pan-cancer screening test measures circulating nucleic acids in blood using high-intensity sequencing, population-scale clinical trials, enabling doctors to develop blood tests for early-stage cancer detection. The company was founded in 2016 by Alex Aravanis and Jeff Huber in Menlo Park, California.",M&A,2004655040,USD,2004655040
GenEdit,https://www.crunchbase.com/organization/genedit,"Biotechnology, Genetics, Pharmaceutical, Therapeutics","South San Francisco, California, United States",GenEdit develops next generation therapeutics for genetic diseases through safe and efficient CRISPR/Cas9 delivery.,922,$1M to $10M,Active,2016-04-04,day,,,,,For Profit,http://www.genedit.com,"GenEdit was founded to transform the delivery of gene therapies and enable the next generation of non-viral, gene editing-based therapeutics. GenEdit’s proprietary technology, NanoGalaxy™ platform solves current delivery challenges by systematically screening its nanoparticle library and providing safer and efficient delivery to target tissues. The company's tool makes therapeutic gene editing possible and is easier to use, faster and more accurate than previous gene-editing techniques and thus has the potential for a wide range of therapeutic applications, enabling physicians to cure incurable genetic diseases.",Early Stage Venture,67725000,USD,67725000
Relay Therapeutics,https://www.crunchbase.com/organization/relay-therapeutics,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States",Relay therapeutics is a developer of an allosteric drug-discovery platform intended to apply computational techniques to protein motion.,"1,004",$1M to $10M,Active,2016-01-01,year,2020-07-16,day,,,For Profit,http://relaytx.com/,"Relay therapeutics is a developer of an allosteric drug-discovery platform intended to apply computational techniques to protein motion.The company's platform detects and characterizes interactions that occur anywhere on a protein and combines computational methods with experimental approaches across the fields of structural biology, biophysics and chemistry, enabling pharmaceutical companies to solve and design therapies against complex diseases like cancer and others.",IPO,1200000000,USD,1200000000
Cognito Therapeutics,https://www.crunchbase.com/organization/cognito-therapeutics,"Biotechnology, Health Care, Health Diagnostics, Medical Device, Therapeutics","Cambridge, Massachusetts, United States",Cognito Therapeutics is a neurotechnology company that is developing disease-modifying treatments for CNS illnesses.,"1,162",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://www.cognitotx.com,"Cognito Therapeutics is a clinical-stage neurotechnology business focused on creating disease-modifying pharmaceutical methods for the treatment of neurodegenerative illnesses. Li-Huei Tsai and Ed Boyden, MIT Professors, and scientific founders, created its non-invasive neuromodulation platform. The Company's primary therapy is now being studied in a pivotal study for Alzheimer's Disease and has been designated as a Breakthrough Device by the FDA.",Early Stage Venture,216765300,USD,216765300
Athelas,https://www.crunchbase.com/organization/athelas,"Biotechnology, Health Care, Life Science","Mountain View, California, United States",Athelas develops technology to monitor chronically ill patients in their homes.,"1,311",$1M to $10M,Active,2016-06-01,day,2023-10-04,day,,,For Profit,https://athelas.com/,"Athelas develops technology to monitor chronically ill patients in their homes. The company has deployed an FDA-cleared blood diagnostic device along with an array of other sensors to manage Blood Pressure, Weight, Glucose, and Medication Adherence.",M&A,150131620,USD,150131620
PathAI,https://www.crunchbase.com/organization/pathai,"Biotechnology, Health Care, Health Diagnostics","Boston, Massachusetts, United States","PathAI develops technology that assists pathologists in making accurate diagnoses for every patient, every time.","1,426",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,http://www.pathai.com,"PathAI’s services solve challenging pathology problems faced by the research and pharmaceutical industry.  The PathAI platform provides end-to-end automation for reliable, scalable, and cost-effective long-term solutions. PathAI is developing technology that assists pathologists in making accurate diagnoses for every patient, every time. The company was founded in 2016 and is based in Boston, Massachusetts.",Late Stage Venture,355200000,USD,355200000
BillionToOne,https://www.crunchbase.com/organization/billiontoone,"Biotechnology, Genetics, Health Diagnostics, Medical","Menlo Park, California, United States",BillionToOne is a precision diagnostics company focused on genetic testing for disease detection.,"1,482",$10M to $50M,Active,2016-01-01,year,,,,,For Profit,https://www.billiontoone.com,"BillionToOne is a precision diagnostics company that quantifies biology to create molecular diagnostics accurate, efficient, and accessible for all. The company's patent-pending molecular counter platform is a technology platform that can accurately count the DNA molecules to the single-count level. BillionToOne's mission is to make pre-natal testing safe and affordable for every expecting mother. Its novel technology can detect even single-gene disorders such as thalassemia through a simple blood test. They are replacing amniocentesis, an invasive and risky procedure that has a high miscarriage risk, with a safe and affordable blood test, starting with developing countries. BillionToOne was founded in 2016 and is headquartered in Menlo Park, California.",Late Stage Venture,295900000,USD,295900000
AcuraStem,https://www.crunchbase.com/organization/acurastem,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Medical, Neuroscience, Therapeutics","Monrovia, California, United States","AcuraStem harnesses human, patient-specific in vitro cell models and assays to develop cures and improve diagnoses in disorders of the CNS.","1,970",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://acurastem.com/,"AcuraStem is a startup company that was formed in 2016 to create an innovative precision medicine platform. They are a team of PhDs, professors, tech entrepreneurs, and successful drug company veterans employing the latest scientific breakthroughs to address one of the most challenging, but they believe tractable, health problems of their time —Amyotrophic Lateral Sclerosis (ALS). AcuraStem harnesses advanced cellular reprogramming and artificial intelligence technologies to transform the standard of care for neurodegenerative diseases through patient-specific treatment.",,12000000,USD,12000000
Neuralink,https://www.crunchbase.com/organization/neuralink,"Biotechnology, Medical, Neuroscience, Robotics","Fremont, California, United States",Neuralink develops a brain machine interface that provides solutions for those with paralysis.,"2,079",$10M to $50M,Active,2016-01-01,year,,,,,For Profit,https://www.neuralink.com,Neuralink develops a brain-machine interface that provides solutions for those with paralysis. Neuralink engages in the development of high-bandwidth brain-machine interfaces. It is driven to build devices that will help people with paralysis and invent new technologies that will expand their abilities and community.,Late Stage Venture,686241676,USD,686241676
