Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Cleveland Diagnostics,https://www.crunchbase.com/organization/cleveland-diagnostics,"Biotechnology, Health Care, Health Diagnostics","Cleveland, Ohio, United States","Cleveland Diagnostics is a diagnostics company developing efficacious, affordable diagnostics tests to improve cancer diagnostics.",297,$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://www.clevelanddx.com,"Cleveland Diagnostics is a commercial-stage diagnostics company developing efficacious, lab-friendly, affordable diagnostics tests using proprietary technology to improve cancer diagnostics. Its solvent interaction analysis technology investigates protein biomarkers at the structural level, providing better and more direct insights regarding the protein origin on the cellular level, thus improving test specificity to the underlying disease process. Its portfolio of non-invasive cancer diagnostics will be expanding from prostate cancer to breast cancer and lung cancer, and certain neurological diseases.",Private Equity,110980000,USD,110980000
Vaxcyte,https://www.crunchbase.com/organization/sutrovax,"Biopharma, Biotechnology, Health Care","San Carlos, California, United States",Vaxcyte focuses on developing vaccines designed to prevent or treat some of the most common and deadly infectious diseases worldwide.,380,$50M to $100M,Active,2013-12-01,month,2020-06-11,day,,,For Profit,http://www.vaxcyte.com,"Vaxcyte is a next-generation vaccine company seeking to improve global health by developing superior and novel vaccines designed to prevent or treat some of the most common and deadly infectious diseases worldwide. The Company’s cell-free protein synthesis platform, comprising the XpressCFTM platform, exclusively licensed from Sutro Biopharma, Inc., together with Vaxcyte’s proprietary know-how, enables the design and production of protein carriers and antigens, the critical building blocks of vaccines, in ways that the Company believes conventional vaccine technologies currently cannot. In addition to its pneumococcal conjugate vaccines in development, VAX-24 and VAX-XP, Vaxcyte is leveraging its proprietary platform to advance other novel vaccines, including a prophylactic vaccine to prevent Group A Strep infections (VAX-A1) and a therapeutic vaccine to treat periodontal disease (VAX-PG).",IPO,2234540000,USD,2234540000
4D Molecular Therapeutics,https://www.crunchbase.com/organization/4d-molecular-therapeutics,"Biotechnology, Genetics","Emeryville, California, United States","4D Molecular Therapeutics designs, develops, and commercializes transformative gene therapeutic products for unmet medical conditions.",499,$10M to $50M,Active,2013-01-01,year,2020-12-10,day,,,For Profit,http://www.4dmoleculartherapeutics.com,"4D Molecular Therapeutics is a biotechnology company.The Company designs, develops, and commercializes transformative gene therapeutic products for unmet medical conditions.",IPO,594999995,USD,594999995
Recursion Pharmaceuticals,https://www.crunchbase.com/organization/recursion-pharmaceuticals,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Pharmaceutical, Software, Therapeutics","Salt Lake City, Utah, United States",Recursion Pharmaceuticals is a biotech company that develops a drug discovery platform and pipeline with machine learning.,510,$10M to $50M,Active,2013-11-05,day,2021-04-16,day,,,For Profit,https://www.recursion.com,"Recursion is a clinical-stage biotechnology company decoding biology by integrating technological innovations across biology, chemistry, automation, data science, and engineering, with the goal of radically improving the lives of patients and industrializing drug discovery. Central to our mission is the Recursion Operating System, or Recursion OS, that combines an advanced infrastructure layer to generate what we believe is one of the world's largest and fastest-growing proprietary biological and chemical datasets and the Recursion Map, a suite of custom software, algorithms, and machine learning tools that we use to explore foundational biology unconstrained by human bias and navigate to new biological insights which may accelerate our programs. We are a biotechnology company scaling more like a technology company.",IPO,665376000,USD,665376000
Aizon,https://www.crunchbase.com/organization/aizon,"Analytics, Artificial Intelligence (AI), Big Data, Biotechnology, Information Services, Internet of Things, Machine Learning, Pharmaceutical, SaaS, Software","San Francisco, California, United States",Aizon is a cloud-based SaaS platform that helps optimize industrial processes in biotech and pharma.,628,$10M to $50M,Active,2013-01-01,year,,,,,For Profit,https://www.aizon.ai,"Aizon is an AI software provider that transforms manufacturing operations with the use of advanced analytics, artificial intelligence, and other smart factory technologies focused on optimizing production within highly regulated industries. The Aizon AI platform seamlessly integrates unlimited sources of structured and unstructured data to deliver actionable insights across all manufacturing sites. Aizon offers an intuitive way to gain meaningful operational intelligence by enabling real-time visibility and predictive insights in a GxP compliant manner with end-to-end data integrity.",Late Stage Venture,43625000,USD,43625000
Alector,https://www.crunchbase.com/organization/alector,"Biotechnology, Genetics, Health Care, Therapeutics","San Francisco, California, United States",Alector is combining state-of-the-art antibody technology and recent discoveries in neuroimmunology and human genetics to develop novel.,659,$10M to $50M,Active,2013-01-01,year,2019-02-07,day,,,For Profit,http://alector.com,"Alector is combining state-of-the-art antibody technology and recent discoveries in neuroimmunology and human genetics to develop novel therapeutics for Alzheimer’s disease, other forms of dementia, and mechanistically related neurodegenerative disorders. Alector’s strategy is to efficiently generate and validate antibody drugs with unique functional properties that engage key disease-altering targets. This approach is enabled by a strategic alliance with Adimab, the industry leader in discovery and optimization of antibody therapeutics. Alector is currently developing leads for 4 major targets and anticipates taking 2 of these through pre-clinical development and IND enabling studies within 24 months. Alector has incorporated a highly integrated and lean biotechnology structure with extensive outsourcing that supports core scientific and management teams.",IPO,269500000,USD,269500000
Zymochem,https://www.crunchbase.com/organization/zymochem,"Biotechnology, Chemical, Industrial, Manufacturing","San Leandro, California, United States",Zymochem provides a carbon-efficient bio-manufacturing platform that converts renewable feedstocks into bio-based materials.,688,$1M to $10M,Active,2013-05-01,month,,,,,For Profit,http://www.zymochem.com,"Zymochem provides a carbon-efficient bio-manufacturing platform that converts renewable feedstocks into bio-based materials without compromising price, performance, scale, or sustainability while minimizing CO2 loss during production. It also accelerates a real-zero economy by relieving carbon emissions in product development, use, and end-of-life.",Early Stage Venture,29575000,USD,29575000
AbbVie,https://www.crunchbase.com/organization/abbvie,"Biotechnology, Health Care, Medical, Pharmaceutical","North Chicago, Illinois, United States","AbbVie is a pharmaceutical company that discovers, develops, and markets medicines.",705,$10B+,Active,2013-01-01,year,2012-12-21,day,,,For Profit,http://www.abbvie.com,"AbbVie develops pharmaceuticals and medical devices. They provide products and services to therapeutic areas including immunology, oncology, neuroscience, eye care, virology, women's health, and gastroenterology.",IPO,249999,USD,249999
Color,https://www.crunchbase.com/organization/color-genomics,"Apps, Biotechnology, Electronic Health Record (EHR), Genetics, Health Care, Personal Health","Burlingame, California, United States","Color is a healthcare delivery platform that offers cancer prevention, screening programs, and healthcare services for people.",744,$100M to $500M,Active,2013-01-01,year,,,,,For Profit,https://www.color.com,"Color is a complete platform for healthcare delivery from population genomics programs to high-throughput COVID-19 testing, Color provides the technology and infrastructure for large-scale health initiatives. Equitable, accessible healthcare programs. We bring together everything that’s required to run a large-scale healthcare program for your business, school, or state. Color’s products and services allow you to provide access to preventive healthcare programs whether your population is in one office or spread out across the country.",Late Stage Venture,482000000,USD,482000000
Twist Bioscience,https://www.crunchbase.com/organization/twist-biosciences,"Biotechnology, Chemical, Health Care, Life Science","San Francisco, California, United States",Twist Bioscience is a synthetic DNA production for specialty chemical compounds and drug development.,"1,125",$10M to $50M,Active,2013-01-01,year,2018-10-30,day,,,For Profit,http://www.twistbioscience.com,"Twist Bioscience is a synthetic DNA production for specialty chemical compounds and drug development. At Twist Bioscience Corporation, they work in the service of customers who are changing the world for the better. In fields such as health care, agriculture, industrial chemicals, and data storage, by using our synthetic DNA tools, their customers are developing ways to better lives and improve the sustainability of the planet. They believe that the faster their customers succeed, the better for all of them, and Twist Bioscience is uniquely positioned to help accelerate their efforts. Their innovative silicon-based DNA Synthesis Platform provides precision at a scale that we believe is otherwise unavailable to their customers. their platform technologies overcome inefficiencies and enable cost-effective, rapid, precise, high-throughput synthesis and sequencing, providing both the quality and quantity of the tools they need to rapidly realize the opportunity ahead. Twist Bioscience was founded in 2013 and is headquartered in San Francisco, California.",IPO,553110714,USD,553110714
