Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
The EVERY Company,https://www.crunchbase.com/organization/clara-foods,"Biotechnology, Food and Beverage, Food Processing, Manufacturing, Nutrition, Sustainability","South San Francisco, California, United States","The EVERY Company makes real animal protein without the use of a single animal, starting with chicken-less egg proteins.",129,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://theeverycompany.com,"The EVERY Company is the market leader in engineering, manufacturing and formulating animal-free, animal proteins as ingredients for the global food and beverage industry. Leveraging advanced fermentation to produce functional and nutritional proteins from microorganisms, the Company is reimagining the factory farm model that underpins industrial animal agriculture with a more sustainable, kinder, and healthier alternative. Clara Foods is on a mission to decouple the world's most powerful proteins from the animals that make them.",,239750000,USD,239750000
BridgeBio,https://www.crunchbase.com/organization/bridgebio,"Biotechnology, Health Care, Life Science, Medical, Pharmaceutical","Palo Alto, California, United States",BridgeBio focuses on the development and commercialization of precision medicines for various genetic diseases and cancers.,306,$50M to $100M,Active,2015-01-01,year,2019-06-26,day,,,For Profit,http://bridgebio.com,"BridgeBio is a biotechnology company that focuses on genetic disease therapies and develops those assets with the right approach in supporting R&D. BridgeBio creates a bridge from advancements in genetic science to patients with unmet needs via the entrepreneurial engine required to make life-changing medicines as rapidly as possible. BridgeBio's mission is to discover, create, test, and deliver transformative medicines to treat patients with genetic diseases.",IPO,3599200000,USD,3599200000
Cour Pharmaceuticals Development,https://www.crunchbase.com/organization/cour-pharmaceuticals-development,"Biotechnology, Pharmaceutical, Therapeutics","Skokie, Illinois, United States",Cour Pharmaceuticals Development is developing nanoparticle technology to help reset the immune system of multiple sclerosis (MS) patients.,516,,Active,2015-01-01,year,,,,,For Profit,http://courpharma.com,"Cour Pharmaceuticals Development Co Inc operates in the pharmaceutical sector. Cour Pharmaceuticals Development Co Inc was founded in 2012 and is based in Elmhurst, Illinois.",Early Stage Venture,135516977,USD,135516977
SmartLabs,https://www.crunchbase.com/organization/smartlabs-27b3,"Biotechnology, Infrastructure, Life Science","Boston, Massachusetts, United States","SmartLabs builds and operates labs, including multi-use R&D labs, vivariums, process development, and manufacturing suites.",773,$10M to $50M,Active,2015-01-01,year,,,,,For Profit,http://www.smartlabs.com,"SmartLabs designs, builds, and operates integrated, enterprise-grade research environments, including multifunctional research and development labs, vivariums, process development, pilot-scale manufacturing, and cGMP suites for companies of all sizes. This distinctive capability enables companies of various stages and sizes to initiate, expand, and adapt as programs and projects undergo evolution. SmartLabs fosters unparalleled collaboration and access among all stakeholders in the R&D and manufacturing space by colocating R&D infrastructure and resources with manufacturing solutions.",Late Stage Venture,402600000,USD,402600000
Helix,https://www.crunchbase.com/organization/helix,"Big Data, Bioinformatics, Biotechnology, Blockchain, Cryptocurrency, FinTech, Genetics, Health Care, Personal Health","San Mateo, California, United States",Helix is a population genomics company that is working to advance genomics research and integrate genomic data into clinical care.,874,$10M to $50M,Active,2015-07-15,day,,,,,For Profit,http://www.helix.com,"Helix is the leading population genomics company working at the intersection of clinical care, research, and genomics. Its end-to-end platform enables health systems, life sciences companies, and payers to advance genomic research and accelerate the integration of genomic data into clinical care. Powered by one of the world's largest CLIA / CAP next-generation sequencing labs and its proprietary Exome+™ assay, Helix supports all aspects of population genomics including recruitment and engagement, clinically actionable disease screening, return of results, and basic and translational research.",Late Stage Venture,403000000,USD,403000000
Harpoon Therapeutics,https://www.crunchbase.com/organization/harpoon-therapeutics,"Biotechnology, Health Care, Therapeutics","South San Francisco, California, United States",Harpoon Therapeutics is a clinical-stage immunotherapy company focused on the development of novel T-cell recruiting biologic therapies.,878,$50M to $100M,Active,2015-01-01,year,2019-02-07,day,,,For Profit,http://www.harpoontx.com,"Harpoon Therapeutics is a clinical-stage immunotherapy company developing a novel class of T cell engagers that harness the power of the body’s immune system to treat patients suffering from cancer and other diseases. T cell engagers are engineered proteins that direct a patient’s own T cells to kill target cells that express specific proteins, or antigens, carried by the target cells. Using its proprietary Tri-specific T cell Activating Construct (TriTAC), platform, Harpoon is developing a pipeline of novel T cell engagers, or TriTACs, initially focused on the treatment of solid tumors and hematologic malignancies.  Harpoon's first drug candidate, HPN424, is currently in Phase 1 clinical trial as a treatment for prostate cancer.",M&A,230000000,USD,230000000
Better Therapeutics,https://www.crunchbase.com/organization/bettertherapeutics,"Artificial Intelligence (AI), Biotechnology, Health Care, mHealth, Therapeutics","San Francisco, California, United States",Better Therapeutics develops prescription software for treating cardiometabolic diseases.,"1,047",$1M to $10M,Active,2015-04-01,month,2021-10-29,day,,,For Profit,https://www.bettertx.com,"Better Therapeutics discovers, develops, and commercializes prescription digital therapeutics for the treatment of cardiovascular and metabolic diseases. They use clinically-validated, FDA-regulated software to change the behaviors that cause these diseases to aid in quality of life, reducing the need for medications, and lowering costs. Their products deliver digital behavioral therapy that integrates neuroscience, lifestyle medicine, and explainable AI into a physician-prescribed mobile medical app and uses patient-generated data to inform clinical decision-making and improve treatment outcomes. Their current product pipeline includes therapeutic candidates for the treatment of type 2 diabetes, hypertension, and dyslipidemia.",IPO,150525000,USD,150525000
Keros Therapeutics,https://www.crunchbase.com/organization/keros-therapeutics,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Lexington, Massachusetts, United States","Keros is a clinical-stage biopharmaceutical company focusing on the discovery, development, and commercialization of novel treatments.","1,364",$10M to $50M,Active,2015-01-01,year,2020-04-07,day,,,For Profit,http://kerostx.com/,"Keros is a clinical-stage biopharmaceutical company focused on the discovery, development and commercialization of novel treatments for patients suffering from hematologic and musculoskeletal disorders with a high unmet medical need. Keros is a leader in understanding the role of the Transforming Growth Factor-Beta, or TGF-ß, family of proteins, which are master regulators of red blood cell and platelet production as well as of the growth, repair and maintenance of muscle and bone. Keros' lead protein therapeutic product candidate, KER-050, is being developed for the treatment of low blood cell counts, or cytopenias, including anemia and thrombocytopenia, in patients with myelodysplastic syndromes and in patients with myelofibrosis. Keros' lead small molecule product candidate, KER-047, is being developed for the treatment of anemia resulting from elevated levels of hepcidin, the key regulator of iron absorption and recycling, as well as for the treatment of fibrodysplasia ossificans progressiva. Keros' third product candidate, KER-012, is being developed for the treatment of disorders associated with bone loss, such as osteoporosis and osteogenesis imperfecta, and for the treatment of pulmonary arterial hypertension.",IPO,230000000,USD,230000000
Phil,https://www.crunchbase.com/organization/phil,"Biotechnology, Software","San Francisco, California, United States","Medication Access, Simplified. We are on a mission to help people get their medications quickly, easily and affordably.","1,484",Less than $1M,Active,2015-08-01,day,,,,,For Profit,https://www.phil.us,"Phil improves patients' access to the medications that improve their lives. Our patient access platform revolutionizes life sciences product commercialization with technology by removing barriers to medication access and ensures patients can seamlessly start and adhere to therapy.  Providing end-to-end visibility into the prescription life cycle, we unlock coverage and maximize reimbursement for brands while integrating into the lives and workflows of patients and providers. We combine a Silicon Valley mindset and deep pharma expertise with data insights and software-driven platform customization to create exponentially better patient outcomes, improve provider experience and elevate brand value. The company was founded in 2015 and is based in San Francisco, California.",Seed,121605000,USD,121605000
LB Pharmaceuticals,https://www.crunchbase.com/organization/lb-pharmaceuticals,"Biopharma, Biotechnology, Pharmaceutical","New York, New York, United States",LB Pharmaceuticals specializes in developing a treatment for schizophrenia.,"1,543",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://lbpharma.us/,"LB Pharmaceuticals is a development stage life sciences company devoted to commercializing novel and improved versions of successful CNS treatments used extensively overseas but never developed, approved, or marketed in the United States. Its approach is to create a research-focused organization dedicated to generating novel intellectual property around improved versions of these former best-selling drugs",Late Stage Venture,133200145,USD,133200145
