Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Astria Therapeutics,https://www.crunchbase.com/organization/catabasis-pharmaceuticals,"Biopharma, Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States",Astria Therapeutics discovers and develops innovative drugs for treating inflammatory conditions.,"1,265",,Active,2008-01-01,year,2015-06-29,day,,,For Profit,https://www.astriatx.com/,"Catabasis Pharmaceuticals is a biopharmaceutical company located in Cambridge, Massachusetts focused on the discovery and development of innovative drugs to treat inflammatory conditions. Their platform technology enables the discovery and development of small molecules that simultaneously and specifically target pathways in the inflammatory response. The Catabasis platform will lead to the development of a novel mechanism of action therapies to safely and effectively treat inflammatory diseases.",IPO,656444306,USD,656444306
Crinetics Pharmaceuticals,https://www.crunchbase.com/organization/crinetics-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","San Diego, California, United States",Crinetics is a clinical-stage pharmaceutical company that develops therapies for people with rare endocrine diseases.,"1,425",$10M to $50M,Active,2008-01-01,year,2018-07-17,day,,,For Profit,http://www.crinetics.com,Crinetics Pharmaceuticals discovers and develops novel therapeutics targeting peptide hormone receptors for the treatment of endocrine-related diseases and cancers. Their programs are derived from internal discovery efforts and use objective hormonal biomarker endpoints for preclinical and clinical studies to reduce both the risk and cost to achieve meaningful clinical data. Crinetics is seeking motivated partners to help advance Their programs to become commercially successful products.,IPO,796000012,USD,796000012
Immunome,https://www.crunchbase.com/organization/immunome,"Biopharma, Biotechnology, Medical, Pharmaceutical","Exton, Pennsylvania, United States","Immunome is a biotechnology company that specializes in immunotherapy, biotechnology, and antigen discovery.","1,813",Less than $1M,Active,2008-01-01,year,2020-10-01,day,,,For Profit,https://immunome.com,"Immunome is a biotechnology company that specializes in immunotherapy, biotechnology, and antigen discovery. It features a software platform that enables the simultaneous discovery of novel antigens and the patient-derived, native antibodies that target those antigens.",IPO,218854487,USD,218854487
Neurona Therapeutics,https://www.crunchbase.com/organization/neuron-therapeutics,"Biotechnology, Health Care, Therapeutics","San Francisco, California, United States","Neurona Therapeutics develops cell therapies for neurological disorders, focusing on treatments like NRTX-1001 for epilepsy.","2,058",$1M to $10M,Active,2008-04-01,month,,,,,For Profit,http://www.neuronatherapeutics.com,"Neurona Therapeutics is a pre-clinical stage biotechnology company that was founded by four neuroscientists and stem cell pioneers at The University of California, San Francisco. They are focused on the discovery and development of cell-based therapies to treat intractable neurological disease. Its initial aim is to generate therapeutic compositions of a specific type of nerve cell (or neuron) for targeted delivery into the injured nervous system. Based on nearly two decades of research, they believe that particular subpopulations of neurons have the unique ability to integrate and repair dysregulated neural circuits. Its talented team of scientists, scientific advisors, and board directors is working to accelerate breakthrough treatments for patients with significant unmet medical needs.",Late Stage Venture,320313942,USD,320313942
argenx,https://www.crunchbase.com/organization/argenx,"Biotechnology, Clinical Trials, Therapeutics","Boston, Massachusetts, United States",argenx is a global immunology company committed to improving the lives of people suffering from severe autoimmune diseases and cancer.,"2,595",$10M to $50M,Active,2008-01-01,year,2017-05-26,day,,,For Profit,https://www.argenx.com/,argenx is a global immunology company committed to improving the lives of people suffering from severe autoimmune diseases and cancer.,IPO,3751008438,USD,3751008438
Carmot Therapeutics,https://www.crunchbase.com/organization/carmot-therapeutics,"Biotechnology, Health Care, Therapeutics","Berkeley, California, United States","Carmot Therapeutics provides drugs to treat inflammatory, metabolic, and neurological diseases.","2,655",$10M to $50M,Active,2008-01-01,year,2023-12-03,day,,,For Profit,https://carmot.us,"Carmot Therapeutics provides drugs to treat inflammatory, metabolic, and neurological diseases. They employ their patented technology, chemotype evolution, to address the fundamental causes of disease and speed the discovery of disease-modifying therapies.",M&A,384846101,USD,384846101
Greenlight Biosciences,https://www.crunchbase.com/organization/greenlight-biosciences,"Agriculture, AgTech, Biotechnology, Life Science","Medford, Massachusetts, United States",GreenLight Biosciences is a biotechnology company that develops an RNA platform for agriculture and human health.,"4,288",$10M to $50M,Active,2008-01-01,year,2022-02-03,day,,,For Profit,https://www.greenlightbiosciences.com,"GreenLight Biosciences is an integrated life sciences company with a cutting-edge platform to deliver higher-quality RNA at a lower cost and more quickly than was ever before possible. GreenLight develops RNA products and collaborates with industry leaders to advance vaccine development, pandemic preparation, crop management, plant protection and support the health of bees and other pollinators.",M&A,449500000,USD,449500000
Agios Pharmaceuticals,https://www.crunchbase.com/organization/agios-pharmaceuticals,"Biotechnology, Health Care, Medical, Pharmaceutical","Cambridge, Massachusetts, United States",Agios Pharmaceuticals is a biopharmaceutical company discovers and develops therapeutics in the field of cancer metabolism.,"6,037",$10M to $50M,Active,2008-01-01,year,2013-08-02,day,,,For Profit,https://www.agios.com,"Agios Pharmaceuticals is a biopharmaceutical company, discovers and develops therapeutics in the field of cancer metabolism. It also develops drugs that focus on glycolysis, fatty acid metabolism, and autophagy. The company's therapeutics are used in the areas of autoimmune, inflammatory, and neurological diseases. Agios Pharmaceuticals was formerly known as CANCER METABOLISM THERAPEUTICS And changed its name to Agios Pharmaceuticals In April 2008. The company is based in Cambridge, Massachusetts.",M&A,775823937,USD,775823937
Certara,https://www.crunchbase.com/organization/certara,"Biotechnology, Health Care, Pharmaceutical, Software","Princeton, New Jersey, United States",Certara is a pharmaceutical company that accelerates medicines with biosimulation software and technology.,"6,058",$100M to $500M,Active,2008-01-01,year,2020-12-10,day,,,For Profit,https://www.certara.com,"Certara is a pharmaceutical company that accelerates medicines using biosimulation software and technology to transform traditional drug discovery and development. Its clients include more than 1,650 global biopharmaceutical companies, leading academic institutions, and key regulatory agencies across 61 countries. Certara's end-to-end platform includes biosimulation, regulatory science, and market access solutions.  It integrates its unique portfolio of software and technology-enabled services spanning discovery to post-approval.",M&A,838500000,USD,838500000
MiMedx Group,https://www.crunchbase.com/organization/mimedx-group,"Biotechnology, Health Care, Marketing, Medical, Medical Device, Wellness","Marietta, Georgia, United States",MiMedx Group is a wound care and a therapeutic biologics company.,"8,277",$100M to $500M,Active,2008-02-28,day,2008-04-09,day,,,For Profit,http://mimedx.com,"MiMedx Group developing and distributing human placental tissue allografts with patent-protected processes for multiple sectors of healthcare. They processes the human placental tissue utilizing its proprietary purion process methodology, among other processes, to produce allografts by employing aseptic processing techniques in addition to terminal sterilization.",IPO,266355000,USD,266355000
