Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Cynosure,https://www.crunchbase.com/organization/cynosure,"Biotechnology, Manufacturing, Medical","Westford, Massachusetts, United States",Cynosure is a leading developer and manufacturer of a broad array of light-based aesthetic and medical treatment systems.,"1,382",$100M to $500M,Active,1991-01-01,year,2005-12-09,day,,,For Profit,http://www.cynosure.com,"Cynosure is a developer and manufacturer of a broad array of light-based aesthetic and medical treatment systems. Their products are used to provide a diverse range of treatment applications such as hair removal, skin rejuvenation and scar reduction, as well as the treatment of vascular lesions.",M&A,60000000,USD,60000000
Schrödinger,https://www.crunchbase.com/organization/schrodinger,"Biotechnology, Enterprise Software, Pharmaceutical, Software","New York, New York, United States","Schrödinger develops molecular design software for pharma/biotech and materials research, and is advancing a drug discovery pipeline.","1,968",$50M to $100M,Active,1990-08-16,day,2020-02-05,day,,,For Profit,http://www.schrodinger.com,"Schrödinger’s industry-leading computational platform facilitates the research efforts of biopharmaceutical and industrial companies, academic institutions and government laboratories worldwide. Schrödinger also has wholly-owned and collaborative drug discovery programs in a broad range of therapeutic areas. Schrödinger is deeply committed to investing in the science and talent that drive its computational platform. Schrödinger was founded in 1990, has over 700 employees and is engaged with customers and collaborators in more than 70 countries. To learn more visit www.schrodinger.com.",IPO,567224987,USD,567224987
Bluebird Bio,https://www.crunchbase.com/organization/bluebird-bio,"Biotechnology, Genetics, Health Diagnostics, Oncology, Pharmaceutical","Somerville, Massachusetts, United States",Bluebird Bio is a biopharma company that develops and commercializes gene therapies for the treatment of severe genetic diseases and cancer.,"2,444",$10M to $50M,Active,1993-01-01,year,2019-06-14,day,,,For Profit,http://www.bluebirdbio.com,"bluebird bio is a clinical-stage biotechnology company that develops gene therapies for severe genetic and rare diseases. The company's gene therapy procedures aim to genetically modify a patient's cells to fundamentally correct or address the genetic basis underlying a disease. Bluebird's revenue is derived from collaboration arrangements, research fees, license fees, and grant revenue. The company works with industry peers, strategic partners, and nonprofit organizations for the development and commercialization of its product candidates.",IPO,3355150000,USD,3355150000
Myriad Genetics,https://www.crunchbase.com/organization/myriad-genetics,"Biotechnology, Pharmaceutical, Precision Medicine","Salt Lake City, Utah, United States","Myriad Genetics discovers, develops, and commercializing novel therapies for the treatment of cancer.","2,736",$100M to $500M,Active,1991-01-01,year,1995-10-13,day,,,For Profit,http://www.myriad.com,"Myriad Genetics personalized medicine company dedicated to being a trusted advisor transforming patient lives worldwide with pioneering molecular diagnostics.  Myriad discovers and commercializes molecular diagnostic tests that: determine the risk of developing disease, accurately diagnose disease, assess the risk of disease progression, and guide treatment decisions across six major medical specialties where molecular diagnostics can significantly improve patient care and lower healthcare costs.  Myriad is focused on three strategic imperatives:  maintaining leadership in an expanding hereditary cancer market, diversifying its product portfolio through the introduction of new products and increasing the revenue contribution from international markets.",IPO,90000000,USD,90000000
Exelixis,https://www.crunchbase.com/organization/exelixis,"Biotechnology, Health Care, Pharmaceutical","Alameda, California, United States","Exelixis works is focused on discovering, developing and commercializing therapies for the treatment of cancer and other serious diseases.","3,788",$100M to $500M,Active,1994-01-01,year,2000-04-11,day,,,For Profit,http://www.exelixis.com,"Exelixis is focused on discovering, developing and commercializing therapies for the treatment of cancer and other serious diseases. The majority of its programs focus on the discovery and development of small molecule drugs for cancer. The Company has a pipeline of compounds in various stages of development for the treatment of cancer and various metabolic, cardiovascular and inflammatory disorders. All of its development compounds were generated through its internal drug discovery activities, although it is developing certain of these compounds in collaboration with partners and has out-licensed to others. The Company is focusing its development activities on its clinical compounds, XL184, XL147 and XL765. XL184, the Company's advanced drug candidate, inhibits MET, VEGFR2 and RET, proteins that are key drivers of tumor growth and/or vascularization. XL147 is a selective inhibitor of PI3K while XL765 is a dual inhibitor of PI3K and mTOR.",IPO,514000000,USD,514000000
Lineage Cell Therapeutics,https://www.crunchbase.com/organization/lineage-cell-therapeutics,"Biopharma, Biotechnology, Environmental Consulting, Health Care, Medical","Carlsbad, California, United States",Lineage Cell Therapeutics is a clinical-stage biotechnology company developing novel cellular therapies to treat unmet medical needs.,"4,779",Less than $1M,Active,1990-01-01,day,2015-09-10,day,,,For Profit,https://lineagecell.com/,"Lineage Cell Therapeutics is a clinical-stage biotechnology company developing novel cellular therapies to treat unmet medical needs. The company is focused on developing new therapeutics for age-related degenerative disease. BioTime and its subsidiaries are developing OpRegen® (a cell-based therapy for age-related macular degeneration), therapies for cancer, and arthritis, respectively. Our subsidiary ReCyte Therapeutics is using proprietary technology to reverse the developmental aging of human cells to manufacture young vascular progenitors for the treatment of age-related vascular disease. Relatively near-term product development by BioTime and its subsidiaries include Renevia, a patented hyaluronan-based hydrogel device for cell delivery; PanC-Dx, a blood-based pan-cancer screening diagnostic; and re-starting the embryonic stem cell-based clinical trial for spinal cord injury that was originally begun by Geron, using the stem cell assets acquired from them in 2013.  BioTime also markets an FDA-approved blood plasma expander called Hextend®, which is currently marketed in collaboration with Hospira.",IPO,122808804,USD,122808804
Agenus,https://www.crunchbase.com/organization/agenus,"Biotechnology, Medical, Medical Device, Therapeutics","Lexington, Massachusetts, United States",Agenus develops and commercializes immunotherapies and vaccines for cancer and infectious diseases.,"4,806",$10M to $50M,Active,1994-01-01,year,2000-02-11,day,,,For Profit,http://agenusbio.com,"Agenus develops and commercializes immunotherapies and vaccines for cancer and infectious diseases. The company's treatment aims to stimulate the immune system to recognize and fight cancer cells. Its goal is to treat cancers with novel combinations utilizing its unique portfolio of checkpoint antibodies, tumor microenvironment modifiers, vaccines, and adjuvants. In addition to a broad portfolio, the company has an accomplished team of scientists, novel technology platforms, and fully-integrated end-to-end capabilities from discovery to GMP manufacturing. It was established in 1994 and is headquartered in Lexington, Massachusetts.",IPO,271140653,USD,271140653
CymaBay Therapeutics,https://www.crunchbase.com/organization/cymabay-therapeutics,"Biopharma, Biotechnology, Pharmaceutical","Hayward, California, United States",CymaBay Therapeutics is focused on the development and commercialization of proprietary new medicines for critical human diseases.,"5,964",$10M to $50M,Active,1991-01-01,year,2014-07-18,day,,,For Profit,http://www.cymabay.com,"CymaBay Therapeutics is a clinical-stage biopharmaceutical company located in the San Francisco Bay Area focused on the development and commercialization of proprietary new medicines for important human diseases. We are committed to developing breakthrough medicines that improve the lives of patients and their families. CymaBay was seeded with the assets from an earlier metabolic disease company in which more than $120M was invested to produce a robust pipeline. Arhalofenate is a novel oral small molecule being developed to treat the approximately 1 million gout patients that flare three or more times per year. Gout flares are painful inflammatory episodes caused by crystals of monosodium urate (MSU) that result from excess serum uric acid (sUA). In three Phase 2 studies in gout patients arhalofenate was shown to reduce the incidence and duration of flares while simultaneously lowering sUA. If confirmed in additional clinical studies, arhalofenate’s dual acting profile would be unique since all other urate lowering therapies paradoxically increase flares as they lower sUA over the first 6 to 12 months of treatment. Increased flares lead many patients to stop or avoid treatment leading to progression of disease with pain and suffering, erosion of joint structure and functionality, lost time from work, and increased healthcare costs.",IPO,710205694,USD,710205694
Acadia Pharmaceuticals Inc.,https://www.crunchbase.com/organization/acadia-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","San Diego, California, United States",Acadia Pharmaceuticals develops and commercializes small molecule drugs for the treatment of central nervous system disorders.,"6,184",$100M to $500M,Active,1993-07-16,day,2004-05-27,day,,,For Profit,https://www.acadia-pharm.com/,"Acadia Pharmaceuticals Inc. is a biopharmaceutical company focused on the development and commercialization of small molecule drugs for the treatment of central nervous system disorders. The Company maintains two wholly owned subsidiaries: Acadia Pharmaceuticals AB based in Malmo, Sweden and Acadia Pharmaceuticals A/S based in Denmark. The Company is developing a portfolio consisting of four product candidates, including the compound, pimavanserin, which it is developing for three separate neurological and psychiatric indications in collaboration with Biovail Laboratories International SRL (Biovail), a subsidiary of Biovail Corp. The indications are Parkinson's disease psychosis, which is in Phase III development, adjunctive therapy in schizophrenia, and Alzheimer's disease psychosis, for which it is initiating a Phase II feasibility study.",IPO,811734997,USD,811734997
CardioFocus,https://www.crunchbase.com/organization/cardiofocus,"Biotechnology, Health Care, Medical Device, Pharmaceutical","Marlborough, Massachusetts, United States",CardioFocus is a biotechnology company that focuses on the advancement of ablation treatments for cardiac disorders.,"6,275",$1M to $10M,Active,1990-01-01,year,,,,,For Profit,http://www.cardiofocus.com,"CardioFocus is a biotechnology company that focuses on the advancement of ablation treatments for cardiac disorders. The company specializes in providing electrophysiologists with innovative and effective tools that bring new levels of precision and control to the treatment of atrial fibrillation that focuses on developing, manufacturing, and investigating disposable fiber optic catheters for the visualization of cardiac anatomy and the treatment of cardiac arrhythmias. CardioFocus was founded in 1990 and is headquartered in Marlborough, Massachusetts.",,267993797,USD,267993797
