Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Illumina,https://www.crunchbase.com/organization/illumina,"Biotechnology, Genetics, Health Care, Medical","San Diego, California, United States",Illumina is an innovative technology and revolutionary assays aiming the analyze genetic variation and function.,217,$500M to $1B,Active,1998-01-01,year,2000-08-01,day,,,For Profit,http://www.illumina.com,"Illumina is an innovative technology and revolutionary assays aiming the analyze genetic variation and function. These studies will help make the realization of personalized medicine possible. With such rapid advances in technology taking place, it is mission-critical to have solutions that are not only innovative, but flexible, scalable, and complete with industry-leading support and service. As a company that places a high value on collaborative interactions, rapid delivery of solutions, and prioritizing the needs of its customers, they strive to meet this challenge. Illumina's innovative, array-based solutions for DNA, RNA, and protein analysis serve as tools for disease research, drug development, and the development of molecular tests in the clinic. David R. Walt, Satnam Alag, Larry Bock, and John Stuelpnagel co-founded Illumina in San Diego, California in 1998.",IPO,778000000,USD,778000000
Cytokinetics,https://www.crunchbase.com/organization/cytokinetics-inc,"Biopharma, Biotechnology, Health Care","South San Francisco, California, United States",Cytokinetics is a biopharmaceutical company developing therapies for debilitating diseases.,329,$50M to $100M,Active,1998-01-01,year,2004-04-29,day,,,For Profit,http://cytokinetics.com,"Cytokinetics is a late-stage biopharmaceutical company focused on discovering, developing and commercializing first-in-class muscle activators and next-in-class muscle inhibitors as potential treatments for debilitating diseases in which muscle performance is compromised and/or declining.",IPO,1160450000,USD,1160450000
NeoGenomics,https://www.crunchbase.com/organization/neogenomics-laboratories,"Biotechnology, Genetics, Health Care, Health Diagnostics, Medical, Pharmaceutical","Fort Myers, Florida, United States",NeoGenomics is a cancer reference laboratory that provides cancer testing and partnership programs to pathologists and oncologists.,"1,679",$100M to $500M,Active,1998-10-29,day,1999-11-12,day,,,For Profit,http://www.neogenomics.com,"NeoGenomics is a cancer reference laboratory that provides cancer testing and partnership programs to pathologists and oncologists. NeoGenomics serves the needs of pathologists, oncologists, academic centers, hospital systems, pharmaceutical firms, integrated service delivery networks, and managed care organizations throughout the United States, and pharmaceutical firms in Europe and Asia.",IPO,350500000,USD,350500000
Esperion,https://www.crunchbase.com/organization/esperion-therapeutics,"Biotechnology, Health Care, Medical, Pharmaceutical","Ann Arbor, Michigan, United States",Esperion discovers and develops pharmaceutical products for the treatment of cardiovascular and metabolic diseases.,"2,078",$100M to $500M,Active,1998-01-01,year,2013-07-05,day,,,For Profit,http://www.esperion.com,"Esperion discovers and develops pharmaceutical products for the treatment of cardiovascular and metabolic diseases. Esperion intends to commercialize a novel class of drugs that focuses on a new treatment approach called ""HDL Therapy,"" which is based on the Company's understanding of high-density lipoprotein, or HDL, function.",M&A,852550000,USD,852550000
Seagen,https://www.crunchbase.com/organization/seattle-genetics,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Bothell, Washington, United States",Seagen is a clinical-stage biotechnology company dedicated to improving patient outcomes with advanced antibody-drug conjugate technology.,"2,204",$1B to $10B,Active,1998-01-01,year,2001-03-16,day,,,For Profit,https://www.seagen.com,"Seattle Genetics is a clinical-stage biotechnology company that focuses on developing and commercializing monoclonal antibody-based therapies for the treatment of cancer and autoimmune diseases. Its lead product, SGN-35, is in the pivotal trial for patients with relapsed or refractory Hodgkin lymphoma. The company's other product candidates in various stages of clinical trials include dacetuzumab (SGN-40), a humanized anti-CD40 antibody; lintuzumab (SGN-33), a humanized anti-CD33 antibody; SGN-70, a humanized anti-CD70 antibody for the treatment of autoimmune diseases; SGN-75, which is in Phase I clinical trials for metastatic renal cell carcinoma and non-Hodgkin lymphoma; ASG-5ME, a preclinical antibody-drug conjugate product candidate for the treatment of solid tumors; and SGN-19A, a preclinical antibody-drug conjugate product candidate for the treatment of hematologic malignancies. It has collaborations with Bayer Pharmaceuticals Corporation; Celldex Therapeutics, Inc.; Daiichi Sankyo Co., Ltd.; Genentech; GlaxoSmithKline LLC; MedImmune, Inc.; Millennium; PSMA Development Company LLC; and Genmab A/S. The company also has an antibody-drug conjugates co-development agreement with Agensys, Inc.  The company was founded in 1997 and is headquartered in Bothell, Washington.",M&A,1739000000,USD,1739000000
NewLeaf Symbiotics,https://www.crunchbase.com/organization/newleaf-symbiotics,"Agriculture, Biotechnology, Sustainability","St Louis, Missouri, United States",NewLeaf Symbiotics is an agtech company focused on developing sustainable agricultural products using bacteria and related microbes.,"2,378",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,http://newleafsym.com,"NewLeaf Symbiotics is an agriculture technology firm focused on discovering and developing sustainable agricultural solutions based on bacteria and related microorganisms. The company's services are primarily focused on the study, development, and commercialization of symbiotic bacteria, which are helpful plant bacteria that help farmers combat plant disease and boost agricultural yields.",Late Stage Venture,134557326,USD,134557326
Agilent Technologies,https://www.crunchbase.com/organization/agilent,"Biotechnology, Health Care, Health Diagnostics, Life Science, Pharmaceutical","Santa Clara, California, United States",Agilent Technologies addresses the scientific and laboratory management needs of analytical scientists and clinical researchers.,"3,259",$1B to $10B,Active,1999-01-01,year,1999-11-26,day,,,For Profit,http://www.agilent.com,"Agilent provides laboratory solutions to meet the needs of analytical scientists and clinical researchers worldwide. Agilent works closely with customers to help address global trends that impact human health and the environment and to anticipate future scientific needs. Agilent's solutions improve the efficiency of the entire laboratory, from sample prep to data interpretation and management.",M&A,500000000,USD,500000000
Standard BioTools,https://www.crunchbase.com/organization/fluidigm,"Biotechnology, Genetics, Life Science","South San Francisco, California, United States",Standard BioTools is a biotech tools company that creates microfluidic-based chips and instrumentation for biological research.,"4,578",$10M to $50M,Active,1999-01-01,year,2011-02-10,day,,,For Profit,https://www.standradbiotools.com,"Standard BioTools, previously known as Fluidigm, is driven by a bold vision – unleashing tools to accelerate breakthroughs in human health. Standard BioTools has an established portfolio of essential, standardized next-generation technologies that help biomedical researchers develop medicines faster and better. As a leading solutions provider, the Company provides reliable and repeatable insights in health and disease using its proprietary mass cytometry and microfluidics technologies that help transform scientific discoveries into better patient outcomes. Standard BioTools works with leading academic, government, pharmaceutical, biotechnology, plant and animal research, and clinical laboratories worldwide, focusing on the most pressing needs in translational and clinical research, including oncology, immunology, and immunotherapy.",IPO,375203214,USD,375203214
PTC Therapeutics,https://www.crunchbase.com/organization/ptc-therapeutics,"Biotechnology, Health Care, Therapeutics","South Plainfield, New Jersey, United States","PTC Therapeutics is a biopharmaceutical company that engages in the discovery, development and commercialization of small-molecule drugs.","4,944",$500M to $1B,Active,1998-01-01,year,2013-06-20,day,,,For Profit,http://www.ptcbio.com,"PTC Therapeutics, Inc., a biopharmaceutical company, engages in the discovery, development, and commercialization of orally administered and small-molecule drugs. It offers Ataluren, an orally administered small-molecule investigational new drug for the treatment of cystic fibrosis and duchenne muscular dystrophy caused by nonsense mutations. The company also provides PTC299, an anti-angiogenesis drug for the treatment of metastatic breast cancer, multiple tumors, and neurofibromatosis. Its products are used for the treatment of genetic disorders, oncology, and infectious diseases. PTC Therapeutics, Inc. was founded in 1998 and is based in South Plainfield, New Jersey.",IPO,1568049151,USD,1568049151
CareDx,https://www.crunchbase.com/organization/xdx,"Biotechnology, Health Care, Health Diagnostics, Information Technology","Brisbane, California, United States",CareDx provides transplant lab products.,"5,165",$100M to $500M,Active,1998-01-01,year,2014-07-25,day,,,For Profit,https://www.caredx.com/,"CareDx is a molecular diagnostics company. They offer noninvasive surveillance tests to help identify injuries and rule out rejection. They deliver solutions that support a broad spectrum of needs, from initial matching to post-transplant monitoring and care.",IPO,574885556,USD,574885556
Kiora Pharmaceuticals,https://www.crunchbase.com/organization/eyegate-pharmaceuticals,"Biotechnology, Medical, Pharmaceutical","Salt Lake City, Utah, United States","Kiora Pharmaceuticals develops medicines to treat eye diseases using its non-invasive, iontophoretic drug-delivery system.","5,190",$1M to $10M,Active,1998-01-01,year,2015-02-19,day,,,For Profit,https://kiorapharma.com,"Kiora is a clinical-stage specialty pharmaceutical company developing and commercializing products for treating ophthalmic diseases. KIO-301 is a molecular photoswitch that has the potential to restore light perception in patients with inherited and/or age-related retinal degeneration. KIO-101 is a next-generation, non-steroidal, immuno-modulatory and small molecule inhibitor of Dihydroorotate Dehydrogenase (“DHODH”) with best-in-class picomolar potency and a validated immune modulating mechanism (T cell proliferation inhibition) designed to overcome the off-target side effects and safety issues associated with DHODH inhibitors. In addition, Kiora is developing KIO-201, a modified form of the natural polymer hyaluronic acid, designed to accelerate corneal wound healing.",IPO,106492564,USD,106492564
Precigen,https://www.crunchbase.com/organization/intrexon-corporation,"Biotechnology, Life Science, Medical, Therapeutics","Germantown, Maryland, United States",Precigen is a life sciences company researching and developing bio-therapeutic control systems to minimize toxicity.,"6,601",$10M to $50M,Active,1998-01-01,year,2013-08-13,day,,,For Profit,https://precigen.com,"Precigen is a biotechnology company that develops synthetic biology solutions. The company designs, builds, and regulates gene programs. Its technologies are broadly applicable across a wide range of diverse end markets. Intrexon's business model is to commercialize its technologies through exclusive channel collaborations with collaborators that have specific industry expertise, development resources, and sales and marketing capabilities, in order to bring new and improved products and processes to market. The company's collaborators provide compensation through technology access fees, royalties, milestones, and reimbursement of certain costs.",IPO,600803901,USD,600803901
Halozyme Therapeutics,https://www.crunchbase.com/organization/halozyme-therapeutics,"Biotechnology, Marketing, Medical","San Diego, California, United States","Halozyme Therapeutics develops extracellular matrix targeting products for the insulin, cancer, dermatology and drug delivery markets.","6,648",$10M to $50M,Active,1998-01-01,year,2004-08-06,day,,,For Profit,http://www.halozyme.com,"Halozyme Therapeutics is a biopharmaceutical company developing and commercializing products targeting the extracellular matrix for the insulin, cancer, dermatology and drug delivery markets. The company's product portfolio is based primarily on intellectual property covering the family of human enzymes known as hyaluronidases and additional enzymes that affect the extracellular matrix. Halozyme's Enhanze(TM) technology is a novel drug delivery platform designed to increase the absorption and dispersion of biologics. The company has key partnerships with Roche, Baxter, ViroPharma and Intrexon to apply Enhanze technology to therapeutic biologics including HerceptinÂ®, MabTheraÂ®, immunoglobulin, CinryzeÂ® and alpha 1-antitrypsin. Halozyme's Ultrafast Insulin program combines its rHuPH20 enzyme with mealtime insulins, which may produce more rapid absorption, faster action, and improved glycemic control. The product candidates in Halozyme's pipeline target multiple areas of significant unmet medical need.",IPO,745000000,USD,745000000
ClearPoint Neuro,https://www.crunchbase.com/organization/mri-interventions,"Biotechnology, Health Care, Hospital, Medical Device","Solana Beach, California, United States",ClearPoint Neuro is a platform neuro company that enables therapy for neuro disorders with pinpoint accuracy.,"6,750",$10M to $50M,Active,1998-03-12,day,2012-05-25,day,,,For Profit,https://www.clearpointneuro.com/,"ClearPoint Neuro formerly known as MRI Interventions, is a platform neuro company. Its mission is to improve and restore the quality of life to patients and their families by enabling therapies for the most complex neurological disorders with pinpoint accuracy.  Applications of ClearPoint Neuro's current product portfolio include deep-brain stimulation, and biopsy, with future applications of laser ablation, neuro-aspiration, and delivery of drugs, biologics and gene therapy to the brain.",IPO,130421571,USD,130421571
Soleno Therapeutics,https://www.crunchbase.com/organization/soleno-therapeutics,"Biotechnology, Medical, Pharmaceutical","Redwood City, California, United States",Soleno Therapeutics is a clinical-stage biopharmaceutical company.,"7,142",$1M to $10M,Active,1999-08-25,day,2014-11-14,day,,,For Profit,https://soleno.life/,Soleno Therapeutics is a clinical-stage biopharmaceutical company.,IPO,160500000,USD,160500000
Avita Medical,https://www.crunchbase.com/organization/avita-medical,"Biotechnology, Health Care, Medical Device","Valencia, California, United States","Avita is a medical company that specializes in regenerative medicine, chronic wounds, and plastic surgery.","8,216",$1M to $10M,Active,1999-01-01,year,1999-09-10,day,,,For Profit,http://www.avitamedical.com/,"Avita is a medical company that specializes in regenerative medicine, chronic wounds, and plastic surgery. It provides a novel approach to skin regeneration. Our products provide innovative treatment solutions derived from the regenerative properties of a patient’s own skin.",IPO,248360792,USD,248360792
Cassava Sciences,https://www.crunchbase.com/organization/cassava-sciences-e977,"Biopharma, Biotechnology, Life Science, Medical, Neuroscience, Pharmaceutical","Austin, Texas, United States",Cassava Sciences is a clinical-stage biopharmaceutical company focused on neuroscience.,"8,866",$50M to $100M,Active,1998-01-01,day,2001-03-16,day,,,For Profit,https://www.cassavasciences.com/,"Cassava Sciences is a clinical-stage biopharmaceutical company focused on neuroscience. We translate novel scientific insights into new medicines. That’s a drastic challenge. Our work is complex, risky, labor-intensive, persistent and expensive.",IPO,256900000,USD,256900000
Cutera,https://www.crunchbase.com/organization/cutera,"Biotechnology, Health Care, Manufacturing, Medical","Brisbane, California, United States",Cutera’s key messaging is directed to physicians specializing in cosmetic procedures.,"8,914",$100M to $500M,Active,1998-01-01,year,2004-04-08,day,,,For Profit,http://www.cutera.com,"Cutera was established in the San Francisco Bay Area in 1998 to develop, manufacture, market and sell laser and light based medical devices. Prior to Cutera, the founding engineers pioneered both CO2 and Nd:YAG lasers—today both well established wavelengths in the science of aesthetic lasers. Cutera’s key messaging is directed to physicians specializing in cosmetic procedures with a focus on four categories of aesthetic solutions and their brands. Strengths are defined through safety, clinical excellence, physician/patient education, customer training and a worldwide service organization. Further, our Solutions are available on upgradeable platforms to protect your investment and avoid obsolesence.",IPO,125000000,USD,125000000
