Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
SomaLogic,https://www.crunchbase.com/organization/somalogic,"Biotechnology, Health Care, Health Diagnostics, Medical Device","Boulder, Colorado, United States","SomaLogic is a protein biomarker discovery and clinical diagnostics company, offers SOMAmer technology to improve diagnostic products.","1,018",$50M to $100M,Active,2000-01-01,year,2021-09-10,day,,,For Profit,http://www.somalogic.com,"SomaLogic operates as a protein biomarker discovery and clinical diagnostics company. It offers SOMAmers (Slow-Offrate Modified Aptamers), which are modified nucleic acid-based protein-binding reagents that are specific for their cognate protein; and SOMAscan that provides protein detection and equipment. The company’s SOMAmer/SOMAscan technology enables to discover protein biomarker signatures; drug discovery and development; and clinical diagnostics. Its products have applications in the diagnostics of various diseases in oncology, neurology, cardiovascular and metabolic disease, and other diseases and conditions.  SomaLogic was founded in 1999 and is headquartered in Boulder, Colorado.",M&A,956517993,USD,956517993
NovoCure,https://www.crunchbase.com/organization/novocure,"Biotechnology, Health Care, Medical Device, Oncology","Jersey, Arkansas, United States",An Oncology Company Pioneering a Novel Therapy for Solid Tumors,"4,182",$50M to $100M,Active,2000-01-01,year,2015-10-09,day,,,For Profit,http://www.novocure.com/,"Novocure™ is dedicated to the development of tumor treating fields therapy (NovoTTF™ Therapy), a new weapon for patients and physicians in the battle against cancer.  NovoTTF Therapy is a novel anti-mitotic treatment that has been shown to slow or reverse tumor progression by inducing cell death in certain solid tumors. The company pioneered the concept that the electric properties of cells can be used as an effective target for an anti-neoplastic therapy.",IPO,903542095,USD,903542095
Cibus,https://www.crunchbase.com/organization/cibus,"Agriculture, Biotechnology","San Diego, California, United States","Cibus offers precision gene editing in agriculture to make farming more environmentally friendly, sustainable, and profitable.","4,886",$10M to $50M,Active,2001-01-01,year,2017-07-21,day,,,For Profit,https://www.cibus.com/index.php,"Cibus offers precision gene editing in agriculture to make farming more environmentally friendly, sustainable, and profitable. Cibushas developed and patented advanced breeding technologies that enable precise, stable, predictable changes to be made in plants and other organisms without integrating foreign genetic material.",M&A,151550000,USD,151550000
CVRx,https://www.crunchbase.com/organization/cvrx,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device","Minneapolis, Minnesota, United States",CVRx is a medical device company developing implantable technology for the treatment of high blood pressure.,"4,943",$10M to $50M,Active,2001-01-01,year,2021-06-29,day,,,For Profit,http://cvrx.com,"CVRx is a medical device company that develops implantable technology for the treatment of high blood pressure. Its products include Rheos implantable pulse generator that provides control and delivery of the activation energy; and Rheos carotid sinus leads, which conducts activation energy from the Rheos implantable pulse generator to the left and right carotid arteries.  The company also offers a Rheos programmer system that communicates with the Rheos pulse generator. CVRx was founded in 2001 and is based in Minneapolis, Minnesota.",IPO,390600000,USD,390600000
RA Capital Management,https://www.crunchbase.com/organization/ra-capital-management,"Biotechnology, Finance, Financial Services, Life Science, Medical","Boston, Massachusetts, United States",RA Capital Management is an investment advisor specializing in the life-sciences and drug development sectors.,"5,380",$1M to $10M,Active,2001-01-01,year,,,,,For Profit,http://www.racap.com,"RA Capital Management is an investment advisor based in Boston specializing in the life-sciences and drug development sectors. The company's team has been investing since 2002 and is comprised of professionals with training in biology, chemistry, and medicine and also has industry and business development experience at the executive and board levels. The company invests in companies with promising technologies and products.",,,,
Abzena,https://www.crunchbase.com/organization/abzena,"Biopharma, Biotechnology, Life Science, Pharmaceutical","San Diego, California, United States",Abzena is a biotechnology company that offers biologic and ADC products from concept to clinic.,"6,069",$100M to $500M,Active,2001-01-01,year,2014-06-16,day,,,For Profit,http://abzena.com/,"Abzena is a biologics research partner. They provide biologic and ADC products from concept to clinic. They develop biologics and bioconjugates, and provides the solutions in integrated early discovery to mid-phase biotherapeutic and bioconjugation drug development and manufacturing in the biopharmaceutical industry.",IPO,139437909,USD,139437909
Asklepios BioPharmaceutical,https://www.crunchbase.com/organization/asklepios-biopharmaceutical,"Biopharma, Biotechnology, Health Care, Manufacturing, Medical, Medical Device","Chapel Hill, North Carolina, United States",Asklepios BioPharmaceutical is a biotechnology company developing adeno-associated virus (AAV) gene therapies for genetic disorders.,"6,834",$10M to $50M,Active,2001-01-01,year,2020-10-26,day,,,For Profit,http://www.askbio.com/,"Asklepios BioPharmaceutical is a biotechnology company developing adeno-associated virus (AAV) gene therapies for genetic disorders and other rare diseases. It offers proprietary AAV technology, manufacturing capabilities, and a robust pipeline of in-house clinical programs for clients in the medical biopharmaceutical industry. Its pipeline includes clinical-stage programs in Pompe disease and congestive heart failure and a diverse preclinical portfolio of therapeutics targeting neuromuscular, CNS, and other diseases, as well as out-licensed clinical indications for hemophilia and Duchenne muscular dystrophy. The company’s gene therapy platform includes Pro10, an industry-leading proprietary cell line manufacturing process, and an extensive AAV capsid, and promoter library. Asklepios BioPharmaceutical was founded in 2001 and is headquartered in Research Triangle Park, North Carolina.",M&A,241756252,USD,241756252
Tris Pharma,https://www.crunchbase.com/organization/tris-pharma,"Biotechnology, Life Science, Manufacturing, Medical, Pharmaceutical","Monmouth Junction, New Jersey, United States",Tris Pharma is a pharmaceuticals company providing specialty generic products.,"8,253",$100M to $500M,Active,2000-01-01,year,,,,,For Profit,http://trispharma.com,"Tris Pharma, Inc. is focuses on the development of pharmaceutical science and technology-based products. Specifically, we are engaged in research, development, manufacturing, and commercialization of both branded products and specialty generic products. We have more than a dozen solid and liquid products in the U.S. market based on our numerous NDAs and ANDAs and a rich and growing portfolio of more than 30 U.S. granted patents. Our commercialization success is driven by internal resources for our pediatric products and by licensing of our non-pediatric products to other companies.",,141600000,USD,141600000
U.S. Renal Care,https://www.crunchbase.com/organization/u-s-renal-care,"Biotechnology, Health Care, Medical","Plano, Texas, United States",U.S. Renal Care is a healthcare service provider that focuses on serving patients in dialysis facilities.,"9,118",$1B to $10B,Active,2000-01-01,year,2019-02-13,day,,,For Profit,https://www.usrenalcare.com,"U.S. Renal Care is a healthcare service provider that focuses on serving patients in dialysis facilities. It provides services to more than 25,000 patients in 335 dialysis facilities in 32 states and the Territory of Guam. The company has a business model, developing, and operating dialysis centers in joint venture partnerships with local nephrologists. U.S. Renal Care was founded in 2000 by Christopher Brengard and Jack Harrington and it is based in Plano, Texas.",M&A,28779790,USD,28779790
Metabolon,https://www.crunchbase.com/organization/metabolon,"Biotechnology, Health Care, Health Diagnostics, Software","Morrisville, North Carolina, United States",Metabolon develops analytical methods and software for biomarker discovery by using metabolomics.,"10,756",$1M to $10M,Active,2000-01-01,year,,,,,For Profit,https://www.metabolon.com/,"Metabolon is a technology company, develops analytical methods and software for biomarker discovery using metabolomics. It offers a biochemical profiling platform that analyzes and identifies biochemicals in the research of pharmaceutical, biotech, agriculture, cosmetic, and consumer products. Metabolon provides a unique, real-time fingerprint of biological system to reveal novel discoveries and realize the promise of precision medicine. The company can deliver an instantaneous snapshot of the entire physiology of a living being at a discreet point in time, as well as identify changes in that system brought about the impact of the disease, medical intervention, diet, or the environment. This deep and comprehensive view of the metabolome provides biological insights that cannot be revealed through any other research methodology, enabling life sciences researchers and drug developers to discover answers to some of biology’s most difficult questions. Metabolon was founded in 2000 and headquartered in Durham, North Carolina.",,199703977,USD,199703977
AVEO Oncology,https://www.crunchbase.com/organization/aveo-pharmaceuticals,"Biotechnology, Health Care, Medical, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States",AVEO is a biopharmaceutical company that offers drug development strategies for targeted cancer therapeutics.,"11,701",$10M to $50M,Active,2001-01-01,year,2010-03-12,day,,,For Profit,http://www.aveooncology.com,"AVEO is a late-stage biopharmaceutical company focused on the discovery and development of targeted cancer therapeutics. AVEO's proprietary, integrated cancer biology platform enables the company to pursue highly efficient drug development strategies in oncology that increase the probability of clinical success and provides a discovery engine for high-value targets and therapies. This approach has resulted in a balanced pipeline of novel cancer therapies focused on well-validated targets (VEGFR, EGFR) and promising novel targets (HGF, FGFR, ErbB3 and NOTCH), as well as collaborations with Eli Lilly, Merck, OSI Pharmaceuticals, Schering-Plough, and Biogen Idec. The company was established in 2001 and is based in Cambridge, Massachusetts.",M&A,560849997,USD,560849997
DiaMedica,https://www.crunchbase.com/organization/diamedica,"Biopharma, Biotechnology, Health Care, Therapeutics","Minneapolis, Minnesota, United States",DiaMedica is a biopharmaceutical company that focuses on developing treatments for stroke.,"12,214",$1M to $10M,Active,2000-01-01,day,2009-06-05,day,,,For Profit,http://www.diamedica.com/,"DiaMedica is a biopharmaceutical company that focuses on developing treatments for stroke and other vascular diseases where no current therapies are available. The company's treatments primarily focus on on chronic kidney disease and acute ischemic stroke. Its pipeline product, DM199, is a recombinant form of human tissue kallikrein-1.",IPO,125436962,USD,125436962
