Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Sano Genetics,https://www.crunchbase.com/organization/heterogeneous,"Biotechnology, Health Care, Information Technology, Marketplace, Real Time","Cambridge, Cambridgeshire, United Kingdom",Sano Genetics is a molecular diagnostics company that specializes in developing and commercializing genetic tests for inherited diseases.,493,Less than $1M,Active,2017-02-23,day,,,,,For Profit,https://www.sanogenetics.com,"Sano Genetics is a health technology company that focuses on personalized medicine and genetics. They aim to empower individuals to contribute their genetic and health data for research purposes, with the goal of advancing scientific understanding and personalized approaches to healthcare. Sano Genetics often operates within the context of genetic research studies and projects, allowing participants to share their genetic information to contribute to the broader field of medical research",Early Stage Venture,20685000,GBP,26890011
BenevolentAI,https://www.crunchbase.com/organization/benevolent-ai,"Artificial Intelligence (AI), Big Data, Biotechnology, Machine Learning, Pharmaceutical","London, England, United Kingdom","BenevolentAI is a leading, clinical-stage AI-enabled drug discovery company.",612,$10M to $50M,Active,2013-11-13,day,2022-04-25,day,,,For Profit,https://www.benevolent.com,"BenevolentAI (AMS: BAI) is a leading, clinical-stage AI-enabled drug discovery and development company listed on the Euronext Amsterdam stock exchange. Through the combined capabilities of its AI platform, scientific expertise, and wet-lab facilities, BenevolentAI is well-positioned to deliver novel drug candidates with a higher probability of clinical success than those developed using traditional methods. The Benevolent Platform™ powers a growing in-house pipeline of 13 named drug programmes and over 10 exploratory programmes, and it maintains successful collaborations with AstraZeneca, as well as leading research and charitable institutions. BenevolentAI is headquartered in London, with a research facility in Cambridge (UK) and a further office in New York.",IPO,292000000,USD,292000000
Xampla,https://www.crunchbase.com/organization/xampla,"Biotechnology, CleanTech, Plastics and Rubber Manufacturing","Cambridge, Cambridgeshire, United Kingdom","Xampla develops natural, biodegradable materials as sustainable alternatives to traditional plastics.",630,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://xampla.com/,"Xampla is a cleantech company that creates plant protein material for commercial use. Its materials include microcapsules, beads, films, threads, and other structures made from plant protein with biodegradable, biocompatible, and no synthetic ingredients used for food, cosmetics, household products, animal feed, packaging, and medical applications.",Early Stage Venture,25377833,USD,25377833
Apollo Therapeutics,https://www.crunchbase.com/organization/apollo-therapeutics,"Biopharma, Biotechnology, Health Care, Medical, Therapeutics","Cambridge, Cambridgeshire, United Kingdom",Apollo Therapeutics is a portfolio biopharmaceutical company focused on translating medical research into medicines.,904,Less than $1M,Active,2016-01-01,year,,,,,For Profit,http://apollotherapeutics.com,"Apollo Therapeutics is a collaborative venture between three UK universities (Imperial College London, University College London, and the University of Cambridge) and three global pharmaceutical companies (AstraZeneca, GlaxoSmithKline, and Johnson & Johnson Innovation). It provides committed translational funding and drug discovery expertise for novel therapeutics, sourced from the best British academic research, accelerating them towards the clinic. Apollo’s unique model provides quick, independent access to the resources to grow innovations and champion the best British academic research to industry. Apollo’s experienced team of industry scientists has a proven track record of therapeutic delivery and works in partnership with academics and industry partners, crafting each bespoke project to optimize the chances of long-term success. Apollo Therapeutics aims to create future therapies by partnering with the UK’s globally leading academic science base and UK-based Pharma industry to have a real impact on patient treatments and outcomes.",Late Stage Venture,397852170,USD,397852170
Beckley Psytech,https://www.crunchbase.com/organization/beckley-psytech,"Biotechnology, Health Care, Medical","Beckley, Oxfordshire, United Kingdom",Beckley Psytech is a clinical-stage biotechnology company that explores the therapeutic potential of psychedelic substances.,"1,003",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.beckleypsytech.com,"Beckley Psytech operates as a psychedelic medicine company. The company is involved in exploring the therapeutic potential of psychedelic substances, such as psilocybin and other compounds, for mental health treatment. The company envisions the integration of clinically validated psychedelic medicines into contemporary medical practices to assist individuals coping with depression and other significantly debilitating neuropsychiatric conditions characterized by a substantial unmet need.",,164188863,USD,164188863
Genomics,https://www.crunchbase.com/organization/genomics,"Biopharma, Biotechnology, Genetics, Health Care, Life Science, Medical, Therapeutics","Oxford, Oxfordshire, United Kingdom",Genomics plc aiming to lead the genomic transformation of healthcare.,"1,174",$10M to $50M,Active,2014-01-01,year,,,,,For Profit,http://www.genomicsplc.com,"Genomics plc aiming to lead the genomic transformation of healthcare, to develop and apply sophisticated analyses of massive integrated genomic and phenotypic datasets to learn about human biology and reveal the human wiring diagram They will lead the way through this challenge, using their expertise and experience to unleash the potential of genomics and set the standards by which organisations and patients can benefit from genomic data.",Late Stage Venture,135316035,USD,135316035
COMPASS Pathways,https://www.crunchbase.com/organization/compass-pathways,"Biotechnology, Health Care, Life Science, Mental Health, Personal Health, Wellness","Altrincham, Cheshire, United Kingdom",Compass Pathways is a mental health care company that focuses on developing therapies for treatment-resistant depression.,"1,576",$10M to $50M,Active,2016-06-13,day,2020-09-25,day,,,For Profit,https://compasspathways.com,"Compass Pathways is a mental health care company that focuses on developing therapies for treatment-resistant depression. The company is involved in researching and developing psilocybin therapy, a psychedelic compound found in certain mushrooms, as a potential treatment for depression. Compass Pathways conducts clinical trials and research to assess the safety and efficacy of psilocybin-assisted therapy in patients who have not responded to conventional depression treatments. The company's goal is to bring evidence-based innovation to mental health care and address the significant unmet need for effective and accessible treatments for depression.",IPO,271209674,USD,271209674
Autolus,https://www.crunchbase.com/organization/autolus,"Biopharma, Biotechnology, Medical, Pharmaceutical","London, England, United Kingdom",Autolus is a biopharmaceutical company focused on T-cell programming and manufacturing technology.,"1,829",$50M to $100M,Active,2014-01-01,year,2018-06-22,day,,,For Profit,https://www.autolus.com,"Autolus Therapeutics is working on next-generation programmed T cell treatments for the treatment of cancer. The company's pipeline includes Obe-cel (obecabtagene autoleucel), AUTO1/22, AUTO3, AUTO5, AUTO6, AUTO7 & AUTO8. Autolus was established in 2014 by Tim Funnell and Martin Pule in London, England.",IPO,781580802,USD,781580802
Pepgen,https://www.crunchbase.com/organization/pepgen-corporation,"Biotechnology, Clinical Trials, Medical","Oxford, Oxfordshire, United Kingdom",PepGen is empowering nucleic acid therapeutics to go the distance.,"2,045",$1M to $10M,Active,2018-01-01,year,2022-05-06,day,,,For Profit,https://pepgen.com/,"PepGen empowers nucleic acid therapeutics to go the distance. PepGen's ambition is to unlock the potential of nucleic acid therapeutics by leveraging the drug delivery capabilities of their innovative product engine. PepGen's initial focus is on the application of this technology to the efficacious delivery of antisense oligonucleotides, and they are advancing novel conjugate therapeutics to the clinic.",IPO,239675523,USD,239675523
Exscientia,https://www.crunchbase.com/organization/exscientia,"Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical","Oxford, Oxfordshire, United Kingdom",Exscientia is a pharmatech company that uses an end-to-end AI platform to design and discover new drugs.,"2,461",$10M to $50M,Active,2012-01-01,year,2021-10-01,day,,,For Profit,https://www.exscientia.ai,"Exscientia is applying AI and big data processing to accelerate drug discovery and development.  At the forefront of small molecule drug discovery. They are the first company to automate drug design, surpassing conventional human endeavor. Their AI-driven systems actively learn best practice from vast repositories of discovery data and are further enhanced with knowledge acquired from seasoned drug hunters. With better information to hand than any researcher could acquire individually, their knowledge-driven systems design millions of novel, project-specific compounds and pre-assess each for predicted potency, selectivity, ADME and other key criteria. From this, a selection of the best, information-rich compounds are selected for synthesis and assay. With new experimental data generated, the results are integrated and the next design cycle initiated. Rapid design-make-test cycles ensure unparalleled progress towards desired project goals. Exscientia has already delivered exceptional productivity, generating candidates in roughly one-quarter of the time of traditional approaches.",IPO,376671987,USD,376671987
