Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Sagimet Biosciences,https://www.crunchbase.com/organization/3-v-biosciences,"Biopharma, Biotechnology, Therapeutics","San Mateo, California, United States",Sagimet Biosciences is a biotechnology company that focuses on developing novel therapeutics to treat important diseases.,"1,333",$1M to $10M,Active,2007-03-01,day,2023-07-13,day,,,For Profit,https://sagimet.com,"Sagimet Biosciences is a clinical-stage biopharmaceutical company focused on developing novel therapeutics to treat important diseases such as the liver disease NASH and specific cancers, with focus on targeting dysfunctional metabolic pathways. The company has unique expertise in FASN biology and has created a pipeline of proprietary FASN inhibitors.",IPO,406156611,USD,406156611
Akebia Therapeutics,https://www.crunchbase.com/organization/akebia-therapeutics,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States",Akebia Therapeutics develops treatments for ischemia and vascular diseases.,"1,381",$50M to $100M,Active,2007-01-01,year,2014-03-20,day,,,For Profit,http://www.akebia.com,"Akebia Therapeutics, Inc., a pharmaceutical company, focuses on treatments for ischemia and improvement of vascular disease. It engages in the clinical development of compounds for the treatment of anemia and ischemia-related disorders. The company offers Omacor for hypertriglyceridemia; and Actonel for osteoporosis. Its products include prolyl hydroxylase enzyme and phosphatase enzyme. Akebia Therapeutics, Inc. was founded in 2007 and is based in Cincinnati, Ohio.",IPO,442500000,USD,442500000
Viridian Therapeutics,https://www.crunchbase.com/organization/miragen-therapeutics,"Biotechnology, Genetics, Health Care, Therapeutics","Waltham, Massachusetts, United States",Viridian Therapeutics is a biotechnology company that offers treatments for patients suffering from diseases.,"1,466",$1M to $10M,Active,2007-01-01,year,2017-04-24,day,,,For Profit,https://www.viridiantherapeutics.com,"Viridian Therapeutics provides treatments for patients with diseases that are underserved by therapies. They develops product candidates to treat patients who suffer from thyroid eye disease, a debilitating orphan disease, and early-stage programs focused on targets and indications.",IPO,681697328,USD,681697328
Inspire Medical Systems,https://www.crunchbase.com/organization/inspire-medical-systems,"Biotechnology, Health Care, Medical Device, Therapeutics","Maple Grove, Minnesota, United States",Inspire Medical Systems develops implantable therapeutic devices for the treatment of obstructive sleep apnea.,"2,353",$10M to $50M,Active,2007-01-01,year,2018-05-03,day,,,For Profit,http://www.inspiresleep.com,"Inspire Medical Systems is a developer of innovative, implantable neurostimulation technologies to treat Obstructive Sleep Apnea (OSA). Utilizing well-established technologies from the fields of cardiac pacing and neurostimulation, Inspire has developed a proprietary Upper Airway Stimulation (UAS) therapy for patients who suffer from OSA.",IPO,319400000,USD,319400000
Olema Oncology,https://www.crunchbase.com/organization/olema-pharmaceuticals,"Biopharma, Biotechnology, Health Care, Medical, Oncology, Pharmaceutical","San Francisco, California, United States",Olema Oncology is a preclinical biotechnology company that develops new drugs for the treatment and prevention of breast cancer.,"4,160",$50M to $100M,Active,2007-01-01,day,2020-11-23,day,,,For Profit,https://olema.com,"Olema is a preclinical biotechnology company developing new drugs for the treatment and prevention of estrogen receptor (ER) positive breast cancer. The company focuses on the discovery, development, and commercialization of targeted therapies for women's cancers. It leverages the knowledge of the molecular action of the ER to design compounds that are superior to both the current drugs and those in development. Olema leverages their deep understanding of endocrine-driven cancers, nuclear receptors, and mechanisms of acquired resistance with the goal of transforming the standard of care for pre- and post-menopausal women living with cancer by developing more convenient and effective therapies.",IPO,455054922,USD,455054922
Iovance Biotherapeutics,https://www.crunchbase.com/organization/lion-biotechnologies,"Biotechnology, Clinical Trials, Health Care, Health Diagnostics, Medical","New York, New York, United States",Iovance Biotherapeutics is developing and delivering tumor infiltrating lymphocyte (TIL) therapies for patients with cancer.,"4,446",$50M to $100M,Active,2007-01-01,year,2010-08-13,day,,,For Profit,http://www.iovance.com,"Iovance Biotherapeutics is focused on the development and commercialization of novel cancer immunotherapies based on tumor infiltrating lymphocytes (TIL). The company is preparing for potential regulatory approval and marketing of the first autologous T-cell treatment for solid tumor cancer in the United States. Its goal is to be the leader in tumor-infiltrating lymphocyte, or TIL, therapy innovation, development, and delivery for patients with solid tumor malignancies.",IPO,1365400000,USD,1365400000
Ecovative Design,https://www.crunchbase.com/organization/ecovative-designs,"Advanced Materials, Biotechnology, Innovation Management, Sustainability","Albany, New York, United States",Ecovative Design is a biomaterials company focused on the development of innovative materials from natural growth processes.,"5,128",Less than $1M,Active,2007-01-01,year,,,,,For Profit,https://www.ecovative.com,"Eben Bayer and Gavin McIntyre are fascinated by mushrooms growing on wood chips and observing how the fungal mycelium strongly bonds the wood chips together. This inspired them to think of new ways of using mycelium as a resin. In a class at Rensselaer called Inventor's Studio, they applied this new process for binding together insulating particles, creating Greensulate. Rather than just decreasing the environmental impact of conventional polystyrene foams, this invention creates a whole new paradigm where composite materials are literally grown, harnessing the incredible efficiency of nature. Shortly after founding the company, they won small grants from the American Society of Mechanical Engineers (ASME) and the National Collegiate Inventors and Innovators Alliance (NCIIA). This funding was used to create initial samples of the material. This proof of concept enabled the company to win bigger grants from the New York State Energy Research and Development Authority (NYSERDA) and the Environmental Protection Agency (EPA) to further develop the products. Since then, Ecovative has won many more awards and grants that have enabled the company to continue to grow and accelerate the production of these revolutionary eco-friendly materials. At Ecovative, they are passionate about sustainability. That is why they are working with nature to replace unsustainable plastics and foams with natural composites. Using innovative new materials and radical new technologies, their products perform at least as well as current state-of-the-art synthetics, but at a lower cost to both you and the environment.",Late Stage Venture,121101881,USD,121101881
Catalent Pharma Solutions,https://www.crunchbase.com/organization/catalent-pharma-solutions,"Biotechnology, Manufacturing, Pharmaceutical, Supply Chain Management","Somerset, New Jersey, United States","Catalent provider of advanced delivery technologies, development, and manufacturing solutions for drugs, biologics, cell and gene therapies.","5,826",$500M to $1B,Active,2007-04-01,month,2014-08-01,day,,,For Profit,http://www.catalent.com,"Catalent Pharma Solutions, Inc. provides drug delivery technologies and outsourced development, manufacturing, and packaging services to the pharmaceutical, biotechnology, and consumer health industry worldwide. It operates in four segments: Development and Clinical Services, Oral Technologies, Sterile Technologies, and Packaging Services.  The Development and Clinical Services segment provides manufacturing, packaging, storage, and inventory management for drugs and biologics in clinical trials. It also offers analytical chemical and cell-based testing and scientific services, respiratory products formulation and manufacturing, regulatory consulting, and biologics proprietary expression technology, and product development.  The Oral Technologies segment provides formulation, development, and manufacturing services for the oral dose forms. Its oral drug delivery technologies include proprietary delivery technologies for drugs and consumer health products. This segment also offers formulation, development, and manufacturing services for conventional oral dose forms, including controlled release formulations, as well as immediate release tablets and capsules.  The Sterile Technologies segment provides proprietary and traditional dose forms for separate routes of administration. It offers formulation and development for injectable drugs; and fills drugs or biologics into vials, pre-filled syringes, bags, and other sterile delivery formats. This segment's blow-fill-seal technology provides integrated dose form creation and filling of sterile liquids in a single process for respiratory, ophthalmic, and other routes of administration.  The Packaging Services segment offers packaging services for pharmaceuticals, biologics, consumer health, and veterinary products, which include packaging drugs in blisters, bottles, pouches, and unit doses; and printed components, such as creating package inserts or folding cartons. The company is based in Somerset, New Jersey.",IPO,1150000000,USD,1150000000
Auris Health,https://www.crunchbase.com/organization/auris-surgical-robotics,"Biotechnology, Health Care, Medical, Medical Device, Robotics","Redwood City, California, United States",Auris Health engages in the development of robotics technology for medical applications.,"6,116",$50M to $100M,Active,2007-01-01,year,2021-08-24,day,,,For Profit,https://www.aurishealth.com/,"Auris Health engages in the development of robotics technology for medical applications. The company designs a novel dual-arm micro-surgical system for ophthalmic surgery. The company focuses on transforming medical intervention by integrating robotics, micro-instrumentation, endoscope design, sensing, and data science into one platform.  It was founded in 2007 and headquartered in Redwood City, California.",M&A,733296837,USD,733296837
Fate Therapeutics,https://www.crunchbase.com/organization/fate-therapeutics,"Biotechnology, Health Care, Therapeutics","La Jolla, California, United States",Fate Therapeutics is a stem cell and developmental biology research company using biological mechanisms to develop stem cell therapeutics.,"7,401",$50M to $100M,Closed,2007-01-01,year,2013-10-04,day,,none,For Profit,http://www.fatetherapeutics.com,"Fate Therapeutics is using the fundamental biological mechanisms that guide cell fate to develop stem cell therapeutics. The company has brought together the foremost scientists from the nation's research hotbeds (Boston, San Francisco, San Diego, and Seattle) who have demonstrated the potential to create and modulate stem cells to restore health.  The backstory is that while others were working towards therapies based on transplanting stem cell-derived cells into patients, Randall Moon (HHMI and the University of Washington) and Alex Rives (Arch Venture Capitol) envisioned a different approach to develop regenerative therapies. The concept, based on data from hematopoietic progenitor cells, was that one could modulate the properties of stem cells in vivo using small molecules or biologics. They presented this idea to Arch Venture Capitol in Seattle, which launched the company, soon to be joined by other investors.",IPO,1240928348,USD,1240928348
