Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Metagenomi,https://www.crunchbase.com/organization/metagenomi,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Therapeutics","Emeryville, California, United States",Metagenomi uses metagenomics and machine learning to discover novel genome editing systems for therapeutics development.,132,$1M to $10M,Active,2018-01-01,day,2024-02-09,day,,,For Profit,https://www.metagenomi.co,"Metagenomi uses metagenomics and machine learning to discover novel genome editing systems for therapeutics development. The company's metagenomics-powered discovery platform and analytical expertise reveal novel cellular machinery sourced from otherwise unknown organisms. Metagenomi forges these naturally evolved systems into powerful gene editing systems that are ultra-small, extremely efficient, highly specific, and have a decreased risk of the immune response. Metagenomi's goal is to revolutionize gene editing for the benefit of patients around the world. The company was founded in 2018 and is headquartered in Emeryville, California.",IPO,456973182,USD,456973182
Kyverna Therapeutics,https://www.crunchbase.com/organization/kyverna-therapeutics,"Biotechnology, Life Science, Therapeutics","Berkeley, California, United States",Kyverna Therapeutics is pioneering a new class of therapies and cures for serious autoimmune diseases.,295,Less than $1M,Active,2018-01-01,year,2024-02-08,day,,,For Profit,http://kyvernatx.com,KYVERNA is pioneering a new class of treatments and potential cures for serious autoimmune diseases. The company's therapeutic platform combines advanced T-cell engineering and synthetic biology technologies to suppress and eliminate the autoreactive immune cells at the root cause of inflammatory diseases.,IPO,170000000,USD,170000000
C16 Biosciences,https://www.crunchbase.com/organization/c16-biosciences,"Biotechnology, Innovation Management, Organic, Sustainability","New York, New York, United States",C16 Biosciences is a biotechnology company producing clean and safe alternatives to palm oil.,334,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.c16bio.com,"C16 Biosciences is a biotechnology firm that uses microbiology to brew sustainable alternatives to palm oil. Utilizing its exclusive platform, the company is generating innovative ingredients without concessions for top global consumer goods manufacturers. Recently, they introduced the Palmless™ platform for sustainable ingredients, along with their inaugural biodesigned ingredient, Torula oil—a premium bioactive oil with clinically proven benefits for enhancing skin and hair health.",,33534415,USD,33534415
Sana Biotechnology,https://www.crunchbase.com/organization/sana-biotechnology,"Biotechnology, Health Care, Life Science, Product Research","Seattle, Washington, United States",Sana Biotechnology is a developer of engineered cells intended to be used as medicine for patients.,386,$1M to $10M,Active,2018-01-01,year,2021-02-04,day,,,For Profit,http://sana.com/,"Sana Biotechnology focuses on creating and delivering engineered cells as medicine for patients. Recent scientific advances make it possible to reprogram cells in the body or replace damaged cells and tissues, creating a new class of medicines to treat a broad array of diseases. The company is a team of scientists, clinicians and biotechnology veterans focused on creating an enduring company that makes meaningful medicines and will change the approach in treating diseases.",IPO,865000000,USD,865000000
Insitro,https://www.crunchbase.com/organization/insitro,"Biotechnology, Health Care, Life Science, Machine Learning, Pharmaceutical, Therapeutics","South San Francisco, California, United States",Insitro is a drug discovery and development startup that utilizes machine learning and biology to transform drug discovery.,431,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,http://www.insitro.com,"Insitro is an operator of a data-driven drug discovery and development company that utilizes machine learning and high-throughput biology to transform the way that drugs are discovered and delivered to patients. The company uses state-of-the-art technologies from bioengineering enabling it to generate high-throughput, functional genomic data sets and aligning them with patient data via novel machine learning methods, thereby building predictive models that can accelerate target selection and the design and development of effective therapeutics. In 2018, Daphne Koller established Insitro in South San Francisco, California..",Late Stage Venture,643000000,USD,643000000
RayzeBio,https://www.crunchbase.com/organization/rayzebio,"Biotechnology, Health Care, Medical Device, Pharmaceutical","San Diego, California, United States",RayzeBio is a pharmaceuticals company that develops targeted radiopharmaceutical drugs for cancer.,472,,Active,2018-01-01,year,2023-09-15,day,,,For Profit,http://rayzebio.com/,"RayzeBio is focused on improving outcomes for people with cancer by harnessing the power of targeted radioisotopes. As the emerging leader in radiopharmaceuticals, RayzeBio is developing an innovative robust pipeline against validated oncology drug targets to deliver radioisotopes that emit alpha particles such as Actinium-225.",IPO,418000000,USD,418000000
ConcertAI,https://www.crunchbase.com/organization/concertai,"Analytics, Artificial Intelligence (AI), Biotechnology, Oncology, Pharmaceutical, SaaS","Cambridge, Massachusetts, United States",ConcertAI is an AI-powered SaaS data company in healthcare that develops medical research tool in oncology.,737,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.concertai.com,"ConcertAI is a developer of medical research tool suite intended to design and deliver care-based oncology research and data analytics. It is an integrated real-world data and AI-driven solutions to transform how insights are generated and accelerate therapeutic innovations to patients. It was incorporated in 2018 and is based in Boston, Massachusetts.",Late Stage Venture,300000000,USD,300000000
Tyra Biosciences,https://www.crunchbase.com/organization/tyra-biosciences,"Biotechnology, Life Science, Oncology, Therapeutics","Carlsbad, California, United States",Tyra Biosciences is a biotechnology company targeting new pathways of acquired resistance in oncology with purpose-built drugs.,898,,Active,2018-01-01,year,2021-09-17,day,,,For Profit,https://tyra.bio/,"Tyra Biosciences, Inc. is a precision oncology company focused on developing purpose-built therapies to overcome tumor resistance and improve outcomes for patients with cancer. Tyra is using its proprietary SNÅP platform, which is optimized to enable rapid and precise refinement of structural design through iterative molecular SNÅPshots, in order to generate next-generation product candidates that are specifically designed to address acquired drug resistance and provide alternative treatment options. Tyra is initially focused on developing a pipeline of selective inhibitors of the Fibroblast Growth Factor Receptor, or FGFR, family, which are altered in approximately 7% of all cancers. Tyra’s lead product candidate, TYRA-300, is designed to selectively inhibit FGFR3, with an initial focus on patients with bladder cancer.",IPO,356000000,USD,356000000
Tr1x,https://www.crunchbase.com/organization/tr1x,"Biotechnology, Health Care, Life Science, Medical","La Jolla, California, United States",Tr1x develops universal cellular therapies intended for the treatment of autoimmune disorders.,970,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.tr1x.bio,"Tr1x develops cellular therapies intended for the treatment of autoimmune disorders. The company utilizes its exclusive platform to produce cutting-edge cell therapy products designed to recalibrate the immune system and reinstate homeostasis, ultimately fostering long-term tolerance.",Early Stage Venture,75000000,USD,75000000
Parse Biosciences,https://www.crunchbase.com/organization/split-biosciences,"Bioinformatics, Biotechnology, Genetics, Life Science","Seattle, Washington, United States",Parse Biosciences is a biotechnology startup company that develops single-cell sequencing kit solutions for researchers.,"1,078",$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.parsebiosciences.com,"Parse Bio is a biotechnology startup company developing single-cell sequencing kit solutions for researchers. By using combinatorial cDNA barcoding within cells themselves, Parse Biosciences’s technology allows researchers to eliminate the need for complex and expensive microfluidic instruments. Additionally, the company’s technology enables samples to be fixed, frozen, and stored, allowing researchers to separate out the sample extraction from downstream library preparation steps. This capability empowers researchers to run fixed samples collected on different dates together in a single experiment, providing greater control over sample handling and reducing handling errors. Split Biosciences rebranded as Parse Biosciences in 2020. The Seattle, Washington-based biotech company was established in 2018 by Alex Rosenberg, Charlie Roco, and Georg Friedrich Seelig.",Late Stage Venture,99962500,USD,99962500
