Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Panbela Therapeutics,https://www.crunchbase.com/organization/sun-biopharma,"Biotechnology, Health Care, Oncology, Pharmaceutical","Minnesota City, Minnesota, United States",Panbela Therapeutics develops small molecule pharmaceuticals for the oncology and acute care markets.,"1,305",Less than $1M,Active,2011-01-01,year,2012-05-14,day,,,For Profit,https://panbela.com,"Panbela Therapeutics is a next-generation biopharmaceutical company developing disruptive therapeutics for serious unmet medical needs. The company’s initial programs are aimed at diseases of the pancreas, including pancreatic cancer and pancreatitis. Panbela Therapeutics has scientific collaborations with pancreatic disease experts at Honor Health in Scottsdale, Arizona, Cedars Sinai Medical Center in Los Angeles, the University of Minnesota, Mayo Clinic Scottsdale, the Austin Health Cancer Trials Centre, and the Ashford Cancer Centre in Adelaide, Australia. Founded in 2011, the company is based in Minnesota, United States.",IPO,64384898,USD,64384898
NexImmune,https://www.crunchbase.com/organization/neximmune,"Biopharma, Biotechnology, Therapeutics","Gaithersburg, Maryland, United States",NexImmune is a biopharmaceutical company developing novel immuno-therapeutics based on the proprietary artificial immune technology.,"1,375",$10M to $50M,Active,2011-01-01,year,2021-02-11,day,,,For Profit,http://www.neximmune.com,"NexImmune is an early stage biopharmaceutical company developing novel immuno-therapeutics based on the proprietary Artificial IMmune (AIMTM) technology. The AIM technology provides an important advance in the development of immunotherapies for a variety of cancers and other diseases.   The AIM technology has been designed to orchestrate specific immune system responses in a highly controllable and reproducible way independent of the healthiness or abundance of the patient’s natural antigen presenting cell (APC) population. Natural APCs are major players in the body’s immune system as they direct the immune system cells in attacks on specifically targeted antigens and cells. However, under certain disease conditions, natural APCs can be damaged, absent or inactive.",IPO,213938293,USD,213938293
SOPHiA GENETICS,https://www.crunchbase.com/organization/sophia-genetics,"Artificial Intelligence (AI), Big Data, Bioinformatics, Biotechnology, Genetics, Health Care, Life Science, Medical","Boston, Massachusetts, United States",SOPHiA GENETICS is a biotechnology firm that aims to support healthcare professionals by maximizing the power of data-driven medicine.,"1,542",$50M to $100M,Active,2011-01-01,year,2023-07-28,day,,,For Profit,https://www.sophiagenetics.com,"SOPHiA GENETICS is a healthcare technology company dedicated to establishing the practice of data-driven medicine as the standard of care and for life sciences research. It is the creator of the SOPHiA DDM™ Platform, a cloud-based SaaS platform capable of analyzing data and generating insights from complex multimodal data sets and different diagnostic modalities. The SOPHiA DDM™ Platform and related solutions, products and services are currently used by more than 780 hospital, laboratory and biopharma institutions globally.",IPO,250152150,USD,250152150
Personalis,https://www.crunchbase.com/organization/personalis,"Biotechnology, Genetics, Health Care, Health Diagnostics","Menlo Park, California, United States",Personalis is a contract research organization and genome-scale diagnostics services company specializing in genome guided medicine.,"1,934",$10M to $50M,Active,2011-08-01,day,2019-06-20,day,,,For Profit,http://www.personalis.com,"Personalis combines both the technology of sequencing and interpretation, with an extensive history of peer-reviewed publication and commercial success. It is providing an extensive molecular view of a patient’s tumor and characterizes its interplay with the immune system. It aids in the development of safer, effective precision cancer therapies, immunotherapies, and personalized medicines.",IPO,225100000,USD,225100000
Caribou Biosciences,https://www.crunchbase.com/organization/caribou-biosciences,"Biotechnology, Health Care, Oncology, Therapeutics","Berkeley, California, United States",Caribou Biosciences is a biotechnology company that develops CRISPR technologies and allogenic cell therapies for oncology.,"2,330",$10M to $50M,Active,2011-01-01,year,2021-07-23,day,,,For Profit,http://www.cariboubio.com,"Caribou Biosciences is an operator of a medical technology company intended to analyze cell and genome engineering. The company specializes in cellular engineering and analysis based on the CRISPR-Cas9 technology platform which paired with a guide RNA, cuts double-stranded DNA and allows for specific changes to DNA, enabling the development of therapeutics for agricultural biotechnology, industrial biotechnology, and basic and applied biological research.",IPO,317699904,USD,317699904
Outlook Therapeutics,https://www.crunchbase.com/organization/oncobiologics,"Biopharma, Biotechnology, Pharmaceutical, Therapeutics","Iselin, New Jersey, United States",Outlook Therapeutics is a biopharmaceutical company that develops ophthalmic formulations.,"2,895",$1M to $10M,Active,2011-01-01,year,2016-05-13,day,,,For Profit,https://outlooktherapeutics.com,"Outlook Therapeutics develops an ophthalmic formulation of bevacizumab for the treatment of wet age-related macular degeneration, diabetic macular edema, and branch retinal vein occlusion. Their ophthalmic formulations also use in treating retinal diseases.",IPO,335300000,USD,335300000
Akili Interactive Labs,https://www.crunchbase.com/organization/akili,"Biotechnology, Health Care, Medical, Neuroscience, Service Industry, Therapeutics","Boston, Massachusetts, United States",Akili Interactive Labs Provides Healthcare Treatments.,"3,345",$1M to $10M,Active,2011-01-01,year,2022-08-22,day,,,For Profit,http://www.akiliinteractive.com,"Akili Interactive Labs their broad pipeline of programs to treat cognitive deficiency and improve symptoms associated with medical conditions across neurology and psychiatry, including attention-deficit hyperactivity and disorder (ADHD), major depressive disorder (MDD), autism spectrum disorder (ASD) and various inflammatory diseases.",IPO,270590000,USD,270590000
Clearside Biomedical,https://www.crunchbase.com/organization/clearside-biomedical,"Biotechnology, Health Care, Medical Device, Pharmaceutical, Therapeutics","Alpharetta, Georgia, United States","Clearside BioMedical is an ophthalmic company that specializes in the research, development, and commercialization of therapeutic products.","3,602",$10M to $50M,Active,2011-01-01,year,2016-06-02,day,,,For Profit,http://www.clearsidebio.com,"Clearside BioMedical, an ophthalmic company, specializes in the research, development, and commercialization of therapeutic products through an ocular microinjection platform that targets the individual compartments of the eye. It provides a non-surgical application for dosing drugs to distinct eye tissues, such as the retina, trabecular meshwork, and corneal stroma. The company’s CLS1001 is under development for retinal applications through the delivery of therapeutics to the suprachoroidal space. Clearside BioMedical was incorporated in 2011 and is based in Atlanta, Georgia.",IPO,203899987,USD,203899987
Lygos,https://www.crunchbase.com/organization/lygos,"Advanced Materials, Biotechnology, Clean Energy","Berkeley, California, United States",Lygos provides biotechnology solutions for today’s renewable chemical challenges.,"4,043",$1M to $10M,Active,2011-01-01,year,2022-04-18,day,,,For Profit,http://www.lygos.com,"Lygos is providing biotechnology solutions for today’s renewable chemical challenges. They engineer microbes to convert sugars into high-value, industrial chemicals, targeting compounds where biological production is cost-advantaged over petrochemical production. The company's throughput screening and strain construction facilitate the rapid optimization of pathways to convert cheap and renewable feedstock to high-value chemicals. Founded in 2011, Lygos is headquartered in Berkeley, California.",M&A,211525979,USD,211525979
Element Science,https://www.crunchbase.com/organization/revive-defibrillation-systems,"Biotechnology, Health Care, Medical, Medical Device, Wearables","San Francisco, California, United States",Element Science is a medical device and digital health start-up that develops lifesaving wearable solutions.,"4,863",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://www.elementscience.com/,"Element Science is a medical device and digital health company that develops solutions at the intersection of clinical-grade wearable devices, machine learning algorithms, and lifesaving therapies to address the needs of high-risk cardiovascular patients, primarily as they transition from the hospital to home. The company developing a proprietary next-generation wearable digital platform that unites patient-centric human factor engineering, sophisticated machine learning algorithm development principles, and rigorous electromechanical medical device development standards. The company was founded in 2011 and is headquartered in San Francisco, California.",Late Stage Venture,183100000,USD,183100000
