Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Ambrx,https://www.crunchbase.com/organization/ambrx,"Biopharma, Biotechnology, Health Care, Life Science, Therapeutics","La Jolla, California, United States",Ambrx is a clinical-stage biopharmaceutical company using expanded genetic code technology for next-gen therapies and immune modulation.,384,$10M to $50M,Active,2003-01-01,year,2021-06-18,day,,,For Profit,http://www.ambrx.com,"Ambrx is a clinical stage biopharmaceutical company using an expanded genetic code technology platform to discover and develop Engineered Precision Biologics. These include next generation antibody drug conjugates (ADCs), bispecifics, targeted immuno-oncology therapies, novel cytokines to modulate the immune system, and long-acting therapeutic peptides for metabolic and cardiovascular disease. Ambrx is advancing a robust portfolio of clinical and preclinical programs designed to optimize efficacy, safety and ease of use, in multiple therapeutic areas, including its lead product candidate ARX788.",M&A,500949000,USD,500949000
Catalyst Pharmaceuticals,https://www.crunchbase.com/organization/catalyst-pharmaceuticals-partners-inc,"Biotechnology, Health Care, Health Diagnostics, Pharmaceutical","Coral Gables, Florida, United States",Catalyst Pharmaceuticals focused on the development and commercialization of prescription drugs.,"2,200",$10M to $50M,Active,2002-01-01,year,2006-11-08,day,,,For Profit,https://catalystpharma.com,"Catalyst is a specialty pharmaceutical company focused on the development and commercialization of prescription drugs targeting rare (orphan) neuromuscular and neurological diseases, including Lambert-Eaton Myasthenic Syndrome (LEMS), infantile spasms and Tourette's disorder. Catalyst is developing Firdapse™ (Amifampridine Phosphate, or 3,4-diaminopyridine phosphate) for the treatment of LEMS, a rare neuromuscular, autoimmune disorder frequently associated with small cell lung cancer. Catalyst also believes that Firdapse™ has the potential to treat other neuromuscular disorders such as congenital myasthenic syndrome and some cases of myasthenia gravis that are refractory to currently approved therapies.",IPO,273938958,USD,273938958
Amyris,https://www.crunchbase.com/organization/amyris-biotechnologies,"Biotechnology, Chemical, CleanTech, Renewable Energy","Emeryville, California, United States",Amyris Biotechnologies specializes in creating renewable products focusing on fuels and chemicals.,"3,144",$10M to $50M,Active,2003-01-01,year,2010-09-28,day,,,For Profit,http://amyris.com,"Amyris Biotechnologies creates renewable products that focus on fuels and chemicals that provide no-compromise sustainable alternatives to a broad range of petroleum-sourced products. It uses an industrial synthetic biology platform that applies its innovative bioscience solutions to convert plant sugars into hydrocarbon molecules and produce specialty ingredients and consumer products. Its technology creates products that support biopharmaceutical drug discovery and production, from cosmetic emollients and fragrances to fuels, solvents, lubricants, and nutraceuticals.",IPO,1870315856,USD,1870315856
NanoString Technologies,https://www.crunchbase.com/organization/nanostring-technologies,"Biotechnology, Health Diagnostics, Medical","Seattle, Washington, United States","NanoString Technologies provides a life science tools platform for a variety of basic research, translational medicine and IVD applications.","3,577",$10M to $50M,Active,2003-01-01,year,2013-07-05,day,,,For Profit,http://www.nanostring.com,"NanoString Technologies (NASDAQ: NSTG) is a publicly held provider of life science tools for translational research and molecular diagnostics. The company's technology enables a wide variety of basic research, translational medicine and in vitro diagnostics applications. NanoString's products are based on a novel digital molecular barcoding technology invented at the Institute for Systems Biology (ISB) in Seattle under direction of Dr. Leroy Hood. The company was founded in 2003 with an exclusive license to develop and market the technology. In 2008, NanoString launched its first commercial instrument system and began international sales operations with its first multiplexed assays for gene expression analysis. In 2010, the company launched new applications for the system to support microRNA analysis and copy number variation detection, and in 2013 launched Prosigna®, its first in vitro diagnostic product for prognosis of early stage breast cancer.",IPO,873850000,USD,873850000
Alnylam Pharmaceuticals,https://www.crunchbase.com/organization/alnylam-pharmaceuticals,"Biotechnology, Health Care, Medical, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States","Alnylam Pharmaceuticals is a biopharmaceutical company focused on the discovery, development and commercialization.","4,210",$100M to $500M,Active,2002-01-01,year,2022-03-04,day,,,For Profit,http://www.alnylam.com,"Alnylam is the translation of RNA interference (RNAi) into a whole new class of innovative medicines with the potential to transform the lives of people afflicted with rare genetic, cardio-metabolic, hepatic infectious, and central nervous system (CNS)/ocular diseases. Based on Nobel Prize-winning science, RNAi therapeutics represent a powerful, clinically validated approach for the treatment of a wide range of severe and debilitating diseases.",IPO,3884600000,USD,3884600000
Newlight Technologies,https://www.crunchbase.com/organization/newlight-technologies,"Advanced Materials, Biotechnology, Carbon Capture, Sustainability","Huntington Beach, California, United States",Newlight Technologies uses decarbonization technology dedicated to converting greenhouse gas into biomaterials.,"4,353",$10M to $50M,Active,2003-01-01,year,,,,,For Profit,http://newlight.com,"Newlight Technologies uses decarbonization technology dedicated to converting greenhouse gas into biomaterials. Its mission is to replace oil-based plastics with AirCarbon on a global scale, using carbon that would otherwise go into the air to replace oil, and reducing the amount of carbon in the air on a market-driven basis.",,231610581,USD,231610581
Jazz Pharmaceuticals,https://www.crunchbase.com/organization/jazz-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Palo Alto, California, United States","Jazz Pharmaceuticals is a specialty pharmaceutical company that identifies, develops and commercializes innovative treatments.","4,921",$500M to $1B,Active,2003-01-01,year,2007-05-31,day,,,For Profit,https://www.jazzpharma.com/,"Jazz Pharmaceuticals is a specialty pharmaceutical company that identifies develops and commercializes innovative treatments for important, underserved markets in neurology and psychiatry. Jazz Pharmaceuticals focuses on identifying, developing, and commercializing products for neurology and psychiatry primarily in the United States. Its products include Xyrem for the treatment of cataplexy and excessive daytime sleepiness in patients with narcolepsy; Cystadane for the treatment of homocystinuria, an inherited metabolic disease; and Antizol to treat ethylene glycol and methanol poisoning. Its late-stage product candidates comprise Luvox CR, an extended-release formulation of fluvoxamine, a selective serotonin reuptake inhibitor, which is used for the treatment of obsessive-compulsive disorder and social anxiety disorder; and JZP-6, a liquid dosage form of sodium oxybate in Xyrem, for the treatment of fibromyalgia syndrome.",IPO,1959099998,USD,1959099998
Revance Therapeutics,https://www.crunchbase.com/organization/revance-therapeutics,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Newark, California, United States",Revance Therapeutics develops and commercializes products and treatments for dermatological diseases.,"5,009",$10M to $50M,Active,2002-01-01,year,2014-02-07,day,,,For Profit,http://www.revance.com,"Revance Therapeutics is a biopharmaceutical company, engages in developing and commercializing products and treatments in dermatology and aesthetic medicines. Its products include RT001, a physician-applied topical botulinum toxin type A (BoNT-A) for cosmetic, hyperhidrosis, and dermatologic indications. The company was formerly known as Essentia Biosystems, Inc. Revance Therapeutics, Inc. was founded in 2002 and is based in Mountain View, California.",IPO,1579526000,USD,1579526000
Bionano Genomics,https://www.crunchbase.com/organization/bionanomatrix,"Biotechnology, Genetics, Health Diagnostics, Medical","San Diego, California, United States",Bionano Genomics is a biotechnology company that provides genome analysis solutions to researchers and clinicians.,"6,959",$1M to $10M,Active,2003-01-01,year,2018-09-21,day,,,For Profit,http://www.bionanogenomics.com,"Bionano Genomics is a biotechnology company that specializes in genome mapping and analysis. The company develops and markets the Saphyr system, which is a platform for ultra-sensitive and ultra-specific structural variation detection in DNA. Structural variations are alterations in the DNA structure, such as insertions, deletions, inversions, and translocations, that can be associated with various genetic disorders and diseases, including cancer. Bionano Genomics' Saphyr system uses a technology called optical genome mapping (OGM) to analyze long DNA molecules. OGM allows for the direct visualization and analysis of structural variations in the genome without the need for sequencing. This technology can provide valuable insights into the structural variations in an individual's genome, which can be important for understanding disease mechanisms, and genetic disorders, and for guiding personalized treatment strategies.",IPO,288133200,USD,288133200
Clinipace,https://www.crunchbase.com/organization/clinipace-worldwide,"Biotechnology, Clinical Trials, Medical","Morrisville, North Carolina, United States",Clinipace is a clinical research firm that offers integrated clinical research services for biopharmaceutical and medical firms.,"6,980",$10M to $50M,Active,2003-01-01,year,2021-04-28,day,,,For Profit,http://www.clinipace.com,"Clinipace is a clinical research organization that specializes in fully integrated clinical research services for biopharmaceutical and medical device firms. It delivers a level of collaboration and flexibility not possible in a traditional CRO environment.  The company was founded in 2003 and headquartered in Morrisville, North Carolina.",M&A,179062551,USD,179062551
