Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
IndieBio,https://www.crunchbase.com/organization/synbio-axlr8r,"Biotechnology, Finance, Venture Capital","San Francisco, California, United States","IndieBio is the largest biotech startup accelerator, run by SOSV.",81,$1M to $10M,Active,2014-11-01,day,,,,,For Profit,http://www.indiebio.co,"IndieBio is the world’s first accelerator devoted to startups using biology to solve the world's largest problems. IndieBio is an SOSV program. SOSV is a global venture capital firm that operates startup accelerator investment programs. At the close of 2020, SOSV had more than 1,000 portfolio companies and $855 million in assets under management.",,25000000,USD,25000000
Adicet Bio,https://www.crunchbase.com/organization/adicet-bio,"Biopharma, Biotechnology, Health Care, Medical","Redwood City, California, United States",Adicet Bio is a biotechnology company discovering and developing first-in-class allogeneic gamma delta CAR t cell therapies for cancer,351,$10M to $50M,Active,2014-01-01,year,,,,,For Profit,http://www.adicetbio.com,"Adicet Bio is a biotechnology company engaged in the design and development of off-the-shelf allogeneic gamma delta T cell therapies for cancer and other diseases. Adicet is advancing a pipeline of “off-the-shelf” gamma delta T cells, engineered with chimeric antigen receptors and T cell receptor-like antibodies to enhance selective tumor targeting, facilitate innate and adaptive anti-tumor immune response, and improve persistence for durable activity in patients.",,243625000,USD,243625000
Kura Oncology,https://www.crunchbase.com/organization/kura-oncology,"Biopharma, Biotechnology, Genetics, Health Care, Medical, Oncology, Precision Medicine","La Jolla, California, United States","Kura Oncology, a biopharmaceutical company, advances a pipeline of precision medicines for the treatment of solid tumors and blood cancers.",683,$10M to $50M,Active,2014-01-01,year,2015-09-22,day,,,For Profit,http://www.kuraoncology.com/,"At Kura Oncology, They are committed to realizing the promise of precision medicines for cancer. The genomics revolution is transforming how they treat cancer. They now understand that how a patient responds to treatment depends in part on the genetic makeup of the cancer and, importantly, we have the knowledge and tools to create targeted treatments and companion diagnostics to identify those patients most likely to benefit. This new era offers the potential for innovative treatments that are safer and more effective for patients with particular cancers. They are leveraging our insights into cancer genetics as well as our core strength of translating novel science into life-saving medicines to advance a pipeline of precision medicines. Their development programs target cancers with high unmet need, including lung, colorectal, thyroid and pancreatic cancers as well as blood cancers such as lymphoma and leukemias.",IPO,1191425500,USD,1191425500
Voyager Therapeutics,https://www.crunchbase.com/organization/voyager-therapeutics,"Biotechnology, Genetics, Health Care, Life Science","Cambridge, Massachusetts, United States",Voyager Therapeutics is a biotechnology company specializing in gene therapy and neurology.,759,$10M to $50M,Active,2014-01-01,year,2015-11-11,day,,,For Profit,https://www.voyagertherapeutics.com/,"Voyager Therapeutics is a gene therapy company developing treatments for fatal and debilitating diseases of the central nervous system (CNS). It is committed to advancing the field of AAV (adeno-associated virus) gene therapy through innovation and investment in vector optimization and engineering, dosing techniques, as well as process development and production. The company’s initial pipeline is focused on CNS diseases in dire need of effective new therapies, including Parkinson’s disease, a monogenic form of amyotrophic lateral sclerosis (ALS), and Friedreich’s ataxia.",IPO,374000000,USD,374000000
ORIC Pharmaceuticals,https://www.crunchbase.com/organization/oric-pharmaceuticals,"Biopharma, Biotechnology, Health Care, Pharmaceutical, Therapeutics","South San Francisco, California, United States",ORIC Pharmaceuticals is a biopharmaceutical company that develops treatments that target the causes of therapeutic resistance.,852,$10M to $50M,Active,2014-01-01,year,2020-04-24,day,,,For Profit,http://oricpharma.com,"ORIC Pharmaceuticals is a clinical-stage biopharmaceutical company dedicated to improving patients’ lives by Overcoming Resistance In Cancer. ORIC’s lead product candidate, ORIC-101, is a potent and selective small molecule antagonist of the glucocorticoid receptor, which has been linked to resistance to multiple classes of cancer therapeutics across a variety of solid tumors. ORIC’s second product candidate, ORIC-533, is an orally bioavailable small molecule inhibitor of CD73, a key node in the adenosine pathway believed to play a central role in resistance to chemotherapy- and immunotherapy-based treatment regimens. Beyond these two product candidates, ORIC is also developing multiple precision medicines targeting other hallmark cancer resistance mechanisms. ORIC’s scientific founders, Charles Sawyers, MD, and Scott Lowe, Ph.D., have long records of discovering novel targets in cancer that have led to innovative treatments.",IPO,408000000,USD,408000000
Proscia,https://www.crunchbase.com/organization/proscia,"Artificial Intelligence (AI), Biotechnology, Life Science, Medical","Philadelphia, Pennsylvania, United States","Proscia develops a pathology platform to assist routine pathology operations, enhance cancer diagnosis, and improve patient outcomes.",886,$1M to $10M,Active,2014-07-01,month,,,,,For Profit,https://www.proscia.com,"Proscia develops a digital pathology platform to assist routine pathology operations, enhance cancer diagnosis, and improve patient outcomes. Its platform utilizes computing technologies that unlock hidden data not visible to the human eye and turns that data into valuable insights to help physicians accelerate the development of life-saving advances.",,80517457,USD,80517457
Opentrons,https://www.crunchbase.com/organization/opentrons,"Artificial Intelligence (AI), Biotechnology, Electronics, Hardware, Robotics","Brooklyn, New York, United States",Opentrons is a life science company that develops pipetting robot technology designed to automate experiments.,974,$10M to $50M,Active,2014-01-01,year,,,,,For Profit,http://www.opentrons.com,"Opentrons is a developer of pipetting robot technology designed to automate experiments. Their technology is automated laboratory equipment that automates experiments by using the Python language, enabling scientific researchers to make the process faster and less tiresome.",Late Stage Venture,240034056,USD,240034056
TetraScience,https://www.crunchbase.com/organization/tetrascience-inc-,"Biotechnology, Data Integration, Data Management, Internet of Things, Life Science, Pharmaceutical, Software","Boston, Massachusetts, United States",TetraScience is an R&D cloud data management company that empowers transformation in life sciences and drug discovery.,"1,495",$1M to $10M,Active,2014-10-21,day,,,,,For Profit,http://www.tetrascience.com,"TetraScience is an R&D cloud data management company that empowers transformation in life sciences and drug discovery, aiming to disrupt life sciences research and development, accelerate discovery, and improve and extend human life. The Tetra R&D Data Cloud provides life sciences companies with the flexibility, scalability, and data-centric capabilities to enable easy access to centralized, standardized, and actionable scientific data and is actively deployed across enterprise pharma and biotech organizations. As an open platform, TetraScience has built the largest integrated network of lab instruments, informatics applications, CRO/CDMOs, analytics, and data science partners, creating seamless interoperability and an innovation feedback loop that will drive the future of life sciences R&D. In 2014, Alok Tayi, Salvatore Savo, and Siping Wang co-founded TetraScience in Boston, Massachusetts.",Early Stage Venture,99145000,USD,99145000
Roivant Sciences,https://www.crunchbase.com/organization/roivant-sciences,"Biopharma, Biotechnology, Health Care, Pharmaceutical, Product Research","New York, New York, United States",Roivant Sciences is a biopharmaceutical company focused on the development of medicines and healthcare technologies to patients.,"1,502",$50M to $100M,Active,2014-05-01,month,2021-10-01,day,,,For Profit,http://www.roivant.com,"Roivant Sciences is a biopharmaceutical company focused on completing the development of promising late-stage drug candidates. Roivant’s mission is to reduce the time and cost of developing new medicines for patients and to share those savings with the healthcare system. Roivant does this by building Vants - nimble, entrepreneurial biotech and healthcare technology companies with a unique approach to sourcing talent, aligning incentives, and deploying the technology. In addition to its biopharmaceutical subsidiaries, Roivant also builds technology-focused Vants focused on improving the process of developing and commercializing medicines.",IPO,2473000000,USD,2473000000
Science 37,https://www.crunchbase.com/organization/science-37,"Biotechnology, Clinical Trials, Health Care, Home Health Care","Culver City, California, United States",Science 37 is a clinical research company that facilitates universal participation in clinical trials for patients and providers.,"1,509",$10M to $50M,Active,2014-01-01,year,2021-10-07,day,,,For Profit,http://science37.com,"Science 37 is making the promise of virtual trials the new reality. By engaging with patients from the comfort of their own home, the company provides access to patients who can never be reached by traditional site-based research models. Its virtual model has proven to enroll faster, retain patients at a higher rate, and reach a more representative patient population. Science 37 has conducted more virtual (or decentralized), interventional trials than any other company, using an expansive, in-house network of telemedicine investigators and home-health nurses. The company's research is powered by the industry’s most comprehensive, fully integrated clinical trial platform purpose-built to conduct virtual trials.",IPO,347500000,USD,347500000
