Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
23andMe,https://www.crunchbase.com/organization/23andme,"Biotechnology, Genetics, Life Science","Sunnyvale, California, United States","23andMe is a DNA testing technology company that enables its users to access their ancestry, genealogy, and inherited traits.",126,$100M to $500M,Active,2006-04-01,day,2021-06-17,day,,,For Profit,http://23andme.com,"23andMe is a human genome research company enabling users to study their ancestry, genealogy, and inherited traits. A startup co-founded by Linda Avey and Anne Wojcicki, the wife of Google co-founder Sergey Brin, 23andMe has plans to make the human genome searchable. Brin, along with Google, gave 23andMe $3.9 million as part of a series A in May of 2007. The company was named after the number of chromosome pairs in humans. They aim to help people understand what their genes mean by indexing them and highlighting significant findings. 23andMe allows its clients/users to study their ancestry, genealogy and inherited traits. The company also markets to researchers and scientists, for whom they provide neatly categorized and easily searchable data. One reason the Google investment in 23andMe made sense was that this company could enable the search giant to index another facet of the world's information. With the Biotech and Health Care industries growing rapidly, 23andMe could help Google get and maintain a market hold in these already multi-billion dollar areas.",IPO,1118573609,USD,1118573609
Elo Life Systems,https://www.crunchbase.com/organization/elo-life-systems,"Biotechnology, Health Care, Nutrition, Wellness","Durham, North Carolina, United States",Elo Life Systems is a biotechnology company that focuses on human health and wellness through food.,635,$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://elolife.com/,"Elo Life Systems is a biotechnology company that focuses on human health and wellness through food.   The company is driven by a mission to improve human health and wellness by bridging the gap between food, agriculture, and health. Elo partners with stakeholders in the food systems value chain to bridge gaps and meet needs across agricultural productivity, nutritional demand, food security, and human wellness.",Early Stage Venture,56492770,USD,56492770
Veracyte,https://www.crunchbase.com/organization/veracyte,"Biotechnology, Health Care, Health Diagnostics","South San Francisco, California, United States",Veracyte develops molecular diagnostic tests to improve patient outcomes and lower healthcare costs.,"1,139",$100M to $500M,Active,2006-01-01,year,2013-10-30,day,,,For Profit,http://www.veracyte.com,"Veracyte is a global genomic diagnostics company that improves patient care by providing answers to clinical questions, informing diagnosis and treatment decisions throughout the patient journey in cancer and other diseases. The company’s growing menu of genomic tests leverage advances in genomic science and technology, enabling patients to avoid risky, costly diagnostic procedures and quicken time to appropriate treatment. The company’s tests in thyroid cancer, lung cancer, breast cancer, and idiopathic pulmonary fibrosis are available to patients, and its lymphoma subtyping test is in development. With Veracyte’s exclusive global license to a best-in-class diagnostics instrument platform, the company is positioned to deliver its tests to patients worldwide.",IPO,681250000,USD,681250000
Adverum Biotechnologies,https://www.crunchbase.com/organization/adverum-biotechnologies,"Biotechnology, Pharmaceutical, Therapeutics","Menlo Park, California, United States",Adverum Biotechnologies is a gene therapy company that focuses on developing medicines that can offer therapeutic benefits to patients.,"1,198",$1B to $10B,Active,2006-01-01,year,2014-08-01,day,,,For Profit,http://adverum.com/,"Adverum Biotechnologies is a clinical-stage company that aims to establish gene therapy as a new standard of care for a number of highly prevalent ocular diseases with the aspiration of developing functional cures for these diseases to restore vision and prevent blindness. Their services include gene therapy, biotechnology, rare diseases, ophthalmology, and retina.",IPO,814872635,USD,814872635
Tandem Diabetes Care,https://www.crunchbase.com/organization/tandem-diabetes-care,"Apps, Biotechnology, Diabetes, Health Care, Medical Device","San Diego, California, United States",Tandem diabetes care provides products that empower both people with diabetes and those who care for them.,"3,827",$100M to $500M,Active,2006-01-01,year,2013-11-22,day,,,For Profit,http://www.tandemdiabetes.com,"Tandem diabetes care provides products that empower both people with diabetes and those who care for them. It offers diabetic insulin pumps for adults and children to diabetes needs, including keeping blood glucose levels within target ranges.",IPO,366501200,USD,366501200
Fortress Biotech,https://www.crunchbase.com/organization/fortress-biotech,"Biotechnology, Health Care, Life Science, Pharmaceutical","New York, New York, United States","Fortress Biotech is a biopharmaceutical company that focuses on acquiring, developing, and commercializing therapeutic products.","4,065",$1M to $10M,Active,2006-01-01,year,2011-12-30,day,,,For Profit,http://www.fortressbiotech.com/,"Fortress Biotech is a biopharmaceutical company focusing on acquiring, developing, and commercializing high-potential marketed and development-stage drugs and drug candidates. Fortress has 5 marketed products and over 25 programs in development through its majority-owned and majority-controlled partners and partners it founded and holds significant minority ownership positions. Target therapeutic areas and technologies include oncology, rare diseases, gene and cell therapy, and other areas of high unmet need.",IPO,196825534,USD,196825534
Nevro,https://www.crunchbase.com/organization/nevro,"Biotechnology, Health Care, Health Diagnostics, Manufacturing, Pharmaceutical","Menlo Park, California, United States",Nevro provides pain relief solutions for patients suffering from low back pain and other types of chronic pain.,"4,069",$100M to $500M,Active,2006-01-01,year,2014-10-06,day,,,For Profit,http://www.nevro.com,"Nevro is a global medical device company focused on providing innovative products that improve the quality of life of patients suffering from debilitating chronic pain. Nevro has developed and commercialized the Senza spinal cord stimulation (SCS) system, an evidence-based neuromodulation platform for the treatment of chronic pain. The Senza system is the only SCS system that delivers Nevro's proprietary HF10 therapy. Senza, HF10, Nevro and the Nevro logo are trademarks of Nevro.",IPO,555750000,USD,555750000
Precision BioSciences,https://www.crunchbase.com/organization/precision-biosciences,"Biotechnology, Genetics, Health Care, Medical","Durham, North Carolina, United States",Precision BioSciences is a biotechnology company dedicated to improving life.,"5,528",$1M to $10M,Active,2006-01-01,year,2019-03-27,day,,,For Profit,https://precisionbiosciences.com,"Precision BioSciences is a biotechnology company dedicated to improving lives through its next-generation gene editing technology, ARCUS. Precision BioSciences’ mission is to translate the world’s most powerful genome editing technology into greatly needed products throughout the life sciences. Precision’s proprietary ARCUS genome editing technology enables the production of highly specific nucleases that can insert, remove, and modify DNA at essentially any location in a complex genome.",IPO,225150000,USD,225150000
Ocular Therapeutix,https://www.crunchbase.com/organization/ocular-therapeutix,"Biotechnology, Health Care, Medical Device","Bedford, Massachusetts, United States",Ocular Therapeutix develops and commercializes ophthalmic therapeutic products by using hydrogel technology.,"5,713",$50M to $100M,Active,2006-01-01,year,2014-07-28,day,,,For Profit,http://www.ocutx.com,"Ocular Therapeutix, Inc. engages in the development and commercialization of ophthalmic therapeutic products using its proprietary hydrogel technology to address unmet or underserved needs in ophthalmology. Its products include ReSure Adherent Ocular Bandage, a synthetic ocular bandage for ophthalmic surgery; ReSure Sealant, a synthetic and biocompatible hydrogel that creates a temporary, soft, and lubricious surface barrier to protect clear corneal incisions in the immediate post-operative period; and prostaglandin analog punctum plugs that are hydrogel-based punctum plug depots to deliver prostaglandin analogs to treat glaucoma.",IPO,386510836,USD,386510836
Rapid Micro Biosystems,https://www.crunchbase.com/organization/rapid-micro-biosystems,"Biotechnology, Manufacturing, Pharmaceutical","Bedford, Massachusetts, United States","Rapid Micro Biosystems offers tools that detect microbial contamination in manufacturing pharmaceutical, biotechnology and other products.","5,981",$10M to $50M,Active,2006-01-01,year,2021-07-14,day,,,For Profit,http://www.rapidmicrobio.com,"Rapid Micro Biosystems provides products for the detection of microbial contamination in the manufacture of pharmaceutical, biotechnology, and personal care products. It offers the Growth Direct System, a non-destructive method for microbial enumeration.  The company was formerly known as Genomic Profiling Systems and changed its name to Rapid Micro Biosystems in 2007. Rapid Micro Biosystems was founded in 2006 and is based in Bedford, Massachusetts.",IPO,377401413,USD,377401413
